-3,19,0
-3,[22.90724076],0
-12,24.471030108215512,0
3,22.50194405452573,0
3,22.50194405452573,0
3,22.50194405452573,0
56,45,3
56,[26.30023487],4
40,24.968922124782956,0
-5,25.45776975558751,0
-5,25.45776975558751,0
40,24.968922124782956,0
-5,36,2
-5,[24.13776749],2
38,24.694266468204294,0
14,25.752583401000415,0
-4,22.1967257542265,0
-4,22.1967257542265,0
-6,34,2
-6,[22.22978993],2
39,21.553221985086438,0
39,21.553221985086438,0
39,21.553221985086438,0
39,21.553221985086438,0
-1,76,4
-1,[19.54933653],5
-8,19.15874343648541,0
-5,17.83126463843841,0
-8,19.15874343648541,0
-8,19.15874343648541,0
1,48,3
1,[20.99758746],2
-7,15.960617332142697,0
-5,16.899942368011573,0
-8,17.469855235465396,0
-5,16.899942368011573,0
5,41,2
5,[27.46169504],1
29,22.301125995502,0
38,20.417102371302107,0
29,22.301125995502,0
32,19.66832695148566,0
19,23,2
19,[17.52312666],0
-3,15.486269546702683,0
-11,16.96046049638779,0
-7,14.422752783172013,0
-7,14.422752783172013,0
3,40,0
3,[24.70093616],1
-14,27.206425102412098,0
-5,26.89611610244325,0
-5,26.89611610244325,0
-4,27.145950290615097,0
-6,36,4
-6,[25.51533434],1
38,22.104211397492953,1
38,22.104211397492953,1
38,22.104211397492953,1
38,22.104211397492953,1
-5,34,0
-5,[23.07250544],0
31,19.59604137885175,0
38,19.409018390793378,0
38,19.409018390793378,0
38,19.409018390793378,0
