month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
1,29,3,4,31,-1,205,1089,936,935,1141,40,15,36,4,15,24,30.06,30,36
12,12,4,3,4,-2,70,187,677,675,747,33,12,42,4,9,0,30.71,30,22
1,14,2,4,64,-5,182,1005,480,475,662,40,39,97,0,0,0,30.36,39,36
12,21,6,3,58,57,239,1598,1240,1297,99,33,28,82,17,7,0,30.47,32,31
12,30,1,6,47,51,116,427,570,621,686,43,43,10,1,20,31,29.8,25,23
11,6,3,4,4,-5,83,187,917,912,1000,53,29,40,17,8,0,30.34,27,35
12,16,1,4,52,-6,395,2446,485,479,700,35,18,50,7,9,0,30.28,38,32
11,15,5,4,12,-1,135,541,705,704,840,48,27,44,13,12,0,30.19,29,21
12,9,1,1,56,0,402,2586,420,420,642,45,45,10,0,0,0,30.14,37,32
12,9,1,5,21,-1,685,4983,600,599,985,54,54,10,9,22,0,30.05,34,19
1,26,7,0,48,-11,103,288,595,584,698,41,36,82,17,15,0,29.82,39,17
11,15,5,8,13,-7,115,483,580,573,695,44,28,53,13,9,0,30.25,34,20
12,17,2,0,43,-1,117,340,1259,1258,1376,34,32,93,7,13,0,29.7,28,41
12,6,5,3,26,-2,157,828,1230,1228,1387,49,34,56,15,17,25,30.01,28,41
1,11,6,0,50,-1,91,264,485,484,576,52,50,93,9,20,0,30.3,46,17
11,5,2,1,12,-6,132,541,979,973,1111,58,46,65,13,12,0,30.11,31,35
11,29,5,3,20,13,187,1069,824,837,1011,41,23,49,4,17,0,30.12,22,34
11,28,4,1,31,34,187,1089,780,814,967,49,32,52,7,26,40,29.86,24,36
12,5,4,0,47,-6,118,427,490,484,608,41,32,70,15,12,0,29.73,51,20
11,14,4,0,50,1,95,264,479,480,574,35,20,54,4,5,0,30.46,53,20
11,11,1,4,64,3,168,1005,708,711,876,58,44,60,12,6,0,30.03,32,21
1,24,5,1,42,-6,357,2153,1290,1284,87,39,31,73,2,8,0,30.3,31,28
12,21,6,1,62,-3,235,1623,680,677,975,33,21,61,6,5,0,30.59,30,19
12,15,7,3,40,2,377,2454,1290,1292,47,40,24,53,15,16,0,30.09,30,31
12,20,5,0,12,8,148,541,1175,1183,1323,29,14,54,4,12,0,30.62,47,29
12,7,6,4,4,-1,89,187,1165,1164,1254,33,16,50,7,15,28,30.47,41,29
12,27,5,3,4,12,83,187,942,954,1025,49,46,90,9,6,0,30.13,35,37
11,16,6,6,47,-7,116,427,986,979,1102,36,5,27,5,8,0,30.44,30,31
12,10,2,3,7,0,90,301,1115,1115,1205,54,52,93,15,14,0,29.94,37,34
1,3,5,4,28,-1,385,2475,1055,1054,1260,46,46,10,17,6,0,29.81,29,37
1,10,5,0,17,-1,267,1391,510,509,717,42,38,85,13,12,0,30.59,49,19
12,26,4,3,58,33,225,1598,1412,5,257,47,45,93,17,9,0,30.12,12,12
12,4,3,3,56,-4,390,2586,1309,1305,79,39,34,82,17,14,0,29.55,25,29
12,1,7,0,37,0,88,290,580,580,668,32,20,61,2,10,0,29.97,38,19
11,16,6,1,12,-4,134,541,380,376,514,36,14,41,6,14,0,30.36,14,18
11,9,6,4,30,-6,168,944,685,679,853,37,22,54,13,5,0,30.32,28,20
12,21,6,0,10,-9,146,636,815,806,961,35,25,67,0,0,0,30.53,27,42
1,12,7,4,27,-7,371,2248,899,892,1090,64,39,40,15,22,30,30.14,28,38
12,4,3,3,64,0,179,1005,450,450,629,36,30,79,15,12,0,29.6,36,30
11,20,3,4,28,-6,380,2475,1090,1084,1290,44,31,60,8,17,0,30.04,38,32
1,13,1,4,30,-5,186,944,968,963,1154,46,45,96,8,7,0,30.33,29,34
12,13,5,3,4,50,71,187,1027,1077,1098,51,51,10,2,8,0,30.12,31,33
1,20,1,0,48,10,109,288,930,940,1039,32,1,27,7,14,0,30.28,30,38
1,17,5,1,12,-4,125,541,723,719,848,29,-2,26,7,23,32,30.61,28,17
11,5,2,6,14,0,141,589,995,995,1136,58,46,65,13,12,0,30.11,31,35
11,27,3,4,56,-5,405,2586,495,490,720,47,46,97,2,5,0,30.0,51,18
12,21,6,3,27,38,367,2248,1170,1208,1357,33,29,85,9,3,0,30.48,35,42
11,21,4,8,13,-7,122,483,895,888,1017,52,33,49,13,7,0,30.11,28,38
12,15,7,3,28,-7,379,2475,515,508,714,45,34,65,15,21,26,29.74,51,16
1,2,4,3,4,2,70,187,754,756,824,44,30,58,12,8,0,29.94,19,22
12,15,7,3,52,45,372,2446,1170,1215,1362,41,24,51,15,17,26,30.07,29,41
1,22,3,0,46,-7,82,273,1321,1314,1403,31,23,72,12,5,0,30.44,29,27
12,17,2,0,24,-10,147,665,582,572,729,35,35,10,5,12,0,29.85,30,17
11,29,5,0,43,-8,114,340,1275,1267,1389,36,23,59,4,20,0,30.13,26,26
1,13,1,2,28,22,400,2475,1045,1067,1265,45,45,10,7,7,0,30.34,30,28
11,30,6,1,4,-5,74,187,1390,1385,24,33,18,54,6,7,0,30.02,20,18
11,15,5,1,31,15,194,1089,420,435,614,37,27,67,13,8,0,30.27,36,30
12,7,6,3,47,-5,104,427,488,483,592,34,20,56,8,16,23,30.35,44,15
11,21,4,3,42,-4,337,2153,1139,1135,1356,48,40,74,12,10,0,30.09,41,33
1,14,2,3,55,-8,395,2422,546,538,761,41,40,96,3,3,0,30.36,42,17
11,7,4,4,20,39,193,1069,958,997,1151,56,48,75,12,7,0,29.97,32,37
1,24,5,4,18,-7,126,509,774,767,900,52,25,35,10,6,0,30.34,18,29
11,22,5,4,10,-2,140,636,523,521,663,50,42,74,12,9,0,29.78,53,20
12,4,3,3,2,-6,252,1521,533,527,725,37,30,76,15,15,0,29.6,50,20
12,2,1,3,51,1,188,1074,405,406,593,38,38,10,6,16,0,29.48,19,20
11,20,3,4,28,-5,385,2475,500,495,705,42,33,70,7,14,0,29.93,52,19
11,22,5,1,15,-5,90,213,390,385,480,45,39,80,12,8,0,29.85,17,21
1,22,3,4,31,-2,195,1089,475,473,670,29,19,67,2,3,0,30.49,39,36
12,30,1,4,58,-1,232,1598,690,689,982,43,42,97,2,22,31,29.76,30,20
12,24,2,4,26,-1,170,828,1170,1169,1340,38,24,57,4,10,0,30.19,35,26
11,22,5,3,60,-5,379,2521,1052,1047,1251,46,28,50,16,24,32,29.82,32,28
12,25,3,3,63,4,80,209,1170,1174,1250,35,34,96,9,3,0,30.17,42,24
11,30,6,4,58,-4,223,1598,705,701,988,41,13,32,4,14,0,30.05,30,19
1,14,2,3,30,-6,182,944,810,804,992,45,37,74,3,8,0,30.23,31,36
1,7,2,3,1,-7,162,760,443,436,605,38,27,65,15,8,0,30.1,37,36
12,8,7,1,12,-4,121,541,738,734,859,40,25,55,9,14,0,30.48,23,25
12,30,1,8,43,48,117,340,1250,1298,1367,39,38,96,4,18,0,29.77,32,29
11,30,6,3,10,13,124,636,324,337,448,32,22,66,4,15,0,30.07,7,24
11,18,1,4,56,12,406,2586,1270,1282,56,41,41,10,4,10,0,29.71,31,32
12,7,6,3,59,38,327,1990,1182,1220,1389,33,16,50,7,15,28,30.47,25,38
12,22,7,6,3,-9,167,765,1230,1221,1337,40,32,73,17,14,0,30.23,33,42
12,22,7,6,37,-3,90,290,1169,1166,1259,40,32,73,17,14,0,30.23,44,31
11,8,5,3,23,0,250,1417,786,786,976,40,16,38,8,24,33,30.14,27,43
1,29,3,3,38,-7,57,150,1370,1363,1427,32,14,48,4,9,0,30.18,20,30
1,29,3,3,29,24,388,2465,445,469,653,33,19,56,7,17,0,30.05,37,36
12,26,4,1,12,0,137,541,1139,1139,1276,45,40,82,1,10,0,30.37,40,37
1,6,1,4,28,34,391,2475,1280,1314,51,41,27,57,15,13,0,30.03,32,35
12,29,7,4,30,13,184,944,568,581,752,41,32,70,2,9,0,30.28,43,18
12,19,4,0,7,-4,103,301,1019,1015,1122,25,9,51,8,16,0,30.39,27,34
11,20,3,0,46,-9,83,273,1340,1331,1423,42,30,62,7,14,0,30.08,24,30
11,26,2,0,18,9,128,509,569,578,697,50,44,80,12,6,0,30.04,37,20
1,25,6,3,7,58,84,301,631,689,715,45,45,10,1,30,40,29.89,31,16
12,6,5,0,36,0,189,740,929,929,1058,48,33,56,13,20,0,29.96,28,34
12,23,1,4,58,-3,232,1598,690,687,982,47,35,63,13,12,0,30.09,30,20
11,7,4,4,15,-8,89,213,1254,1246,1343,50,47,89,16,16,0,30.0,31,42
11,29,5,3,4,-9,73,187,427,418,500,31,22,69,4,20,0,30.23,12,18
11,3,7,3,39,2,183,1028,1243,1245,1426,49,28,44,16,14,0,30.2,25,40
1,22,3,1,28,3,389,2475,1230,1233,1439,32,21,64,0,0,0,30.44,28,36
12,7,6,3,58,-2,228,1598,855,853,1143,39,16,39,8,10,0,30.37,23,35
1,6,1,3,8,357,397,2465,990,1347,1207,41,27,57,15,13,0,30.03,23,31
11,4,1,0,37,-4,94,290,895,891,989,54,38,55,9,18,0,30.31,29,36
11,19,2,1,17,11,252,1391,883,894,1075,48,37,66,8,9,0,29.81,29,36
11,4,1,4,30,-3,176,944,485,482,661,50,29,44,10,8,0,30.37,53,20
12,6,5,1,42,-1,352,2153,455,454,687,36,26,67,17,8,0,30.15,38,33
12,23,1,3,58,-2,225,1598,1412,1410,257,41,33,73,17,13,0,29.95,20,20
12,27,5,1,12,4,142,541,480,484,622,48,45,89,12,9,0,30.3,54,20
1,26,7,4,1,0,164,760,1129,1129,1293,44,29,55,15,16,0,29.79,40,37
11,28,4,3,5,-6,226,1576,823,817,1109,49,32,52,7,26,40,29.86,24,36
1,28,2,3,26,-10,162,828,1008,998,1170,41,25,53,8,18,0,29.83,28,29
11,13,3,3,56,-2,404,2586,930,928,1154,33,4,29,4,13,0,30.36,29,36
12,16,1,3,38,-3,59,150,1370,1367,1429,33,29,85,2,5,0,30.19,26,31
12,5,4,4,58,21,233,1598,1146,1167,1439,38,26,62,16,20,29,30.0,42,29
1,24,5,3,42,-1,353,2153,1173,1172,1406,40,31,70,2,8,0,30.3,40,31
11,3,7,3,51,0,191,1074,1310,1310,61,49,28,44,16,10,0,30.22,39,35
11,5,2,0,18,-8,128,509,569,561,697,60,56,86,11,15,21,30.18,29,16
11,20,3,0,11,-5,116,425,740,735,856,45,34,65,8,22,26,29.94,23,25
1,21,2,1,28,-7,392,2475,360,353,572,19,9,65,7,6,0,30.42,8,16
11,15,5,1,28,-2,380,2475,750,748,950,49,26,41,13,12,0,30.16,21,24
1,24,5,0,22,-5,95,228,1230,1225,1325,40,31,70,2,8,0,30.3,30,37
11,24,7,1,12,7,132,541,965,972,1097,42,37,82,8,21,29,29.4,32,34
12,26,4,4,15,14,106,213,1200,1214,1306,45,40,82,3,10,0,30.37,37,41
11,26,2,3,10,-2,124,636,324,322,448,41,40,96,17,6,0,29.97,11,22
12,6,5,6,9,-8,79,184,959,951,1038,47,35,63,12,17,0,29.94,28,34
1,20,1,0,9,-2,79,184,860,858,939,32,2,28,4,16,0,30.27,25,37
12,9,1,0,54,23,152,718,891,914,1043,52,50,94,11,5,0,29.9,30,34
11,15,5,2,56,0,407,2586,570,570,797,44,28,53,13,9,0,30.25,34,20
11,15,5,1,12,-4,134,541,1021,1017,1155,45,29,53,17,10,0,30.16,31,35
12,10,2,4,20,-6,196,1069,485,479,681,52,52,10,12,5,0,29.81,37,33
11,30,6,3,4,29,69,187,1395,1424,24,33,18,54,6,7,0,30.02,20,18
12,24,2,3,20,-5,195,1069,480,475,675,43,30,60,4,14,0,30.13,31,29
11,3,7,0,37,-11,82,290,575,564,657,50,33,52,16,10,0,30.12,32,21
11,16,6,0,4,-3,81,187,760,757,841,40,4,22,2,20,25,30.45,23,25
1,26,7,1,31,-2,201,1089,367,365,568,37,36,96,17,9,0,29.8,18,22
11,6,3,4,31,-8,192,1089,919,911,1111,53,29,40,17,8,0,30.34,27,35
1,31,5,3,7,-8,91,301,899,891,990,42,35,76,1,8,0,30.24,25,39
1,23,4,3,20,-7,185,1069,301,294,486,29,25,85,17,7,0,30.4,1,2
11,26,2,4,42,-5,334,2153,485,480,699,49,46,90,12,10,0,30.03,50,18
12,11,3,0,6,65,99,266,905,970,1004,36,28,73,17,17,0,30.3,30,32
12,16,1,2,57,252,402,2569,575,827,797,36,22,57,7,5,0,30.25,27,41
11,8,5,3,30,-6,175,944,660,654,835,40,18,41,16,22,33,30.14,18,22
12,24,2,4,20,7,200,1069,1170,1177,1370,38,24,57,4,10,0,30.19,35,26
12,27,5,3,20,12,205,1069,941,953,1146,49,46,90,9,6,0,30.13,35,37
11,3,7,4,58,15,239,1598,1215,1230,74,49,28,44,16,14,0,30.2,25,40
11,22,5,4,59,-4,319,1990,670,666,869,52,42,69,13,17,0,29.71,29,20
12,12,4,0,47,-1,115,427,785,784,900,35,8,33,0,0,0,30.7,28,44
11,8,5,4,52,-2,371,2446,1015,1013,1206,35,13,40,7,17,0,30.24,33,36
11,9,6,0,47,-8,109,427,735,727,844,38,24,57,9,8,0,30.3,22,25
1,17,5,3,54,-4,142,718,379,375,521,25,7,46,7,28,45,30.44,18,23
1,16,4,1,28,-8,392,2475,360,352,572,45,44,97,17,10,0,29.84,9,21
12,13,5,2,55,-3,387,2422,560,557,767,46,42,86,10,9,0,30.4,32,19
1,7,2,0,22,-4,96,228,502,498,598,39,25,57,15,8,0,30.1,44,16
1,29,3,2,28,-8,400,2475,450,442,670,33,19,56,7,17,0,30.05,37,36
11,24,7,0,9,-6,75,184,835,829,910,44,42,93,8,21,30,29.24,30,43
12,3,2,1,28,-3,388,2475,540,537,748,34,25,70,8,17,0,29.54,50,19
1,21,2,0,9,-4,79,184,860,856,939,34,8,34,4,13,0,30.4,25,39
11,17,7,4,16,0,289,1626,1185,1185,1354,40,31,70,6,22,28,30.12,41,29
12,23,1,3,51,18,200,1074,408,426,608,37,33,86,17,8,0,30.16,35,35
11,1,5,4,55,9,382,2422,696,705,898,55,31,40,15,20,31,30.05,29,17
1,20,1,3,28,-7,387,2475,689,682,896,29,6,38,7,16,24,30.27,29,17
12,9,1,0,63,76,93,209,1265,1341,1358,50,50,10,12,14,0,29.77,27,32
11,25,1,0,22,-7,82,228,535,528,617,45,35,68,15,8,0,29.81,51,17
12,29,7,8,36,-8,174,740,685,677,799,43,29,58,1,10,0,30.22,30,19
11,5,2,7,48,1,98,288,597,598,695,62,57,84,9,12,0,30.16,29,16
1,8,3,3,28,-7,393,2475,420,413,633,33,29,85,15,15,0,29.92,20,22
12,24,2,1,28,-5,402,2475,1170,1165,1392,38,24,57,4,10,0,30.19,35,26
1,25,6,4,55,-2,383,2422,1115,1113,1318,48,48,10,13,16,0,29.75,39,40
12,4,3,3,20,6,185,1069,873,879,1058,39,33,79,15,10,0,29.51,28,35
11,1,5,3,6,-4,74,266,1375,1371,9,44,29,55,7,12,0,30.24,21,30
12,3,2,4,2,13,265,1521,815,828,1020,38,23,55,8,25,33,29.5,28,42
1,27,1,0,54,-8,154,718,975,967,1129,44,29,55,15,14,0,29.68,29,33
11,26,2,8,15,-1,80,213,713,712,793,54,46,75,12,7,0,30.03,28,20
12,22,7,6,14,-8,142,589,990,982,1132,42,32,67,17,10,0,30.22,30,30
11,27,3,3,56,-4,388,2586,410,406,618,46,44,93,0,0,0,30.01,17,20
11,16,6,1,31,-8,193,1089,665,657,858,40,5,23,2,18,32,30.44,17,18
11,16,6,0,9,-5,80,184,1079,1074,1159,34,7,32,6,8,0,30.46,25,33
12,22,7,1,17,-3,259,1391,890,887,1089,45,32,60,13,14,0,30.26,26,42
12,5,4,3,28,-5,374,2475,1360,1355,114,39,23,53,16,16,0,30.06,27,33
1,21,2,1,28,-3,399,2475,540,537,759,26,11,53,7,8,0,30.47,41,16
11,30,6,0,33,-3,204,1182,479,476,623,34,21,59,7,14,0,30.08,36,31
1,18,6,3,2,162,263,1521,1282,4,45,30,14,51,8,20,0,30.0,11,6
11,2,6,6,3,32,164,765,1199,1231,1303,48,41,77,5,5,0,30.05,24,40
1,22,3,3,29,-2,388,2465,445,443,653,26,18,71,4,5,0,30.48,39,36
1,23,4,4,31,-4,195,1089,475,471,670,36,26,67,17,9,0,30.42,41,37
11,20,3,4,42,-3,336,2153,480,477,696,42,33,70,7,14,0,29.93,35,29
1,13,1,4,1,-1,162,760,916,915,1078,46,45,96,7,6,0,30.33,31,38
1,8,3,0,11,-5,124,425,895,890,1019,43,14,31,16,31,38,29.95,27,39
12,21,6,3,34,-1,404,2576,1120,1119,1344,33,29,85,13,3,0,30.49,36,38
11,2,6,1,31,-10,196,1089,1079,1069,1275,47,40,77,1,5,0,30.06,20,31
12,4,3,4,32,2,197,1029,975,977,1112,39,32,76,15,12,0,29.53,30,31
12,1,7,0,43,-6,106,340,454,448,560,31,18,59,2,14,0,29.98,41,35
12,25,3,3,1,-8,165,760,899,891,1064,41,34,76,11,5,0,30.15,23,37
12,8,7,3,36,162,163,740,470,632,573,37,25,62,10,9,0,30.53,19,22
11,5,2,4,1,3,156,760,1015,1018,1171,56,46,69,17,12,0,30.13,31,35
11,7,4,0,24,-10,147,665,1095,1085,1242,52,49,89,16,14,0,30.02,40,34
11,6,3,3,20,-2,181,1069,301,299,482,46,35,66,8,9,0,30.3,1,5
1,20,1,0,7,14,99,301,856,870,955,32,2,28,4,16,0,30.27,25,37
1,12,7,8,13,-6,121,483,933,927,1054,64,39,40,15,22,30,30.14,29,38
12,16,1,3,7,-10,90,301,1115,1105,1205,36,23,59,0,0,0,30.23,37,36
11,7,4,3,56,-3,404,2586,930,927,1154,56,46,69,12,9,0,29.98,29,38
11,27,3,1,31,-1,192,1089,900,899,1092,54,50,86,9,23,0,29.65,28,37
12,21,6,4,28,-1,385,2475,585,584,790,29,20,69,6,6,0,30.66,46,15
11,7,4,4,55,0,391,2422,1114,1114,1325,52,49,89,16,14,0,30.02,40,34
12,6,5,0,22,-5,93,228,1240,1235,1333,49,34,56,15,17,25,30.01,28,41
1,24,5,1,31,-5,196,1089,665,660,861,51,18,27,1,6,0,30.36,27,17
1,22,3,0,6,-6,83,266,749,743,832,35,19,52,9,8,0,30.44,22,28
12,20,5,3,58,-7,237,1598,954,947,1251,33,15,48,4,12,0,30.56,33,35
1,2,4,3,30,1,189,944,556,557,745,40,30,68,17,7,0,30.01,39,18
1,5,7,1,28,-10,389,2475,750,740,959,40,24,53,8,24,33,29.84,21,25
11,14,4,3,23,2,250,1417,786,788,976,44,29,55,12,7,0,30.36,26,41
11,26,2,4,31,-2,192,1089,932,930,1124,53,47,80,9,10,0,30.01,29,35
12,12,4,3,30,-2,168,944,1323,1321,51,30,22,72,0,0,0,30.67,26,33
1,15,3,0,37,10,97,290,575,585,672,48,35,61,16,15,0,30.2,37,14
1,8,3,4,1,2,162,760,916,918,1078,43,14,31,7,25,38,30.02,30,36
12,16,1,0,18,-5,144,509,556,551,700,35,17,48,7,10,0,30.3,35,19
12,22,7,1,28,-9,389,2475,750,741,959,43,31,62,13,15,0,30.29,19,23
1,6,1,4,1,30,160,760,990,1020,1150,42,29,60,15,9,0,30.0,35,33
1,2,4,3,58,-7,223,1598,301,294,584,33,25,72,15,13,0,29.96,1,3
11,9,6,4,55,-4,381,2422,675,671,876,37,22,54,13,5,0,30.32,28,20
12,17,2,3,58,7,228,1598,855,862,1143,35,35,10,4,13,20,29.66,27,36
11,6,3,4,30,0,177,944,1175,1175,1352,51,29,43,17,12,0,30.37,37,28
12,26,4,0,22,-6,93,228,1230,1224,1323,45,40,82,3,10,0,30.37,37,41
1,15,3,1,4,-4,79,187,445,441,524,45,40,82,8,12,0,30.18,39,37
12,7,6,3,28,-6,376,2475,480,474,676,34,20,56,8,16,23,30.35,35,29
1,9,4,0,24,-4,139,665,605,601,744,29,8,41,7,13,0,30.75,23,21
12,26,4,3,54,1,146,718,886,887,1032,46,39,76,5,7,0,30.34,28,41
1,6,1,3,45,9,380,2378,1069,1078,1269,40,30,68,13,10,0,30.01,35,33
12,3,2,1,28,37,391,2475,1230,1267,1,33,21,61,16,16,0,29.59,27,30
11,22,5,4,4,0,83,187,917,917,1000,48,38,68,8,25,33,29.74,31,37
12,6,5,1,12,-3,140,541,485,482,625,40,28,63,13,12,0,30.15,52,20
1,10,5,0,48,-8,103,288,595,587,698,43,38,82,17,9,0,30.56,39,16
1,6,1,4,59,-5,325,1990,665,660,870,42,31,65,15,17,0,29.95,32,20
11,18,1,1,12,-7,138,541,485,478,623,40,39,97,6,12,0,29.84,35,29
11,1,5,3,56,-7,390,2586,1309,1302,79,47,30,52,7,15,0,30.23,34,27
1,1,3,2,28,-5,395,2475,690,685,905,42,21,43,15,21,30,29.74,26,19
1,17,5,0,36,-5,169,740,764,759,873,29,-2,26,7,23,32,30.61,20,28
12,13,5,4,64,19,186,1005,1169,1188,1355,51,51,10,5,12,0,30.08,42,27
12,6,5,4,33,154,216,1182,965,1119,1121,48,36,63,15,14,0,29.99,40,35
11,27,3,3,52,-9,365,2446,990,981,1175,53,50,89,9,22,0,29.61,30,35
12,24,2,3,58,-1,223,1598,301,300,584,41,33,73,4,9,0,30.01,9,20
11,30,6,3,5,0,226,1576,823,823,1109,44,13,28,4,9,0,30.0,30,40
1,24,5,4,53,-2,268,1587,1104,1102,1312,40,35,83,2,9,0,30.31,41,37
1,5,7,3,5,-3,225,1576,1439,1436,284,37,18,46,16,10,0,29.97,23,17
12,23,1,4,30,21,184,944,568,589,752,42,35,76,13,10,0,30.16,41,17
12,21,6,6,48,-7,91,288,695,688,786,33,21,61,6,5,0,30.59,30,19
12,31,2,3,38,-5,57,150,1370,1365,1427,43,35,74,15,15,0,29.64,17,28
11,24,7,1,17,-8,255,1391,496,488,691,48,48,10,5,14,0,29.26,49,17
1,24,5,0,9,-5,86,184,540,535,626,45,30,56,5,5,0,30.39,47,18
1,31,5,1,36,-8,190,740,959,951,1089,40,35,83,3,9,0,30.24,29,39
12,3,2,3,26,0,157,828,1230,1230,1387,34,21,59,8,17,23,29.59,27,42
1,20,1,4,20,-3,194,1069,485,482,679,23,8,53,7,21,29,30.25,47,17
12,28,6,4,28,0,381,2475,705,705,906,50,37,61,8,13,0,30.19,32,18
12,11,3,4,12,18,134,541,887,905,1021,36,30,79,17,14,0,30.27,31,33
12,15,7,3,1,-8,160,760,921,913,1081,44,24,45,16,24,38,29.93,28,38
12,31,2,4,20,-1,200,1069,1170,1169,1370,43,39,86,12,10,0,29.63,38,27
11,30,6,4,15,-3,79,213,721,718,800,43,15,32,7,12,0,30.01,30,19
12,5,4,1,15,-6,89,213,390,384,479,37,34,89,15,14,0,29.64,20,18
11,10,7,0,36,-1,167,740,780,779,887,51,34,52,17,6,0,30.02,22,26
12,8,7,3,30,-4,179,944,1079,1075,1258,38,34,86,13,8,0,30.42,31,32
11,16,6,4,20,-5,187,1069,1095,1090,1282,34,7,32,6,8,0,30.46,36,32
1,11,6,4,30,5,189,944,1185,1190,1374,51,50,96,9,16,0,30.09,41,34
1,13,1,0,48,-9,113,288,1218,1209,1331,45,45,10,7,5,0,30.37,30,36
12,3,2,0,54,95,151,718,553,648,704,35,25,67,8,16,0,29.52,19,25
1,10,5,2,28,-7,405,2475,1160,1153,1385,46,43,89,0,0,0,30.46,41,31
11,22,5,7,43,-7,113,340,899,892,1012,50,45,83,8,18,24,29.72,27,40
1,21,2,3,61,-5,190,1041,449,444,639,22,12,66,6,5,0,30.46,39,36
12,9,1,1,28,-2,380,2475,750,748,950,52,52,10,9,15,0,29.97,24,25
11,27,3,3,20,6,198,1069,1203,1209,1401,54,51,90,17,13,0,29.57,31,43
12,8,7,8,13,-4,131,483,1205,1201,1336,38,34,86,13,6,0,30.41,29,42
1,28,2,4,28,-4,385,2475,590,586,795,41,28,60,8,17,0,29.82,35,16
1,7,2,4,26,-3,169,828,899,896,1068,41,28,60,2,13,0,29.91,25,42
1,19,7,4,59,-2,333,1990,410,408,623,38,37,97,15,13,0,29.69,16,22
1,14,2,1,28,-6,387,2475,660,654,867,44,35,71,1,9,0,30.27,19,21
11,13,3,1,31,-9,196,1089,490,481,686,27,9,47,8,23,32,30.31,53,19
1,30,4,3,30,5,187,944,470,475,657,28,15,58,6,12,0,30.31,41,37
11,21,4,1,12,-6,138,541,479,473,617,44,33,65,4,8,0,30.21,41,31
12,14,6,3,20,143,185,1069,873,1016,1058,52,52,10,17,18,0,29.21,32,30
1,23,4,1,56,-15,408,2586,629,614,857,39,24,55,17,10,0,30.43,22,21
12,13,5,3,45,4,362,2378,1079,1083,1261,51,51,10,2,8,0,30.12,40,35
11,16,6,0,46,-6,85,273,1010,1004,1095,36,5,27,5,8,0,30.44,30,31
11,3,7,3,28,-6,376,2475,608,602,804,52,33,49,15,10,0,30.12,19,19
12,18,3,6,9,-11,81,184,959,948,1040,35,23,61,15,16,28,29.84,33,34
11,21,4,0,54,-9,146,718,893,884,1039,52,33,49,13,7,0,30.11,28,38
1,5,7,6,43,52,108,340,1019,1071,1127,37,20,50,8,15,23,29.99,30,34
1,31,5,3,4,-4,75,187,807,803,882,43,34,71,11,8,0,30.3,31,35
12,15,7,0,47,-2,115,427,785,783,900,49,27,43,15,23,36,29.83,28,43
1,19,7,1,53,72,292,1587,1135,1207,1367,34,16,48,16,17,28,29.92,25,35
1,6,1,0,43,-3,114,340,899,896,1013,45,26,48,16,22,0,29.97,26,42
12,17,2,4,1,-2,158,760,360,358,518,33,33,10,6,13,0,29.96,9,21
11,23,6,3,20,-2,187,1069,480,478,667,38,23,55,16,10,0,30.07,33,29
11,26,2,1,27,-1,359,2248,480,479,659,49,46,90,12,10,0,30.03,37,32
11,15,5,4,1,5,140,760,360,365,500,38,29,70,17,7,0,30.25,17,19
1,6,1,3,20,13,198,1069,486,499,684,35,30,82,17,16,0,29.97,52,19
11,21,4,0,18,-4,137,509,1040,1036,1177,47,38,71,12,8,0,30.1,33,27
1,24,5,0,11,-3,124,425,895,892,1019,47,27,46,3,8,0,30.3,25,39
11,10,7,4,2,-6,257,1521,555,549,752,46,35,66,13,16,0,30.11,32,19
11,9,6,0,7,-9,102,301,1255,1246,1357,40,24,53,13,13,0,30.2,22,36
1,24,5,4,12,-5,129,541,895,890,1024,49,27,43,1,10,0,30.31,25,39
11,27,3,4,58,-3,223,1598,705,702,988,55,55,10,9,12,0,29.87,31,19
11,11,1,1,42,-1,345,2153,810,809,1035,57,45,64,9,6,0,30.02,26,41
12,17,2,2,56,-3,410,2586,995,992,1225,34,34,10,4,13,0,29.66,32,30
12,1,7,3,30,17,179,944,1079,1096,1258,39,39,10,5,17,0,29.59,40,33
11,5,2,2,28,-8,400,2475,1215,1207,1435,55,45,69,17,10,0,30.14,27,40
11,16,6,1,56,-6,401,2586,420,414,641,35,13,40,5,20,25,30.43,14,18
12,21,6,3,1,71,165,760,899,970,1064,33,27,78,13,8,0,30.51,30,32
11,3,7,3,52,-7,365,2446,990,983,1175,51,29,43,16,10,0,30.14,29,29
12,9,1,1,42,-3,352,2153,455,452,687,46,46,10,2,3,0,30.12,37,32
12,27,5,3,49,-8,385,2411,1140,1132,1345,50,45,83,17,9,0,30.13,39,37
12,6,5,3,28,3,371,2475,340,343,531,35,22,59,15,8,0,30.14,9,20
1,3,5,1,28,-1,389,2475,1230,1229,1439,47,46,97,17,10,0,29.84,33,44
11,14,4,4,42,2,344,2153,1095,1097,1319,44,28,53,13,10,0,30.31,41,33
12,19,4,3,56,-2,419,2586,929,927,1168,26,10,51,16,18,24,30.36,33,34
1,9,4,4,51,-4,202,1074,449,445,651,24,8,51,8,15,0,30.7,45,35
11,25,1,8,15,-9,80,213,713,704,793,49,37,64,12,10,0,29.82,26,20
1,13,1,5,21,-2,675,4983,600,598,975,46,41,83,6,6,0,30.42,40,17
