month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
12,25,3,1,4,-5,77,187,565,560,642,39,28,65,5,8,0,30.25,33,14
11,30,6,3,39,-1,181,1028,689,688,870,41,13,32,4,14,0,30.05,30,19
11,19,2,4,58,-5,234,1598,485,480,779,44,43,96,15,9,0,29.79,52,20
12,21,6,3,56,10,419,2586,929,939,1168,35,27,72,12,3,0,30.5,35,38
1,3,5,5,21,33,685,4983,600,633,985,44,44,10,13,6,0,29.83,22,22
1,19,7,1,2,-7,261,1521,665,658,866,45,30,56,16,21,29,29.74,17,22
11,8,5,4,28,3,382,2475,1015,1018,1217,35,13,40,7,17,0,30.24,33,36
1,10,5,1,28,-6,387,2475,660,654,867,45,39,80,17,9,0,30.52,19,21
11,19,2,4,30,-4,177,944,1175,1171,1352,45,35,68,4,6,0,29.87,38,29
12,26,4,6,48,-8,91,288,695,687,786,43,36,76,6,8,0,30.31,29,19
11,4,1,4,30,-1,180,944,929,928,1109,54,38,55,9,18,0,30.31,29,37
1,17,5,0,46,-5,89,273,895,890,984,30,-2,25,8,18,0,30.62,25,39
12,16,1,0,47,25,115,427,785,810,900,36,22,57,7,5,0,30.25,27,41
1,9,4,4,31,-1,205,1089,936,935,1141,32,8,37,3,3,0,30.72,28,38
1,17,5,1,17,5,254,1391,390,395,584,25,7,46,7,28,45,30.44,18,23
1,8,3,1,31,-6,201,1089,419,413,620,33,29,85,15,15,0,29.92,20,22
12,8,7,1,28,1,390,2475,1109,1110,1319,38,34,86,13,8,0,30.42,40,35
12,12,4,3,4,-3,69,187,783,780,852,35,8,33,0,0,0,30.7,28,44
1,29,3,4,28,-4,391,2475,820,816,1031,40,18,41,7,14,0,30.05,31,34
1,10,5,0,54,1,154,718,975,976,1129,46,41,83,9,7,0,30.46,32,32
12,17,2,4,64,3,186,1005,1169,1172,1355,34,33,96,7,8,0,29.7,41,31
1,11,6,1,12,33,125,541,723,756,848,55,51,86,9,25,32,30.17,18,27
11,27,3,3,7,-13,80,301,365,352,445,46,44,93,0,0,0,30.01,10,19
11,5,2,8,13,-5,128,483,1220,1215,1348,55,45,69,17,10,0,30.14,27,40
11,17,7,0,37,-5,88,290,580,575,668,39,28,65,6,23,28,30.34,32,21
11,8,5,4,28,0,375,2475,420,420,615,36,22,57,8,15,23,30.14,36,27
11,13,3,2,28,89,390,2475,450,539,660,29,9,43,7,22,31,30.33,53,19
11,1,5,3,51,29,193,1074,449,478,642,50,33,52,15,21,30,30.0,30,26
1,14,2,3,5,-8,228,1576,780,772,1068,46,37,71,1,7,0,30.23,19,30
11,15,5,4,28,32,381,2475,1289,1321,50,46,29,51,8,17,21,30.2,23,33
12,23,1,3,58,-5,223,1598,301,296,584,35,31,85,15,8,0,30.14,1,5
12,26,4,3,64,-2,191,1005,1020,1018,1211,45,40,82,1,14,0,30.36,28,32
12,22,7,4,23,0,270,1417,475,475,685,33,25,72,17,10,0,30.38,35,35
11,25,1,0,36,-4,167,740,780,776,887,52,37,57,13,12,0,29.82,20,23
11,11,1,3,28,-5,374,2475,1360,1355,114,56,55,97,12,17,0,29.88,24,31
1,19,7,4,64,-1,178,1005,1165,1164,1343,34,16,48,16,17,28,29.92,38,28
12,25,3,0,48,3,105,288,880,883,985,45,35,68,9,6,0,30.16,23,37
11,16,6,0,17,-2,265,1391,509,507,714,36,5,27,5,24,35,30.45,51,17
11,10,7,4,59,18,325,1990,960,978,1165,49,36,61,17,12,0,30.02,31,34
11,9,6,0,9,-5,74,184,835,830,909,40,26,58,12,9,0,30.27,21,42
1,27,1,0,7,-4,99,301,856,852,955,44,32,63,15,13,0,29.66,26,38
1,14,2,8,13,-3,121,483,933,930,1054,44,38,79,1,9,0,30.18,30,37
1,22,3,3,7,-9,91,301,899,890,990,36,21,55,13,6,0,30.42,26,37
1,31,5,1,31,-3,196,1089,1049,1046,1245,40,35,83,1,9,0,30.23,28,27
1,20,1,3,29,-7,388,2465,445,438,653,21,8,57,7,21,0,30.22,38,34
1,27,1,1,12,-5,141,541,480,475,621,40,31,70,15,17,0,29.72,41,35
1,7,2,3,6,-4,71,266,759,755,830,43,23,45,1,5,0,30.0,19,25
12,16,1,4,28,-4,381,2475,700,696,901,36,18,48,0,0,0,30.27,30,23
1,24,5,4,56,-4,415,2586,955,951,1190,44,27,51,1,13,0,30.3,31,38
11,23,6,3,28,0,381,2475,960,960,1161,41,28,60,13,7,0,29.9,31,32
12,26,4,0,63,-4,92,209,605,601,697,42,37,82,4,8,0,30.32,26,22
1,10,5,3,64,3,193,1005,899,902,1092,49,42,77,12,7,0,30.46,30,38
1,17,5,0,3,-4,166,765,1135,1131,1241,27,-3,27,8,21,0,30.67,41,37
12,11,3,6,9,217,79,184,959,1176,1038,36,20,52,15,17,0,30.38,42,29
11,1,5,4,56,0,391,2586,685,685,896,55,31,40,15,20,31,30.05,29,17
12,26,4,8,50,-9,103,264,1280,1271,1383,45,41,86,1,12,0,30.38,35,30
11,28,4,1,31,0,194,1089,419,419,613,47,33,59,8,21,31,29.76,19,18
11,23,6,0,63,-10,79,209,660,650,739,42,24,49,16,7,0,30.04,17,22
1,28,2,4,18,-6,145,509,1165,1159,1310,40,26,58,8,22,31,29.88,36,31
11,25,1,3,27,-7,353,2248,1176,1169,1349,45,44,97,9,5,0,29.91,40,31
1,3,5,0,3,-1,172,765,1125,1124,1237,46,45,96,13,10,0,29.82,40,37
1,21,2,0,46,-1,82,273,1321,1320,1403,29,9,43,8,10,0,30.46,16,31
1,31,5,1,12,-8,133,541,1034,1026,1167,40,35,83,1,9,0,30.23,28,27
11,16,6,4,28,14,383,2475,930,944,1133,39,3,22,5,16,0,30.44,30,40
12,14,6,0,37,27,108,290,926,953,1034,52,52,10,9,22,0,29.2,28,40
11,2,6,0,48,-10,90,288,597,587,687,48,32,54,1,5,0,30.23,36,11
1,7,2,0,50,-2,94,264,480,478,574,39,25,57,15,8,0,30.1,37,36
12,5,4,4,58,3,227,1598,720,723,1007,43,22,43,16,20,38,29.77,22,25
12,6,5,3,33,-3,211,1182,899,896,1050,48,33,56,13,20,0,29.96,26,36
11,18,1,2,28,-3,390,2475,785,782,995,42,42,10,8,13,0,29.72,27,41
12,27,5,3,60,39,394,2521,1020,1059,1234,50,45,83,13,10,0,30.13,28,35
12,22,7,6,37,-1,93,290,935,934,1028,43,33,68,13,8,0,30.24,35,37
12,18,3,1,42,-3,360,2153,390,387,630,33,24,70,8,20,29,29.84,17,21
11,2,6,3,7,-9,84,301,480,471,564,46,33,61,6,9,0,30.24,27,21
11,25,1,4,42,-1,334,2153,485,484,699,45,35,68,15,8,0,29.81,51,17
11,26,2,1,17,-5,255,1391,496,491,691,49,46,90,12,10,0,30.03,50,18
12,13,5,2,56,4,410,2586,995,999,1225,47,47,10,5,6,0,30.17,32,32
12,21,6,6,9,-7,81,184,959,952,1040,33,27,78,13,8,0,30.51,35,38
11,12,2,4,12,-5,141,541,475,470,616,53,49,86,15,16,26,29.74,36,30
1,13,1,4,1,0,164,760,1129,1129,1293,45,45,10,4,6,0,30.36,38,38
11,26,2,6,24,-9,151,665,930,921,1081,53,47,80,9,10,0,30.01,29,35
11,14,4,6,3,-6,165,765,1199,1193,1304,44,29,55,13,14,0,30.31,40,28
11,13,3,8,15,-2,80,213,713,711,793,34,8,34,7,12,0,30.32,31,19
11,22,5,6,48,-12,88,288,695,683,783,52,42,69,13,17,0,29.71,29,20
12,17,2,3,4,291,71,187,1027,1318,1098,34,32,92,7,15,0,29.7,27,29
11,2,6,3,28,-5,375,2475,869,864,1064,51,39,63,11,6,0,30.09,25,38
11,30,6,3,5,2,223,1576,1439,1,282,40,39,97,6,21,29,29.49,12,10
11,3,7,0,9,113,86,184,520,633,606,52,33,49,15,10,0,30.12,19,19
1,14,2,0,37,-4,106,290,1289,1285,1395,43,43,10,2,3,0,30.14,31,28
11,19,2,1,56,-7,401,2586,420,413,641,43,43,10,17,10,0,29.78,16,14
12,15,7,4,56,0,422,2586,490,490,732,45,34,65,15,21,26,29.74,51,16
1,4,6,3,50,-6,82,264,457,451,539,46,46,10,3,8,0,29.67,38,34
12,7,6,4,17,-3,264,1391,1105,1102,1309,35,16,46,8,15,0,30.45,37,35
11,27,3,8,13,-8,119,483,930,922,1049,54,50,86,9,23,0,29.65,30,35
11,20,3,2,55,-7,387,2422,560,553,767,42,33,70,7,17,0,29.94,32,21
12,6,5,0,15,-4,99,213,895,891,994,48,33,56,13,20,0,29.96,26,36
1,1,3,2,28,16,395,2475,785,801,1000,39,20,46,16,15,0,29.74,27,39
1,11,6,3,27,-8,352,2248,340,332,512,49,48,97,12,10,0,30.35,8,15
11,1,5,3,42,34,343,2153,1226,1260,1389,47,30,52,7,15,0,30.23,34,27
12,6,5,4,12,-2,128,541,695,693,823,45,30,57,12,14,0,30.04,30,21
11,30,6,3,6,7,75,266,455,462,530,32,21,64,4,10,0,30.09,36,31
11,25,1,3,26,-7,153,828,451,444,604,42,35,76,15,9,0,29.8,34,29
12,21,6,2,28,-3,395,2475,785,782,1000,35,25,67,0,0,0,30.53,27,42
12,4,3,3,28,-5,371,2475,340,335,531,35,27,72,15,7,0,29.58,10,16
1,29,3,3,55,-11,393,2422,1020,1009,1233,38,15,39,4,14,25,30.06,29,30
11,25,1,3,20,-6,187,1069,990,984,1177,44,38,79,9,8,0,29.87,28,37
11,9,6,0,9,1,80,184,1079,1080,1159,40,26,58,13,14,0,30.22,35,33
11,9,6,2,56,-8,407,2586,690,682,917,37,22,54,13,5,0,30.32,28,20
12,11,3,1,28,-1,378,2475,870,869,1068,35,30,82,13,10,0,30.27,27,35
11,12,2,6,47,185,116,427,986,1171,1102,30,15,54,8,20,0,30.09,37,28
1,24,5,4,42,-5,365,2153,1165,1160,1410,40,35,83,2,9,0,30.31,40,31
12,6,5,3,50,-1,81,264,444,443,525,36,26,67,17,8,0,30.15,38,33
11,8,5,1,28,-3,390,2475,1109,1106,1319,34,14,44,8,22,30,30.27,39,34
12,28,6,4,42,-7,354,2153,485,478,719,47,42,83,8,10,0,30.21,37,31
11,28,4,3,10,56,131,636,856,912,987,47,31,54,7,28,36,29.95,21,34
11,6,3,4,1,1,156,760,1259,1260,1415,49,35,59,17,10,0,30.37,30,28
1,9,4,3,16,-2,286,1626,1203,1201,1369,31,18,59,9,6,0,30.73,30,38
11,6,3,1,53,11,275,1587,1109,1120,1324,50,30,46,17,9,0,30.37,36,31
1,12,7,4,58,-2,240,1598,1139,1137,1439,57,38,49,16,14,0,30.25,39,37
1,8,3,3,20,-7,198,1069,486,479,684,35,30,82,15,14,0,29.92,40,37
1,25,6,3,58,-6,233,1598,820,814,1113,47,47,10,1,29,38,29.76,28,34
1,23,4,4,64,-4,182,1005,480,476,662,36,26,67,17,9,0,30.42,41,37
12,14,6,4,56,-5,419,2586,490,485,729,52,52,10,0,0,0,29.44,45,16
1,20,1,1,31,-6,201,1089,419,413,620,21,8,57,7,21,0,30.22,17,22
12,17,2,4,58,7,227,1598,720,727,1007,36,36,10,5,15,21,29.69,23,26
11,27,3,3,28,-2,379,2475,425,423,624,46,45,96,2,3,0,30.02,38,30
11,5,2,1,31,-6,196,1089,490,484,686,58,54,87,9,6,0,30.21,50,18
12,10,2,0,3,-5,173,765,517,512,630,52,52,10,12,5,0,29.81,50,17
1,20,1,1,28,11,400,2475,1170,1181,1390,28,0,30,7,16,0,30.36,40,34
11,29,5,2,56,1,407,2586,690,691,917,39,24,55,7,16,0,30.18,21,18
1,19,7,6,37,-12,93,290,935,923,1028,41,21,45,8,20,25,29.78,27,35
11,13,3,0,7,-5,92,301,479,474,571,27,9,47,8,23,32,30.31,35,28
11,5,2,0,37,-7,94,290,895,888,989,60,50,69,17,13,0,30.11,26,35
12,26,4,5,21,-5,685,4983,600,595,985,42,37,82,4,8,0,30.32,41,21
11,12,2,2,55,-8,387,2422,450,442,657,54,48,80,15,20,26,29.72,36,30
12,30,1,3,40,102,384,2454,1290,1392,54,38,37,97,6,20,30,29.73,20,20
1,31,5,3,4,52,67,187,720,772,787,43,34,71,11,8,0,30.3,19,29
1,7,2,3,27,-2,367,2248,1170,1168,1357,37,35,93,5,6,0,29.89,39,31
12,22,7,4,40,71,405,2454,1206,1277,1431,40,32,73,17,12,0,30.22,35,33
12,11,3,1,31,-4,192,1089,749,745,941,35,29,78,5,3,0,30.26,26,25
11,6,3,4,23,-2,253,1417,480,478,673,50,33,52,16,12,0,30.39,34,28
1,18,6,0,47,526,122,427,1259,345,1381,37,37,10,17,9,0,29.68,8,13
12,1,7,3,29,-9,368,2465,357,348,545,30,16,56,5,6,0,30.01,11,24
12,6,5,4,16,-4,292,1626,485,481,657,40,28,63,13,12,0,30.15,52,20
12,14,6,1,42,31,348,2153,985,1016,1213,52,52,10,17,18,0,29.21,32,30
11,16,6,3,42,-5,337,2153,1139,1134,1356,34,7,32,6,8,0,30.46,36,32
1,31,5,4,33,-6,221,1182,960,954,1121,40,35,83,3,9,0,30.24,29,39
1,10,5,2,28,-9,401,2475,690,681,911,45,39,80,17,9,0,30.52,27,17
1,6,1,3,57,-1,408,2569,1080,1079,1308,40,30,68,13,10,0,30.01,35,33
1,16,4,4,28,-1,385,2475,590,589,795,48,36,63,8,33,47,29.88,38,17
11,20,3,3,6,-8,72,266,730,722,802,45,34,65,8,22,26,29.94,23,25
1,1,3,4,56,-5,412,2586,590,585,822,39,22,50,15,17,29,29.77,34,14
11,26,2,0,9,-4,84,184,1020,1016,1104,49,48,97,12,12,0,30.03,29,32
1,26,7,3,56,4,400,2586,397,401,617,37,36,96,17,9,0,29.8,18,22
12,8,7,3,47,34,104,427,488,522,592,31,23,72,1,5,0,30.56,50,16
12,27,5,4,55,-1,390,2422,425,424,635,45,44,97,12,6,0,30.3,36,34
11,16,6,1,28,0,383,2475,555,555,758,37,5,26,5,22,35,30.46,39,18
12,20,5,4,56,5,417,2586,961,966,1198,32,16,52,7,9,0,30.58,28,35
12,15,7,4,27,-1,371,2248,485,484,676,45,34,65,15,21,26,29.74,51,16
12,3,2,0,9,-5,76,184,1325,1320,1401,33,22,64,16,16,0,29.61,22,35
1,3,5,2,40,43,385,2454,425,468,630,44,44,10,13,10,0,29.84,37,36
1,12,7,6,48,-7,97,288,930,923,1027,64,39,40,15,22,30,30.14,29,38
1,14,2,0,11,-5,120,425,788,783,908,46,37,71,1,7,0,30.23,31,36
12,7,6,0,48,-8,100,288,599,591,699,37,18,46,7,21,26,30.37,35,16
1,12,7,0,3,-7,175,765,513,506,628,61,58,90,17,25,35,29.93,49,18
11,19,2,3,54,-8,143,718,419,411,562,43,43,10,17,10,0,29.78,16,14
11,29,5,1,12,144,129,541,811,955,940,39,23,53,7,9,0,30.14,22,34
12,18,3,3,36,31,173,740,969,1000,1082,30,25,82,8,21,29,29.89,29,35
12,27,5,3,39,-7,186,1028,606,599,792,51,45,80,12,12,0,30.28,42,17
12,5,4,1,42,6,344,2153,651,657,875,44,23,43,16,25,35,29.79,20,22
11,4,1,1,17,-2,252,1391,883,881,1075,54,36,51,9,15,0,30.32,29,36
1,1,3,3,28,-2,394,2475,1290,1288,64,36,21,55,16,17,0,29.89,26,26
12,19,4,7,36,37,174,740,700,737,814,25,9,51,15,17,0,30.33,23,26
11,6,3,4,64,21,180,1005,485,506,665,50,33,52,16,12,0,30.39,52,18
1,26,7,3,58,-7,231,1598,1300,1293,151,41,29,62,15,16,0,29.81,32,31
1,20,1,4,28,-5,392,2475,700,695,912,29,6,38,7,16,24,30.27,29,17
11,9,6,1,12,27,134,541,1035,1062,1169,40,25,55,12,10,0,30.21,26,33
1,25,6,4,47,12,125,427,1259,1271,1384,46,44,93,15,15,0,29.77,25,24
11,27,3,0,37,16,94,290,895,911,989,54,50,86,9,23,0,29.65,30,35
1,15,3,1,12,-4,133,541,1034,1030,1167,42,34,73,13,6,0,30.13,27,28
11,29,5,3,10,-7,124,636,324,317,448,32,21,64,4,23,29,30.21,10,17
11,30,6,0,9,-9,82,184,1260,1251,1342,35,17,48,6,8,0,30.02,32,45
1,3,5,3,6,13,71,266,759,772,830,46,46,10,12,8,0,29.78,18,22
12,23,1,1,42,-3,365,2153,345,342,590,35,31,85,15,8,0,30.14,11,21
1,24,5,4,58,-8,240,1598,1139,1131,1439,40,35,83,2,9,0,30.31,41,37
12,26,4,3,39,110,186,1028,1251,1361,1437,45,42,90,3,12,0,30.38,17,35
11,2,6,4,56,-4,398,2586,1205,1201,1423,48,41,77,5,5,0,30.05,24,40
1,15,3,3,38,-3,57,150,1370,1367,1427,43,43,10,9,8,0,30.1,21,30
1,11,6,8,13,-3,121,483,933,930,1054,53,51,93,9,24,30,30.11,30,34
11,23,6,0,54,-10,141,718,540,530,681,38,23,55,16,10,0,30.07,52,17
1,23,4,4,55,-3,384,2422,420,417,624,31,25,79,17,7,0,30.42,18,21
11,7,4,3,45,2,362,2378,1110,1112,1292,52,49,89,16,14,0,30.02,40,34
12,28,6,0,37,3,104,290,1280,1283,1384,43,31,62,7,8,0,30.24,31,29
11,25,1,1,12,-7,134,541,390,383,524,39,33,79,15,10,0,29.75,18,21
11,27,3,3,28,-2,374,2475,635,633,829,56,56,10,11,10,0,29.89,18,24
11,2,6,6,9,-5,75,184,959,954,1034,48,39,71,1,3,0,30.07,26,34
12,26,4,1,17,-4,253,1391,390,386,583,34,34,10,7,5,0,30.25,19,23
12,20,5,8,4,0,77,187,735,735,812,32,12,44,7,18,0,30.52,23,25
1,21,2,1,28,-1,400,2475,1170,1169,1390,31,7,37,7,13,0,30.46,37,33
1,1,3,3,7,-7,94,301,1115,1108,1209,37,22,54,15,16,0,29.86,40,34
1,24,5,4,40,-2,390,2454,480,478,690,38,34,86,2,5,0,30.38,40,36
12,23,1,1,4,46,76,187,1390,1436,26,41,33,73,17,13,0,29.95,20,20
1,27,1,4,16,-4,296,1626,485,481,661,40,31,70,15,17,0,29.72,45,18
11,11,1,3,27,28,347,2248,1290,1318,17,56,55,97,12,17,0,29.88,31,30
1,22,3,1,28,-5,386,2475,870,865,1076,36,21,55,13,6,0,30.42,26,37
1,16,4,3,28,-3,390,2475,590,587,800,48,36,63,8,33,47,29.88,38,17
12,12,4,4,17,9,265,1391,1105,1114,1310,30,18,61,3,3,0,30.69,39,36
1,27,1,0,26,-9,184,828,1199,1190,1383,43,28,56,16,14,0,29.73,40,33
11,26,2,0,46,-7,83,273,1340,1333,1423,48,43,83,17,5,0,30.06,20,31
11,8,5,6,47,-6,116,427,986,980,1102,36,14,41,8,17,24,30.2,33,36
1,14,2,4,56,-3,411,2586,580,577,811,41,40,96,3,3,0,30.36,34,16
12,1,7,1,15,-1,90,213,390,389,480,29,16,58,5,3,0,30.02,19,18
11,29,5,4,28,0,385,2475,500,500,705,32,21,64,4,20,31,30.22,41,17
1,10,5,8,13,-1,123,483,586,585,709,42,38,85,13,10,0,30.58,39,16
11,8,5,0,11,-4,122,425,491,487,613,35,24,64,8,21,29,30.14,52,21
12,15,7,1,56,0,408,2586,980,980,1208,43,24,47,15,21,33,29.96,32,32
1,19,7,3,51,-7,203,1074,599,592,802,45,31,58,8,21,30,29.73,39,16
1,11,6,1,28,-8,400,2475,1170,1162,1390,51,50,96,9,16,0,30.09,41,34
12,19,4,4,33,-5,215,1182,1175,1170,1330,24,8,51,8,18,0,30.42,44,32
12,9,1,6,37,33,87,290,485,518,572,52,52,10,9,20,28,30.09,52,20
1,3,5,3,4,-4,70,187,754,750,824,45,45,10,13,7,0,29.76,18,22
1,31,5,3,60,-5,394,2521,1000,995,1214,40,35,83,3,9,0,30.24,31,34
11,9,6,1,17,-5,256,1391,509,504,705,34,21,59,14,3,0,30.38,51,17
1,8,3,1,28,-2,400,2475,1170,1168,1390,32,12,44,16,24,39,30.25,38,30
12,25,3,1,28,-2,388,2475,900,898,1108,41,34,76,11,5,0,30.15,23,37
1,28,2,3,28,-7,392,2475,990,983,1202,41,25,53,8,18,0,29.83,28,29
11,15,5,3,26,116,157,828,1230,1346,1387,46,29,51,8,17,21,30.2,23,33
11,27,3,3,23,-5,250,1417,786,781,976,54,52,93,9,12,0,29.76,29,42
11,13,3,1,27,-6,358,2248,509,503,687,27,9,47,8,23,32,30.31,53,19
11,27,3,1,17,-6,252,1391,391,385,583,46,44,93,0,0,0,30.01,17,20
1,11,6,4,1,-6,152,760,360,354,512,49,49,10,9,9,0,30.33,8,15
1,6,1,6,43,-5,104,340,884,879,988,44,27,51,15,15,0,29.95,26,42
11,3,7,3,59,-9,321,1990,505,496,706,48,33,56,15,10,0,30.12,47,14
11,21,4,3,36,-5,164,740,983,978,1087,46,36,68,13,8,0,30.1,34,38
1,8,3,0,7,-3,95,301,447,444,542,33,29,85,15,15,0,29.92,40,37
12,5,4,4,33,-1,216,1182,965,964,1121,40,25,55,16,25,33,29.91,30,31
12,24,2,0,11,-11,129,425,585,574,714,44,30,58,6,14,0,30.15,34,15
1,27,1,4,28,1,385,2475,590,591,795,42,32,67,17,17,0,29.72,41,18
1,14,2,3,61,-3,190,1041,449,446,639,39,39,10,6,3,0,30.35,39,36
12,28,6,4,15,11,106,213,1200,1211,1306,45,32,60,4,7,0,30.22,34,44
11,20,3,1,42,-2,346,2153,651,649,877,44,34,68,4,20,0,29.93,17,21
11,18,1,3,4,5,73,187,427,432,500,39,39,10,6,13,0,29.87,35,29
1,17,5,4,58,-7,229,1598,719,712,1008,29,-2,26,7,23,32,30.61,28,17
12,13,5,3,56,-2,390,2586,1309,1307,79,53,53,10,1,16,0,30.03,30,30
12,9,1,7,36,-5,174,740,700,695,814,52,52,10,9,17,0,30.01,32,21
12,25,3,6,43,-5,104,340,884,879,988,45,35,68,9,6,0,30.16,23,37
11,2,6,4,4,-11,80,187,420,409,500,38,32,79,5,5,0,30.25,15,17
12,14,6,1,12,5,121,541,738,743,859,55,55,10,10,7,0,29.28,23,20
1,19,7,3,58,-3,239,1598,542,539,841,45,32,60,16,18,28,29.73,45,19
1,7,2,4,33,-6,225,1182,520,514,685,39,25,57,15,8,0,30.1,44,16
11,22,5,3,7,-7,84,301,889,882,973,50,45,83,8,18,24,29.72,27,40
11,24,7,3,28,25,375,2475,869,894,1064,42,38,85,8,25,33,29.35,25,38
12,6,5,3,28,-4,387,2475,1180,1176,1387,49,34,56,15,17,25,30.01,42,27
11,25,1,4,56,-2,397,2586,420,418,637,42,35,76,15,9,0,29.8,18,21
11,12,2,1,28,-6,383,2475,555,549,758,42,39,89,16,15,0,29.8,31,19
12,6,5,3,52,-2,372,2446,1155,1153,1347,48,36,63,15,14,0,29.99,42,27
11,18,1,0,50,21,96,264,992,1013,1088,40,40,10,4,12,0,29.72,31,36
11,1,5,7,36,0,173,740,959,959,1072,53,31,43,16,15,0,30.14,25,32
1,12,7,4,64,-5,182,1005,480,475,662,53,53,10,12,15,0,29.9,38,35
12,16,1,3,16,-4,275,1626,1213,1209,1368,36,24,62,1,5,0,30.22,28,42
11,17,7,3,30,6,176,944,1069,1075,1245,40,31,70,6,20,0,30.14,33,28
11,20,3,0,54,-1,146,718,893,892,1039,47,25,42,4,12,0,29.96,28,34
1,3,5,3,64,-1,191,1005,885,884,1076,46,46,10,12,7,0,29.79,25,45
11,4,1,4,56,-8,396,2586,685,677,901,54,35,49,9,9,0,30.37,32,21
11,25,1,0,9,-6,81,184,520,514,601,45,35,68,15,8,0,29.81,51,17
1,11,6,3,20,-5,199,1069,990,985,1189,51,50,96,9,24,31,30.1,24,30
11,14,4,4,27,1,353,2248,899,900,1072,45,27,49,13,10,0,30.33,30,37
12,8,7,2,28,63,395,2475,690,753,905,40,25,55,9,14,0,30.48,23,25
11,11,1,3,39,34,183,1028,1243,1277,1426,56,55,97,9,12,0,29.88,31,30
12,4,3,1,28,-5,390,2475,1109,1104,1319,39,33,79,15,14,0,29.55,36,34
11,7,4,8,15,-10,75,213,665,655,740,55,44,67,13,12,0,30.11,19,22
12,8,7,3,7,107,83,301,876,983,959,41,32,70,9,14,0,30.43,32,32
11,17,7,4,30,9,177,944,1175,1184,1352,40,31,70,6,22,28,30.12,41,29
1,11,6,4,30,-4,172,944,685,681,857,54,51,90,9,21,0,30.23,30,17
1,26,7,3,56,-7,402,2586,1309,1302,91,41,29,62,15,16,0,29.81,32,31
1,11,6,0,4,-6,88,187,970,964,1058,51,50,96,9,24,31,30.1,24,30
1,20,1,4,2,-2,261,1521,1117,1115,1318,29,-1,28,7,14,0,30.35,39,36
11,12,2,0,63,-5,83,209,1320,1315,1403,27,6,41,8,17,25,30.15,28,33
11,30,6,0,9,-5,81,184,1055,1050,1136,39,14,36,4,3,0,30.02,30,31
1,27,1,0,4,-2,96,187,955,953,1051,44,29,55,15,14,0,29.68,31,39
1,13,1,3,35,-2,390,2429,1065,1063,1275,45,45,10,7,7,0,30.34,30,28
11,22,5,3,56,-3,409,2586,1180,1177,1409,43,25,49,16,16,26,29.91,45,31
11,14,4,6,11,-9,116,425,629,620,745,40,23,51,17,7,0,30.44,20,22
12,16,1,4,59,1,340,1990,409,410,629,34,18,52,8,10,0,30.24,18,22
1,27,1,0,11,-2,124,425,895,893,1019,45,30,56,15,13,0,29.66,26,38
11,19,2,3,2,-3,254,1521,502,499,696,45,43,93,15,8,0,29.79,52,20
11,15,5,3,28,-9,379,2475,425,416,624,37,27,67,13,8,0,30.27,17,19
11,20,3,0,17,-5,265,1391,510,505,715,42,33,70,7,14,0,29.93,52,19
1,2,4,4,56,-1,417,2586,965,964,1202,44,41,89,9,13,0,29.9,28,31
11,26,2,4,42,-2,344,2153,1095,1093,1319,50,49,96,9,10,0,30.03,37,35
1,21,2,3,2,-8,263,1521,432,424,635,22,12,66,6,5,0,30.46,39,36
1,25,6,3,59,-10,334,1990,1170,1160,1384,47,47,10,13,17,0,29.75,41,34
11,22,5,0,4,-2,80,187,550,548,630,51,42,71,17,8,0,29.78,39,20
11,4,1,6,47,9,116,427,986,995,1102,53,39,59,9,16,0,30.31,31,37
11,15,5,6,3,-6,162,765,840,834,942,50,28,43,17,10,0,30.13,26,42
11,27,3,4,10,-4,134,636,820,816,954,54,52,93,9,12,0,29.76,29,42
1,12,7,4,23,-2,256,1417,895,893,1091,64,39,40,15,22,30,30.14,28,38
12,19,4,4,64,0,189,1005,490,490,679,19,5,54,16,23,32,30.32,52,19
11,26,2,3,55,-2,382,2422,1077,1075,1279,50,49,96,9,10,0,30.03,30,26
11,18,1,0,46,-7,85,273,1008,1001,1093,41,41,10,7,13,0,29.72,31,36
12,5,4,3,28,-8,377,2475,419,411,616,38,33,83,15,12,0,29.71,20,18
11,7,4,6,14,5,141,589,995,1000,1136,56,48,75,12,7,0,29.97,32,37
1,11,6,4,30,-1,176,944,485,484,661,52,50,93,9,20,0,30.3,46,17
12,14,6,1,2,-8,265,1521,1289,1281,54,49,42,77,17,31,36,29.31,24,24
11,8,5,3,20,-7,181,1069,301,294,482,34,21,59,7,12,0,30.07,0,4
12,6,5,4,32,-2,205,1029,420,418,565,36,26,67,17,8,0,30.15,19,20
11,25,1,3,28,-13,381,2475,960,947,1161,50,38,63,13,10,0,29.85,27,31
12,25,3,6,3,-3,164,765,815,812,919,44,33,65,9,6,0,30.16,27,38
11,27,3,0,63,140,90,209,1019,1159,1109,55,51,86,13,13,0,29.58,42,34
1,15,3,3,30,-7,187,944,470,463,657,45,40,82,8,12,0,30.18,39,37
12,16,1,3,7,-8,85,301,1320,1312,1405,34,28,79,5,6,0,30.19,27,29
1,7,2,4,59,3,325,1990,665,668,870,43,23,45,0,0,0,30.04,29,19
11,23,6,3,39,-7,173,1028,360,353,533,35,22,59,16,12,0,30.04,7,18
1,27,1,1,28,-8,399,2475,1110,1102,1329,44,27,51,16,12,0,29.71,39,36
