Date,Departure,Arrival,Origin,I/D
30.3,08:00,11:53,Boston,0
30.3,08:00,11:53,Boston,0
30.3,08:00,11:53,Boston,0
30.3,08:00,11:53,Boston,0
30.3,07:59,11:56,New York,0
30.3,07:59,11:56,New York,0
30.3,07:59,11:56,New York,0
30.3,08:05,12:00,Boston,0
30.3,08:05,12:00,Boston,0
30.3,08:05,12:00,Boston,0
30.3,08:05,12:00,Boston,0
30.3,08:05,12:00,Boston,0
30.3,08:05,12:00,Boston,0
30.3,09:52,12:06,Houston,0
30.3,09:52,12:06,Houston,0
30.3,10:30,12:08,Los Angeles,0
30.3,10:30,12:08,Los Angeles,0
30.3,10:30,12:08,Los Angeles,0
30.3,10:30,12:08,Los Angeles,0
30.3,10:47,12:09,Los Angeles,0
30.3,10:47,12:09,Los Angeles,0
30.3,10:11,12:10,Denver,0
30.3,11:08,12:18,Salt Lake City,0
30.3,11:08,12:18,Salt Lake City,0
30.3,10:50,12:20,Burbank,0
30.3,10:15,12:31,Minneapolis,0
30.3,10:07,12:37,Atlanta,0
30.3,11:15,12:40,San Diego,0
30.3,11:10,12:40,Las Vegas,0
30.3,11:15,12:40,San Diego,0
30.3,11:15,12:40,San Diego,0
30.3,11:10,12:40,Las Vegas,0
30.3,11:10,12:40,Las Vegas,0
30.3,11:35,12:45,Salt Lake City,0
30.3,11:35,12:45,Salt Lake City,0
30.3,11:35,12:45,Salt Lake City,0
30.3,11:35,12:45,Salt Lake City,0
30.3,11:35,12:45,Salt Lake City,0
30.3,11:35,12:45,Salt Lake City,0
30.3,09:25,12:54,Miami,0
30.3,09:25,12:54,Miami,0
30.3,09:25,12:54,Miami,0
30.3,10:35,12:55,Frankfurt,1
30.3,10:35,12:55,Frankfurt,1
30.3,10:35,12:55,Frankfurt,1
30.3,10:35,12:55,Frankfurt,1
30.3,10:50,12:57,Dallas,0
30.3,10:50,12:57,Dallas,0
30.3,10:50,12:57,Dallas,0
30.3,11:15,12:57,Denver,0
30.3,11:15,12:57,Denver,0
30.3,10:50,12:57,Dallas,0
30.3,10:50,12:57,Dallas,0
30.3,11:15,12:57,Denver,0
30.3,11:40,13:20,Las Vegas,0
30.3,12:00,13:25,Santa Ana,0
30.3,12:00,13:25,Santa Ana,0
30.3,12:00,13:30,Palm Springs,0
30.3,12:00,13:30,Palm Springs,0
30.3,12:00,13:30,Palm Springs,0
30.3,12:00,13:30,Palm Springs,0
30.3,11:20,13:30,Seattle,0
30.3,11:20,13:30,Seattle,0
30.3,08:05,13:35,Doha,1
30.3,10:45,13:43,Dulles,0
30.3,10:45,13:43,Dulles,0
30.3,09:10,14:00,Dubai,1
30.3,12:50,14:10,Los Angeles,0
30.3,12:50,14:10,Los Angeles,0
30.3,12:50,14:10,Los Angeles,0
30.3,11:55,14:17,Seattle,0
30.3,11:55,14:17,Seattle,0
30.3,12:20,14:30,Seattle,0
30.3,12:20,14:30,Seattle,0
30.3,12:20,14:30,Seattle,0
30.3,22:30,14:35,Auckland,1
30.3,13:15,14:40,San Diego,0
30.3,13:15,14:40,San Diego,0
30.3,13:15,14:40,San Diego,0
30.3,13:15,14:40,San Diego,0
30.3,12:50,14:54,Dallas,0
30.3,12:50,14:54,Dallas,0
30.3,12:50,14:54,Dallas,0
30.3,12:40,14:54,Houston,0
30.3,12:40,14:54,Houston,0
30.3,20:40,15:00,Seoul,1
30.3,20:40,15:00,Seoul,1
30.3,20:40,15:00,Seoul,1
30.3,20:40,15:00,Seoul,1
30.3,13:40,15:03,Santa Ana,0
30.3,13:40,15:03,Santa Ana,0
30.3,13:40,15:03,Santa Ana,0
30.3,13:40,15:03,Santa Ana,0
30.3,14:15,15:40,Los Angeles,0
30.3,13:52,15:42,Las Vegas,0
30.3,13:00,15:50,Zurich,1
30.3,13:00,15:50,Zurich,1
30.3,14:27,16:03,Los Angeles,0
30.3,14:27,16:03,Los Angeles,0
30.3,14:27,16:03,Los Angeles,0
30.3,14:27,16:03,Los Angeles,0
30.3,13:35,16:05,Frankfurt,1
30.3,13:35,16:05,Frankfurt,1
30.3,13:35,16:05,Frankfurt,1
30.3,13:35,16:05,Frankfurt,1
30.3,13:19,16:12,Charlotte,0
30.3,15:15,16:22,Salt Lake City,0
30.3,15:15,16:22,Salt Lake City,0
30.3,22:55,16:25,Tokyo,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:15,16:25,Seattle,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:55,16:25,Los Angeles,0
30.3,14:15,16:25,Seattle,0
30.3,14:15,16:25,Seattle,0
30.3,14:15,16:25,Seattle,0
30.3,22:55,16:25,Tokyo,0
30.3,13:20,16:35,San Jose Cabo,1
30.3,13:20,16:35,San Jose Cabo,1
30.3,13:20,16:35,San Jose Cabo,1
30.3,14:55,16:40,Portland,0
30.3,13:15,16:40,Istanbul,1
30.3,14:55,16:40,Portland,0
30.3,13:15,16:40,Istanbul,1
30.3,15:10,16:45,Palm Springs,0
30.3,15:10,16:45,Palm Springs,0
30.3,15:08,16:50,Redmond,0
30.3,15:30,16:52,Medford,0
30.3,13:45,16:53,San Jose Cabo,1
30.3,13:45,16:53,San Jose Cabo,1
30.3,15:54,16:56,San Luis Obispo,0
30.3,09:00,16:57,Honolulu,0
30.3,09:00,16:57,Honolulu,0
30.3,09:00,16:57,Honolulu,0
30.3,09:00,16:57,Honolulu,0
30.3,09:00,16:57,Honolulu,0
30.3,09:00,16:57,Honolulu,0
30.3,14:10,16:58,Puerto Vallarta,1
30.3,14:10,16:58,Puerto Vallarta,1
30.3,09:00,17:01,Kahului,0
30.3,09:00,17:01,Kahului,0
30.3,13:55,17:02,San Jose Cabo,1
30.3,13:55,17:02,San Jose Cabo,1
30.3,14:46,17:04,Houston,0
30.3,14:46,17:04,Houston,0
30.3,15:35,17:05,Las Vegas,0
30.3,15:35,17:05,Las Vegas,0
30.3,15:45,17:05,Los Angeles,0
30.3,15:45,17:05,Los Angeles,0
30.3,15:35,17:05,Las Vegas,0
30.3,15:45,17:05,Los Angeles,0
30.3,15:39,17:06,Ontario,1
30.3,15:39,17:06,Ontario,1
30.3,09:01,17:08,Kailua-Kona,0
30.3,09:01,17:08,Kailua-Kona,0
30.3,15:04,17:12,Seattle,0
30.3,15:04,17:12,Seattle,0
30.3,15:04,17:12,Seattle,0
30.3,15:04,17:12,Seattle,0
30.3,15:04,17:12,Seattle,0
30.3,15:41,17:14,San Diego,0
30.3,15:41,17:14,San Diego,0
30.3,15:41,17:14,San Diego,0
30.3,15:41,17:14,San Diego,0
30.3,14:50,17:16,Vancouver,1
30.3,14:50,17:16,Vancouver,1
30.3,14:50,17:16,Vancouver,1
30.3,14:35,17:18,Chicago,0
30.3,14:35,17:18,Chicago,0
30.3,14:35,17:18,Chicago,0
30.3,14:35,17:18,Chicago,0
30.3,14:35,17:18,Chicago,0
30.3,14:35,17:18,Chicago,0
30.3,14:15,17:20,London,1
30.3,15:45,17:20,San Diego,0
30.3,16:01,17:22,Los Angeles,0
30.3,16:01,17:22,Los Angeles,0
30.3,16:07,17:28,Reno,0
30.3,16:07,17:28,Reno,0
30.3,16:07,17:28,Reno,0
30.3,15:25,17:30,Phoenix,0
30.3,15:25,17:30,Phoenix,0
30.3,15:25,17:30,Phoenix,0
30.3,15:25,17:30,Phoenix,0
30.3,15:25,17:30,Phoenix,0
30.3,15:58,17:32,Las Vegas,0
30.3,15:58,17:32,Las Vegas,0
30.3,15:58,17:32,Las Vegas,0
30.3,15:58,17:32,Las Vegas,0
30.3,15:58,17:32,Las Vegas,0
30.3,15:45,17:34,Portland,0
30.3,15:45,17:34,Portland,0
30.3,15:45,17:34,Portland,0
30.3,15:56,17:36,Denver,0
30.3,15:56,17:36,Denver,0
30.3,15:56,17:36,Denver,0
30.3,15:40,17:40,Austin,0
30.3,16:15,17:40,San Diego,0
30.3,16:11,17:40,Santa Ana,0
30.3,15:40,17:40,Austin,0
30.3,16:11,17:40,Santa Ana,0
30.3,15:40,17:40,Austin,0
30.3,16:15,17:40,San Diego,0
30.3,16:04,17:42,Eugene,0
30.3,16:04,17:42,Eugene,0
30.3,16:46,17:43,Boise,0
30.3,16:46,17:43,Boise,0
30.3,14:40,17:46,Newark,0
30.3,14:40,17:46,Newark,0
30.3,14:40,17:46,Newark,0
30.3,15:29,17:48,Tucson,0
30.3,15:29,17:48,Tucson,0
30.3,15:00,18:00,Delhi,1
30.3,15:00,18:00,Delhi,1
30.3,16:04,18:01,Dallas,0
30.3,16:04,18:01,Dallas,0
30.3,16:04,18:01,Dallas,0
30.3,16:04,18:01,Dallas,0
30.3,15:55,18:06,Minneapolis,0
30.3,16:05,18:11,Spokane,0
30.3,16:05,18:15,Seattle,0
30.3,16:05,18:15,Seattle,0
30.3,15:50,18:19,Atlanta,0
30.3,15:50,18:19,Atlanta,0
30.3,17:00,18:30,Los Angeles,0
30.3,17:00,18:30,Los Angeles,0
30.3,17:00,18:30,Los Angeles,0
30.3,17:00,18:30,Los Angeles,0
30.3,16:45,18:51,Dallas,0
30.3,16:45,18:51,Dallas,0
30.3,17:15,18:53,Redmond,0
30.3,18:40,19:05,Singapore,1
30.3,17:05,19:10,Phoenix,0
30.3,16:55,19:14,Houston,0
30.3,16:55,19:14,Houston,0
30.3,17:50,19:15,San Diego,0
30.3,17:50,19:15,San Diego,0
30.3,17:15,19:15,Dallas,0
30.3,17:15,19:15,Dallas,0
30.3,17:15,19:15,Dallas,0
30.3,17:15,19:15,Dallas,0
30.3,15:35,19:25,Cancun,1
30.3,16:00,19:25,West Palm Beach,0
30.3,17:55,19:27,Palm Springs,0
30.3,17:55,19:27,Palm Springs,0
30.3,17:45,19:30,Portland,0
30.3,17:45,19:30,Portland,0
30.3,18:30,19:50,Los Angeles,0
30.3,18:30,19:50,Los Angeles,0
30.3,18:30,19:55,Burbank,0
30.3,17:10,19:57,Puerto Vallarta,1
30.3,17:10,19:57,Puerto Vallarta,1
30.3,17:39,19:59,Phoenix,0
30.3,12:00,20:00,Kahului,0
30.3,23:35,20:00,Taipei,1
30.3,18:00,20:12,Seattle,0
30.3,18:00,20:12,Seattle,0
30.3,18:00,20:12,Seattle,0
30.3,18:55,20:20,Los Angeles,0
30.3,19:20,20:41,Los Angeles,0
30.3,19:20,20:41,Los Angeles,0
30.3,19:20,20:41,Los Angeles,0
30.3,19:20,20:41,Los Angeles,0
30.3,19:30,20:53,Santa Ana,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,16:59,20:57,New York,0
30.3,17:10,21:00,Mexico City,1
30.3,17:10,21:00,Mexico City,1
30.3,17:10,21:00,Mexico City,1
30.3,18:55,21:12,Minneapolis,0
30.3,18:20,21:13,Charlotte,0
30.3,18:30,21:15,Chicago,0
30.3,13:15,21:15,Kahului,0
30.3,13:15,21:15,Kahului,0
30.3,18:30,21:15,Chicago,0
30.3,19:15,21:18,Dallas,0
30.3,19:15,21:18,Dallas,0
30.3,19:15,21:18,Dallas,0
30.3,18:35,21:19,Dulles,0
30.3,18:35,21:19,Dulles,0
30.3,18:40,21:19,Chicago,0
30.3,18:40,21:19,Chicago,0
30.3,18:40,21:19,Chicago,0
30.3,18:40,21:19,Chicago,0
30.3,18:35,21:19,Dulles,0
30.3,18:35,21:19,Dulles,0
30.3,18:35,21:19,Dulles,0
30.3,18:35,21:19,Dulles,0
30.3,18:35,21:19,Dulles,0
30.3,19:55,21:20,San Diego,0
30.3,18:50,21:22,Atlanta,0
30.3,18:50,21:22,Atlanta,0
30.3,18:50,21:22,Atlanta,0
30.3,18:50,21:22,Atlanta,0
30.3,13:11,21:22,Honolulu,0
30.3,13:11,21:22,Honolulu,0
30.3,13:11,21:22,Honolulu,0
30.3,18:50,21:22,Atlanta,0
30.3,19:45,21:29,Denver,0
30.3,19:45,21:29,Denver,0
30.3,19:21,21:29,Phoenix,0
30.3,19:45,21:29,Denver,0
30.3,19:45,21:29,Denver,0
30.3,18:30,21:32,Newark,0
30.3,18:30,21:32,Newark,0
30.3,18:30,21:32,Newark,0
30.3,18:30,21:32,Newark,0
30.3,18:30,21:32,Newark,0
30.3,19:20,21:36,Seattle,0
30.3,19:20,21:36,Seattle,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,17:55,21:37,New York,0
30.3,19:55,21:40,Portland,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,18:00,21:49,New York,0
30.3,19:40,21:52,Seattle,0
30.3,19:40,21:57,Houston,0
30.3,19:40,21:57,Houston,0
30.3,19:40,21:57,Houston,0
30.3,19:40,21:57,Houston,0
30.3,20:25,21:58,Las Vegas,0
30.3,20:40,22:00,Los Angeles,0
30.3,20:40,22:00,Los Angeles,0
30.3,19:10,22:05,Chicago,0
30.3,19:10,22:05,Chicago,0
30.3,19:10,22:05,Chicago,0
30.3,19:10,22:05,Chicago,0
30.3,19:10,22:05,Chicago,0
30.3,19:10,22:05,Chicago,0
30.3,20:35,22:10,Las Vegas,0
30.3,14:15,22:20,Honolulu,0
30.3,14:15,22:20,Honolulu,0
30.3,14:15,22:20,Honolulu,0
30.3,20:55,22:30,San Diego,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,21:00,22:33,Los Angeles,0
30.3,18:45,22:35,New York,0
30.3,18:45,22:35,New York,0
30.3,19:50,22:56,Orlando,0
30.3,19:50,22:56,Orlando,0
30.3,19:50,22:56,Orlando,0
30.3,21:10,23:00,Denver,0
30.3,21:55,23:00,Salt Lake City,0
30.3,21:55,23:00,Salt Lake City,0
30.3,21:55,23:00,Salt Lake City,0
30.3,19:30,23:04,Miami,0
30.3,19:30,23:04,Miami,0
30.3,19:30,23:04,Miami,0
30.3,19:30,23:04,Miami,0
30.3,19:30,23:04,Miami,0
30.3,20:55,23:05,Phoenix,0
30.3,21:45,23:16,Los Angeles,0
30.3,21:45,23:16,Los Angeles,0
30.3,21:45,23:16,Los Angeles,0
30.3,21:15,23:27,Seattle,0
30.3,19:25,23:29,New York,0
30.3,19:25,23:29,New York,0
30.3,19:25,23:29,New York,0
30.3,19:25,23:29,New York,0
30.3,19:25,23:29,New York,0
30.3,21:10,23:32,Detroit,0
30.3,21:33,23:44,Phoenix,0
30.3,20:55,23:45,Chicago,0
31.3,20:30,00:02,Fort Lauderdale,0
31.3,20:30,00:02,Fort Lauderdale,0
31.3,22:10,00:07,Denver,0
31.3,23:00,00:30,Los Angeles,0
31.3,21:10,00:44,Miami,0
31.3,21:10,00:44,Miami,0
31.3,21:10,00:44,Miami,0
31.3,00:20,01:55,Los Angeles,0
31.3,13:10,06:05,Tokyo,0
31.3,02:55,06:10,Delhi,1
31.3,05:25,06:25,Los Angeles,0
31.3,22:40,06:28,Kahului,0
31.3,22:40,06:28,Kahului,0
31.3,22:40,06:28,Kahului,0
31.3,22:25,06:32,Kailua-Kona,0
31.3,22:25,06:32,Kailua-Kona,0
31.3,22:25,06:32,Kailua-Kona,0
31.3,22:25,06:32,Kailua-Kona,0
31.3,22:35,06:36,Honolulu,0
31.3,22:35,06:36,Honolulu,0
31.3,22:35,06:36,Honolulu,0
31.3,22:35,06:36,Honolulu,0
31.3,22:35,06:36,Honolulu,0
31.3,22:35,06:36,Honolulu,0
31.3,11:30,07:00,Sydney,1
31.3,11:30,07:00,Sydney,1
31.3,03:30,07:00,Delhi,1
31.3,11:30,07:00,Sydney,1
31.3,11:30,07:00,Sydney,1
31.3,06:00,07:11,Salt Lake City,0
31.3,06:00,07:11,Salt Lake City,0
31.3,06:00,07:20,Los Angeles,0
31.3,06:00,07:20,Los Angeles,0
31.3,06:29,07:37,Arcata,0
31.3,06:29,07:37,Arcata,0
31.3,06:05,07:39,Las Vegas,0
31.3,06:05,07:39,Las Vegas,0
31.3,06:05,07:39,Las Vegas,0
31.3,06:05,07:39,Las Vegas,0
31.3,06:10,07:41,Ontario,1
31.3,06:10,07:41,Ontario,1
31.3,06:30,07:44,Reno,0
31.3,06:30,07:44,Reno,0
31.3,06:30,07:44,Reno,0
31.3,06:11,07:46,Palm Springs,0
31.3,06:11,07:46,Palm Springs,0
31.3,06:37,07:48,Santa Barbara,0
31.3,06:37,07:48,Santa Barbara,0
31.3,06:47,07:50,Sacramento,0
31.3,06:47,07:50,Sacramento,0
31.3,06:47,07:50,Sacramento,0
31.3,06:50,07:52,San Luis Obispo,0
31.3,06:50,07:52,San Luis Obispo,0
31.3,06:30,07:54,Medford,0
31.3,06:30,07:54,Medford,0
31.3,07:00,07:54,Boise,0
31.3,07:00,07:54,Boise,0
31.3,06:30,07:55,San Diego,0
31.3,06:30,07:55,San Diego,0
31.3,05:37,08:00,Tucson,0
31.3,05:37,08:00,Tucson,0
31.3,06:35,08:18,Portland,0
31.3,06:50,08:20,Palm Springs,0
31.3,06:50,08:20,Palm Springs,0
31.3,06:50,08:20,Palm Springs,0
31.3,06:50,08:20,Palm Springs,0
31.3,07:00,08:35,Los Angeles,0
31.3,07:00,08:35,Los Angeles,0
31.3,07:00,08:35,Los Angeles,0
31.3,12:10,08:45,Taipei,1
31.3,07:00,09:00,Austin,0
31.3,07:00,09:00,Austin,0
31.3,07:00,09:00,Austin,0
31.3,07:00,09:00,Austin,0
31.3,06:45,09:05,Seattle,0
31.3,07:45,09:10,Santa Ana,0
31.3,08:15,09:10,Fresno,0
31.3,08:15,09:10,Fresno,0
31.3,08:15,09:10,Fresno,0
31.3,08:15,09:10,Fresno,0
31.3,07:45,09:10,Santa Ana,0
31.3,07:39,09:12,San Diego,0
31.3,07:39,09:12,San Diego,0
31.3,07:39,09:12,San Diego,0
31.3,08:00,09:14,Salt Lake City,0
31.3,08:00,09:14,Salt Lake City,0
31.3,08:00,09:14,Salt Lake City,0
31.3,08:00,09:14,Salt Lake City,0
31.3,08:11,09:16,Redding,0
31.3,08:30,09:20,Boise,0
31.3,07:40,09:20,Redmond,0
31.3,07:12,09:22,Dallas,0
31.3,07:12,09:22,Dallas,0
31.3,07:12,09:22,Dallas,0
31.3,07:01,09:24,Tucson,0
31.3,07:01,09:24,Tucson,0
31.3,07:01,09:24,Tucson,0
31.3,07:12,09:26,Houston,0
31.3,07:12,09:26,Houston,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,07:40,09:28,Portland,0
31.3,08:15,09:29,Salt Lake City,0
31.3,08:15,09:29,Salt Lake City,0
31.3,08:00,09:30,Santa Ana,0
31.3,08:05,09:30,Los Angeles,0
31.3,08:00,09:30,Santa Ana,0
31.3,08:00,09:30,Santa Ana,0
31.3,07:18,09:32,Phoenix,0
31.3,07:18,09:32,Phoenix,0
31.3,07:18,09:32,Phoenix,0
31.3,07:18,09:32,Phoenix,0
31.3,08:00,09:34,Las Vegas,0
31.3,08:00,09:34,Las Vegas,0
31.3,08:00,09:34,Las Vegas,0
31.3,08:00,09:34,Las Vegas,0
31.3,08:00,09:34,Las Vegas,0
31.3,08:00,09:34,Las Vegas,0
31.3,07:26,09:36,Seattle,0
31.3,07:26,09:36,Seattle,0
31.3,07:50,09:36,Las Vegas,0
31.3,07:26,09:36,Seattle,0
31.3,07:26,09:36,Seattle,0
31.3,07:40,09:38,Austin,0
31.3,07:40,09:38,Austin,0
31.3,08:00,09:40,Eugene,0
31.3,08:05,09:40,Las Vegas,0
31.3,08:00,09:40,Eugene,0
31.3,08:00,09:40,Eugene,0
31.3,08:05,09:40,Las Vegas,0
31.3,07:01,09:42,Chicago,0
31.3,07:01,09:42,Chicago,0
31.3,07:01,09:42,Chicago,0
31.3,07:30,09:43,Spokane,0
31.3,07:30,09:43,Spokane,0
31.3,08:02,09:44,Denver,0
31.3,08:02,09:44,Denver,0
31.3,08:02,09:44,Denver,0
31.3,16:25,09:45,Tokyo,0
31.3,16:25,09:45,Tokyo,0
31.3,16:25,09:45,Tokyo,0
31.3,06:47,09:46,Dulles,0
31.3,06:47,09:46,Dulles,0
31.3,08:20,09:48,Los Angeles,0
31.3,08:20,09:48,Los Angeles,0
31.3,08:20,09:48,Los Angeles,0
31.3,08:20,09:55,San Diego,0
31.3,07:42,10:00,Seattle,0
31.3,07:42,10:00,Seattle,0
31.3,09:00,10:20,Los Angeles,0
31.3,09:00,10:20,Los Angeles,0
31.3,08:35,10:25,Denver,0
31.3,08:00,10:31,Atlanta,0
31.3,08:00,10:31,Atlanta,0
31.3,08:45,10:33,Portland,0
31.3,08:45,10:33,Portland,0
31.3,08:11,10:38,Phoenix,0
31.3,08:11,10:38,Phoenix,0
31.3,08:40,10:51,Seattle,0
31.3,08:40,10:51,Seattle,0
31.3,08:50,10:54,Dallas,0
31.3,08:50,10:54,Dallas,0
31.3,08:50,10:54,Dallas,0
31.3,08:50,10:54,Dallas,0
31.3,08:30,10:56,Detroit,0
31.3,09:30,11:00,Los Angeles,0
31.3,08:50,11:05,Phoenix,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,07:30,11:08,New York,0
31.3,10:00,11:20,Los Angeles,0
31.3,18:00,11:20,Tokyo,0
31.3,10:00,11:20,Los Angeles,0
31.3,18:00,11:20,Tokyo,0
31.3,08:30,11:21,Chicago,0
31.3,08:30,11:21,Chicago,0
31.3,08:35,11:38,Newark,0
31.3,08:35,11:38,Newark,0
31.3,07:59,11:41,New York,0
31.3,07:59,11:41,New York,0
31.3,07:59,11:41,New York,0
31.3,07:59,11:41,New York,0
31.3,07:59,11:41,New York,0
31.3,09:50,11:45,Amsterdam,1
31.3,09:50,11:45,Amsterdam,1
31.3,09:50,11:45,Amsterdam,1
31.3,09:50,11:45,Amsterdam,1
31.3,09:00,11:46,Chicago,0
31.3,09:00,11:46,Chicago,0
31.3,09:00,11:46,Chicago,0
31.3,10:05,11:48,Denver,0
31.3,10:05,11:48,Denver,0
31.3,10:05,11:48,Denver,0
31.3,08:00,11:53,Boston,0
31.3,08:00,11:53,Boston,0
31.3,08:00,11:53,Boston,0
31.3,08:00,11:53,Boston,0
31.3,08:00,11:53,Boston,0
31.3,07:59,11:56,New York,0
31.3,07:59,11:56,New York,0
31.3,08:05,12:00,Boston,0
31.3,08:05,12:00,Boston,0
31.3,08:05,12:00,Boston,0
31.3,08:05,12:00,Boston,0
31.3,08:05,12:00,Boston,0
31.3,08:05,12:00,Boston,0
31.3,09:52,12:06,Houston,0
31.3,09:52,12:06,Houston,0
31.3,10:30,12:08,Los Angeles,0
31.3,10:30,12:08,Los Angeles,0
31.3,10:30,12:08,Los Angeles,0
31.3,10:47,12:09,Los Angeles,0
31.3,10:47,12:09,Los Angeles,0
31.3,10:11,12:10,Denver,0
31.3,10:35,12:18,Denver,0
31.3,10:35,12:18,Denver,0
31.3,10:35,12:18,Denver,0
31.3,10:35,12:18,Denver,0
31.3,11:08,12:18,Salt Lake City,0
31.3,11:08,12:18,Salt Lake City,0
31.3,11:08,12:18,Salt Lake City,0
31.3,10:50,12:20,Burbank,0
31.3,10:15,12:31,Minneapolis,0
31.3,10:07,12:37,Atlanta,0
31.3,11:10,12:40,Las Vegas,0
31.3,11:10,12:40,Las Vegas,0
31.3,11:15,12:40,San Diego,0
31.3,11:15,12:40,San Diego,0
31.3,11:35,12:45,Salt Lake City,0
31.3,11:35,12:45,Salt Lake City,0
31.3,11:35,12:45,Salt Lake City,0
31.3,11:35,12:45,Salt Lake City,0
31.3,11:35,12:45,Salt Lake City,0
31.3,11:35,12:45,Salt Lake City,0
31.3,09:25,12:54,Miami,0
31.3,09:25,12:54,Miami,0
31.3,09:25,12:54,Miami,0
31.3,10:50,12:57,Dallas,0
31.3,11:15,12:57,Denver,0
31.3,11:15,12:57,Denver,0
31.3,11:15,12:57,Denver,0
31.3,10:50,12:57,Dallas,0
31.3,11:15,12:57,Denver,0
31.3,10:50,12:57,Dallas,0
31.3,10:50,12:57,Dallas,0
31.3,10:50,12:57,Dallas,0
31.3,11:10,13:00,Miami,0
31.3,09:05,13:00,Mexico City,1
31.3,09:05,13:00,Mexico City,1
31.3,07:50,13:00,San Salvador,1
31.3,07:50,13:00,San Salvador,1
31.3,07:50,13:00,San Salvador,1
31.3,11:40,13:20,Las Vegas,0
31.3,12:00,13:25,Santa Ana,0
31.3,12:00,13:25,Santa Ana,0
31.3,12:00,13:30,Palm Springs,0
31.3,11:20,13:30,Seattle,0
31.3,12:00,13:30,Palm Springs,0
31.3,12:00,13:30,Palm Springs,0
31.3,12:00,13:30,Palm Springs,0
31.3,08:05,13:35,Doha,1
31.3,10:45,13:43,Dulles,0
31.3,10:45,13:43,Dulles,0
31.3,10:45,13:43,Dulles,0
31.3,12:50,14:10,Los Angeles,0
31.3,12:50,14:10,Los Angeles,0
31.3,11:55,14:17,Seattle,0
31.3,11:55,14:17,Seattle,0
31.3,12:05,14:20,Copenhagen,0
31.3,12:20,14:30,Seattle,0
31.3,20:00,14:40,Seoul,1
31.3,13:15,14:40,San Diego,0
31.3,13:15,14:40,San Diego,0
31.3,20:00,14:40,Seoul,1
31.3,12:50,14:54,Dallas,0
31.3,12:50,14:54,Dallas,0
31.3,12:50,14:54,Dallas,0
31.3,13:40,15:03,Santa Ana,0
31.3,13:40,15:03,Santa Ana,0
31.3,13:40,15:03,Santa Ana,0
31.3,14:15,15:40,Los Angeles,0
31.3,19:40,16:00,Taipei,1
31.3,19:40,16:00,Taipei,1
31.3,19:40,16:00,Taipei,1
31.3,19:40,16:00,Taipei,1
31.3,19:40,16:00,Taipei,1
31.3,14:27,16:03,Los Angeles,0
31.3,14:27,16:03,Los Angeles,0
31.3,14:27,16:03,Los Angeles,0
31.3,14:27,16:03,Los Angeles,0
31.3,13:35,16:05,Frankfurt,1
31.3,13:35,16:05,Frankfurt,1
31.3,13:35,16:05,Frankfurt,1
31.3,13:35,16:05,Frankfurt,1
31.3,13:19,16:12,Charlotte,0
31.3,15:15,16:22,Salt Lake City,0
31.3,15:15,16:22,Salt Lake City,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:55,16:25,Los Angeles,0
31.3,14:15,16:25,Seattle,0
31.3,14:15,16:25,Seattle,0
31.3,14:15,16:25,Seattle,0
31.3,13:20,16:35,San Jose Cabo,1
31.3,13:20,16:35,San Jose Cabo,1
31.3,13:20,16:35,San Jose Cabo,1
31.3,14:55,16:40,Portland,0
31.3,13:15,16:40,Istanbul,1
31.3,13:15,16:40,Istanbul,1
31.3,14:55,16:40,Portland,0
31.3,15:11,16:42,North Bend,0
31.3,15:10,16:45,Palm Springs,0
31.3,15:10,16:45,Palm Springs,0
31.3,15:08,16:50,Redmond,0
