,Date,Departure,Arrival,POI,I/D,Departure_M,Arrival_M,Before_Arrivals,After_Arrivals
1173,3.4,12:30,13:51,Martha's Vineyard,0,750,831,7,5
1174,3.4,12:30,13:48,Charlottesville,0,750,828,7,5
1175,3.4,12:30,16:12,Santo Domingo,1,750,972,7,5
1176,3.4,13:00,05:20,Istanbul,1,780,320,5,4
1177,3.4,13:00,16:39,Santo Domingo,1,780,999,5,4
1178,3.4,13:05,15:13,Detroit,0,785,913,3,3
1179,3.4,13:15,16:35,Tokyo,0,795,995,4,4
1180,3.4,13:30,16:33,Miami,0,810,993,4,10
1181,3.4,13:35,16:27,Orlando,0,815,987,3,10
1182,3.4,13:45,17:29,San Juan,1,825,1049,4,10
1183,3.4,13:45,18:45,Bogota,1,825,1125,4,10
1184,3.4,13:50,17:45,Seoul,1,830,1065,4,8
1185,3.4,13:52,16:10,Charleston,0,832,970,5,7
1186,3.4,13:55,17:20,Seoul,1,835,1040,6,6
1187,3.4,14:00,06:05,Moscow,1,840,365,10,8
1188,3.4,14:00,17:04,Tampa,0,840,1024,10,8
1189,3.4,14:00,17:19,Los Angeles,0,840,1039,10,8
1190,3.4,14:00,16:29,Denver,0,840,989,10,8
1191,3.4,14:03,16:58,Montego Bay,1,843,1018,10,4
1192,3.4,14:13,16:44,Jacksonville,0,853,1004,10,3
1193,3.4,14:26,16:46,Savannah,0,866,1006,6,8
1194,3.4,14:30,18:14,San Francisco,0,870,1094,8,8
1195,3.4,14:30,18:07,Santiago,1,870,1087,8,8
1196,3.4,14:50,16:54,Cincinnati,0,890,1014,3,7
1197,3.4,14:54,18:06,Fort Lauderdale,0,894,1086,4,7
1198,3.4,14:55,16:42,Raleigh/Durham,0,895,1002,8,7
1199,3.4,14:55,16:30,Washington,0,895,990,8,7
1200,3.4,14:55,16:30,Buffalo,0,895,990,8,7
1201,3.4,14:55,16:23,Rochester,0,895,983,8,7
1202,3.4,15:00,16:15,Syracuse,0,900,975,8,3
1203,3.4,15:05,17:26,Minneapolis,0,905,1046,7,5
1204,3.4,15:21,18:22,Orlando,0,921,1102,7,11
1205,3.4,15:25,18:43,Miami,0,925,1123,7,10
1206,3.4,15:31,21:18,Guayaquil,1,931,1278,3,13
1207,3.4,15:35,18:47,Fort Lauderdale,0,935,1127,5,14
1208,3.4,15:35,03:40,Leicestershire,1,935,220,5,14
1209,3.4,15:40,18:42,Orlando,0,940,1122,5,13
1210,3.4,15:45,18:21,Atlanta,0,945,1101,10,12
1211,3.4,15:45,05:45,Frankfurt,1,945,345,10,12
1212,3.4,15:45,17:18,Bedford/Hanscom,0,945,1038,10,12
1213,3.4,15:45,18:35,Kingston,1,945,1115,10,12
1214,3.4,15:45,16:38,Bedford/Hanscom,0,945,998,10,12
1215,3.4,15:47,18:59,Fort Myers,0,947,1139,11,7
1216,3.4,15:59,19:54,San Juan,1,959,1194,11,8
1217,3.4,15:59,18:50,New Orleans,0,959,1130,11,8
1218,3.4,16:00,18:20,Charleston,0,960,1100,13,12
1219,3.4,16:00,19:05,West Palm Beach,0,960,1145,13,12
1220,3.4,16:05,19:27,Fort Myers,0,965,1167,14,11
1221,3.4,16:05,19:25,Mexico City,1,965,1165,14,11
1222,3.4,16:10,19:35,Los Angeles,0,970,1175,13,10
1223,3.4,16:20,20:10,Mexico City,1,980,1210,7,10
1224,3.4,16:25,19:25,Shanghai,1,985,1165,8,9
1225,3.4,16:30,20:09,Santiago,1,990,1209,12,10
1226,3.4,16:30,17:13,New Bedford,0,990,1033,12,10
1227,3.4,16:30,18:25,Beijing,1,990,1105,12,10
1228,3.4,16:30,19:31,Tampa,0,990,1171,12,10
1229,3.4,16:30,19:12,Austin,0,990,1152,12,10
1230,3.4,16:30,20:17,Santo Domingo,1,990,1217,12,10
1231,3.4,16:33,19:44,Miami,0,993,1184,11,4
1232,3.4,16:39,19:39,Orlando,0,999,1179,10,3
1233,3.4,16:41,20:16,Salt Lake City,0,1001,1216,10,4
1234,3.4,17:00,20:20,Miami,0,1020,1220,10,11
1235,3.4,17:00,20:30,Los Angeles,0,1020,1230,10,11
1236,3.4,17:10,20:47,San Francisco,0,1030,1247,4,10
1237,3.4,17:10,19:01,Chicago,0,1030,1141,4,10
1238,3.4,17:15,04:50,Dublin,1,1035,290,6,9
1239,3.4,17:15,20:40,Los Angeles,0,1035,1240,6,9
1240,3.4,17:15,22:55,Georgetown,0,1035,1375,6,9
1241,3.4,17:20,06:50,Amsterdam,1,1040,410,8,6
1242,3.4,17:20,20:41,Seattle,0,1040,1241,8,6
1243,3.4,17:30,19:44,Detroit,0,1050,1184,11,11
1244,3.4,17:30,20:55,Austin,0,1050,1255,11,11
1245,3.4,17:30,19:45,Charlotte,0,1050,1185,11,11
1246,3.4,17:35,06:55,Paris,1,1055,415,10,8
1247,3.4,17:45,20:54,Fort Lauderdale,0,1065,1254,9,9
1248,3.4,17:54,21:03,Fort Lauderdale,0,1074,1263,6,9
1249,3.4,17:54,20:45,Phoenix,0,1074,1245,6,9
1250,3.4,17:55,05:20,Sao Paulo,1,1075,320,8,8
1251,3.4,17:55,21:37,San Francisco,0,1075,1297,8,8
1252,3.4,18:00,21:14,Fort Lauderdale,0,1080,1274,11,12
1253,3.4,18:00,21:32,Los Angeles,0,1080,1292,11,12
1254,3.4,18:00,21:45,Mexico City,1,1080,1305,11,12
1255,3.4,18:10,06:20,London,1,1090,380,8,10
1256,3.4,18:15,21:15,Tokyo,0,1095,1275,9,11
1257,3.4,18:20,19:45,Chicago,0,1100,1185,9,10
1258,3.4,18:25,08:20,Milan,1,1105,500,8,11
1259,3.4,18:30,08:00,Paris,1,1110,480,12,17
1260,3.4,18:30,19:51,Boston,0,1110,1191,12,17
1261,3.4,18:30,06:30,London,1,1110,390,12,17
1262,3.4,18:30,07:45,Amsterdam,1,1110,465,12,17
1263,3.4,18:30,11:00,Cairo,1,1110,660,12,17
1264,3.4,18:30,21:48,Miami,0,1110,1308,12,17
1265,3.4,18:35,22:06,Nagoya,1,1115,1326,10,11
1266,3.4,18:45,22:35,San Francisco,0,1125,1355,11,13
1267,3.4,18:45,21:35,Las Vegas,0,1125,1295,11,13
1268,3.4,18:55,21:24,Savannah,0,1135,1284,11,15
1269,3.4,18:55,22:46,San Juan,1,1135,1366,11,15
1270,3.4,18:59,22:51,San Juan,1,1139,1371,13,14
1271,3.4,18:59,22:54,Santo Domingo,1,1139,1374,13,14
1272,3.4,18:59,22:08,San Salvador,1,1139,1328,13,14
1273,3.4,19:00,22:29,Los Angeles,0,1140,1349,17,16
1274,3.4,19:00,07:10,London,1,1140,430,17,16
1275,3.4,19:00,22:34,Los Angeles,0,1140,1354,17,16
1276,3.4,19:00,21:19,Boca Raton,0,1140,1279,17,16
1277,3.4,19:10,22:38,Los Angeles,0,1150,1358,11,14
1278,3.4,19:15,21:30,Jacksonville,0,1155,1290,13,16
1279,3.4,19:15,21:34,Lakeland,0,1155,1294,13,16
1280,3.4,19:20,22:39,Austin,0,1160,1359,13,15
1281,3.4,19:20,11:45,Moscow,1,1160,705,13,15
1282,3.4,19:25,23:29,San Francisco,0,1165,1409,15,14
1283,3.4,19:25,20:26,Rockford,0,1165,1226,15,14
1284,3.4,19:29,22:51,Miami,0,1169,1371,14,19
1285,3.4,19:30,22:00,Halifax,1,1170,1320,16,20
1286,3.4,19:30,22:24,Orlando,0,1170,1344,16,20
1287,3.4,19:30,09:10,Paris,1,1170,550,16,20
1288,3.4,19:30,21:30,Toronto,1,1170,1290,16,20
1289,3.4,19:30,07:10,Dakar,1,1170,430,16,20
1290,3.4,19:33,09:15,Madrid,1,1173,555,13,15
1291,3.4,19:40,21:20,Washington,0,1180,1280,14,16
1292,3.4,19:45,21:44,Raleigh/Durham,0,1185,1304,16,15
1293,3.4,19:45,23:48,Santiago,1,1185,1428,16,15
1294,3.4,19:45,10:35,Rome,0,1185,635,16,15
1295,3.4,19:50,22:34,Phoenix,0,1190,1354,15,12
1296,3.4,19:55,10:45,Belgrade,0,1195,645,14,11
1297,3.4,19:59,22:46,Jacksonville,0,1199,1366,19,10
1298,3.4,19:59,23:08,Las Vegas,0,1199,1388,19,10
1299,3.4,19:59,22:30,Charleston,0,1199,1350,19,10
1300,3.4,19:59,21:34,Rochester,0,1199,1294,19,10
1301,3.4,19:59,21:30,Burlington,0,1199,1290,19,10
1302,3.4,19:59,23:17,Miami,0,1199,1397,19,10
1303,3.4,19:59,23:22,Fort Lauderdale,0,1199,1402,19,10
1304,3.4,20:00,23:46,Santiago,1,1200,1426,20,6
1305,3.4,20:00,08:10,London,1,1200,490,20,6
1306,3.4,20:10,23:10,Orlando,0,1210,1390,16,6
1307,3.4,20:10,08:20,London,1,1210,500,16,6
1308,3.4,20:30,10:15,Paris,1,1230,615,6,11
1309,3.4,20:30,08:35,London,1,1230,515,6,11
1310,3.4,20:30,01:24,Bogota,1,1230,84,6,11
1311,3.4,20:35,00:26,Santo Domingo,1,1235,26,5,10
1312,3.4,20:40,08:30,Casablanca,1,1240,510,6,9
1313,3.4,20:55,16:25,Doha,1,1255,985,5,9
1314,3.4,20:59,22:18,Syracuse,0,1259,1338,7,9
1315,3.4,20:59,22:36,Buffalo,0,1259,1356,7,9
1316,3.4,21:00,22:18,Syracuse,0,1260,1338,11,7
1317,3.4,21:00,22:16,Boston,0,1260,1336,11,7
1318,3.4,21:00,22:31,Buffalo,0,1260,1351,11,7
1319,3.4,21:00,23:14,Atlanta,0,1260,1394,11,7
1320,3.4,21:05,10:55,Zurich,1,1265,655,10,4
1321,3.4,21:05,17:50,Abu Dhabi,1,1265,1070,10,4
1322,3.4,21:15,11:35,Lome,1,1275,695,9,2
1323,3.4,21:29,22:49,Boston,0,1289,1369,9,2
1324,3.4,21:35,09:40,London,1,1295,580,4,2
1325,3.4,21:55,09:50,Buenos Aires,1,1315,590,2,2
1326,3.4,22:00,10:05,London,1,1320,605,2,4
1327,3.4,22:25,09:15,Sao Paulo,1,1345,555,2,5
1328,3.4,22:30,01:16,Phoenix,0,1350,76,4,7
1329,3.4,22:30,05:20,Singapore,1,1350,320,4,7
1330,3.4,22:30,02:09,Santiago,1,1350,129,4,7
1331,3.4,22:35,12:05,Frankfurt,1,1355,725,4,4
1332,3.4,22:45,12:30,Brussels,1,1365,750,5,3
1333,3.4,23:00,19:45,Dubai,1,1380,1185,7,4
1334,3.4,23:00,02:41,Santo Domingo,1,1380,161,7,4
1335,3.4,23:00,00:26,Hamilton,1,1380,26,7,4
1336,3.4,23:20,16:00,Istanbul,1,1400,960,3,4
1337,3.4,23:47,17:35,Tel Aviv-Yafo,1,1427,1055,2,5
1338,3.4,23:50,17:20,Tel Aviv-Yafo,1,1430,1040,4,4
1339,3.4,23:50,14:40,Helsinki,1,1430,880,4,4
1340,4.4,20:10,23:10,Orlando,0,1210,1390,14,5
1341,4.4,23:50,17:20,Tel Aviv-Yafo,1,1430,1040,4,4
1342,4.4,23:55,13:50,Accra,1,1435,830,3,2
1343,4.4,23:59,03:41,San Juan,1,1439,221,5,1
1344,4.4,23:59,03:41,Aguadilla,0,1439,221,5,1
1345,4.4,00:40,02:25,Chicago,0,40,145,0,1
1346,4.4,01:00,20:30,Doha,1,60,1230,1,0
1347,4.4,01:40,14:45,Luxembourg,1,100,885,0,0
1348,4.4,02:12,06:41,Panama City,0,132,401,0,0
1349,4.4,03:15,06:35,Seoul,1,195,395,0,2
1350,4.4,03:30,15:30,Liege,1,210,930,1,1
1351,4.4,03:45,06:37,Anchorage,0,225,397,2,1
1352,4.4,04:10,07:05,San Salvador,1,250,425,1,0
1353,4.4,05:01,08:38,Santo Domingo,1,301,518,1,2
1354,4.4,05:01,08:29,Santiago,1,301,509,1,2
1355,4.4,05:05,08:12,Miami,0,305,492,2,1
1356,4.4,05:35,08:36,Fort Lauderdale,0,335,516,1,9
1357,4.4,05:55,09:27,Santiago,1,355,567,1,8
1358,4.4,06:00,08:33,Atlanta,0,360,513,7,8
1359,4.4,06:00,08:05,Charlotte,0,360,485,7,8
1360,4.4,06:00,08:48,Phoenix,0,360,528,7,8
1361,4.4,06:00,09:00,Cancun,1,360,540,7,8
1362,4.4,06:00,09:21,Los Angeles,0,360,561,7,8
1363,4.4,06:00,09:47,San Juan,1,360,587,7,8
1364,4.4,06:01,09:46,Port Au Prince,1,361,586,9,2
1365,4.4,06:01,08:50,Kingston,1,361,530,9,2
1366,4.4,06:30,09:30,Miami,0,390,570,8,6
1367,4.4,06:45,07:54,Boston,0,405,474,1,11
1368,4.4,06:50,10:39,Saint Thomas,0,410,639,2,13
1369,4.4,06:55,19:10,Luxembourg,1,415,1150,4,13
1370,4.4,06:55,10:33,Salt Lake City,0,415,633,4,13
1371,4.4,07:00,12:51,Georgetown,0,420,771,6,14
1372,4.4,07:00,10:17,Fort Myers,0,420,617,6,14
1373,4.4,07:05,10:08,Tampa,0,425,608,6,12
1374,4.4,07:10,10:18,Miami,0,430,618,10,11
1375,4.4,07:10,09:43,Jacksonville,0,430,583,10,11
1376,4.4,07:10,10:33,Seattle,0,430,633,10,11
1377,4.4,07:10,10:17,Fort Lauderdale,0,430,617,10,11
1378,4.4,07:15,09:33,Minneapolis,0,435,573,11,9
1379,4.4,07:19,10:13,Orlando,0,439,613,11,9
1380,4.4,07:20,10:34,Los Angeles,0,440,634,13,9
1381,4.4,07:20,10:45,Los Angeles,0,440,645,13,9
1382,4.4,07:25,10:34,Fort Myers,0,445,634,13,10
1383,4.4,07:30,11:08,San Francisco,0,450,668,14,22
1384,4.4,07:30,10:50,Austin,0,450,650,14,22
1385,4.4,07:30,11:55,Aruba,1,450,715,14,22
1386,4.4,07:41,10:50,Cancun,1,461,650,8,24
1387,4.4,07:45,11:13,San Diego,0,465,673,9,23
1388,4.4,07:46,12:30,Aruba,1,466,750,9,22
1389,4.4,07:50,10:30,Denver,0,470,630,9,24
1390,4.4,07:53,11:38,Punta Cana,1,473,698,8,24
1391,4.4,07:55,11:30,San Francisco,0,475,690,10,25
1392,4.4,07:55,09:34,Memphis,0,475,574,10,25
1393,4.4,07:59,11:08,Miami,0,479,668,12,23
1394,4.4,07:59,11:38,San Francisco,0,479,698,12,23
1395,4.4,07:59,11:56,San Francisco,0,479,716,12,23
1396,4.4,08:00,10:10,Charleston,0,480,610,22,26
1397,4.4,08:00,11:28,Los Angeles,0,480,688,22,26
1398,4.4,08:00,11:23,Los Angeles,0,480,683,22,26
1399,4.4,08:00,10:35,Jacksonville,0,480,635,22,26
1400,4.4,08:00,11:43,Santo Domingo,1,480,703,22,26
1401,4.4,08:00,11:07,Fort Lauderdale,0,480,667,22,26
1402,4.4,08:00,11:58,Saint Thomas,0,480,718,22,26
1403,4.4,08:00,11:09,Miami,0,480,669,22,26
1404,4.4,08:00,11:50,Santiago,1,480,710,22,26
1405,4.4,08:00,09:43,Raleigh/Durham,0,480,583,22,26
1406,4.4,08:01,11:09,San Diego,0,481,669,20,16
1407,4.4,08:05,11:11,Dallas,0,485,671,23,16
1408,4.4,08:05,11:57,San Juan,1,485,717,23,16
1409,4.4,08:05,10:59,Montego Bay,1,485,659,23,16
1410,4.4,08:10,12:16,Punta Cana,1,490,736,24,16
1411,4.4,08:20,10:59,Atlanta,0,500,659,24,17
1412,4.4,08:20,12:18,Punta Cana,1,500,738,24,17
1413,4.4,08:20,11:47,San Jose,0,500,707,24,17
1414,4.4,08:22,12:50,Mexico City,1,502,770,24,14
1415,4.4,08:25,11:10,New Orleans,0,505,670,25,13
1416,4.4,08:25,12:26,Sint Maarten,1,505,746,25,13
1417,4.4,08:30,11:49,Austin,0,510,709,26,18
1418,4.4,08:30,11:38,Montego Bay,1,510,698,26,18
1419,4.4,08:30,11:29,Tampa,0,510,689,26,18
1420,4.4,08:30,12:28,Saint Thomas,0,510,748,26,18
1421,4.4,08:30,12:22,Santo Domingo,1,510,742,26,18
1422,4.4,08:30,11:30,Orlando,0,510,690,26,18
1423,4.4,08:35,11:40,Las Vegas,0,515,700,16,14
1424,4.4,08:36,11:45,Bermuda,1,516,705,14,13
1425,4.4,08:40,11:44,Sarasota,0,520,704,16,15
1426,4.4,08:40,13:20,Anchorage,0,520,800,16,15
1427,4.4,08:42,12:30,Providenciales,1,522,750,16,13
1428,4.4,08:45,12:55,Sint Maarten,1,525,775,17,13
1429,4.4,09:00,12:01,West Palm Beach,0,540,721,18,16
1430,4.4,09:00,10:45,Chicago,0,540,645,18,16
1431,4.4,09:00,13:31,Saint Lucia,1,540,811,18,16
1432,4.4,09:00,13:45,Bogota,1,540,825,18,16
1433,4.4,09:00,12:23,Seattle,0,540,743,18,16
1434,4.4,09:00,13:15,Antigua,1,540,795,18,16
1435,4.4,09:00,12:56,San Juan,1,540,776,18,16
1436,4.4,09:05,11:01,Detroit,0,545,661,14,10
1437,4.4,09:05,12:30,Los Angeles,0,545,750,14,10
1438,4.4,09:07,12:15,Cancun,1,547,735,13,9
1439,4.4,09:10,12:10,Montego Bay,1,550,730,15,9
1440,4.4,09:10,10:57,Raleigh/Durham,0,550,657,15,9
1441,4.4,09:15,10:58,Chicago,0,555,658,13,11
1442,4.4,09:20,12:02,Phoenix,0,560,722,13,12
1443,4.4,09:29,12:50,Nassau,0,569,770,14,13
1444,4.4,09:30,10:42,Boston,0,570,642,16,14
1445,4.4,09:30,12:45,Seattle,0,570,765,16,14
1446,4.4,09:35,13:52,San Jose Cabo,1,575,832,10,13
1447,4.4,09:37,11:50,Detroit,0,577,710,9,12
1448,4.4,09:40,13:01,Salt Lake City,0,580,781,9,11
1449,4.4,09:42,12:05,Charleston,0,582,725,8,10
1450,4.4,09:45,12:22,Atlanta,0,585,742,11,10
1451,4.4,09:45,12:34,Las Vegas,0,585,754,11,10
1452,4.4,09:45,11:15,Buffalo,0,585,675,11,10
1453,4.4,09:49,13:27,Santiago,1,589,807,11,10
1454,4.4,09:50,11:04,Syracuse,0,590,664,12,9
1455,4.4,09:55,11:22,Rochester,0,595,682,12,9
1456,4.4,09:59,13:25,Key West,0,599,805,13,8
1457,4.4,10:00,13:20,Cancun,1,600,800,14,12
1458,4.4,10:00,13:01,Albuquerque,0,600,781,14,12
1459,4.4,10:05,14:35,Mexico City,1,605,875,13,11
1460,4.4,10:15,13:18,Houston,0,615,798,10,12
1461,4.4,10:17,14:46,Panama City,0,617,886,8,11
1462,4.4,10:18,13:20,Cancun,1,618,800,10,10
1463,4.4,10:18,14:50,Aruba,1,618,890,10,10
1464,4.4,10:25,13:54,Salt Lake City,0,625,834,9,8
1465,4.4,10:30,13:32,Tampa,0,630,812,12,9
1466,4.4,10:30,13:11,Vail,0,630,791,12,9
1467,4.4,10:30,13:36,Miami,0,630,816,12,9
1468,4.4,10:30,14:06,San Francisco,0,630,846,12,9
1469,4.4,10:30,12:51,Savannah,0,630,771,12,9
1470,4.4,10:32,13:27,West Palm Beach,0,632,807,11,4
1471,4.4,10:41,11:57,Rochester,0,641,717,11,4
1472,4.4,10:45,14:26,Santiago,1,645,866,12,3
1473,4.4,11:00,14:03,Fort Lauderdale,0,660,843,9,7
1474,4.4,11:00,14:18,Los Angeles,0,660,858,9,7
1475,4.4,11:05,14:21,Seattle,0,665,861,4,6
1476,4.4,11:18,14:13,Cancun,1,678,853,3,7
1477,4.4,11:20,07:50,Dubai,1,680,470,4,6
1478,4.4,11:28,14:21,Orlando,0,688,861,5,8
1479,4.4,11:29,15:02,Puerto Plata,1,689,902,6,8
1480,4.4,11:30,14:21,Orlando,0,690,861,7,12
1481,4.4,11:31,14:53,Los Angeles,0,691,893,6,11
1482,4.4,11:41,13:49,Charlotte,0,701,829,6,11
1483,4.4,11:45,15:29,Santo Domingo,1,705,929,7,10
1484,4.4,11:55,13:40,Raleigh/Durham,0,715,820,6,9
1485,4.4,11:56,15:44,Santiago,1,716,944,7,8
1486,4.4,11:57,15:05,Miami,0,717,905,8,7
1487,4.4,11:59,14:25,Atlanta,0,719,865,8,6
1488,4.4,12:00,15:40,San Francisco,0,720,940,12,7
1489,4.4,12:00,15:05,Fort Lauderdale,0,720,905,12,7
1490,4.4,12:00,15:20,Los Angeles,0,720,920,12,7
1491,4.4,12:00,15:08,Miami,0,720,908,12,7
1492,4.4,12:00,15:27,Providenciales,1,720,927,12,7
1493,4.4,12:10,13:23,Martha's Vineyard,0,730,803,11,2
1494,4.4,12:30,16:12,Santo Domingo,1,750,972,7,3
1495,4.4,12:30,12:00,Delhi,1,750,720,7,3
1496,4.4,13:00,05:20,Istanbul,1,780,320,3,6
1497,4.4,13:00,16:39,Santo Domingo,1,780,999,3,6
1498,4.4,13:05,15:13,Detroit,0,785,913,2,5
1499,4.4,13:15,16:35,Tokyo,0,795,995,3,7
1500,4.4,13:25,10:25,Tashkent,1,805,625,4,10
1501,4.4,13:30,16:33,Miami,0,810,993,6,12
1502,4.4,13:30,02:40,Liege,1,810,160,6,12
1503,4.4,13:35,16:27,Orlando,0,815,987,5,10
1504,4.4,13:45,17:29,San Juan,1,825,1049,7,10
1505,4.4,13:45,18:45,Bogota,1,825,1125,7,10
1506,4.4,13:45,10:30,Nairobi,1,825,630,7,10
1507,4.4,13:50,17:45,Seoul,1,830,1065,7,7
1508,4.4,13:52,16:10,Charleston,0,832,970,8,6
1509,4.4,13:55,17:35,Seoul,1,835,1055,10,6
1510,4.4,13:55,17:20,Seoul,1,835,1040,10,6
1511,4.4,13:57,15:12,Burlington,0,837,912,10,5
1512,4.4,14:00,17:19,Los Angeles,0,840,1039,12,5
1513,4.4,14:00,16:29,Denver,0,840,989,12,5
1514,4.4,14:13,16:44,Jacksonville,0,853,1004,10,4
1515,4.4,14:25,18:02,Santiago,1,865,1082,6,8
1516,4.4,14:26,16:46,Savannah,0,866,1006,5,7
1517,4.4,14:30,17:24,Orlando,0,870,1044,5,7
1518,4.4,14:35,17:05,New Orleans,0,875,1025,4,8
1519,4.4,14:54,18:06,Fort Lauderdale,0,894,1086,4,9
1520,4.4,14:55,16:30,Washington,0,895,990,8,9
1521,4.4,14:55,16:23,Rochester,0,895,983,8,9
1522,4.4,14:55,16:30,Buffalo,0,895,990,8,9
1523,4.4,14:55,16:42,Raleigh/Durham,0,895,1002,8,9
1524,4.4,15:00,16:15,Syracuse,0,900,975,7,6
1525,4.4,15:05,17:26,Minneapolis,0,905,1046,8,8
1526,4.4,15:05,19:25,Mexico City,1,905,1165,8,8
1527,4.4,15:10,18:17,Sarasota,0,910,1097,8,7
1528,4.4,15:20,20:10,Mexico City,1,920,1210,9,11
1529,4.4,15:25,18:43,Miami,0,925,1123,9,11
1530,4.4,15:29,18:33,West Palm Beach,0,929,1113,6,12
1531,4.4,15:31,21:18,Guayaquil,1,931,1278,6,12
1532,4.4,15:35,18:47,Fort Lauderdale,0,935,1127,8,12
1533,4.4,15:35,18:34,Orlando,0,935,1114,8,12
1534,4.4,15:40,18:42,Orlando,0,940,1122,7,11
1535,4.4,15:45,18:49,Tampa,0,945,1129,9,10
1536,4.4,15:45,18:22,Atlanta,0,945,1102,9,10
1537,4.4,15:45,18:35,Kingston,1,945,1115,9,10
1538,4.4,15:47,18:59,Fort Myers,0,947,1139,10,7
1539,4.4,15:50,21:27,Georgetown,0,950,1287,11,6
1540,4.4,15:55,18:59,Las Vegas,0,955,1139,11,5
1541,4.4,15:59,18:50,New Orleans,0,959,1130,12,4
1542,4.4,15:59,19:54,San Juan,1,959,1194,12,4
1543,4.4,16:00,18:37,Jacksonville,0,960,1117,12,5
1544,4.4,16:05,19:27,Fort Myers,0,965,1167,12,5
1545,4.4,16:10,19:35,Los Angeles,0,970,1175,11,5
1546,4.4,16:30,20:09,Santiago,1,990,1209,5,14
1547,4.4,16:30,19:31,Tampa,0,990,1171,5,14
1548,4.4,16:30,20:17,Santo Domingo,1,990,1217,5,14
1549,4.4,16:33,19:44,Miami,0,993,1184,5,11
1550,4.4,16:39,19:39,Orlando,0,999,1179,5,10
1551,4.4,16:41,20:16,Salt Lake City,0,1001,1216,6,11
1552,4.4,16:41,19:17,Atlanta,0,1001,1157,6,11
1553,4.4,16:45,18:03,Boston,0,1005,1083,7,11
1554,4.4,16:55,20:10,Los Angeles,0,1015,1210,8,12
1555,4.4,16:59,20:57,San Francisco,0,1019,1257,9,11
1556,4.4,17:00,20:20,Miami,0,1020,1220,14,14
1557,4.4,17:00,20:31,Sacramento,0,1020,1231,14,14
1558,4.4,17:00,20:30,Los Angeles,0,1020,1230,14,14
1559,4.4,17:00,07:35,Rome,0,1020,455,14,14
1560,4.4,17:00,20:25,Los Angeles,0,1020,1225,14,14
1561,4.4,17:10,19:01,Chicago,0,1030,1141,11,11
1562,4.4,17:10,20:47,San Francisco,0,1030,1247,11,11
1563,4.4,17:15,20:40,Los Angeles,0,1035,1240,11,10
1564,4.4,17:15,04:50,Dublin,1,1035,290,11,10
1565,4.4,17:20,20:41,Seattle,0,1040,1241,12,9
1566,4.4,17:20,06:50,Amsterdam,1,1040,410,12,9
1567,4.4,17:30,21:19,San Francisco,0,1050,1279,14,16
1568,4.4,17:30,20:55,Austin,0,1050,1255,14,16
1569,4.4,17:30,19:45,Charlotte,0,1050,1185,14,16
1570,4.4,17:30,19:44,Detroit,0,1050,1184,14,16
1571,4.4,17:35,06:55,Paris,1,1055,415,11,12
1572,4.4,17:35,07:45,Milan,1,1055,465,11,12
1573,4.4,17:45,20:54,Fort Lauderdale,0,1065,1254,10,12
1574,4.4,17:50,19:50,Chicago,0,1070,1190,9,11
1575,4.4,17:54,20:45,Phoenix,0,1074,1245,9,11
1576,4.4,17:54,21:03,Fort Lauderdale,0,1074,1263,9,11
1577,4.4,17:55,21:17,San Jose,0,1075,1277,12,9
1578,4.4,17:55,21:37,San Francisco,0,1075,1297,12,9
1579,4.4,17:55,05:20,Sao Paulo,1,1075,320,12,9
1580,4.4,17:59,21:08,Palm Springs,0,1079,1268,13,6
1581,4.4,18:00,21:14,Fort Lauderdale,0,1080,1274,16,12
1582,4.4,18:00,22:45,Mexico City,1,1080,1365,16,12
1583,4.4,18:00,21:32,Los Angeles,0,1080,1292,16,12
1584,4.4,18:10,06:20,London,1,1090,380,11,9
1585,4.4,18:15,21:15,Tokyo,0,1095,1275,12,9
1586,4.4,18:24,21:58,Salt Lake City,0,1104,1318,11,9
1587,4.4,18:30,07:45,Amsterdam,1,1110,465,12,15
1588,4.4,18:30,19:51,Boston,0,1110,1191,12,15
1589,4.4,18:30,21:44,Portland,0,1110,1304,12,15
1590,4.4,18:30,11:00,Cairo,1,1110,660,12,15
1591,4.4,18:30,22:00,Seattle,0,1110,1320,12,15
1592,4.4,18:30,21:48,Miami,0,1110,1308,12,15
1593,4.4,18:30,08:00,Paris,1,1110,480,12,15
1594,4.4,18:45,21:15,Atlanta,0,1125,1275,9,10
1595,4.4,18:51,21:39,Phoenix,0,1131,1299,9,11
1596,4.4,18:55,21:24,Savannah,0,1135,1284,10,11
1597,4.4,18:55,22:46,San Juan,1,1135,1366,10,11
1598,4.4,18:59,22:08,San Salvador,1,1139,1328,13,10
1599,4.4,18:59,22:51,San Juan,1,1139,1371,13,10
1600,4.4,18:59,22:54,Santo Domingo,1,1139,1374,13,10
1601,4.4,19:00,22:29,Los Angeles,0,1140,1349,15,10
1602,4.4,19:00,22:34,Los Angeles,0,1140,1354,15,10
1603,4.4,19:10,22:38,Los Angeles,0,1150,1358,10,10
1604,4.4,19:10,09:05,Milan,1,1150,545,10,10
1605,4.4,19:20,22:39,Austin,0,1160,1359,11,11
1606,4.4,19:20,11:45,Moscow,1,1160,705,11,11
1607,4.4,19:25,23:29,San Francisco,0,1165,1409,11,9
1608,4.4,19:29,22:51,Miami,0,1169,1371,10,15
1609,4.4,19:30,07:10,Dakar,1,1170,430,10,16
1610,4.4,19:30,09:10,Paris,1,1170,550,10,16
