,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
5211,11,16,6,3,56,-5,390,2586,1309,1304,79,33,9,37,6,9,0,30.45,3,7,3,5,11
16766,12,24,2,4,59,-3,345,1990,1203,1200,1428,38,24,57,4,10,0,30.19,16,16,8,3,12
3011,11,10,7,4,18,-4,123,509,779,775,902,51,34,52,17,6,0,30.02,16,5,5,4,8
24597,1,19,7,3,63,33,77,209,465,498,542,43,31,62,16,13,23,29.7,18,19,8,1,5
6941,11,21,4,3,30,3,168,944,1323,1326,51,48,39,71,9,10,0,30.03,0,7,2,3,9
26508,1,24,5,1,4,-8,75,187,1390,1382,25,38,33,83,5,10,0,30.27,18,5,0,3,4
5473,11,17,7,0,18,52,137,509,1040,1092,1177,40,31,70,6,20,0,30.14,0,7,12,2,6
9827,12,1,7,4,40,-4,395,2454,485,481,700,32,20,61,2,13,0,29.95,0,21,20,3,9
25661,1,22,3,3,1,24,163,760,811,835,974,36,21,55,13,6,0,30.42,3,10,6,9,15
28412,1,30,4,3,28,-6,393,2475,1169,1163,1382,31,22,69,5,7,0,30.34,16,15,15,3,10
7047,11,22,5,3,61,-2,184,1041,568,566,752,51,42,71,17,8,0,29.78,16,11,14,2,2
1632,11,6,3,1,27,-9,358,2248,509,500,687,50,33,52,16,12,0,30.39,3,26,13,1,8
7871,11,24,7,3,45,54,362,2378,1110,1164,1292,43,33,68,15,24,33,29.52,4,9,15,5,12
16929,12,25,3,3,39,-4,189,1028,858,854,1047,45,35,68,9,6,0,30.16,16,4,7,5,12
14045,12,15,7,3,38,26,59,150,1370,1396,1429,38,20,48,8,16,0,30.15,16,5,1,3,6
23938,1,16,4,6,37,-10,93,290,935,925,1028,42,30,62,8,23,35,29.95,19,15,14,5,10
11610,12,8,7,3,39,-8,173,1028,385,377,558,24,17,75,2,7,0,30.53,18,8,7,3,5
15123,12,19,4,4,1,0,172,760,1126,1126,1298,24,9,53,8,15,0,30.4,3,14,5,2,9
3592,11,12,2,3,36,-2,163,740,467,465,570,53,49,86,15,16,26,29.74,12,8,28,5,8
27567,1,28,2,4,56,-5,411,2586,580,575,811,41,28,60,8,17,0,29.82,16,11,9,5,7
4486,11,14,4,4,17,-2,256,1391,1100,1098,1296,44,28,53,13,10,0,30.31,16,8,8,5,9
17986,12,28,6,3,28,10,390,2475,1050,1060,1260,46,33,61,4,7,0,30.21,16,5,6,8,15
25199,1,21,2,2,28,-12,400,2475,450,438,670,22,12,66,6,5,0,30.46,3,10,15,3,13
23973,1,16,4,0,63,0,87,209,1019,1019,1106,39,24,55,16,23,32,30.06,19,12,9,4,6
7203,11,22,5,3,29,-10,372,2465,1055,1045,1247,46,28,50,16,24,32,29.82,19,12,6,5,10
5396,11,17,7,3,54,-7,141,718,888,881,1029,41,32,70,5,22,30,30.2,1,9,16,7,10
11189,12,6,5,4,32,-3,197,1029,975,972,1112,47,35,63,12,17,0,29.94,16,12,9,2,11
21802,1,9,4,1,4,-5,75,187,1390,1385,25,34,23,64,12,13,0,30.72,16,3,0,4,6
20164,1,4,6,0,46,-5,88,273,1260,1255,1348,47,42,83,8,18,26,29.53,12,14,7,1,5
18776,12,31,2,6,48,-10,91,288,695,685,786,42,39,89,17,12,0,29.66,16,15,13,2,3
1531,11,5,2,4,1,0,156,760,1259,1259,1415,56,41,57,15,10,0,30.16,18,5,10,4,9
17215,12,26,4,1,12,-3,130,541,810,807,940,46,36,68,6,10,0,30.31,16,5,8,6,12
23628,1,15,3,4,55,-1,389,2422,957,956,1166,44,34,68,12,7,0,30.12,16,12,9,4,11
368,11,2,6,0,22,-8,82,228,540,532,622,48,32,54,1,5,0,30.23,3,10,8,2,7
17598,12,27,5,8,26,0,180,828,916,916,1096,49,46,90,9,6,0,30.13,0,17,17,7,9
18377,12,29,7,0,47,42,126,427,1181,1223,1307,40,40,10,5,7,0,30.08,12,10,9,6,12
16519,12,24,2,3,10,6,132,636,359,365,491,40,32,73,4,9,0,30.05,18,5,5,5,7
21132,1,7,2,0,37,-1,106,290,1289,1288,1395,36,35,97,5,10,0,29.88,12,11,8,1,8
21831,1,10,5,4,28,-2,385,2475,420,418,625,40,37,89,13,13,0,30.6,0,12,14,5,16
25487,1,21,2,0,7,-3,97,301,1342,1339,1439,29,9,43,8,10,0,30.46,16,5,2,8,11
26172,1,23,4,3,58,-2,224,1598,1417,1415,261,37,33,86,0,0,0,30.36,0,1,1,4,13
20936,1,7,2,1,31,8,196,1089,665,673,861,43,23,45,0,0,0,30.04,0,10,13,2,3
28548,1,31,5,4,1,-1,158,760,515,514,673,37,32,82,1,3,0,30.34,16,16,9,3,6
27079,1,26,7,0,36,-1,182,740,1217,1216,1339,42,29,60,15,15,24,29.81,16,9,11,7,7
17922,12,28,6,8,43,0,121,340,895,895,1016,49,34,56,15,7,0,30.21,16,17,16,8,16
8626,11,27,3,1,4,-6,78,187,477,471,555,47,46,97,2,5,0,30.01,0,5,28,4,6
7598,11,23,6,3,4,-4,68,187,1375,1371,3,42,37,82,0,0,0,29.76,12,2,4,0,3
12775,12,12,4,1,42,-5,350,2153,390,385,620,27,15,61,4,9,0,30.67,3,6,9,3,7
28467,1,30,4,1,4,0,75,187,1390,1390,25,32,24,73,5,5,0,30.34,16,3,1,1,6
6183,11,19,2,4,2,-9,256,1521,1125,1116,1321,45,35,68,4,9,0,29.85,16,8,8,3,9
15264,12,20,5,8,13,-7,122,483,580,573,702,28,11,49,7,16,0,30.55,3,9,8,3,6
26693,1,25,6,4,1,56,159,760,1019,1075,1178,48,48,10,13,16,0,29.75,0,5,10,6,7
21710,1,9,4,0,50,-4,95,264,1059,1055,1154,31,13,47,10,3,0,30.74,0,10,8,6,10
23062,1,13,1,0,9,2,84,184,1260,1262,1344,43,43,10,4,5,0,30.37,0,8,8,6,9
16689,12,24,2,1,36,-1,188,740,960,959,1088,42,24,49,7,12,0,30.15,16,13,7,4,11
25624,1,22,3,4,1,-1,157,760,700,699,857,34,18,52,15,6,0,30.47,3,15,9,4,7
3346,11,11,1,4,64,3,168,1005,708,711,876,58,44,60,12,6,0,30.03,16,15,5,5,9
23192,1,14,2,2,55,50,385,2422,570,620,775,43,39,86,1,10,0,30.34,0,4,4,2,8
15782,12,21,6,4,64,0,190,1005,1169,1169,1359,33,29,85,9,3,0,30.48,18,10,14,5,6
9117,11,28,4,4,58,2,232,1598,1139,1141,1431,42,30,62,7,22,31,30.07,4,5,11,1,6
2832,11,9,6,0,4,17,96,187,1165,1182,1261,40,24,53,13,13,0,30.2,18,13,7,4,7
26081,1,23,4,4,59,-1,339,1990,1079,1078,1298,39,30,70,12,8,0,30.37,0,5,6,6,11
8507,11,26,2,4,2,-4,256,1521,1125,1121,1321,50,49,96,9,10,0,30.03,16,11,9,3,10
721,11,3,7,0,17,-5,243,1391,815,810,998,55,31,40,16,16,21,30.09,16,6,9,4,13
26525,1,25,6,3,28,-6,391,2475,415,409,626,40,38,93,2,15,0,30.12,0,3,7,5,15
15420,12,20,5,3,20,123,205,1069,941,1064,1146,31,16,54,4,12,0,30.59,3,7,7,3,9
21784,1,9,4,4,28,0,391,2475,1280,1280,51,32,19,59,9,7,0,30.74,16,10,9,5,15
22785,1,13,1,2,28,-2,400,2475,450,448,670,37,31,79,5,9,0,30.42,16,14,16,5,14
11852,12,8,7,3,49,-3,369,2411,1139,1136,1328,38,34,86,13,8,0,30.42,16,10,7,5,8
16508,12,23,1,3,5,16,224,1576,1438,14,282,34,24,67,4,7,0,30.19,3,3,0,3,6
5001,11,16,6,3,58,-8,232,1598,550,542,842,37,5,26,5,22,35,30.46,4,5,10,4,1
7684,11,24,7,1,28,-6,388,2475,540,534,748,49,49,10,4,8,0,29.23,0,9,8,3,3
25037,1,20,1,3,8,-6,401,2465,945,939,1166,32,1,27,7,14,0,30.28,3,15,13,5,11
1298,11,5,2,3,28,-6,376,2475,480,474,676,58,54,87,9,6,0,30.21,0,8,24,4,6
13800,12,15,7,3,2,-7,252,1521,533,526,725,45,34,65,15,21,26,29.74,17,10,6,3,7
13351,12,13,5,1,28,-7,390,2475,1109,1102,1319,51,51,10,2,8,0,30.12,20,11,11,4,8
27390,1,27,1,4,55,-6,391,2422,1115,1109,1326,44,27,51,16,12,0,29.71,16,10,15,5,12
2651,11,9,6,0,9,-4,73,184,540,536,613,35,18,50,9,5,0,30.36,16,9,9,5,5
1900,11,7,4,1,17,-5,252,1391,400,395,592,52,38,59,13,15,0,30.25,0,3,18,3,8
23396,1,14,2,3,58,5,231,1598,1300,1305,151,43,43,10,2,5,0,30.13,9,10,6,5,9
14073,12,16,1,3,30,-2,174,944,415,413,589,34,18,52,7,8,0,30.26,0,8,14,5,12
9651,11,30,6,4,1,2,155,760,1015,1017,1170,39,14,36,4,3,0,30.02,16,12,13,3,7
6390,11,20,3,7,7,-7,93,301,700,693,793,45,34,65,7,22,0,29.94,17,10,9,2,6
25512,1,22,3,3,28,-6,391,2475,415,409,626,23,14,68,14,3,0,30.44,3,8,10,7,13
15335,12,20,5,1,12,4,130,541,810,814,940,34,13,42,7,15,0,30.53,3,8,8,4,13
18667,12,30,1,0,10,255,150,636,1230,45,1380,42,32,67,15,15,0,29.65,0,0,0,1,1
18056,12,28,6,3,20,8,189,1069,1275,1283,24,43,31,62,7,8,0,30.24,16,9,10,2,6
2884,11,10,7,1,31,31,194,1089,375,406,569,42,28,58,13,13,0,30.11,16,5,18,4,8
4184,11,13,3,8,13,8,128,483,1220,1228,1348,30,7,38,4,9,0,30.43,16,9,7,6,13
7695,11,24,7,0,18,-5,128,509,569,564,697,49,49,10,4,8,0,29.23,0,11,13,3,2
24578,1,19,7,4,32,-7,202,1029,475,468,617,38,34,86,16,5,0,29.69,16,14,24,2,5
28255,1,30,4,4,30,0,173,944,685,685,858,34,17,50,0,0,0,30.35,16,6,11,3,4
12068,12,9,1,3,58,11,228,1598,855,866,1143,51,51,10,9,7,0,29.94,12,7,15,5,12
3771,11,12,2,1,28,-8,384,2475,1020,1012,1224,33,16,50,8,23,33,30.02,17,9,15,5,10
15897,12,22,7,2,55,53,387,2422,450,503,657,33,25,72,17,10,0,30.38,3,20,11,5,12
13506,12,14,6,3,47,30,104,427,488,518,592,52,52,10,0,0,0,29.44,0,10,6,5,9
28688,1,31,5,4,55,1,389,2422,957,958,1166,40,35,83,3,9,0,30.24,0,13,10,5,10
9025,11,28,4,3,64,16,181,1005,666,682,847,51,34,52,16,29,44,29.79,17,11,7,3,6
25843,1,23,4,3,33,0,214,1182,403,403,557,27,23,85,17,8,0,30.41,16,4,11,5,11
7545,11,23,6,0,14,-1,138,589,1135,1134,1273,43,28,56,12,8,0,29.88,0,9,5,4,6
10462,12,4,3,4,16,63,292,1626,485,548,657,37,31,79,15,12,0,29.59,0,11,10,3,2
9446,11,30,6,7,36,-3,174,740,420,417,534,32,21,64,4,10,0,30.09,16,10,17,6,13
20172,1,4,6,3,27,-6,360,2248,1290,1284,30,47,42,83,8,18,26,29.53,12,9,9,3,5
25255,1,21,2,4,2,-6,264,1521,558,552,762,26,11,53,7,8,0,30.47,3,8,9,4,3
8144,11,25,1,3,39,-1,181,1028,1015,1014,1196,44,39,82,12,7,0,29.88,3,14,15,2,6
11986,12,9,1,1,31,-2,201,1089,490,488,691,49,49,10,0,0,0,30.08,12,20,10,5,8
17127,12,26,4,4,58,-5,227,1598,490,485,777,36,36,10,6,8,0,30.32,16,18,18,4,7
659,11,3,7,0,37,-11,82,290,575,564,657,50,33,52,16,10,0,30.12,3,10,6,3,3
1717,11,6,3,4,1,-3,150,760,833,830,983,55,27,34,15,8,0,30.35,3,8,7,10,14
20245,1,5,7,4,56,-6,422,2586,490,484,732,38,25,60,8,23,41,29.81,17,16,12,6,8
3008,11,10,7,1,28,-4,380,2475,750,746,950,48,33,56,13,9,0,30.04,16,7,4,5,6
12756,12,11,3,3,50,56,78,264,1380,1436,18,32,16,52,16,15,25,30.45,3,2,1,7,9
15119,12,19,4,3,7,-2,94,301,1115,1113,1209,24,9,53,8,15,0,30.4,3,13,8,2,10
13920,12,15,7,3,28,29,380,2475,940,969,1140,43,24,47,15,21,33,29.96,19,7,11,5,11
14244,12,16,1,0,36,-5,189,740,929,924,1058,35,24,64,0,0,0,30.23,16,10,15,2,11
22226,1,11,6,3,36,69,168,740,480,549,588,52,51,97,9,21,0,30.3,17,11,12,0,1
18319,12,29,7,3,28,-5,390,2475,1050,1045,1260,41,38,89,2,7,0,30.12,12,10,6,6,14
25178,1,21,2,3,30,-7,178,944,359,352,537,19,9,65,7,6,0,30.42,3,3,5,4,6
26347,1,24,5,3,7,-8,91,301,899,891,990,47,27,46,3,8,0,30.3,16,6,16,6,19
12940,12,12,4,0,46,-5,89,273,895,890,984,35,8,33,0,0,0,30.7,16,13,12,10,12
15456,12,20,5,4,4,2,89,187,1169,1171,1258,29,14,54,4,12,0,30.62,3,12,13,4,6
20040,1,4,6,4,64,-3,186,1005,897,894,1083,49,49,10,15,9,0,29.54,0,10,15,7,16
20761,1,6,1,3,63,-5,80,209,1170,1165,1250,41,33,73,13,14,0,30.02,3,9,11,3,8
11428,12,7,6,4,64,-8,179,1005,710,702,889,39,18,43,16,16,0,30.36,18,13,3,3,6
14616,12,17,2,6,3,-8,166,765,1175,1167,1281,34,33,96,7,8,0,29.7,12,12,16,6,7
27337,1,27,1,3,52,-10,388,2446,959,949,1167,45,30,56,15,13,0,29.66,16,15,13,5,9
5447,11,17,7,2,56,18,410,2586,995,1013,1225,40,30,68,6,18,0,30.16,0,9,16,4,9
22085,1,10,5,4,32,-1,212,1029,1163,1162,1315,47,45,93,11,5,0,30.46,16,11,14,3,10
4154,11,13,3,3,42,5,337,2153,1139,1144,1356,30,6,36,4,8,0,30.42,18,7,10,7,10
18309,12,29,7,1,28,-2,400,2475,1020,1018,1240,41,38,89,2,7,0,30.12,12,6,10,3,7
8044,11,25,1,4,32,0,187,1029,669,669,796,49,37,64,12,10,0,29.82,18,11,8,4,4
16094,12,22,7,3,34,1,404,2576,1120,1121,1344,41,31,67,13,14,0,30.24,3,10,6,4,14
16472,12,23,1,3,39,4,186,1028,1251,1255,1437,42,33,70,13,13,0,29.96,16,12,6,4,7
28105,1,29,3,3,2,-7,270,1521,1259,1252,29,34,14,44,4,14,0,30.16,3,7,9,5,10
8399,11,26,2,2,28,-8,390,2475,785,777,995,55,47,74,12,9,0,30.01,3,7,8,2,6
3266,11,11,1,3,47,-10,104,427,488,478,592,54,45,72,0,0,0,30.1,18,19,28,4,6
1301,11,5,2,4,58,-7,234,1598,485,478,779,58,54,87,9,6,0,30.21,0,11,24,4,4
6331,11,20,3,3,2,-9,254,1521,502,493,696,42,33,70,7,14,0,29.93,16,27,14,4,9
22542,1,12,7,5,21,117,675,4983,600,717,975,66,45,47,15,21,29,30.04,17,11,5,2,7
2426,11,8,5,3,58,-4,233,1598,929,925,1222,38,12,35,8,18,26,30.18,18,11,13,6,9
26019,1,23,4,8,13,-5,127,483,899,894,1026,42,27,55,12,5,0,30.33,0,14,17,5,19
2908,11,10,7,1,36,-8,174,740,471,463,585,44,33,65,12,10,0,30.13,16,6,24,3,4
19761,1,3,5,4,20,-3,203,1069,935,932,1138,46,45,96,13,7,0,29.8,0,11,14,6,9
14651,12,17,2,0,26,69,184,828,1195,1264,1379,34,32,93,7,13,0,29.7,0,10,11,4,10
6608,11,21,4,3,27,-8,343,2248,381,373,544,34,28,79,6,3,0,30.18,3,4,5,3,7
16553,12,24,2,3,20,-5,195,1069,480,475,675,43,30,60,4,14,0,30.13,16,13,18,4,7
5594,11,18,1,4,28,-4,375,2475,420,416,615,39,39,10,6,13,0,29.87,9,13,16,7,14
24363,1,17,5,4,28,0,391,2475,1280,1280,51,24,-2,32,7,13,0,30.67,18,8,7,6,13
3751,11,12,2,4,64,-2,183,1005,950,948,1133,33,18,54,7,21,32,29.96,17,15,12,7,11
4279,11,14,4,3,47,-9,104,427,488,479,592,35,20,54,4,5,0,30.46,16,15,29,3,5
15388,12,20,5,4,56,5,417,2586,961,966,1198,32,16,52,7,9,0,30.58,3,14,8,3,11
20913,1,7,2,3,5,-5,232,1576,570,565,862,42,23,47,8,6,0,30.08,16,13,11,3,1
26201,1,24,5,3,64,-4,187,1005,445,441,632,34,33,96,6,3,0,30.38,18,11,20,7,13
5118,11,16,6,7,36,0,179,740,960,960,1079,36,5,27,5,8,0,30.44,18,14,11,4,11
9519,11,30,6,0,37,5,88,290,580,585,668,38,18,44,4,14,0,30.09,18,15,7,4,10
27875,1,29,3,3,8,-14,400,2465,532,518,752,34,19,54,4,15,0,30.07,16,12,9,5,7
11688,12,8,7,3,7,-5,83,301,615,610,698,37,25,62,10,9,0,30.53,16,5,3,7,9
26794,1,26,7,3,39,1,179,1028,360,361,539,37,36,96,17,9,0,29.8,3,3,6,3,4
9625,11,30,6,0,24,-3,149,665,945,942,1094,40,13,33,4,8,0,30.0,16,13,11,3,6
3168,11,10,7,3,26,-8,157,828,1230,1222,1387,50,36,59,15,10,0,30.05,18,14,4,3,13
25279,1,21,2,4,32,-6,198,1029,655,649,793,28,11,49,8,8,0,30.47,3,5,7,2,8
11181,12,6,5,6,9,-8,79,184,959,951,1038,47,35,63,12,17,0,29.94,16,15,13,5,10
27823,1,29,3,3,2,-8,263,1521,432,424,635,33,19,56,7,17,0,30.05,16,10,13,7,15
8168,11,25,1,4,53,0,262,1587,1105,1105,1307,45,43,93,12,8,0,29.9,3,7,11,6,10
5179,11,16,6,4,33,-2,202,1182,1170,1168,1312,34,5,30,6,10,0,30.46,3,8,11,3,6
3003,11,10,7,4,64,22,168,1005,708,730,876,48,33,56,13,9,0,30.04,16,7,6,2,9
14819,12,18,3,4,30,37,181,944,685,722,866,36,26,67,15,18,0,29.82,16,11,5,8,8
24920,1,20,1,1,31,-3,199,1089,555,552,754,25,9,51,7,23,0,30.26,4,13,12,2,2
23341,1,14,2,2,55,-5,392,2422,1125,1120,1337,43,43,10,3,6,0,30.15,12,9,6,6,8
5281,11,17,7,4,16,-5,279,1626,485,480,644,37,26,65,5,18,0,30.36,16,19,29,3,5
2741,11,9,6,4,16,-3,278,1626,895,892,1053,39,25,57,12,10,0,30.23,18,14,14,6,12
14788,12,18,3,3,28,5,374,2475,630,635,824,37,27,67,15,14,0,29.85,3,3,8,5,10
7453,11,23,6,3,4,-10,68,187,862,852,930,44,23,43,17,9,0,29.94,0,6,6,4,13
16267,12,23,1,0,63,-8,92,209,605,597,697,45,35,68,13,14,0,30.14,3,11,6,7,11
11030,12,6,5,4,57,-6,403,2569,485,479,708,40,28,63,13,12,0,30.15,16,14,23,7,5
6693,11,21,4,2,57,-8,402,2569,575,567,797,46,33,61,7,9,0,30.2,3,14,14,1,3
9855,12,1,7,4,2,-4,257,1521,555,551,752,32,20,61,2,10,0,29.97,0,3,15,2,2
24830,1,19,7,3,6,-8,75,266,1375,1367,10,33,16,50,16,17,24,29.96,3,2,4,4,3
11533,12,7,6,1,53,-4,276,1587,1109,1105,1325,35,16,46,8,15,0,30.45,3,13,10,5,8
19511,1,2,4,3,63,-4,80,209,1170,1166,1250,44,41,89,12,12,0,29.89,16,9,16,1,2
7639,11,24,7,3,64,0,180,1005,447,447,627,48,48,10,5,15,0,29.29,20,11,9,2,9
11596,12,7,6,3,50,-7,78,264,1380,1373,18,31,16,54,4,10,0,30.51,3,4,2,3,4
26744,1,25,6,4,31,51,197,1089,1170,1221,1367,47,46,97,17,16,0,29.76,16,12,8,6,10
4711,11,15,5,8,15,-9,80,213,713,704,793,48,27,44,13,12,0,30.19,18,15,8,2,8
12919,12,12,4,4,28,-3,383,2475,820,817,1023,35,8,33,0,0,0,30.7,16,5,5,9,13
18455,12,30,1,3,39,-4,183,1028,454,450,637,42,42,10,2,16,25,29.8,12,10,17,6,12
1364,11,5,2,4,32,-4,187,1029,669,665,796,61,59,93,12,14,0,30.14,0,7,11,3,7
3993,11,13,3,3,7,42,85,301,599,641,684,31,9,40,4,21,31,30.33,4,3,11,4,6
16038,12,22,7,0,47,-2,126,427,945,943,1071,43,33,68,13,8,0,30.24,3,17,10,6,13
26349,1,24,5,3,58,-8,233,1598,900,892,1193,47,27,46,3,8,0,30.3,16,9,16,6,19
15007,12,19,4,0,6,-8,95,266,756,748,851,25,9,51,15,17,0,30.33,3,5,6,4,7
14775,12,18,3,4,56,-4,416,2586,580,576,816,36,26,67,17,12,0,29.87,3,14,7,5,5
20421,1,5,7,4,51,-9,205,1074,1095,1086,1300,37,20,50,8,15,23,29.99,18,11,10,9,9
14291,12,16,1,4,56,19,411,2586,1025,1044,1256,36,21,55,4,6,0,30.23,0,16,7,4,13
5483,11,17,7,1,12,96,134,541,1021,1117,1155,40,31,70,6,20,0,30.14,0,11,10,4,9
17287,12,26,4,3,8,-1,397,2465,990,989,1207,46,41,83,1,13,0,30.36,16,14,11,2,10
12081,12,9,1,4,27,17,368,2248,895,912,1083,52,50,94,11,5,0,29.9,20,9,15,6,14
7749,11,24,7,3,20,15,184,1069,755,770,939,44,43,96,8,18,0,29.23,12,5,9,6,7
2810,11,9,6,4,55,-2,387,2422,1119,1117,1326,40,26,58,13,14,0,30.22,16,11,6,7,11
28210,1,30,4,4,1,-2,158,760,515,513,673,28,15,58,6,12,0,30.31,18,17,10,5,6
23284,1,14,2,3,51,-6,204,1074,941,935,1145,44,38,79,1,9,0,30.18,0,12,14,5,9
19491,1,2,4,1,28,-6,400,2475,1110,1104,1330,44,41,89,12,12,0,29.89,16,7,11,1,11
12634,12,11,3,1,42,-3,346,2153,985,982,1211,36,28,73,17,17,0,30.3,18,9,5,4,10
4896,11,15,5,0,43,-1,116,340,1275,1274,1391,47,27,46,8,10,0,30.19,16,7,12,4,9
26412,1,24,5,0,9,-6,82,184,1060,1054,1142,42,31,65,1,8,0,30.31,16,7,8,5,10
9290,11,29,5,4,16,22,272,1626,845,867,997,41,23,49,4,17,0,30.12,18,7,12,4,9
24414,1,18,6,3,50,-5,82,264,457,452,539,21,6,53,6,5,0,30.59,0,8,18,5,7
4453,11,14,4,1,56,26,407,2586,980,1006,1207,44,26,49,13,12,0,30.32,16,11,15,2,10
15567,12,21,6,3,26,-4,161,828,480,476,641,27,19,72,4,3,0,30.65,16,13,17,2,6
26104,1,23,4,4,28,-1,404,2475,1150,1149,1374,39,30,70,12,8,0,30.37,0,10,17,2,9
12291,12,10,2,0,54,13,151,718,553,566,704,55,55,10,13,7,0,29.83,0,11,8,1,3
18192,12,29,7,1,56,-3,409,2586,630,627,859,43,29,58,2,7,0,30.25,16,6,6,4,7
17965,12,28,6,3,8,-1,397,2465,989,988,1206,48,33,56,8,6,0,30.21,16,11,12,3,6
27923,1,29,3,4,27,-7,367,2248,689,682,876,37,19,48,4,16,0,30.09,3,12,14,0,4
9201,11,29,5,4,64,-3,174,1005,485,482,659,32,21,64,4,20,31,30.22,16,9,15,2,5
10904,12,5,4,4,55,3,398,2422,955,958,1173,40,25,55,16,25,33,29.91,17,11,12,8,10
14361,12,16,1,3,27,-3,347,2248,1290,1287,17,34,27,75,1,5,0,30.2,23,6,6,5,7
24002,1,16,4,3,42,-5,353,2153,1173,1168,1406,38,20,48,16,26,40,30.09,4,7,3,6,10
16069,12,22,7,8,4,1,92,187,1019,1020,1111,40,31,70,17,9,0,30.22,3,9,13,3,7
16574,12,24,2,2,28,89,395,2475,450,539,665,44,30,58,6,14,0,30.15,16,5,10,4,2
10973,12,5,4,3,51,96,191,1074,1318,1414,69,37,22,54,16,23,30,30.08,17,3,1,5,10
17140,12,26,4,1,12,40,142,541,480,520,622,37,37,10,6,9,0,30.32,16,11,11,5,9
18494,12,30,1,0,9,-5,83,184,550,545,633,42,42,10,5,20,0,29.83,12,12,16,2,3
3061,11,10,7,4,30,1,180,944,929,930,1109,50,36,59,13,7,0,30.01,16,12,17,6,10
13191,12,13,5,1,28,-1,383,2475,555,554,758,46,42,86,10,9,0,30.4,0,10,14,0,2
27759,1,28,2,3,30,-1,185,944,1205,1204,1390,40,27,60,8,23,30,29.89,1,10,10,6,13
27110,1,26,7,1,28,33,390,2475,1290,1323,60,40,29,65,15,15,0,29.8,3,6,3,3,12
26368,1,24,5,6,48,9,97,288,930,939,1027,47,27,46,3,8,0,30.3,16,10,13,6,10
10251,12,3,2,1,36,5,178,740,960,965,1078,35,24,64,8,17,28,29.56,18,10,13,5,11
15805,12,21,6,3,64,585,187,1005,643,1228,830,33,29,85,12,3,0,30.48,16,10,11,3,12
13034,12,12,4,4,64,-5,186,1005,1169,1164,1355,31,20,64,0,0,0,30.69,16,13,19,4,8
19422,1,2,4,4,58,-3,233,1598,900,897,1193,45,39,80,9,14,0,29.91,0,16,10,10,14
28270,1,30,4,3,6,-5,71,266,757,752,828,35,19,52,0,0,0,30.32,16,5,7,3,11
14596,12,17,2,3,57,-6,392,2569,1109,1103,1321,34,34,10,7,12,0,29.71,0,7,12,4,9
4777,11,15,5,4,28,-2,383,2475,930,928,1133,48,28,46,17,10,0,30.14,16,12,15,7,9
20207,1,5,7,3,39,-7,178,1028,397,390,575,38,23,55,8,30,47,29.7,17,5,14,2,10
11523,12,7,6,1,31,-9,199,1089,1099,1090,1298,35,16,46,8,15,0,30.45,3,5,14,7,9
2048,11,7,4,0,22,-6,82,228,815,809,897,57,45,64,17,14,0,30.03,0,7,10,6,12
16571,12,24,2,4,17,1,265,1391,510,511,715,43,30,60,4,14,0,30.13,16,13,6,4,6
17945,12,28,6,4,31,7,200,1089,930,937,1130,49,34,56,15,7,0,30.21,16,16,11,5,11
14098,12,16,1,4,33,-1,215,1182,475,474,630,35,18,50,7,9,0,30.28,0,11,24,3,6
21625,1,9,4,4,10,-7,141,636,819,812,960,33,7,34,4,8,0,30.72,16,7,8,6,13
6609,11,21,4,1,31,0,194,1089,375,375,569,34,28,79,6,3,0,30.18,3,5,5,2,7
25649,1,22,3,0,15,15,92,213,788,803,880,35,21,57,14,7,0,30.43,3,6,13,3,8
9801,12,1,7,3,61,-6,184,1041,449,443,633,31,18,59,2,14,0,29.98,16,16,12,5,11
25691,1,22,3,8,13,-11,121,483,933,922,1054,36,21,55,13,8,0,30.42,3,14,12,10,12
8736,11,27,3,0,15,-4,83,213,770,766,853,54,54,10,9,10,0,29.82,0,6,8,3,7
17143,12,26,4,0,17,0,267,1391,530,530,737,37,37,10,6,9,0,30.32,16,10,10,4,8
1366,11,5,2,4,56,-4,396,2586,685,681,901,61,59,93,12,12,0,30.13,0,6,10,2,7
13010,12,12,4,4,42,-3,359,2153,1100,1097,1339,30,18,61,3,3,0,30.69,16,7,16,6,8
5958,11,19,2,3,26,3,153,828,451,454,604,43,43,10,17,10,0,29.78,0,6,16,3,7
3523,11,11,1,7,3,193,157,765,1095,1288,1192,56,55,97,9,12,0,29.88,16,12,11,5,8
20528,1,6,1,3,56,-2,402,2586,415,413,637,34,31,89,17,15,0,29.96,14,7,10,7,13
14376,12,16,1,3,58,281,226,1598,1412,253,258,32,32,10,2,10,0,30.03,11,0,0,1,1
9459,11,30,6,0,43,-8,106,340,454,446,560,32,21,64,4,10,0,30.09,16,15,8,7,11
24867,1,20,1,4,26,-4,169,828,450,446,619,21,8,57,7,21,0,30.22,4,11,18,8,12
6027,11,19,2,6,11,-10,116,425,629,619,745,48,41,77,15,12,0,29.78,18,5,1,4,10
13442,12,14,6,3,20,-1,181,1069,301,300,482,52,52,10,6,3,0,29.57,12,1,1,2,6
26385,1,24,5,0,54,-5,154,718,975,970,1129,44,27,51,1,13,0,30.3,16,16,13,5,12
28641,1,31,5,0,17,-7,268,1391,825,818,1033,43,34,71,11,8,0,30.3,0,10,7,6,14
