month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
12,30,1,6,44,15,40,85,193,654,669,709,739,746,55,43,64,1,3,0,30.1,38,39
12,14,6,4,18,102,12,184,967,664,766,778,788,882,56,43,62,15,22,0,30.04,29,29
1,2,4,7,36,-1,28,100,337,485,484,512,585,576,52,49,89,0,0,0,30.16,33,52
1,12,7,0,19,5,21,245,1464,552,557,578,677,674,54,41,62,16,15,0,30.22,31,41
12,11,3,7,8,-6,19,400,2704,920,914,933,1140,1126,58,54,87,6,5,0,30.16,23,37
12,29,7,7,36,-6,30,100,337,485,479,509,585,571,56,48,75,17,8,0,30.15,34,53
1,26,7,6,62,-3,25,98,421,720,717,742,818,807,58,51,78,15,16,0,30.24,29,31
11,12,2,2,8,-9,49,408,2704,960,951,1000,1188,1171,59,46,62,15,10,0,29.98,24,32
11,8,5,7,35,-4,12,98,414,1217,1213,1225,1315,1303,52,48,86,16,12,0,30.17,23,47
12,7,6,7,36,-8,37,85,337,390,382,419,475,459,61,53,75,11,16,28,29.94,26,21
1,21,2,6,24,-10,11,74,158,400,390,401,474,456,53,45,74,10,9,0,30.1,27,23
12,13,5,7,67,-7,18,96,447,1020,1013,1031,1116,1101,58,52,81,16,9,0,30.1,23,37
12,25,3,7,23,1,27,396,2565,600,601,628,816,809,54,43,66,10,10,0,29.74,38,29
12,8,7,0,36,-5,15,91,337,1080,1075,1090,1171,1158,54,51,90,16,16,0,30.06,27,35
1,14,2,7,54,-5,18,288,1846,785,780,798,953,940,53,41,64,15,16,0,30.2,22,28
12,4,3,3,3,-3,26,341,2139,583,580,606,744,733,55,51,86,6,3,0,29.81,38,39
11,27,3,7,18,73,15,162,967,1220,1293,1308,1322,1387,44,38,79,13,3,0,29.56,25,20
1,16,4,2,8,106,33,425,2704,1120,1226,1259,1365,23,49,40,71,9,5,0,30.31,6,12
1,8,3,1,57,19,28,112,550,660,679,707,772,783,55,45,69,15,14,0,30.1,35,28
1,16,4,3,20,76,32,330,2079,1240,1316,1348,1390,18,49,40,71,9,5,0,30.31,6,12
1,13,1,1,57,-10,24,112,550,660,650,674,772,754,55,43,64,15,13,0,30.2,39,37
1,9,4,3,72,-5,40,138,599,676,671,711,754,741,53,45,74,4,21,0,30.07,40,35
11,17,7,3,36,-11,18,98,337,618,607,625,716,697,64,52,65,14,3,0,30.07,31,39
11,25,1,5,28,-13,14,310,2398,1325,1312,1326,315,294,52,46,80,16,9,0,30.04,0,1
12,29,7,7,38,-8,9,307,2447,865,857,866,1292,1276,52,49,89,2,12,0,29.99,22,43
11,1,5,7,22,-3,29,101,451,360,357,386,461,450,56,36,47,0,0,0,30.16,28,23
11,21,4,0,59,-7,48,135,651,684,677,725,759,744,61,45,56,6,7,0,29.87,39,41
11,6,3,1,71,2,43,137,679,1055,1057,1100,1192,1186,54,48,80,16,10,0,29.99,27,35
12,13,5,0,13,42,32,351,2296,1095,1137,1169,1266,1300,58,53,84,13,6,0,30.09,18,44
1,2,4,0,59,3,24,134,651,689,692,716,763,758,55,47,74,2,3,0,30.11,39,39
12,20,5,4,18,-3,11,177,967,1267,1264,1275,1384,1373,54,48,80,16,3,0,30.13,34,25
1,29,3,4,18,-10,16,174,967,1330,1320,1336,4,1426,53,48,83,16,12,0,30.29,21,16
1,15,3,1,48,-19,21,300,1911,1155,1136,1157,1335,1308,49,38,66,0,0,0,29.93,18,39
11,4,1,6,16,-14,15,215,1476,835,821,836,930,908,61,48,62,16,15,0,29.94,26,32
12,26,4,6,49,-5,9,152,791,1014,1009,1018,1106,1093,54,43,66,15,12,0,29.94,28,38
12,14,6,7,23,-3,34,391,2565,600,597,631,811,800,56,43,62,16,24,0,30.05,40,23
12,21,6,6,62,7,18,109,421,1063,1070,1088,1172,1171,57,40,53,0,0,0,29.84,22,40
1,18,6,8,41,14,43,290,1855,1000,1014,1057,1170,1176,53,40,61,5,15,0,30.27,16,29
11,27,3,0,58,5,13,369,2521,725,730,743,914,911,48,38,68,17,8,0,29.51,24,33
11,29,5,6,63,-11,4,73,199,900,889,893,973,954,47,40,77,12,7,0,29.89,19,29
12,1,7,0,13,80,38,344,2296,980,1060,1098,1144,1216,56,50,80,1,16,0,29.89,29,44
1,5,7,6,66,-1,19,83,192,385,384,403,468,459,45,39,80,0,0,0,30.54,32,26
11,30,6,0,54,210,40,290,1846,1000,1210,1250,1170,1372,53,45,74,3,23,31,29.81,34,26
11,29,5,6,42,0,33,97,329,360,360,393,457,449,45,37,74,9,5,0,29.76,21,15
1,5,7,3,20,0,56,331,2079,959,959,1015,1110,1102,52,47,83,15,12,0,30.5,27,37
11,1,5,0,13,1,18,335,2296,909,910,928,1064,1057,67,33,28,16,8,0,30.07,20,27
12,14,6,8,18,-1,13,160,967,1055,1054,1067,1155,1146,54,46,75,15,16,23,30.02,22,35
12,25,3,7,23,-5,15,394,2565,960,955,970,1174,1161,54,43,66,5,24,0,29.7,24,37
1,13,1,1,33,26,26,410,2586,560,586,612,790,808,55,42,62,15,10,0,30.19,33,30
12,1,7,3,47,308,39,258,1589,920,1228,1267,1058,1358,56,51,84,3,15,0,29.93,38,30
12,22,7,7,42,0,12,87,329,360,360,372,447,439,52,49,89,3,15,0,29.68,30,25
11,25,1,1,67,-6,18,99,447,1040,1034,1052,1139,1125,54,42,64,15,22,0,30.04,22,36
12,4,3,7,8,2,19,400,2704,660,662,681,880,874,55,51,86,4,3,0,29.81,29,31
12,21,6,3,72,-4,32,134,599,500,496,528,574,562,54,47,77,1,8,0,30.01,34,49
12,18,3,6,67,94,63,100,447,580,674,737,680,766,56,50,80,11,15,0,29.95,36,39
1,10,5,6,22,364,31,105,451,651,1015,1046,756,1112,51,44,77,15,15,0,30.28,28,35
12,14,6,7,18,-4,17,165,967,680,676,693,785,773,58,44,60,15,25,0,30.06,33,36
12,2,1,2,37,203,20,86,354,833,1036,1056,919,1114,56,51,84,1,12,0,30.06,23,37
11,6,3,1,57,14,35,114,550,445,459,494,559,565,55,48,77,14,5,0,30.05,38,49
12,18,3,3,72,80,42,137,599,500,580,622,577,649,56,50,80,3,12,0,30.01,42,24
11,26,2,7,30,0,42,263,1635,580,580,622,723,715,55,34,45,13,8,0,29.92,35,39
12,6,5,6,56,135,54,129,710,836,971,1025,965,1092,60,51,72,11,16,0,29.91,23,38
11,21,4,1,35,-13,16,103,414,1195,1182,1198,1298,1277,57,46,67,9,6,0,30.0,23,45
1,4,6,6,52,-4,28,261,1433,440,436,464,581,569,54,49,83,4,7,0,30.43,35,49
1,12,7,6,52,75,38,256,1433,941,1016,1054,1077,1144,50,42,74,9,6,0,30.16,24,30
1,21,2,8,59,-4,12,135,651,495,491,503,570,558,56,46,69,12,7,0,30.12,38,50
1,22,3,1,71,63,37,138,679,540,603,640,678,733,56,50,80,4,5,0,30.23,39,35
1,22,3,6,62,-8,50,109,421,476,468,518,585,569,53,50,89,5,7,0,30.27,37,48
12,7,6,7,57,150,18,107,550,781,931,949,888,1030,62,55,78,12,25,40,29.88,20,21
1,21,2,7,62,49,25,102,421,659,708,733,761,802,58,48,70,9,15,0,30.08,29,27
12,28,6,6,22,-8,17,105,451,631,623,640,736,720,53,43,69,6,3,0,30.12,36,33
11,26,2,7,23,31,23,389,2565,1200,1231,1254,1409,1432,51,43,74,15,23,33,29.55,23,22
1,14,2,6,75,-6,12,300,1735,1053,1047,1059,1233,1219,50,39,66,15,9,0,30.19,30,41
12,3,2,0,13,13,16,349,2296,1089,1102,1118,1258,1263,56,52,87,0,0,0,29.9,18,38
12,4,3,8,18,21,28,165,967,1200,1221,1249,1305,1318,56,51,84,1,3,0,29.92,16,43
1,31,5,7,67,67,22,100,447,450,517,539,550,609,53,50,89,6,5,0,30.33,44,17
11,2,6,7,57,492,22,107,550,788,1280,1302,895,1379,56,36,47,0,0,0,30.03,25,22
12,22,7,6,56,4,12,126,710,360,364,376,486,482,53,50,89,3,12,0,29.69,51,33
1,15,3,6,45,-10,9,50,77,418,408,417,468,450,41,39,93,0,0,0,30.11,27,24
11,16,6,8,35,25,98,100,414,515,540,638,615,632,55,53,93,0,0,0,30.16,40,22
12,21,6,6,32,-5,34,178,737,420,415,449,538,525,52,48,86,3,10,0,29.99,49,35
11,7,4,6,62,33,23,99,421,659,692,715,758,783,61,49,64,8,12,0,30.07,41,28
1,16,4,5,50,27,16,300,2338,860,887,903,1280,1299,47,40,77,14,5,0,30.02,17,41
12,21,6,6,42,-7,14,90,329,650,643,657,740,725,62,42,48,0,0,0,29.93,36,34
11,29,5,4,18,-11,44,179,967,688,677,721,807,788,52,42,69,9,12,0,29.84,36,26
12,26,4,6,70,-8,41,72,190,1095,1087,1128,1167,1151,50,43,77,16,7,0,29.96,25,37
11,6,3,6,24,-2,49,65,158,530,528,577,595,585,55,48,77,14,5,0,30.05,38,49
11,27,3,7,36,72,21,87,337,1365,1437,18,12,76,49,41,74,17,12,0,29.54,2,5
12,21,6,6,75,-3,22,307,1735,363,360,382,550,539,54,47,77,1,8,0,30.01,49,35
11,29,5,7,18,5,38,162,967,1220,1225,1263,1322,1319,45,39,80,0,0,0,29.99,22,31
12,3,2,7,74,-11,26,101,372,415,404,430,516,497,55,50,83,10,8,0,30.11,48,29
11,24,7,7,23,-6,33,381,2565,720,714,747,921,907,67,41,39,15,9,0,30.07,25,32
1,4,6,7,12,-2,26,336,2161,1154,1152,1178,1310,1300,54,46,75,15,12,0,30.41,22,38
1,17,5,6,21,17,70,170,847,905,922,992,1015,1024,53,39,59,4,3,0,30.28,21,26
11,7,4,6,45,-6,12,52,77,420,414,426,472,458,50,49,96,0,0,0,30.1,24,23
12,8,7,6,53,-4,21,90,363,650,646,667,740,728,59,52,78,14,3,0,30.01,32,38
12,7,6,6,70,153,13,73,190,1086,1239,1252,1159,1304,60,54,80,12,12,21,29.93,16,32
12,6,5,7,54,-7,55,281,1846,843,836,891,1004,989,62,50,65,10,17,0,29.92,42,29
12,26,4,6,22,-9,10,105,451,879,870,880,984,967,56,38,51,15,10,0,29.91,39,29
12,14,6,7,9,-6,35,89,326,431,425,460,520,506,55,46,72,15,18,28,30.08,48,30
12,2,1,3,33,126,104,404,2586,1035,1161,1265,1259,1377,56,51,84,0,0,0,30.11,32,28
12,5,4,7,74,-9,36,101,372,485,476,512,586,569,55,50,83,1,6,0,30.08,35,49
12,7,6,6,9,-5,73,87,326,608,603,676,695,682,61,55,81,9,31,44,29.91,31,40
12,18,3,7,74,-2,36,101,372,415,413,449,516,506,51,48,89,3,12,0,30.0,52,29
12,11,3,7,36,0,20,87,337,945,945,965,1032,1024,56,54,93,6,5,0,30.17,22,23
12,16,1,7,43,5,16,390,2585,1094,1099,1115,1304,1301,50,39,66,2,13,0,30.27,17,43
11,4,1,6,73,-15,10,59,86,1236,1221,1231,1295,1272,53,46,77,16,7,0,29.99,22,47
1,8,3,2,33,0,28,402,2586,415,415,443,637,629,56,46,69,16,12,0,30.15,40,17
1,31,5,6,62,67,21,109,421,476,543,564,585,644,53,51,93,5,5,0,30.33,44,17
1,14,2,7,23,-3,54,404,2565,1200,1197,1251,1424,1413,49,41,74,0,0,0,30.19,18,14
11,28,4,7,10,-1,18,370,2457,480,479,497,670,661,46,39,76,5,13,0,29.61,28,36
1,16,4,2,33,-4,20,414,2586,552,548,568,786,774,48,43,83,3,13,0,29.8,41,38
11,16,6,0,36,57,59,93,337,420,477,536,513,562,55,53,93,0,0,0,30.17,36,46
11,22,5,1,57,-10,27,114,550,985,975,1002,1099,1081,56,47,72,15,10,0,30.16,23,37
11,26,2,1,36,59,30,91,337,1260,1319,1349,1351,1402,51,43,74,15,23,33,29.55,23,22
12,19,4,3,71,63,38,130,679,1020,1083,1121,1150,1205,56,49,77,0,0,0,30.24,29,39
12,16,1,2,33,-6,22,393,2586,660,654,676,873,859,55,37,51,0,0,0,30.27,31,33
11,10,7,7,74,-3,37,101,372,485,482,519,586,575,54,49,83,11,3,0,30.09,39,52
1,31,5,6,74,-14,122,97,372,420,406,528,517,495,53,50,89,0,0,0,30.3,52,30
11,20,3,7,23,-2,41,386,2565,1020,1018,1059,1226,1216,58,39,49,15,9,0,29.58,25,38
1,30,4,7,35,36,28,97,414,428,464,492,525,553,55,53,93,16,9,0,30.26,37,51
12,6,5,7,18,-2,28,170,967,975,973,1001,1085,1075,62,50,65,10,17,0,29.92,23,25
1,21,2,7,36,44,38,96,337,735,779,817,831,867,56,50,80,11,14,23,30.08,29,31
1,24,5,6,36,-10,32,86,337,1325,1315,1347,1411,1393,55,52,89,16,7,0,30.15,22,20
11,26,2,7,28,-5,16,296,2398,1320,1315,1331,296,283,47,36,66,15,8,0,30.05,0,1
12,9,1,7,71,34,33,133,679,801,835,868,934,960,55,49,80,7,5,0,30.16,40,29
11,26,2,6,42,77,20,86,329,848,925,945,934,1003,48,42,80,10,18,0,29.68,39,29
12,4,3,7,60,0,26,334,2254,436,436,462,590,582,55,50,83,6,6,0,29.85,33,46
11,17,7,7,38,-1,20,307,2447,1330,1329,1349,317,308,53,49,86,11,3,0,30.08,4,4
11,25,1,7,30,-5,18,261,1635,620,615,633,761,748,62,37,39,16,22,0,30.06,37,39
12,21,6,7,71,11,15,133,679,975,986,1001,1108,1111,58,40,51,14,3,0,29.86,26,31
11,29,5,7,8,35,14,400,2704,920,955,969,1140,1167,47,41,80,11,7,0,29.95,23,35
1,7,2,6,53,-9,22,99,363,445,436,458,544,527,49,43,80,0,0,0,30.23,50,27
12,28,6,6,61,0,21,124,620,385,385,406,509,501,48,43,83,0,0,0,30.19,49,35
12,24,2,6,79,-5,12,160,751,365,360,372,465,452,49,41,74,17,6,0,29.92,30,22
1,10,5,6,61,8,22,124,620,367,375,397,491,491,48,42,80,3,5,0,30.31,50,30
1,6,1,7,6,-3,25,312,1969,435,432,457,627,616,54,41,62,5,3,0,30.49,41,28
12,26,4,7,60,15,11,340,2254,1155,1170,1181,1315,1322,50,37,61,15,7,0,29.99,33,27
12,8,7,7,3,4,11,325,2139,1161,1165,1176,1306,1302,54,51,90,16,9,0,30.1,20,46
1,12,7,6,72,-6,36,152,599,385,379,415,477,463,45,37,74,0,0,0,30.22,25,20
1,24,5,7,74,-4,18,90,372,485,481,499,575,563,54,49,83,3,6,0,30.19,39,49
11,14,4,7,35,5,25,98,414,1082,1087,1112,1180,1177,58,50,75,17,8,0,30.12,27,34
12,2,1,0,58,441,26,379,2521,950,1391,1417,1149,142,53,51,93,0,0,0,30.12,1,0
1,30,4,6,74,116,20,97,372,660,776,796,757,865,62,53,72,0,0,0,30.2,32,32
12,25,3,6,69,122,19,82,262,1112,1234,1253,1194,1308,50,43,77,6,29,0,29.71,20,44
11,26,2,6,9,-5,27,89,326,845,840,867,934,921,49,42,77,11,12,0,29.75,24,33
11,30,6,3,3,131,17,336,2139,1283,1414,1431,1439,122,56,47,72,10,20,0,29.81,2,1
1,11,6,6,68,-7,15,263,1482,435,428,443,578,563,54,45,72,16,14,0,30.31,38,50
12,6,5,8,53,34,4,85,363,1230,1264,1268,1315,1341,55,53,93,3,14,0,29.95,30,25
12,21,6,6,7,-17,26,122,522,1166,1149,1175,1228,1203,55,45,69,1,7,0,29.82,31,41
11,14,4,1,57,-2,20,114,550,1265,1263,1283,1379,1369,60,50,69,12,5,0,30.14,31,27
12,8,7,7,60,-6,11,334,2254,436,430,441,590,576,55,51,86,7,6,0,30.02,39,50
12,9,1,1,35,-1,37,100,414,595,594,631,695,686,55,50,83,1,7,0,30.19,35,41
12,14,6,0,19,7,19,247,1464,550,557,576,677,676,58,45,62,15,22,0,30.08,31,40
12,6,5,0,54,46,17,292,1846,1218,1264,1281,1390,1428,55,53,93,3,13,0,29.95,22,20
1,31,5,6,79,94,10,156,751,794,888,898,890,976,64,50,60,4,8,0,30.26,37,30
1,22,3,6,7,14,26,133,522,517,531,557,590,596,53,49,86,5,6,0,30.27,37,48
1,25,6,7,57,-10,10,112,550,455,445,455,567,549,55,52,89,1,5,0,30.16,38,48
12,2,1,7,54,86,19,281,1846,843,929,948,1004,1082,56,51,84,1,12,0,30.06,23,37
11,9,6,3,71,-5,64,135,679,675,670,734,810,797,58,52,81,6,5,0,30.08,40,22
12,1,7,6,70,0,25,72,190,625,625,650,697,689,56,50,80,3,16,0,29.87,35,40
12,15,7,2,33,-2,22,390,2586,1309,1307,1329,79,69,50,40,68,8,8,0,30.07,0,3
1,22,3,6,68,16,11,263,1482,435,451,462,578,586,53,50,89,5,7,0,30.27,37,48
11,6,3,7,28,74,16,309,2398,945,1019,1035,1374,1440,50,48,93,16,10,0,30.02,27,19
1,1,3,7,25,1,16,390,2584,1080,1081,1097,1290,1283,55,51,86,15,18,26,30.1,25,48
11,21,4,7,35,-5,13,98,414,1217,1212,1225,1315,1302,57,46,67,9,6,0,30.0,23,45
11,26,2,7,23,-1,15,381,2565,840,839,854,1041,1032,48,41,77,3,17,0,29.65,22,25
1,2,4,7,54,6,24,283,1846,416,422,446,579,577,52,49,89,0,0,0,30.16,33,52
12,6,5,1,54,47,31,303,1846,1055,1102,1133,1238,1277,58,52,81,10,13,0,29.93,17,44
11,18,1,0,19,-6,17,228,1464,1239,1233,1250,1347,1333,56,53,90,16,12,0,29.84,30,27
11,25,1,6,53,-8,11,92,363,435,427,438,527,511,57,43,59,8,7,0,30.1,48,27
1,23,4,6,56,-13,8,126,710,1154,1141,1149,1280,1259,53,49,86,0,0,0,30.13,32,41
12,3,2,7,25,5,17,387,2584,480,485,502,687,684,61,51,70,3,9,0,30.05,36,43
1,12,7,6,64,-9,48,119,462,360,351,399,479,462,45,37,74,0,0,0,30.22,25,20
12,7,6,1,17,-10,17,374,2442,1045,1035,1052,1239,1221,61,53,75,12,12,0,29.92,18,31
11,8,5,6,62,20,59,99,421,659,679,738,758,770,61,49,64,16,17,0,30.15,37,41
1,1,3,0,36,2,33,92,337,1097,1099,1132,1189,1183,55,52,89,15,17,25,30.08,27,38
1,7,2,7,57,-7,18,108,550,972,965,983,1080,1065,53,44,71,15,13,0,30.11,23,25
12,25,3,6,74,52,44,97,372,1213,1265,1309,1310,1354,51,42,71,5,28,0,29.76,31,25
12,14,6,7,36,-6,19,85,337,390,384,403,475,461,53,45,74,15,17,22,30.07,27,21
1,21,2,7,30,-7,70,274,1635,585,578,648,739,724,58,48,70,9,12,0,30.1,39,36
12,17,2,7,28,-10,20,296,2398,480,470,490,896,878,55,40,57,0,0,0,30.09,30,33
12,31,2,1,36,-9,36,91,337,1050,1041,1077,1141,1124,54,49,83,16,8,0,30.11,26,35
12,22,7,7,19,-6,28,251,1464,455,449,477,586,572,56,51,84,9,12,21,29.74,34,52
12,13,5,0,13,0,17,349,2296,460,460,477,629,621,56,52,87,16,9,0,30.24,43,24
12,18,3,8,36,133,22,90,337,505,638,660,595,720,55,49,80,11,15,0,29.96,36,39
11,26,2,7,20,3,24,315,2079,1165,1168,1192,1300,1295,54,44,69,17,17,0,29.54,22,44
12,2,1,7,54,133,49,289,1846,700,833,882,869,994,55,52,89,6,3,0,30.04,41,30
12,11,3,7,4,41,22,235,1504,715,756,778,830,863,58,52,81,6,3,0,30.17,32,31
1,13,1,6,70,63,64,72,190,1095,1158,1222,1167,1222,54,45,72,9,8,0,30.15,30,40
1,16,4,2,8,99,24,422,2704,750,849,873,992,1083,51,40,66,12,9,0,29.9,28,34
12,13,5,2,33,-7,34,393,2586,428,421,455,641,626,56,52,87,16,9,0,30.24,43,24
12,1,7,7,54,-8,60,290,1846,785,777,837,955,939,55,52,89,3,17,0,29.84,22,34
12,4,3,6,1,124,23,75,250,360,484,507,435,551,55,50,83,6,6,0,29.85,33,46
12,3,2,7,40,-2,12,362,2446,533,531,543,715,705,61,51,70,3,9,0,30.05,36,43
12,11,3,6,45,-7,12,52,77,423,416,428,475,460,53,50,89,10,6,0,30.2,25,23
1,5,7,7,29,0,12,375,2419,1192,1192,1204,1387,1379,50,44,80,16,9,0,30.53,34,26
11,19,2,1,29,-8,26,368,2419,440,432,458,628,612,61,50,67,15,26,33,29.79,42,23
12,5,4,1,71,24,29,140,679,760,784,813,900,916,60,52,75,0,0,0,30.01,24,35
12,3,2,7,14,35,31,336,2120,433,468,499,589,616,58,51,78,3,7,0,30.09,41,22
12,19,4,0,19,23,51,244,1464,1124,1147,1198,1248,1263,56,50,80,10,3,0,30.24,22,45
1,23,4,6,64,-27,17,111,462,1150,1123,1140,1261,1226,53,49,86,0,0,0,30.12,32,41
12,1,7,7,25,-9,13,387,2584,480,471,484,687,670,56,50,80,3,16,0,29.87,35,40
1,27,1,0,43,-5,34,391,2585,1239,1234,1268,10,1437,53,45,74,15,18,0,30.33,23,18
11,24,7,6,66,-9,11,81,192,1145,1136,1147,1226,1209,55,45,69,16,12,0,30.07,23,42
12,1,7,6,71,-1,32,137,679,719,718,750,856,847,59,51,75,10,12,23,29.84,29,34
1,5,7,7,54,22,41,282,1846,580,602,643,742,756,56,42,60,14,3,0,30.54,36,38
12,2,1,7,12,207,32,329,2161,1157,1364,1396,1306,65,55,50,83,0,0,0,30.12,2,5
12,29,7,7,54,-3,52,282,1846,600,597,649,762,751,56,49,77,11,9,0,30.05,37,37
12,26,4,7,10,0,8,378,2457,450,450,458,648,640,55,35,47,0,0,0,29.96,42,26
1,9,4,6,74,-5,11,95,372,900,895,906,995,982,53,44,71,5,12,0,30.11,36,31
12,10,2,6,69,-7,10,77,262,443,436,446,520,505,53,47,80,2,7,0,30.24,48,27
1,10,5,6,73,-2,25,60,86,360,358,383,420,410,43,40,89,9,3,0,30.28,23,7
1,14,2,2,8,-8,19,422,2704,635,627,646,877,861,55,38,53,15,16,0,30.2,29,31
1,5,7,7,28,-7,16,311,2398,796,789,805,1227,1212,52,46,80,15,13,0,30.53,28,43
12,1,7,7,3,62,18,327,2139,436,498,516,583,637,56,50,80,1,17,0,29.88,41,25
12,11,3,2,33,-4,23,409,2586,1180,1176,1199,1409,1397,61,57,87,11,12,0,30.18,23,18
12,17,2,2,8,48,54,409,2704,612,660,714,841,881,55,40,57,0,0,0,30.09,30,33
12,19,4,8,9,57,28,75,326,1245,1302,1330,1320,1369,56,49,77,9,5,0,30.23,34,26
12,15,7,7,25,-1,31,387,2584,480,479,510,687,678,55,41,59,15,10,0,30.22,31,39
11,7,4,2,33,-4,20,397,2586,562,558,578,779,767,59,50,72,5,3,0,30.09,37,40
11,21,4,7,22,-13,27,101,451,360,347,374,461,440,53,43,69,0,0,0,29.83,26,24
11,6,3,7,67,19,28,102,447,483,502,530,585,596,56,49,77,2,6,0,30.03,38,49
1,22,3,6,61,-3,12,124,620,367,364,376,491,480,52,50,94,4,6,0,30.25,52,26
1,14,2,2,8,1,23,419,2704,360,361,384,599,592,54,41,62,16,6,0,30.27,37,49
1,20,1,1,40,-10,13,369,2446,1145,1135,1148,1334,1316,54,43,66,9,9,0,30.05,18,41
1,19,7,1,17,-16,30,380,2442,1030,1014,1044,1230,1206,51,41,68,1,6,0,30.06,30,41
11,26,2,2,33,1,28,409,2586,1180,1181,1209,1409,1402,51,43,74,15,23,33,29.55,23,22
11,5,2,6,62,-8,55,104,421,465,457,512,569,553,59,51,75,6,5,0,30.07,35,52
1,20,1,6,70,0,10,79,190,401,401,411,480,472,49,41,74,9,3,0,30.03,27,26
11,27,3,1,67,-7,46,99,447,850,843,889,949,934,48,38,68,17,8,0,29.51,24,33
11,14,4,7,50,-9,15,295,2338,840,831,846,1255,1238,60,49,67,17,10,0,30.12,26,40
12,5,4,6,16,-2,27,254,1476,895,893,920,1029,1019,55,52,89,6,10,0,30.01,41,29
1,23,4,7,57,-9,17,111,550,844,835,852,955,938,55,49,80,6,5,0,30.13,26,29
12,8,7,7,28,-11,14,309,2398,945,934,948,1374,1355,53,51,93,15,5,0,30.1,31,26
12,22,7,7,54,50,26,286,1846,1271,1321,1347,1437,39,50,43,77,17,10,0,29.87,10,10
11,16,6,7,50,-13,11,294,2338,1439,1426,1437,413,392,52,50,93,0,0,0,30.14,26,9
1,20,1,6,24,-6,10,74,158,516,510,520,590,576,50,43,77,10,3,0,30.05,39,49
1,26,7,7,57,-2,22,120,550,577,575,597,697,687,59,51,75,15,13,0,30.26,30,40
1,18,6,1,33,18,99,419,2586,1000,1018,1117,1239,1249,51,42,71,1,13,0,30.28,17,29
12,3,2,6,81,6,13,270,1550,435,441,454,585,583,56,51,84,10,8,0,30.11,32,52
1,13,1,7,54,-1,31,294,1846,1259,1258,1289,1433,1424,50,47,89,9,7,0,30.13,23,18
12,10,2,6,26,-4,28,155,733,420,416,444,575,563,55,47,74,0,0,0,30.25,33,47
12,28,6,7,40,-4,13,365,2446,1121,1117,1130,1306,1294,53,47,80,15,13,0,30.13,24,41
1,11,6,4,3,-4,20,343,2139,537,533,553,700,688,55,43,64,16,18,0,30.27,33,41
1,8,3,6,22,-18,15,105,451,1115,1097,1112,1220,1194,54,43,66,15,10,0,30.08,20,32
11,11,1,7,78,-2,14,360,2393,415,413,427,595,585,56,52,87,6,3,0,30.06,37,52
12,18,3,7,35,-9,30,98,414,982,973,1003,1080,1063,55,50,83,9,6,0,30.0,21,26
12,23,1,7,54,6,24,279,1846,509,515,539,668,666,51,42,71,2,3,0,29.89,35,36
1,17,5,7,58,-5,10,401,2521,443,438,448,664,651,49,42,77,1,7,0,30.32,44,17
11,15,5,1,36,12,29,91,337,1260,1272,1301,1351,1355,55,53,93,15,13,0,30.15,32,26
12,13,5,8,41,0,11,285,1855,1210,1210,1221,1375,1367,57,54,89,16,13,0,30.08,30,27
1,16,4,7,54,-2,67,290,1846,510,508,575,680,670,49,42,77,3,10,0,29.8,33,42
11,19,2,8,59,2,24,130,651,795,797,821,865,859,60,50,69,15,28,37,29.69,30,29
12,12,4,6,62,-11,10,90,421,380,369,379,470,451,58,55,90,5,6,0,30.27,25,20
12,24,2,6,24,-1,48,71,158,524,523,571,595,586,54,42,64,8,6,0,29.95,35,52
12,22,7,6,72,-1,25,142,599,956,955,980,1038,1029,52,44,74,15,15,0,29.83,21,32
12,15,7,7,29,-4,11,359,2419,1320,1316,1327,59,47,49,41,74,12,3,0,30.28,8,8
11,15,5,0,33,-9,35,405,2586,1275,1266,1301,60,43,56,52,87,10,3,0,30.14,9,8
1,11,6,1,35,-15,27,100,414,595,580,607,695,672,55,43,64,16,18,0,30.27,33,41
1,19,7,6,62,-13,12,109,421,555,542,554,664,643,50,37,61,10,7,0,30.16,39,15
12,7,6,6,7,-5,21,122,522,530,525,546,592,579,65,54,68,9,23,30,29.94,36,45
12,13,5,6,61,-5,28,126,620,404,399,427,530,517,55,53,93,0,0,0,30.21,47,29
11,25,1,1,28,-13,38,309,2398,875,862,900,1304,1283,54,39,57,15,15,0,30.08,22,44
11,13,3,6,53,-8,12,92,363,903,895,907,995,979,56,50,80,16,15,0,29.95,38,28
12,6,5,1,67,-6,23,100,447,710,704,727,810,796,64,49,58,9,15,0,29.92,46,27
12,6,5,1,36,17,32,91,337,1260,1277,1309,1351,1360,55,53,93,3,12,0,29.95,30,25
12,3,2,1,33,6,65,407,2586,690,696,761,917,915,59,52,78,0,0,0,29.96,22,34
12,5,4,1,71,52,34,142,679,480,532,566,622,666,56,51,84,5,5,0,30.07,37,40
11,14,4,1,36,35,38,91,337,1260,1295,1333,1351,1378,58,49,72,9,5,0,30.14,31,27
1,26,7,7,30,-5,32,266,1635,1006,1001,1033,1152,1139,53,47,80,15,17,0,30.27,25,37
11,28,4,7,42,-3,31,91,329,360,357,388,451,440,44,39,82,0,0,0,29.6,24,24
12,8,7,6,74,1,25,95,372,1214,1215,1240,1309,1302,54,51,90,16,9,0,30.1,20,46
