month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
11,19,2,6,9,17,13,89,326,980,997,1010,1069,1078,56,49,77,15,23,0,29.63,22,24
1,1,3,8,67,71,23,95,447,1220,1291,1314,1315,1378,54,50,86,15,16,0,30.12,31,24
12,15,7,1,67,-12,24,100,447,440,428,452,540,520,53,40,61,15,10,0,30.2,51,24
11,29,5,7,30,0,44,252,1635,580,580,624,712,704,52,39,61,0,0,0,29.82,32,37
1,3,5,6,2,26,12,159,848,1073,1099,1111,1172,1190,54,45,72,0,0,0,30.21,24,35
1,26,7,1,40,-6,18,369,2446,1145,1139,1157,1334,1320,53,45,74,15,18,0,30.31,29,25
12,19,4,7,57,35,26,111,550,1108,1143,1169,1219,1246,56,49,77,0,0,0,30.24,29,39
12,6,5,6,42,3,13,86,329,848,851,864,934,929,61,49,64,11,17,28,29.93,24,35
1,9,4,6,72,7,18,152,599,385,392,410,477,476,54,45,72,16,22,31,29.98,28,25
1,25,6,7,57,-11,12,108,550,1064,1053,1065,1172,1153,62,54,75,17,9,0,30.09,19,30
12,31,2,7,28,-3,21,298,2398,845,842,863,1263,1252,53,47,80,16,10,0,30.13,19,36
12,9,1,6,64,-8,16,109,462,360,352,368,469,453,50,49,96,10,5,0,30.17,25,21
12,20,5,6,72,-3,29,150,599,360,357,386,450,439,50,49,96,0,0,0,30.23,30,25
11,30,6,7,65,277,17,367,2400,1123,1400,1417,1310,139,56,47,72,10,20,0,29.81,2,1
12,11,3,7,74,8,21,90,372,930,938,959,1020,1020,56,54,93,6,5,0,30.17,22,23
1,17,5,6,79,-9,9,159,751,492,483,492,591,574,48,40,74,1,7,0,30.31,38,50
12,5,4,6,19,38,27,258,1464,755,793,820,893,923,60,52,75,0,0,0,30.01,24,35
12,7,6,2,37,212,28,86,354,833,1045,1073,919,1123,60,54,80,17,9,0,29.9,19,32
12,19,4,8,67,85,21,95,447,890,975,996,985,1062,55,50,83,4,3,0,30.21,22,28
12,14,6,1,33,-4,43,407,2586,690,686,729,917,905,55,43,64,15,15,0,30.04,12,32
12,7,6,6,62,169,17,90,421,1220,1389,1406,1310,31,53,50,89,0,0,0,30.11,7,3
12,7,6,3,36,129,27,92,337,1250,1379,1406,1342,23,53,50,89,0,0,0,30.11,7,3
1,11,6,7,74,-10,46,90,372,485,475,521,575,557,54,45,72,16,14,0,30.31,38,50
11,26,2,7,18,135,25,163,967,1135,1270,1295,1238,1365,54,43,66,15,21,0,29.55,33,28
11,19,2,3,47,-1,24,269,1589,545,544,568,694,685,61,50,67,15,28,0,29.76,34,40
1,10,5,6,56,23,45,126,710,1154,1177,1222,1280,1295,53,42,66,15,6,0,30.3,18,43
12,7,6,7,23,232,20,386,2565,1020,1252,1272,1226,10,53,50,89,0,0,0,30.11,7,3
1,11,6,7,36,-4,58,105,337,480,476,534,585,573,54,45,72,16,14,0,30.31,38,50
1,8,3,6,56,-5,15,126,710,1154,1149,1164,1280,1267,54,43,66,15,9,0,30.11,17,38
12,1,7,0,58,26,11,379,2521,950,976,987,1149,1167,56,50,80,1,17,0,29.88,28,36
1,7,2,5,50,6,10,300,2338,850,856,866,1270,1268,53,48,83,15,8,0,30.14,18,38
1,13,1,7,54,-4,20,283,1846,360,356,376,523,511,50,44,80,16,6,0,30.21,51,31
1,12,7,1,4,-9,11,245,1504,420,411,422,545,528,48,38,68,15,7,0,30.23,51,22
12,5,4,1,71,0,33,140,679,710,710,743,850,842,60,53,78,13,3,0,30.02,30,32
1,28,2,2,37,-9,22,91,354,811,802,824,902,885,62,51,67,15,10,0,30.27,29,31
12,13,5,7,31,-5,23,303,1943,420,415,438,543,530,57,53,87,0,0,0,30.21,47,29
1,12,7,7,71,17,52,135,679,975,992,1044,1110,1119,50,42,74,15,6,0,30.16,25,37
11,19,2,6,5,-5,12,76,238,360,355,367,436,423,55,51,86,15,28,37,29.79,23,23
1,10,5,0,19,5,32,233,1464,880,885,917,993,990,54,44,69,15,15,0,30.28,36,31
1,31,5,3,72,89,58,138,599,676,765,823,754,835,58,52,81,2,3,0,30.27,33,32
12,18,3,6,79,47,29,154,751,750,797,826,844,883,56,52,87,9,9,0,29.96,31,34
12,1,7,0,54,247,13,291,1846,1215,22,35,1386,185,55,50,83,3,6,0,29.93,0,0
11,26,2,8,18,57,37,170,967,1025,1082,1119,1135,1184,52,48,86,17,21,45,29.58,26,35
11,15,5,7,8,-9,18,400,2704,660,651,669,880,863,66,54,65,15,18,0,30.15,29,31
12,6,5,0,58,-9,26,382,2521,489,480,506,691,674,60,50,69,3,12,0,29.96,38,42
12,8,7,0,33,-4,21,408,2586,980,976,997,1208,1196,55,51,86,15,13,0,30.06,27,35
1,21,2,6,73,28,26,66,86,676,704,730,742,762,58,48,70,9,12,0,30.1,39,36
12,8,7,1,36,8,32,91,337,1260,1268,1300,1351,1351,53,51,93,15,5,0,30.1,31,26
11,30,6,6,19,70,15,258,1464,892,962,977,1030,1092,53,43,69,3,15,0,29.85,20,32
1,1,3,5,28,0,18,310,2398,1330,1330,1348,320,312,50,45,83,9,5,0,30.13,5,2
11,30,6,0,19,0,18,237,1464,770,770,788,887,879,50,43,77,3,22,0,29.89,28,35
11,2,6,0,43,-3,36,368,2585,1092,1089,1125,1280,1269,58,38,47,12,3,0,30.03,15,33
1,21,2,6,53,32,50,98,363,652,684,734,750,774,58,48,70,9,12,0,30.1,39,36
1,14,2,1,71,0,65,138,679,705,705,770,843,835,56,39,53,15,15,0,30.2,30,27
11,27,3,7,40,-2,16,362,2446,400,398,414,582,572,50,40,68,12,7,0,29.56,39,49
11,23,6,5,50,3,9,295,2338,850,853,862,1265,1260,56,43,62,15,6,0,30.17,23,36
11,27,3,6,64,206,49,109,462,620,826,875,729,927,48,38,68,17,8,0,29.51,24,33
11,23,6,6,45,-15,22,52,77,880,865,887,932,909,67,40,37,15,10,0,30.14,21,28
12,18,3,7,8,34,43,400,2704,920,954,997,1140,1166,54,50,86,12,6,0,30.04,24,36
11,28,4,3,72,4,46,128,599,500,504,550,568,564,47,39,74,5,13,0,29.62,37,48
12,25,3,8,67,15,12,95,447,1040,1055,1067,1135,1142,54,43,66,5,24,0,29.7,24,37
12,2,1,7,54,19,19,284,1846,975,994,1013,1139,1150,56,51,84,2,8,0,30.08,30,34
12,2,1,6,7,-1,39,125,522,360,359,398,425,416,56,50,80,10,9,20,29.99,28,9
11,14,4,0,19,1,42,244,1464,655,656,698,779,772,59,53,81,12,7,0,30.08,37,39
12,4,3,8,59,3,17,125,651,1030,1033,1050,1095,1090,56,51,84,0,0,0,29.87,22,37
12,27,5,7,74,17,20,103,372,405,422,442,508,517,49,41,74,0,0,0,30.09,50,37
12,6,5,1,71,48,18,140,679,710,758,776,850,890,64,48,56,11,15,35,29.93,30,32
11,8,5,0,19,58,51,246,1464,550,608,659,676,726,61,51,70,8,14,0,30.15,37,41
1,16,4,7,30,57,23,263,1635,715,772,795,858,907,53,40,61,17,15,0,29.85,26,30
1,17,5,7,6,-15,14,312,1969,450,435,449,642,619,49,42,77,1,7,0,30.32,44,17
1,22,3,1,36,-12,70,94,337,480,468,538,574,554,53,50,89,5,7,0,30.27,37,48
1,2,4,7,65,28,22,370,2400,405,433,455,595,615,53,49,86,1,5,0,30.16,42,26
12,13,5,7,54,30,47,291,1846,1185,1215,1262,1356,1378,57,54,89,16,13,0,30.08,30,27
1,14,2,7,20,-13,16,327,2079,430,417,433,577,556,54,41,62,16,6,0,30.27,37,49
12,6,5,1,33,-13,26,407,2586,420,407,433,647,626,60,51,72,1,14,0,29.99,41,24
1,11,6,7,67,-8,35,100,447,480,472,507,580,564,54,45,72,16,14,0,30.31,38,50
12,18,3,0,58,42,43,386,2521,960,1002,1045,1166,1200,55,49,80,13,7,0,30.06,26,38
1,31,5,7,36,-8,65,105,337,480,472,537,585,569,53,50,89,4,6,0,30.32,39,52
1,22,3,1,36,-2,30,94,337,600,598,628,694,684,54,50,86,6,3,0,30.26,33,43
11,12,2,3,71,-2,48,138,679,450,448,496,588,578,61,52,72,0,0,0,30.08,35,52
12,2,1,1,57,127,15,114,550,1185,1312,1327,1299,1418,56,52,87,0,0,0,30.11,25,19
1,30,4,7,40,-11,19,366,2446,390,379,398,576,557,55,53,93,16,9,0,30.26,37,51
11,3,7,1,36,-10,28,90,337,570,560,588,660,642,63,44,50,5,5,0,30.01,47,17
1,8,3,7,34,-6,10,304,2367,1410,1404,1414,394,380,50,45,83,15,6,0,30.11,20,8
11,15,5,6,53,6,62,92,363,435,441,503,527,525,59,50,72,8,5,0,30.21,48,31
1,10,5,7,74,-12,27,108,372,405,393,420,513,493,48,42,80,3,5,0,30.31,50,30
1,14,2,2,8,-9,20,425,2704,1120,1111,1131,1365,1348,49,40,71,15,7,0,30.19,23,16
12,15,7,7,19,-6,27,245,1464,455,449,476,580,566,55,40,57,15,15,0,30.22,36,50
1,26,7,1,35,-21,32,100,414,595,574,606,695,666,59,51,75,15,13,0,30.26,30,40
11,16,6,7,54,-6,61,290,1846,552,546,607,722,708,55,53,93,6,6,0,30.11,35,41
1,7,2,8,36,-6,41,85,337,1175,1169,1210,1260,1246,54,46,75,15,13,0,30.13,30,42
12,9,1,0,13,-4,29,347,2296,1224,1220,1249,1391,1379,55,46,72,0,0,0,30.21,29,27
1,21,2,1,36,118,14,94,337,1140,1258,1272,1234,1344,56,51,84,11,7,0,30.16,23,16
12,8,7,7,30,5,27,259,1635,1000,1005,1032,1139,1136,53,51,93,15,16,0,30.04,25,36
11,30,6,1,48,221,28,306,1911,1170,1391,1419,1356,129,56,47,72,10,20,0,29.81,2,1
11,30,6,7,18,22,15,165,967,680,702,717,785,799,52,43,71,3,22,30,29.9,37,23
12,15,7,2,33,-6,45,404,2586,930,924,969,1154,1140,52,43,71,16,9,0,30.24,27,34
12,8,7,7,40,-6,12,362,2446,533,527,539,715,701,61,51,70,8,7,0,30.02,30,39
11,26,2,8,9,109,12,80,326,1005,1114,1126,1085,1186,50,47,89,16,21,32,29.6,26,35
12,10,2,6,45,-5,4,52,77,423,418,422,475,462,53,48,83,6,6,0,30.24,24,22
1,3,5,7,54,-1,29,279,1846,509,508,537,668,659,55,47,74,5,6,0,30.21,41,25
1,12,7,7,50,4,13,285,2338,840,844,857,1245,1241,50,43,77,17,7,0,30.15,31,44
11,17,7,7,28,-6,20,309,2398,1427,1421,1,416,402,53,49,86,0,0,0,30.1,26,7
11,30,6,6,64,2,22,111,462,360,362,384,471,465,46,39,76,10,9,0,30.0,28,25
1,15,3,3,20,-6,16,330,2079,760,754,770,910,896,53,39,59,17,13,0,29.97,29,30
12,8,7,6,46,0,38,288,1772,925,925,963,1093,1085,53,50,89,15,15,0,30.04,25,36
12,7,6,7,35,-7,20,98,414,460,453,473,558,543,65,54,68,9,23,30,29.94,36,45
11,15,5,7,54,-2,42,280,1846,948,946,988,1108,1098,59,53,81,15,17,0,30.14,22,37
1,1,3,6,62,-2,14,107,421,488,486,500,595,585,55,51,86,16,15,24,30.18,36,45
12,10,2,7,10,-8,10,369,2457,1125,1117,1127,1314,1298,54,50,86,0,0,0,30.21,18,42
12,17,2,2,25,-8,21,385,2584,513,505,526,718,702,53,39,59,5,5,0,30.17,34,41
11,26,2,8,53,29,6,85,363,930,959,965,1015,1036,48,41,77,3,17,0,29.65,22,25
11,29,5,6,70,0,13,72,190,505,505,518,577,569,50,40,68,3,5,0,29.81,29,42
12,5,4,6,7,22,40,118,522,845,867,907,903,917,60,52,75,0,0,0,30.01,24,35
1,4,6,6,32,2,48,178,737,420,422,470,538,532,54,49,83,14,3,0,30.4,47,34
12,19,4,6,44,44,42,85,193,654,698,740,739,775,57,52,83,4,5,0,30.19,39,39
12,11,3,0,33,-1,32,400,2586,660,659,691,880,871,58,52,81,6,3,0,30.17,32,31
11,6,3,6,61,0,38,126,620,399,399,437,525,517,53,48,83,11,6,0,30.04,48,30
12,17,2,6,63,-3,33,73,199,365,362,395,438,427,47,39,74,0,0,0,30.22,25,21
12,23,1,7,50,-13,21,297,2338,1323,1310,1331,300,279,42,39,89,15,6,0,29.89,0,2
1,15,3,1,71,26,19,136,679,900,926,945,1036,1054,50,40,68,13,9,0,29.96,21,26
1,10,5,1,8,-10,23,424,2704,1030,1020,1043,1274,1256,53,42,66,15,6,0,30.3,30,39
1,12,7,6,7,31,54,119,522,853,884,938,912,935,53,43,69,15,17,0,30.15,23,28
12,30,1,1,50,-9,15,302,2338,800,791,806,1222,1205,52,46,80,15,8,0,30.11,29,41
12,6,5,7,18,122,19,167,967,868,990,1009,975,1089,60,51,72,11,16,0,29.91,23,38
12,21,6,7,71,-4,14,136,679,1118,1114,1128,1254,1242,55,45,69,1,7,0,29.82,31,41
1,10,5,6,74,-13,15,94,372,1102,1089,1104,1196,1175,51,43,74,15,10,0,30.29,23,30
11,12,2,8,36,-4,47,95,337,360,356,403,455,443,55,49,80,0,0,0,30.07,23,23
12,13,5,7,23,-5,25,390,2565,960,955,980,1170,1157,58,48,70,13,6,0,30.1,27,35
1,16,4,7,4,-10,14,239,1504,360,350,364,479,461,52,45,77,11,16,24,29.71,27,25
11,1,5,6,72,-9,42,135,599,435,426,468,510,493,57,40,53,0,0,0,30.17,50,29
12,2,1,7,18,4,17,163,967,805,809,826,908,904,58,52,81,5,6,0,30.03,27,34
11,22,5,7,30,-6,36,260,1635,730,724,760,870,856,61,51,70,4,7,0,30.14,30,33
1,16,4,7,36,1,26,96,337,1185,1186,1212,1281,1274,47,40,77,14,5,0,30.02,17,41
1,25,6,0,19,-4,16,238,1464,1354,1350,1366,32,20,55,53,93,3,6,0,30.11,6,7
12,12,4,6,72,10,22,137,599,865,875,897,942,944,58,56,93,2,3,0,30.26,24,36
11,19,2,3,3,-5,14,331,2139,587,582,596,738,725,61,50,67,15,25,33,29.74,35,38
12,9,1,7,62,69,24,95,421,858,927,951,953,1014,56,47,72,15,10,0,30.17,40,29
1,31,5,6,53,110,15,99,363,721,831,846,820,922,64,50,60,4,8,0,30.26,26,27
12,23,1,7,30,27,19,265,1635,1180,1207,1226,1325,1344,49,43,80,15,13,0,29.88,33,27
1,16,4,1,23,-2,33,405,2565,920,918,951,1145,1135,48,40,74,15,9,0,29.92,28,34
12,23,1,6,2,-9,19,180,848,460,451,470,580,563,50,43,77,5,3,0,29.93,34,49
1,7,2,6,19,-10,26,260,1464,755,745,771,895,877,55,45,69,16,18,26,30.12,28,33
1,29,3,6,62,-10,30,109,421,476,466,496,585,567,54,47,77,0,0,0,30.27,37,48
12,12,4,7,23,-5,19,381,2565,840,835,854,1041,1028,61,57,87,14,3,0,30.26,24,25
1,4,6,7,25,2,46,390,2584,1080,1082,1128,1290,1284,54,46,75,15,12,0,30.41,22,38
12,6,5,1,57,-3,13,114,550,1185,1182,1195,1299,1288,58,52,81,10,13,0,29.93,17,44
11,26,2,1,4,-8,16,241,1504,915,907,923,1036,1020,48,42,80,10,18,0,29.68,22,25
1,28,2,6,73,-8,35,65,86,620,612,647,685,669,58,52,81,9,9,0,30.34,31,43
11,14,4,7,23,-5,52,391,2565,600,595,647,811,798,59,53,81,17,6,0,30.08,40,28
12,25,3,0,19,-4,47,246,1464,661,657,704,787,775,52,43,71,3,12,0,29.76,34,34
11,12,2,1,35,-11,14,100,414,515,504,518,615,596,61,51,70,0,0,0,30.08,35,52
1,22,3,7,57,-6,38,112,550,455,449,487,567,553,53,50,89,5,7,0,30.27,37,48
12,1,7,6,36,77,22,90,337,998,1075,1097,1088,1157,56,50,80,1,17,0,29.88,28,36
11,2,6,1,4,-18,19,225,1504,420,402,421,525,499,60,44,55,6,3,0,30.15,46,28
11,2,6,7,34,10,10,298,2367,1292,1302,1312,330,332,50,43,77,0,0,0,30.12,1,5
12,13,5,1,35,-5,23,100,414,595,590,613,695,682,55,52,89,16,10,0,30.21,35,42
11,11,1,0,19,-3,12,239,1464,1351,1348,1360,30,19,58,49,72,16,10,0,30.05,9,8
11,27,3,0,36,24,36,92,337,750,774,810,842,858,50,37,61,15,12,0,29.51,33,34
11,18,1,7,57,-7,14,107,550,800,793,807,907,892,66,55,68,1,6,0,29.85,31,32
12,23,1,6,61,-7,10,124,620,385,378,388,509,494,47,42,83,4,5,0,29.93,50,38
12,12,4,1,4,-4,13,238,1504,915,911,924,1033,1021,61,57,87,14,3,0,30.26,24,25
11,14,4,7,62,-10,54,95,421,1126,1116,1170,1221,1203,60,49,67,17,10,0,30.12,26,40
12,23,1,6,22,106,17,105,451,879,985,1002,984,1082,50,42,74,17,9,0,29.85,28,38
11,27,3,8,18,66,15,165,967,1200,1266,1281,1305,1363,44,38,79,9,6,0,29.55,34,27
1,6,1,1,40,-11,24,373,2446,985,974,998,1178,1159,51,39,63,15,8,0,30.37,24,35
1,27,1,2,25,-9,34,393,2584,599,590,624,812,795,58,49,72,15,9,0,30.37,31,31
1,14,2,6,62,-19,11,100,421,960,941,952,1060,1033,53,41,64,15,12,0,30.2,23,23
1,1,3,6,62,42,21,90,421,1220,1262,1283,1310,1344,53,50,89,15,23,0,30.09,31,24
1,16,4,1,36,104,45,94,337,810,914,959,904,1000,50,41,71,15,10,0,29.88,36,31
12,17,2,5,50,-7,10,300,2338,850,843,853,1270,1255,54,42,64,2,13,0,30.02,23,36
12,22,7,6,73,119,16,66,86,965,1084,1100,1031,1142,51,44,77,15,7,0,29.86,24,38
1,16,4,6,62,85,15,109,421,555,640,655,664,741,48,43,83,10,18,0,29.8,41,38
12,25,3,6,62,-3,12,109,421,1063,1060,1072,1172,1161,54,43,66,5,24,0,29.7,24,37
12,10,2,7,57,-7,9,107,550,975,968,977,1082,1067,56,47,72,0,0,0,30.16,22,24
1,12,7,1,29,-5,26,379,2419,480,475,501,679,666,54,41,62,16,15,0,30.22,31,41
12,6,5,7,35,-4,17,98,414,460,456,473,558,546,59,51,75,1,15,0,30.01,36,49
12,13,5,7,57,-4,10,107,550,843,839,849,950,938,58,53,84,4,6,0,30.11,24,34
12,4,3,0,43,9,15,384,2585,520,529,544,724,725,55,51,86,6,3,0,29.81,38,39
12,2,1,1,71,21,19,137,679,1175,1196,1215,1312,1325,56,51,84,0,0,0,30.12,32,28
12,4,3,1,71,-12,43,140,679,420,408,451,560,540,55,50,83,6,6,0,29.85,33,46
1,16,4,7,29,-2,16,376,2419,495,493,509,691,681,47,42,83,3,18,0,29.79,33,42
1,27,1,6,62,9,24,98,421,720,729,753,818,819,58,49,72,15,9,0,30.37,31,31
1,11,6,3,3,10,19,324,2139,1012,1022,1041,1156,1158,49,41,74,15,9,0,30.21,19,31
12,15,7,7,35,-4,26,98,414,725,721,747,823,811,57,42,57,16,15,0,30.21,42,26
11,27,3,6,56,49,32,129,710,733,782,814,862,903,48,38,68,17,8,0,29.51,24,33
1,23,4,6,22,-9,12,105,451,651,642,654,756,739,55,49,80,5,3,0,30.17,41,36
1,16,4,3,8,-1,18,427,2704,460,459,477,707,698,47,42,83,3,18,0,29.79,33,42
12,12,4,6,0,5,12,163,896,924,929,941,1027,1024,61,57,87,14,3,0,30.26,24,25
1,16,4,7,57,119,9,120,550,577,696,705,697,808,47,42,83,4,10,0,29.82,34,29
1,4,6,6,32,5,35,165,737,894,899,934,999,996,55,46,72,15,10,0,30.38,37,27
12,5,4,6,62,41,25,90,421,1220,1261,1286,1310,1343,57,52,83,0,0,0,30.01,32,26
1,28,2,1,36,56,36,94,337,480,536,572,574,622,56,51,84,9,10,0,30.35,42,16
1,13,1,1,8,18,16,425,2704,480,498,514,725,735,55,43,64,15,13,0,30.2,39,37
11,10,7,1,36,-6,42,92,337,690,684,726,782,768,58,50,75,5,3,0,30.02,34,36
11,27,3,7,38,-3,23,307,2447,1330,1327,1350,317,306,47,40,77,15,7,0,29.52,9,4
1,22,3,3,71,6,47,142,679,444,450,497,586,584,53,50,89,5,7,0,30.27,37,48
12,23,1,6,70,12,16,72,190,1095,1107,1123,1167,1171,50,42,74,13,9,0,29.85,25,37
12,3,2,6,0,-3,27,175,896,360,357,384,475,464,54,49,83,11,5,0,30.11,26,23
12,2,1,3,20,190,38,319,2079,1096,1286,1324,1235,1417,56,52,87,0,0,0,30.11,25,19
1,5,7,7,31,5,11,305,1943,435,440,451,560,557,54,41,62,0,0,0,30.58,34,53
11,4,1,1,10,1,22,360,2457,1140,1141,1163,1320,1313,53,46,77,16,7,0,29.99,22,47
11,14,4,1,67,35,45,99,447,1240,1275,1320,1339,1366,60,50,69,12,5,0,30.14,31,27
12,17,2,7,23,-1,103,391,2565,600,599,702,811,802,54,38,55,0,0,0,30.1,41,24
12,16,1,1,35,-12,15,100,414,595,583,598,695,675,54,39,57,14,3,0,30.33,35,42
12,1,7,7,8,161,30,400,2704,660,821,851,880,1033,58,50,75,10,15,26,29.85,24,29
12,18,3,0,36,-5,19,95,337,400,395,414,495,482,51,48,89,3,12,0,30.0,52,29
1,27,1,4,4,-10,12,246,1504,399,389,401,525,507,54,49,83,2,3,0,30.39,52,31
12,18,3,7,54,0,53,291,1846,1185,1185,1238,1356,1348,53,50,89,12,5,0,30.08,30,23
1,30,4,1,57,5,18,113,550,1110,1115,1133,1223,1220,55,50,83,16,12,0,30.24,31,41
11,14,4,7,36,-1,33,87,337,1365,1364,1397,12,3,59,49,69,9,5,0,30.15,9,8
12,14,6,6,24,23,15,65,158,1075,1098,1113,1140,1155,54,46,75,15,16,23,30.02,22,35
12,1,7,7,57,119,13,107,550,702,821,834,809,920,55,52,89,3,17,0,29.84,22,34
12,5,4,1,48,54,17,299,1911,1170,1224,1241,1349,1395,57,51,81,0,0,0,30.02,21,19
11,26,2,7,36,101,18,87,337,1260,1361,1379,1347,1440,51,43,74,15,23,33,29.55,23,22
1,23,4,6,45,-9,11,50,77,418,409,420,468,451,50,47,89,10,5,0,30.22,27,25
12,15,7,1,35,-8,22,100,414,370,362,384,470,454,50,39,66,15,15,0,30.18,24,23
12,31,2,8,36,3,14,90,337,705,708,722,795,790,55,49,80,1,6,0,30.13,37,26
11,16,6,1,36,91,26,92,337,570,661,687,662,745,55,53,93,6,5,0,30.09,35,36
11,27,3,8,18,-4,21,175,967,610,606,627,725,713,50,38,63,16,10,0,29.54,33,44
1,9,4,6,62,58,20,109,421,555,613,633,664,714,54,45,72,4,18,0,30.04,34,42
11,16,6,8,9,74,21,90,326,575,649,670,665,731,56,53,90,6,3,0,30.1,35,36
12,2,1,3,33,74,128,396,2586,685,759,887,901,967,58,52,81,5,6,0,30.03,41,30
11,22,5,7,50,-17,13,294,2338,1439,1422,1435,413,388,52,45,77,0,0,0,30.13,28,7
12,1,7,0,13,110,36,346,2296,1205,1315,1351,1371,33,55,51,86,3,10,0,29.94,11,13
12,2,1,7,60,74,9,334,2254,434,508,517,588,654,56,52,87,1,8,0,30.05,44,24
1,13,1,3,36,0,22,92,337,1182,1182,1204,1274,1266,52,46,80,9,9,0,30.14,18,40
12,4,3,7,6,2,14,306,1969,490,492,506,676,670,56,50,80,5,8,0,29.83,33,43
1,5,7,7,10,-4,11,375,2457,450,446,457,645,633,55,42,62,6,3,0,30.58,45,22
1,4,6,0,59,8,36,133,651,539,547,583,612,612,55,49,80,0,0,0,30.43,42,27
11,30,6,7,18,106,26,163,967,975,1081,1107,1078,1176,52,44,74,3,17,0,29.84,30,38
11,30,6,7,59,165,29,129,651,835,1000,1029,904,1061,50,43,77,10,18,0,29.86,19,27
1,22,3,0,43,-1,15,387,2585,420,419,434,627,618,53,49,86,5,6,0,30.27,40,16
12,21,6,7,57,-5,12,120,550,577,572,584,697,684,60,43,53,7,3,0,29.96,34,37
11,22,5,7,36,-11,23,102,337,730,719,742,832,813,61,50,67,4,6,0,30.14,42,28
12,1,7,2,37,214,17,86,354,833,1047,1064,919,1125,59,51,75,3,16,0,29.86,26,35
12,3,2,7,18,-5,13,163,967,1350,1345,1358,13,0,56,51,84,3,6,0,29.9,10,7
12,22,7,0,58,0,32,386,2521,960,960,992,1166,1158,51,44,77,15,7,0,29.86,24,38
11,14,4,0,59,-5,42,131,651,665,660,702,736,723,61,52,72,12,10,0,30.08,37,39
1,23,4,7,71,-11,17,141,679,389,378,395,530,511,52,47,83,2,3,0,30.23,52,31
11,30,6,4,3,-6,18,335,2139,537,531,549,692,678,49,43,80,10,16,0,29.97,35,42
1,18,6,7,10,-11,21,375,2457,1115,1104,1125,1310,1291,50,38,63,1,13,0,30.29,11,31
1,8,3,7,28,23,23,299,2398,480,503,526,899,914,54,43,66,15,14,0,30.1,23,27
11,26,2,6,67,-6,19,100,447,580,574,593,680,666,55,34,45,13,8,0,29.92,35,39
12,5,4,6,63,-14,30,73,199,365,351,381,438,416,54,51,90,10,5,0,30.05,27,9
11,9,6,3,71,66,111,142,679,495,561,672,637,695,55,50,83,2,3,0,30.12,35,42
1,20,1,1,71,-4,32,135,679,480,476,508,615,603,52,44,74,2,5,0,30.04,42,15
11,15,5,7,35,-11,45,98,414,1135,1124,1169,1233,1214,56,53,90,15,14,0,30.14,24,41
12,22,7,4,35,169,35,110,414,769,938,973,879,1040,52,44,74,15,15,0,29.83,21,32
12,7,6,6,56,61,22,129,710,733,794,816,862,915,62,55,78,12,26,47,29.87,13,32
12,1,7,0,19,-5,31,246,1464,551,546,577,677,664,56,50,80,3,16,0,29.87,35,40
12,16,1,7,23,0,47,389,2565,1200,1200,1247,1409,1401,44,36,73,9,5,0,30.27,23,20
12,21,6,6,19,1,16,260,1464,1175,1176,1192,1315,1308,55,42,62,3,7,0,29.81,24,41
12,1,7,1,36,45,27,91,337,990,1035,1062,1081,1118,59,51,75,3,16,0,29.86,26,35
12,7,6,6,45,152,56,52,77,880,1032,1088,932,1076,60,54,80,17,9,0,29.9,20,21
12,6,5,6,42,0,12,89,329,1086,1086,1098,1175,1167,59,52,78,10,21,0,29.91,28,35
12,6,5,7,59,-9,19,129,651,1020,1011,1030,1089,1072,62,50,65,10,17,0,29.92,23,25
12,18,3,6,63,-5,22,73,199,365,360,382,438,425,50,47,89,3,16,0,29.98,24,24
12,2,1,0,58,23,29,369,2521,725,748,777,914,929,58,52,81,5,6,0,30.03,27,34
12,25,3,6,57,4,15,110,550,715,719,734,825,821,54,43,66,10,10,0,29.74,38,29
12,12,4,7,23,1,38,378,2565,510,511,549,708,701,60,55,83,4,6,0,30.29,37,41
1,8,3,1,57,4,24,110,550,360,364,388,470,466,50,46,86,16,5,0,30.14,27,24
12,19,4,6,42,-1,28,90,329,650,649,677,740,731,57,52,83,4,5,0,30.19,39,39
11,6,3,1,35,-12,25,100,414,595,583,608,695,675,58,49,72,5,5,0,30.01,36,42
11,27,3,7,30,-6,31,256,1635,449,443,474,585,571,50,40,68,12,7,0,29.56,39,49
12,22,7,6,62,161,8,107,421,1147,1308,1316,1254,1407,50,43,77,0,0,0,29.91,32,21
1,22,3,0,36,154,58,97,337,497,651,709,594,740,56,50,80,4,5,0,30.23,39,35
12,18,3,0,43,-8,32,386,2585,415,407,439,621,605,56,50,80,3,12,0,30.01,42,24
11,26,2,2,25,-4,19,389,2584,1160,1156,1175,1369,1357,54,43,66,15,21,0,29.55,33,28
12,29,7,7,28,-8,18,311,2398,945,937,955,1376,1360,50,47,89,6,17,0,30.01,36,29
12,6,5,0,43,27,32,384,2585,1092,1119,1151,1296,1315,55,53,93,10,10,0,29.94,17,44
11,30,6,7,62,80,26,95,421,1116,1196,1222,1211,1283,54,45,72,10,18,0,29.83,27,44
12,17,2,6,74,891,64,95,372,1214,665,729,1309,752,55,49,80,11,15,0,29.96,35,41
12,29,7,3,72,21,56,127,599,1020,1041,1097,1087,1100,54,49,83,10,8,0,29.96,29,35
11,25,1,7,34,-11,12,303,2367,805,794,806,1228,1209,53,40,61,15,14,0,30.08,22,38
