,TAXI_OUT
15361,30
14725,18
13684,31
11492,25
16579,39
2644,19
6403,20
26271,24
6115,14
873,21
21794,25
11402,19
2168,41
5025,23
2723,25
3990,16
23140,18
25897,39
25127,21
24490,23
14193,9
6635,18
4572,22
26781,17
7990,24
3583,16
18862,18
8428,18
18901,21
6423,13
24973,21
24637,19
6061,15
11834,20
9762,23
28066,19
12272,19
2739,16
11958,23
20550,40
8886,13
13589,25
28276,19
6023,20
10263,33
23202,12
19827,15
1878,24
6395,10
17305,22
9648,20
8060,15
10301,18
4436,31
15380,32
19586,20
27566,18
12585,19
21518,15
11151,27
13729,30
15012,31
22894,15
11649,15
7019,28
8757,11
5101,24
26837,17
7671,22
27215,15
27064,35
15845,15
10434,36
11375,19
18518,29
18268,33
15652,24
13539,25
3524,20
4032,15
24294,23
10855,35
18551,39
4314,34
27528,28
13181,28
11582,14
20971,25
7842,19
2822,21
1431,13
493,25
26846,32
2991,21
3344,23
23485,14
2909,15
25774,23
14805,31
13277,26
22715,14
25403,18
778,18
16219,22
25528,24
9008,13
968,20
18619,22
7006,28
5294,13
16949,25
11745,27
18165,30
15935,27
3573,19
27771,23
26864,12
16891,15
3732,21
4495,22
11097,18
17956,23
2188,20
8190,23
13496,29
13407,15
6486,28
1446,23
27940,13
6869,13
5115,32
16587,26
9899,25
28717,19
21498,28
9579,17
17366,19
13485,26
12951,11
18232,17
9293,19
14583,33
8571,27
8305,27
8772,9
27679,14
9679,20
25300,25
13317,22
27468,23
6400,19
21346,32
6274,17
20679,19
25937,27
26900,18
17531,27
8054,11
20057,20
10685,20
2251,16
26953,13
16161,24
24639,14
6361,23
5226,15
8416,17
24792,15
9268,18
27240,18
12179,16
22333,21
16796,15
13979,14
1208,26
23591,12
24322,25
4375,15
22562,31
15857,15
14612,21
11351,19
16515,16
264,17
17286,15
27019,10
11387,20
16483,15
16661,26
8086,14
9148,18
7088,26
21880,14
19097,22
28459,14
15201,17
16588,23
18689,16
12029,22
16122,37
23443,13
26138,15
19967,32
11560,21
4710,14
2213,16
17647,13
7853,23
19659,12
25500,18
4299,14
14213,24
24021,33
12595,14
12411,16
8766,13
6349,25
25667,13
12522,21
25320,17
16430,19
10387,17
23046,13
25923,19
8686,31
8541,18
10518,12
17470,31
18461,35
13662,36
11673,13
15767,14
8350,35
13329,23
14559,20
13482,17
2431,16
13087,26
11139,15
25393,11
19311,15
5430,17
27926,20
21786,30
12483,24
20311,37
26616,32
7750,19
15240,20
11841,15
16836,12
12167,26
10708,17
20796,26
21029,18
19956,17
24609,11
2758,12
8069,16
17456,22
3143,20
27144,24
19061,19
680,29
5032,11
12949,17
23874,22
22558,24
22665,10
25073,13
17668,22
4463,22
655,15
4227,12
23832,33
9458,17
15054,24
427,16
27741,27
4883,25
23992,41
7895,29
20009,23
27225,23
16505,16
16273,17
26531,17
6796,28
22946,14
20091,18
1578,14
5337,21
14592,11
6190,28
8923,16
9670,23
11867,28
24760,33
19052,22
22792,16
19120,25
6070,13
20606,15
5333,14
5160,15
12079,18
28566,16
8560,17
7805,20
10972,20
24872,20
20188,17
9624,18
22174,15
5296,21
7713,17
20847,18
7279,15
14607,24
17198,26
17649,14
3343,21
16046,26
27151,17
24090,16
25635,12
10043,21
7108,15
25303,17
12696,15
25922,37
15275,26
15898,13
22102,22
17379,33
12978,23
24824,17
732,11
16839,16
2365,26
3023,18
11714,20
2778,16
21241,14
26476,16
18809,19
23704,19
511,14
13755,12
9032,19
18204,13
3804,17
19692,19
18460,30
5458,17
24474,15
27056,18
1652,23
18012,21
1382,14
19546,27
14888,38
23005,16
18136,14
1273,12
23249,14
14833,23
23570,24
2938,15
22802,16
22008,16
23259,23
27546,17
14440,38
8729,22
16197,32
1443,14
1000,19
13327,13
4581,13
4879,26
9427,13
24255,17
15734,21
23884,24
14800,20
18521,35
4719,18
26110,17
5795,21
28390,30
977,13
25950,17
3359,24
1687,28
23564,32
20823,12
28023,23
17071,17
22309,17
1585,16
10889,21
24681,21
6857,23
19393,20
6430,15
16341,26
19276,18
5902,18
9741,29
28038,17
1354,16
3217,34
17185,17
531,28
1475,19
8093,15
18191,18
3043,16
10248,18
9945,33
4172,22
12730,12
20780,34
19483,26
11984,28
14387,14
9878,25
26721,34
3020,22
14320,25
17719,12
3757,29
16482,20
21081,30
10162,31
24253,21
15885,15
27320,36
8717,17
27060,11
22295,26
4815,22
13805,13
1259,24
23070,30
17176,21
12464,16
10347,20
11830,20
20572,33
24481,24
3721,24
12374,26
6317,26
26906,15
28137,13
2228,13
121,15
25227,25
17010,27
5995,13
22639,41
22720,25
19421,17
10213,24
15755,15
8989,20
9754,24
10633,12
22224,16
19403,27
631,20
15603,22
17381,20
23636,14
12694,18
1480,11
1782,24
6018,28
26323,19
6343,17
6641,26
4586,15
7111,18
11395,34
22587,20
26901,21
23753,14
2888,13
27322,28
12680,15
18256,23
14824,21
6288,31
2153,27
4762,17
26265,17
10292,16
19673,18
19085,30
23949,22
6022,15
3016,27
7472,27
24583,26
15208,25
41,36
24231,25
8052,14
2661,20
15790,32
3777,20
7634,22
18918,23
27295,11
6100,10
16162,19
13818,20
9146,26
2937,17
10669,12
9765,28
20048,18
16792,18
665,12
14406,19
4026,15
17225,12
9409,18
15527,18
16448,22
3660,17
2264,23
13867,14
20807,25
17714,21
13410,18
14072,23
27009,16
21343,14
24475,10
17993,16
23903,22
22938,13
21412,35
3072,17
5128,22
13364,32
13441,14
14348,27
11459,23
16090,21
18403,23
5349,14
20090,21
913,17
4760,9
5560,33
15039,20
16671,22
16993,19
18147,27
6506,27
16606,19
16974,15
19694,18
2108,18
26504,27
5518,14
6487,21
14079,16
7482,13
23995,32
10930,32
21809,15
27822,23
4047,22
5694,30
25397,23
21378,15
14105,27
20222,21
12723,12
22385,15
25947,17
21698,27
4569,37
57,26
25956,22
19336,17
15999,21
17442,22
24763,11
23342,13
23454,15
4380,21
9157,12
12698,23
5682,17
28703,20
27133,22
5471,14
5841,15
14993,34
5509,17
11046,25
6308,31
22793,11
7186,29
3548,7
15566,13
934,35
22024,16
8327,23
25196,28
10602,19
26337,19
25652,16
21618,16
7570,36
26792,37
7272,20
19374,35
11591,16
12293,15
28762,34
19181,29
18133,24
21816,13
23503,27
22150,14
3628,14
17026,34
2484,15
24428,15
1859,15
20055,18
17234,19
8317,19
746,14
28525,23
9139,19
22166,16
20486,21
15775,13
537,16
4913,13
22950,16
2246,21
9700,23
25319,37
8806,38
28214,13
7349,14
4679,19
1119,24
20330,29
16758,34
617,21
16979,22
11626,35
16732,15
18717,18
8947,35
27114,10
8996,21
3782,16
7840,25
15459,20
4995,13
14801,17
23627,21
4464,18
18675,12
15958,12
3767,31
13756,11
24411,40
10813,15
19946,22
4148,21
7170,34
26631,19
21409,36
26076,16
25911,28
11845,30
2169,9
17791,20
22997,24
20964,20
23429,19
16846,19
10036,31
4267,11
13043,26
19510,30
12511,28
11324,24
5158,12
3638,12
6261,13
27843,19
15078,22
3975,20
1866,41
7661,28
25892,19
9531,16
28349,12
5213,25
2973,11
22058,35
20720,38
7351,34
23233,20
9835,32
3349,26
28444,29
23856,15
25493,21
14004,15
1930,15
17227,14
15718,17
15717,18
12755,20
428,29
27332,37
20466,41
24455,29
11539,24
2267,29
18944,23
9667,16
8987,22
13513,14
19961,25
17102,36
10168,27
18239,14
21442,32
13654,12
27315,23
23910,27
21632,20
21817,18
18108,34
21920,17
10302,13
19807,13
3907,22
23484,14
2473,13
15628,19
10459,16
25820,22
20237,14
5542,13
6284,13
17707,32
9016,16
15576,20
3013,18
5566,24
2422,14
13211,13
26293,21
10339,33
16577,15
10472,24
759,13
8988,27
12044,22
26209,18
204,19
994,15
26654,17
20014,15
20145,16
20503,18
3630,26
24777,24
11431,11
24391,14
21865,25
3508,15
7890,30
2235,19
13203,14
25905,21
11887,23
17455,23
3803,29
28190,32
1231,25
14892,40
17812,24
15337,33
19048,17
2788,13
14124,24
19730,27
6303,13
17866,11
17902,19
10640,20
4702,16
20852,17
22727,16
14639,23
4972,11
23154,25
454,13
26991,17
2121,20
10060,24
4968,29
7368,17
12991,31
17093,13
25061,27
9193,11
6621,24
5706,31
20247,35
24947,16
2998,14
18127,31
28243,13
22620,35
2077,20
9086,16
185,12
3103,21
21057,16
660,15
17007,27
16153,21
23209,18
11014,16
2647,15
6772,15
24352,13
3589,14
19964,40
14261,18
26558,29
19832,15
8118,25
17297,24
26845,11
18124,15
19716,28
14796,22
3398,13
6571,19
14123,24
3637,14
18792,19
28713,15
19457,15
3382,16
19427,21
9484,21
2208,16
10090,20
2094,18
14578,32
15204,16
22787,22
3574,12
4720,17
15436,14
12859,21
18888,15
15250,28
13356,19
24744,16
13518,22
2258,30
10646,16
12960,9
17837,24
18634,36
20392,26
1789,17
14669,24
4685,16
23117,13
3893,13
15501,14
106,17
14116,26
9051,13
4612,29
12061,22
19046,13
11690,14
10283,39
4659,18
25675,19
8672,20
23814,24
21564,21
12091,15
8438,18
11409,12
19811,25
10466,20
5522,28
15547,18
10599,22
3641,29
4086,22
16299,20
12703,23
11365,19
6399,24
10601,18
24175,11
7424,18
10233,24
12939,17
26243,15
20502,14
14015,18
3980,29
10564,14
16239,16
4933,14
1829,14
14945,26
20552,41
18099,13
27911,11
3311,12
1320,21
26635,19
13833,25
18818,15
27075,23
1915,21
19117,22
8813,25
15150,37
20487,27
1853,13
2326,33
5268,15
19186,18
20959,15
22884,18
28132,15
21157,17
8411,16
1499,17
13996,34
8862,41
4781,19
8965,16
13004,23
20161,35
5314,24
12916,32
268,18
4370,16
12892,22
14117,26
2818,25
7769,13
4238,20
24863,33
22230,15
15910,14
24076,14
6898,13
13274,19
19404,22
17739,23
25253,12
21269,22
24548,17
27261,19
5886,20
15219,13
12245,12
6436,11
10866,28
14869,33
438,15
20296,16
23038,20
9220,17
17342,14
15695,24
18285,16
12104,19
19557,28
23951,33
21892,15
21765,17
4050,11
11388,22
687,27
28,20
11359,16
7773,16
13878,30
26629,23
16455,19
3866,21
18094,24
5777,22
10240,25
24782,21
9951,31
4271,14
28401,18
68,18
11743,20
813,20
5966,23
18143,16
13914,39
12428,18
16127,39
20965,18
6272,18
11859,17
1204,34
18739,18
9461,16
27517,14
23722,17
1196,36
14745,17
2076,12
9938,41
12343,13
2485,22
6221,8
4789,20
12215,16
5211,15
16766,26
3011,16
24597,25
6941,11
26508,19
5473,38
9827,34
25661,23
28412,24
7047,12
1632,18
7871,21
16929,17
14045,24
23938,17
11610,11
15123,14
3592,17
27567,20
4486,12
17986,14
25199,25
23973,30
7203,23
5396,15
11189,18
21802,17
20164,32
18776,20
1531,13
17215,29
23628,27
368,14
17598,22
18377,34
16519,18
21132,32
21831,23
25487,22
26172,14
20936,21
28548,26
27079,26
17922,33
8626,13
7598,13
12775,19
28467,19
6183,17
15264,25
26693,16
21710,26
23062,29
16689,13
25624,15
3346,22
23192,29
15782,24
9117,25
2832,23
26081,22
8507,20
721,24
26525,13
15420,15
21784,25
22785,34
11852,29
16508,20
5001,15
7684,17
25037,22
1298,30
13800,12
13351,18
27390,30
2651,13
1900,16
23396,24
14073,34
9651,16
6390,14
25512,34
15335,25
18667,18
18056,17
2884,37
4184,14
7695,16
24578,22
28255,35
12068,27
3771,21
15897,19
13506,12
28688,19
9025,15
25843,15
7545,14
10462,19
9446,11
20172,27
25255,21
8144,26
11986,36
17127,31
659,15
1717,24
20245,31
3008,17
12756,23
15119,26
13920,29
14244,26
22226,19
18319,23
25178,19
26347,25
12940,25
15456,20
20040,16
20761,36
11428,18
14616,15
27337,27
5447,26
22085,19
4154,16
18309,18
8044,17
16094,23
16472,19
28105,14
8399,27
3266,10
1301,18
6331,18
22542,20
2426,20
26019,33
2908,18
19761,25
14651,29
6608,13
16553,35
5594,21
24363,13
3751,32
4279,22
15388,27
20913,15
26201,30
5118,24
9519,34
27875,12
11688,16
26794,11
9625,12
3168,31
25279,10
11181,17
27823,18
8168,14
5179,11
3003,19
14819,10
24920,15
23341,31
5281,24
2741,24
14788,12
7453,12
16267,18
11030,18
6693,34
9855,13
24830,14
11533,15
19511,38
7639,24
11596,17
26744,29
4711,28
12919,27
18455,22
1364,15
3993,16
16038,29
26349,21
15007,33
14775,32
20421,17
14291,16
5483,13
17287,11
12081,25
7749,18
2810,26
28210,20
23284,15
19491,19
12634,13
4896,27
26412,25
9290,15
24414,15
4453,41
15567,33
26104,18
12291,17
18192,18
17965,28
27923,11
9201,19
10904,25
14361,34
24002,28
16069,20
16574,28
10973,15
17140,21
18494,34
3061,18
13191,26
27759,21
27110,21
26368,20
10251,16
15805,15
13034,27
19422,24
28270,22
14596,36
4777,10
20207,27
11523,24
2048,28
16571,12
17945,26
14098,26
21625,28
6609,14
25649,19
9801,23
25691,16
8736,13
17143,21
1366,15
13010,27
5958,20
3523,10
20528,26
14376,37
9459,28
24867,12
6027,14
13442,14
26385,14
28641,27
23965,22
24410,25
16376,14
12309,16
26726,25
23041,16
12548,32
1394,13
14053,12
18440,20
990,25
27643,16
19994,23
24300,13
5637,24
22892,13
4022,17
3742,18
8983,14
8633,15
5335,19
23850,13
18834,20
28588,18
17568,11
27411,14
17070,14
27326,38
21651,25
25014,24
905,17
1734,22
21685,18
18937,14
3621,21
21271,14
5204,21
13019,37
26520,22
27780,22
17935,26
26973,25
26669,20
3596,26
13453,22
2415,11
20224,26
11490,26
11723,18
4975,16
4246,16
13858,16
1068,21
2462,13
27583,14
17441,24
12843,36
6200,21
19096,16
517,25
5317,14
23809,15
14456,14
10600,18
8099,12
4440,20
15154,14
16474,15
8108,20
6142,28
12473,40
2897,27
22688,12
9493,13
4206,23
19660,12
24210,24
24745,24
13587,16
18258,35
11762,18
17475,29
16286,14
26185,25
10496,14
21236,18
17518,25
6507,19
4866,22
8302,22
14435,41
7182,31
19252,10
10899,23
9887,28
27548,12
13541,27
5008,15
18671,16
22162,16
15554,31
19746,31
15028,25
16967,23
24998,20
14735,21
3456,16
12084,20
21064,24
11180,16
24501,11
17949,31
2684,25
14369,36
22904,32
28648,21
19012,26
3852,24
6728,23
18404,21
2303,20
13730,19
20804,19
1441,32
5435,13
16946,27
7067,10
11230,14
719,13
17240,12
22748,20
3855,34
22496,26
7409,13
13613,26
9257,32
2864,15
5809,14
5588,18
3692,16
11913,18
11621,26
16198,28
212,17
3205,11
12286,27
25949,17
2252,40
1625,26
21485,16
19880,15
21181,25
496,15
3562,19
24908,15
98,20
21440,27
21454,24
12250,30
12054,28
3787,13
26561,27
22788,22
11269,35
3417,16
15986,18
2531,26
10962,30
4545,12
20181,19
585,16
25628,25
19982,24
8360,28
25322,15
27674,15
20882,29
21068,27
7370,23
5336,20
11054,25
14074,16
5697,21
21014,14
27989,18
27874,14
134,13
7440,13
24269,33
14486,34
16192,36
11886,31
8256,14
8725,23
3728,15
27478,12
12155,27
28417,22
24031,29
8684,30
28625,18
12985,16
7578,32
11429,31
8824,18
28677,19
24570,23
11716,12
8846,17
23285,14
27561,14
13072,28
15379,36
11368,20
1269,25
11134,19
7532,24
24250,33
14436,33
27878,11
1433,26
10545,18
1739,16
10870,15
20171,26
4433,22
4728,17
17179,15
26384,19
23304,20
13763,15
6049,13
13870,20
17627,13
22985,13
16297,23
19440,20
1473,15
14270,13
18211,30
8212,19
17743,19
13552,24
8934,21
452,17
2522,21
26270,30
8936,13
14305,26
11349,16
3418,15
26334,19
18484,37
12470,20
18912,17
22440,22
22071,32
12651,10
20694,18
5776,16
28233,29
2387,28
25018,15
18920,15
19454,20
7707,21
28478,19
25929,18
15261,17
10330,23
4257,19
23497,25
19021,25
1304,33
11200,20
25336,20
305,18
25407,18
26626,34
6160,26
53,21
21201,22
28406,30
14492,20
6257,23
3654,22
18522,33
1497,11
8090,14
1627,19
20011,17
1440,25
8222,22
14615,22
17310,14
5845,26
27799,17
10342,11
10736,21
23657,17
11101,13
25671,23
3053,12
12831,27
25833,12
27686,18
20364,28
21247,16
20871,25
22621,30
12149,30
11455,16
6059,13
18303,20
27627,24
25431,28
1863,13
10739,19
20444,17
9329,11
22847,26
12342,35
3740,12
2867,15
2645,21
1718,20
5403,17
26834,15
13908,28
22494,23
26827,12
7542,32
23290,14
7127,13
24023,34
14721,22
16700,13
9703,12
21780,31
17406,13
43,21
14434,27
14409,34
7691,12
9346,26
4600,18
28472,21
15863,13
460,17
6560,21
15276,23
11352,18
27473,19
5227,17
21077,31
22444,21
21819,19
26613,21
16364,16
23492,25
7643,17
9282,13
21353,29
18556,21
22971,32
5099,28
22988,17
21377,18
14087,25
8940,13
13989,26
25690,17
23148,20
19007,24
11042,28
22184,15
21729,27
4418,15
23238,23
15933,24
14927,17
16984,14
6316,24
9898,25
5666,35
27381,22
15403,21
16862,17
24903,16
18166,17
1964,38
17586,19
21281,9
21772,21
21371,28
13425,22
19011,17
3851,38
8492,21
20035,15
17751,17
3516,17
21112,17
27701,17
19275,21
9865,23
2833,25
20324,18
15643,31
23099,15
2887,16
28302,16
12869,9
11572,13
12311,16
3887,12
20397,21
6825,21
17496,16
9720,14
24809,24
9003,12
19669,22
8703,13
18790,19
28573,18
5028,18
3050,17
24420,16
298,12
18791,13
16721,19
22270,17
10100,23
9274,14
15072,23
11615,18
27696,16
26437,25
13670,31
12675,24
3584,14
3722,20
553,22
22294,24
5964,16
13421,22
26240,14
6518,21
13404,26
21335,30
13573,20
3104,16
5084,31
20536,23
6586,13
15927,17
20327,23
1336,14
24826,21
26131,24
11617,30
24573,17
8066,19
19019,20
18051,28
17979,13
17609,13
19531,35
6203,19
18700,16
12238,17
19972,29
27504,20
21054,28
5215,25
17293,19
24423,22
18478,38
26326,19
15279,26
13429,14
9956,29
5676,24
9808,23
25175,22
8533,28
2892,23
27766,18
16002,21
336,16
23373,16
17973,15
4795,13
11444,13
17014,37
27029,27
4623,20
25094,14
16289,17
24083,28
19162,22
754,14
24921,12
12722,34
12032,30
11708,25
16042,25
8827,18
20073,13
7881,36
6030,17
25954,16
1691,29
18088,35
17263,25
11828,21
6417,14
27644,16
3675,18
13721,12
14525,18
8121,21
25901,33
22996,28
23346,17
14795,17
17523,18
26902,11
17792,26
21705,20
17325,18
14955,23
18476,33
14978,13
11064,16
8816,17
27217,10
22909,23
16018,18
10511,29
494,27
16890,18
22965,12
17138,36
28818,13
19413,14
10013,15
25499,19
28504,34
19269,19
12665,32
794,22
21907,12
3998,14
23691,14
18745,20
23058,16
24918,12
21252,10
1811,15
22314,14
9171,12
1707,17
5684,24
5000,9
17095,24
13986,34
23783,28
6895,36
21328,20
13873,28
18528,24
8448,21
26371,34
97,19
5623,19
7046,27
9055,10
26372,30
14966,27
12889,21
13900,35
17178,14
18935,15
19087,13
12212,12
3909,15
10436,41
9658,14
21394,23
13017,21
7269,25
7077,14
25831,13
10618,28
6673,17
22912,20
26731,17
20204,20
12367,18
16673,27
7454,20
12757,25
11733,18
9981,14
12259,33
25653,18
28104,10
22323,26
14718,18
17415,16
27394,15
8079,18
164,16
3201,17
17265,16
9246,20
14088,14
27426,24
21248,20
1137,20
20163,39
4366,10
26183,18
4119,19
9419,12
28012,27
22255,11
23847,14
20083,19
21375,17
7187,32
27201,22
19852,28
6451,16
27298,19
28622,19
15132,32
16227,29
25234,15
1116,23
22489,27
19581,12
4617,13
27900,14
13271,21
2282,32
16996,22
6301,13
28498,32
18907,15
18910,34
26100,25
13372,19
17004,20
20143,31
26274,15
2701,20
3203,12
12320,20
22259,15
7406,14
20684,24
22681,15
23982,29
17323,24
19253,29
20467,24
15899,14
28655,24
16349,26
23364,16
10549,32
12313,19
13171,20
2161,16
15088,18
6033,32
15529,24
2612,13
17779,15
24296,15
12523,17
20174,22
7228,21
8511,21
20085,20
10449,14
28326,22
26049,25
14840,27
9714,24
24757,30
21497,18
27314,27
24251,36
23098,16
20603,9
25844,14
15177,21
2512,31
18759,18
28758,27
5521,21
7837,25
14895,18
20493,28
7275,20
28595,26
323,29
14008,14
11628,18
27861,13
8287,24
22248,14
19,14
10849,23
26800,16
22061,16
17734,34
10810,13
17754,16
14468,19
19938,23
7568,37
17038,31
6965,15
3296,15
21139,23
20193,16
13875,23
3314,13
20672,14
11393,21
16904,23
16236,34
18421,21
5914,29
12463,14
12112,16
2200,23
975,15
8808,26
8566,22
21622,18
19389,18
28676,23
6688,27
14260,21
8465,18
10827,19
16557,17
16745,27
696,17
16848,21
14052,27
3970,31
11274,25
8295,17
17697,17
4798,32
5487,27
628,25
14723,20
11627,18
12840,13
17602,10
10393,24
18840,14
18457,31
22530,18
4503,19
10975,13
11298,18
21509,27
1484,15
20881,12
7379,23
14179,22
9557,25
4392,18
15825,11
25595,18
10382,16
5035,19
6594,19
22338,23
21686,22
10316,31
14872,35
9494,15
4465,22
3115,15
24750,22
671,16
23846,12
16040,26
22175,16
23859,16
11400,14
22734,17
23774,13
12261,18
19705,21
19877,21
26625,35
2255,31
10671,22
11040,19
20411,28
10517,17
7365,14
19630,21
20920,18
26723,34
1715,19
28332,16
3376,12
21744,18
20299,23
24766,16
15310,31
13692,19
1369,22
10206,21
11632,17
8152,14
16188,34
7031,13
11682,23
3004,8
3294,13
4200,19
25685,18
24620,29
16023,19
2273,15
22151,17
11244,21
24595,34
8482,19
20025,26
2234,17
9814,17
1549,18
22032,12
5210,15
21023,19
17846,25
28656,18
23225,14
21968,13
9332,19
19769,23
4562,18
17114,23
8879,30
8991,14
25081,23
20295,23
25005,16
4699,16
18273,22
8166,14
10645,17
19912,13
26655,14
13045,26
23802,24
22694,22
27909,16
9262,13
16675,21
8467,12
17073,16
11755,15
16181,18
8106,23
18014,23
24370,21
25080,13
21957,17
19502,33
26451,28
19260,18
24602,15
15020,33
13344,13
8440,23
27260,11
18394,20
3686,23
26779,23
25525,25
2857,15
26930,17
16228,25
7450,15
10748,21
17480,28
15841,20
9656,36
23956,15
23687,38
19654,21
15908,12
19471,17
21913,17
22127,33
15733,21
4675,19
26391,25
14192,25
3544,21
12232,26
9452,23
20268,29
12427,20
3256,20
1790,14
19035,20
15710,18
25360,12
17623,21
15690,14
25284,37
2333,14
3966,15
7725,23
17757,15
13895,25
7404,16
11191,15
12938,20
11926,13
8543,24
12195,17
7519,21
2385,33
13235,28
22814,11
18488,27
3494,21
1122,21
1645,16
20712,22
7723,24
2971,26
27796,32
9823,36
13707,32
5816,15
26974,27
16539,28
19461,15
15589,18
2564,17
28508,20
18226,22
16877,24
24591,26
28546,22
4300,24
8015,17
17839,22
13363,13
22556,24
9665,15
27474,16
13193,24
23357,20
26077,14
11007,20
15976,14
4734,38
1233,15
19248,19
26826,18
20907,18
3240,31
25739,24
12762,18
17188,31
19545,24
14702,16
2549,13
11977,20
20142,29
15515,13
22700,12
432,28
23332,14
24970,15
10392,21
21134,22
3897,20
19599,26
6234,17
18485,28
18030,19
19008,20
149,14
2613,10
17538,22
758,14
12885,34
26670,23
17809,35
71,19
13698,29
9889,32
1283,19
12725,25
4517,20
27176,29
24053,16
13794,29
18081,17
21532,16
20736,33
5378,25
19148,21
28071,16
16240,17
4686,12
13168,17
7183,30
1075,11
15807,31
18313,12
24241,25
25495,13
20385,13
28034,12
11822,18
2430,19
1129,13
28024,10
666,28
18690,18
23758,22
4235,19
25064,22
8000,12
12376,14
10230,20
1257,26
12580,23
25968,14
22672,20
24214,17
24715,18
16573,14
23270,23
12975,24
19698,20
13941,10
23643,13
26460,25
25510,21
19066,14
25054,18
17330,17
22449,21
16070,12
21500,27
4341,13
23030,17
16535,36
26686,17
1175,32
25338,11
13787,21
18911,30
21209,27
17981,23
5464,13
926,10
8696,10
19608,10
24788,19
17206,27
10847,16
3449,28
13531,13
19575,13
7806,27
28516,19
12097,14
993,14
9415,14
28664,22
18508,33
26600,26
5600,14
21196,37
13,17
23313,13
1030,20
26214,19
9281,15
3807,16
9747,22
4451,13
6050,11
23382,15
16523,17
8013,15
425,21
16084,20
3546,21
11110,18
24688,24
22464,33
20008,23
21488,20
16818,20
19971,28
21115,22
25265,13
19839,16
5603,19
9509,35
20786,34
27338,35
28466,23
14109,11
20263,35
9957,28
12148,41
9225,17
23539,27
17032,38
22161,20
12275,26
14731,28
3964,19
7776,24
24346,15
8019,14
23547,24
25784,29
28562,12
14176,22
11703,21
19397,28
25720,20
5529,17
17564,17
16873,18
17255,15
8946,17
9004,15
19942,32
8581,29
17200,23
7149,27
25448,16
25557,27
19218,16
20261,36
4066,31
479,10
14552,23
3151,13
5175,28
168,28
28290,27
19777,29
5842,16
22775,20
13282,21
14017,33
10103,13
13508,23
260,18
21011,24
20294,16
9746,21
20458,29
850,28
9075,16
2530,22
20494,25
2508,14
23480,27
6649,24
19742,30
13391,21
18734,21
11783,31
24151,11
20545,39
17996,15
27494,26
26985,17
1014,29
28519,20
8370,22
20246,40
15989,19
24124,24
26225,19
11302,20
19062,20
16954,23
9859,20
4768,22
10218,17
21577,16
25153,17
17550,14
22644,27
23374,18
27475,15
2717,27
7495,21
18571,29
21984,23
1958,34
18638,39
19774,34
8938,13
25429,33
19053,17
16092,28
8939,16
1406,17
27219,19
8264,13
18198,13
10412,15
12453,12
12728,17
1091,21
27585,24
18928,19
1260,14
18654,21
15413,15
5533,25
27600,17
18842,17
24986,25
224,28
9217,21
16663,31
11514,16
5847,23
27611,14
539,34
23718,13
16664,34
1979,18
16016,27
12733,22
15253,25
6048,22
13551,26
21737,23
19331,20
7452,21
16362,17
14294,19
26524,14
6060,12
20413,16
22879,12
19114,27
22084,11
10053,26
8855,18
12790,20
6616,15
21851,19
16044,23
14215,17
20036,18
26555,26
13679,18
14886,35
7662,20
26528,15
23410,18
10729,33
14226,18
25810,13
28500,38
9517,41
7385,28
2925,26
923,17
8867,40
7775,13
16887,17
1280,26
27776,22
14127,18
22029,12
1927,20
18140,24
28778,20
13635,24
3312,15
11796,26
24776,26
4218,18
24484,14
13249,20
14855,24
10818,12
13375,19
15044,20
14050,14
4234,16
5365,22
12713,21
2567,16
9860,14
25549,33
5527,21
13892,21
15972,23
12497,11
11787,24
20315,30
11390,23
24057,24
16334,29
600,26
22674,34
9232,15
16373,11
5049,16
3844,21
18900,37
19871,22
1896,14
20530,34
13727,15
18033,40
5192,25
146,11
24547,11
16640,15
8786,11
15991,22
20943,15
19589,18
23579,41
21070,13
4100,14
3759,17
24483,23
26536,26
2321,27
3685,25
25070,31
17048,24
16920,18
6606,19
5442,16
1046,31
15674,24
14296,19
6036,32
14540,23
2287,38
9015,17
3616,29
7164,18
24966,18
28244,18
7467,12
9514,29
28344,16
724,15
7722,24
13182,16
14301,15
12676,13
2047,24
13340,25
28081,26
7712,19
17618,25
11980,15
25696,14
981,27
21922,17
28420,18
9444,28
17880,20
1957,16
10883,23
24599,16
21832,17
2801,20
24813,28
21600,17
24939,20
9931,35
5581,20
8347,26
17294,15
21713,18
4212,13
6468,14
10937,28
16876,14
1919,30
8619,37
3223,28
5071,27
14093,18
28352,19
27226,22
322,26
13985,19
20628,13
19424,25
18442,20
6411,15
2363,26
17272,19
5003,9
22349,15
10056,19
17896,18
26795,16
7949,18
5209,20
5501,15
16277,11
14679,21
3397,24
18915,17
14921,15
555,20
17694,25
9026,29
18622,33
24116,28
26753,14
18486,24
3133,23
26144,19
23578,28
17877,24
24228,20
10082,20
2950,13
9482,28
26200,20
18651,19
22155,13
11837,13
8652,21
8431,15
4169,22
26899,21
5789,12
9985,18
5500,20
2658,19
26606,32
5728,17
5854,20
24948,13
8146,17
7277,18
14086,19
8040,23
2375,12
24957,23
5376,26
23969,32
5318,16
2468,20
17205,30
7983,23
3433,16
24492,17
4682,15
21456,17
1703,13
3617,27
15615,19
18851,12
18182,19
21127,19
16402,25
20379,25
6009,15
10946,41
18105,22
16078,24
17946,30
14448,28
2112,20
86,22
26303,20
12922,30
371,17
11211,14
16218,34
14189,22
28113,22
23940,28
15375,28
