,TAXI_OUT
28283,24
2551,10
16754,27
8176,14
10912,30
20558,13
28120,18
17890,16
13682,13
18699,25
22732,19
12626,12
22003,20
27005,8
8889,19
14803,18
18681,19
18244,17
12114,15
27277,23
20504,20
25708,20
27361,22
6133,22
21010,13
3530,14
16150,21
20904,16
16207,11
15195,19
11894,24
8678,31
4739,17
3159,14
20874,23
6780,29
28374,19
7879,30
26835,29
8819,24
11372,23
4938,16
20353,30
19837,12
12660,16
18449,27
10795,24
19215,27
12071,19
9238,16
3441,10
28389,21
14565,14
28647,21
3373,13
26603,25
4605,21
12433,18
6253,13
12031,23
6962,14
3735,13
13374,30
20905,19
11902,24
27076,14
7345,18
17194,32
11563,17
28400,34
5851,22
18114,25
3400,24
19641,16
8784,28
11656,10
10820,9
12613,20
8925,18
9092,17
8406,29
18054,20
2935,11
12154,38
10346,20
18711,12
11391,20
13028,17
21427,32
14922,18
6636,20
4304,18
8134,22
9914,19
18075,20
4909,16
13379,24
11764,25
5151,10
14210,20
6987,26
10832,23
13199,13
23132,18
28368,11
20227,20
12138,27
10709,17
8340,21
14170,14
21630,26
11751,32
2347,20
13693,22
6842,18
22257,14
10196,35
23147,33
6429,17
14283,21
21875,34
27836,19
3725,17
17016,18
14114,27
8071,29
5723,12
22094,38
20398,38
12189,33
4286,29
11309,26
22817,17
13140,24
26066,25
26869,20
7133,16
10024,20
27466,17
2460,30
19245,12
22350,15
2009,21
20477,21
20757,40
14169,18
18022,22
28543,15
3942,19
4632,21
23109,20
5758,13
13106,16
19613,13
14232,24
6196,24
9487,28
8920,15
463,12
18713,21
17872,28
21280,15
12657,13
2599,12
11620,16
25083,22
12550,22
6724,20
9153,16
14443,17
6850,29
3915,26
5287,37
2342,14
24172,16
20028,26
7991,20
17569,9
14218,39
12110,28
1435,14
9491,18
27895,14
10727,12
20957,19
18306,13
15565,12
24772,26
18032,32
10894,30
5558,23
570,15
1944,19
6971,32
8880,25
28635,19
17135,23
6427,15
26446,21
26498,18
25742,24
9350,12
11684,21
24615,26
24438,27
14048,18
11636,18
19675,25
10723,16
7665,28
3156,12
23551,23
1218,17
3983,23
10177,25
20671,17
6187,14
22352,17
19338,22
6341,11
11320,21
19330,16
19466,16
8383,21
1545,17
11651,27
28687,12
25688,15
12839,16
25302,20
28658,28
755,16
25451,16
16250,13
2428,12
13944,19
4087,16
1646,15
23122,17
18626,27
5729,18
2996,12
26572,25
20903,20
21680,14
9520,35
27685,18
13741,12
26317,13
21499,24
26919,16
28449,23
14542,26
8191,12
16543,29
13994,35
649,11
28666,22
874,18
19501,30
11333,18
8979,19
1848,20
15471,37
7916,17
6194,13
17237,28
426,25
24109,27
14625,15
12792,28
8126,16
28645,23
26742,19
6111,14
27197,15
19257,22
25819,16
4272,14
16256,19
21856,20
28253,33
24871,18
10515,17
20132,23
7676,17
18688,16
13361,34
23762,11
2691,28
2352,24
7540,27
21085,38
6836,22
27985,23
5174,13
22390,16
25520,26
1536,21
15941,21
21003,19
23035,14
28603,17
27476,15
21446,32
26232,22
13155,31
11313,15
2207,29
13470,34
16743,24
10681,26
14628,21
3054,14
24690,19
26547,20
17335,17
12021,22
1001,18
12191,11
10215,16
5445,15
18871,22
23483,17
11154,24
26964,16
22282,16
13533,18
17046,25
5624,15
14964,23
4439,30
22436,15
20902,15
28540,26
17917,12
7196,20
10267,34
11606,22
13887,28
5348,20
27145,26
18557,17
17938,25
21304,18
17407,14
13194,29
13202,13
20944,20
23018,29
6595,21
24246,21
2156,22
16271,10
3253,15
14310,15
28136,16
1047,30
13153,21
3570,14
5744,18
15043,22
23487,20
14297,14
8898,13
6420,12
7620,17
26511,18
12049,16
10227,20
26959,18
27865,12
28095,14
22322,24
4723,21
805,15
4547,19
11602,14
22073,12
9977,37
22042,17
1945,21
1582,13
2227,16
5275,14
7158,22
3164,19
19584,12
18333,24
18657,22
17825,21
12729,23
12608,19
422,17
15638,20
23727,25
24580,34
613,15
9426,16
15642,26
12424,15
8547,15
16456,22
11832,21
15949,35
2166,37
1188,19
25838,13
10235,35
10222,16
6803,17
299,18
9356,18
25007,20
21151,24
24849,24
4806,21
12508,15
12868,17
25447,17
23388,22
18588,25
18267,37
17119,27
7693,20
24714,13
5793,24
7928,13
5601,14
16921,20
8847,23
21234,22
18179,16
13609,18
16763,31
1403,24
20819,16
13839,26
25943,15
15545,17
28583,23
21076,29
23801,31
12749,29
21469,18
23258,16
21055,21
18773,17
8948,18
4039,17
24804,22
10592,19
14202,14
2013,34
23305,17
1988,19
13369,26
22258,10
5675,22
11924,19
15032,16
28451,19
10705,15
6095,19
13306,15
24326,14
9408,14
20117,16
11499,25
16550,18
22873,11
28215,15
17730,27
2073,14
11661,15
26921,19
3857,15
19778,26
22383,19
19881,19
5528,20
15323,13
1494,12
6746,10
25890,32
7083,18
8763,24
23226,17
7802,28
19826,15
18825,16
13201,24
22132,27
27205,15
10119,38
8850,19
25823,19
4775,22
15658,17
583,14
17891,8
26891,15
15503,16
14358,29
24140,21
22292,23
6426,14
28084,15
21603,14
22928,30
15084,22
4176,29
2980,21
25120,14
21722,29
16463,16
16991,20
25412,19
5781,13
10503,16
16888,23
15732,15
10950,40
1334,15
11903,18
11719,14
3549,17
6286,25
27769,19
23855,12
13075,29
11904,17
3309,10
16346,20
20106,15
1806,16
60,25
7267,29
13206,16
8136,19
3999,22
25313,15
25305,16
20334,32
25967,12
17761,11
1544,35
7919,16
6754,17
22984,16
27630,21
8995,21
6852,21
22403,11
9120,25
15079,21
12408,16
26946,23
7673,22
12178,11
24612,9
26552,20
21073,34
4932,14
25026,27
15518,14
27693,18
7432,17
26286,33
24658,15
8306,19
5879,15
5651,25
24559,24
24864,14
26571,28
2179,18
19825,10
25111,28
21829,21
19577,16
15777,12
17501,12
23276,17
24931,20
14672,25
6943,16
22566,29
16830,13
1321,27
13544,26
4261,18
3000,22
25389,11
14901,37
6717,19
3889,39
1518,12
20602,18
3319,16
26491,20
14257,18
24698,15
17212,18
4684,37
5863,35
6550,33
6352,18
28173,18
9697,31
12624,13
24145,18
11580,14
11812,20
24930,16
15704,13
11093,12
355,18
9168,17
4130,34
16833,14
23163,27
28289,29
25569,28
27403,14
10533,17
28364,16
3597,18
12946,13
18418,22
23976,25
1179,31
13154,23
7109,25
6458,20
20562,28
2105,17
28160,27
886,23
27837,22
7198,26
4681,16
1556,15
13565,24
4994,11
19183,35
19681,18
23660,16
1597,13
7116,21
20696,20
1641,26
15449,21
4543,24
3905,28
3572,16
25177,23
6505,18
12248,21
5655,12
11918,20
18520,36
19597,29
17858,21
6488,21
26039,15
899,22
20935,13
23714,13
25034,21
28527,35
19569,11
28102,15
15133,27
2688,25
4496,16
14659,24
16707,24
4797,10
10531,19
16912,17
16381,24
20471,32
3696,40
8407,15
22537,22
23059,14
26982,19
4093,21
1504,23
22969,23
16195,33
20447,40
2734,32
13799,18
20234,19
1039,24
18623,27
145,18
776,13
19772,24
13836,27
14741,41
20144,35
131,12
5826,39
17269,23
2520,19
4402,21
3920,30
16911,20
22208,20
14700,18
17848,26
2609,17
1232,18
27107,12
10015,21
21996,30
12213,19
2903,32
12334,13
25048,17
12999,31
1183,31
15277,28
11300,21
13219,18
3059,19
17828,23
12284,25
10924,27
8082,16
11873,37
7417,19
19137,27
19876,27
8638,17
22122,29
27340,38
9405,18
24614,20
14890,36
15656,11
15384,29
11105,13
8699,11
2533,14
19228,16
23837,21
12974,20
4092,25
27481,14
27593,23
6875,16
19470,18
26396,18
5661,34
25907,34
603,28
18896,13
6110,15
7781,21
14165,21
21701,18
1339,15
12247,18
27899,12
23518,11
1254,14
28140,17
11618,21
14038,35
804,13
24092,20
10947,28
28589,21
7956,15
21101,35
18428,15
6425,17
23379,14
11857,30
5718,22
15975,31
16079,15
9779,17
6147,20
19207,37
2762,15
409,14
18876,30
8546,22
24781,12
562,20
20811,28
5512,19
21092,26
6281,16
18579,32
13268,19
27495,25
2936,13
20541,35
1438,27
12494,20
23926,33
25940,14
18953,14
25524,29
3435,18
16542,29
12422,18
25197,11
4349,15
12056,23
22263,10
4255,24
27595,7
26564,36
10574,21
6593,21
26059,16
23111,11
63,22
4243,17
9516,33
28579,17
13044,35
7718,25
25458,23
13983,36
27995,21
17787,22
22353,12
15385,30
21620,12
15896,12
2224,38
19875,22
4288,13
27589,25
16123,28
23946,24
14798,20
13733,18
8210,16
21584,19
12290,14
16247,14
286,20
26503,15
23752,19
10345,13
1198,27
272,12
1669,17
21479,19
2379,15
6204,17
15105,16
12193,17
3202,12
704,19
24161,17
5537,22
4471,18
14319,38
16740,30
12161,39
20809,31
6256,21
22554,26
6287,15
26018,20
1849,28
4470,16
15472,23
1665,21
8115,16
10873,19
26632,22
21282,17
1363,15
23123,23
8219,13
27932,13
6083,16
21306,22
2953,23
27482,20
2588,13
5200,13
27522,27
21964,20
14028,15
27680,19
23757,11
3457,14
10926,32
9191,19
1350,21
9470,27
24899,19
24382,17
13037,30
19187,32
16518,19
15590,18
25795,30
16115,14
20418,20
25822,16
14808,12
18178,15
10670,17
5222,18
13461,37
242,31
28156,23
6777,30
12007,34
25350,24
15041,18
27992,28
1698,15
1477,22
9687,18
13000,36
13498,14
20105,21
12854,19
4970,11
25465,15
27767,23
15806,36
18892,13
2420,18
14002,34
17003,26
1373,14
4421,14
19752,18
6993,41
14475,36
5373,15
13116,20
15703,14
2659,24
1507,17
10293,10
22374,30
19143,23
5891,25
5322,15
5244,19
3243,19
2623,18
3951,15
1763,15
26539,21
28031,15
2696,26
21541,15
14546,18
14846,16
10071,14
22486,20
27024,17
10291,30
15569,24
14994,32
7899,31
24627,40
5463,15
11836,18
17221,29
23696,16
8881,23
7795,27
13220,22
22522,11
11713,22
5411,22
27813,16
1981,21
22423,16
11019,20
19740,15
13935,25
19857,32
16126,16
27117,12
6087,15
768,26
24240,30
15397,22
6354,34
7190,29
4667,10
22120,19
8249,10
11874,38
2141,14
18633,33
11270,35
6358,22
22858,15
7819,16
1247,15
23771,17
20856,12
13618,19
12567,11
15222,13
23065,21
20082,18
7772,15
20840,16
15711,16
1685,37
7265,31
26708,40
22567,29
24356,16
14480,32
25442,8
26909,15
20134,26
26734,34
22733,14
16405,12
14646,37
16454,18
24372,17
3945,26
26470,23
22882,13
19900,12
4607,20
28594,16
4291,16
24519,36
13041,24
5630,21
16427,15
4527,21
10094,27
5343,17
6790,23
6648,18
13144,21
25423,21
3533,13
5656,24
16580,20
21904,13
19456,13
24878,16
10255,26
6922,21
6759,23
27803,13
28502,19
15659,21
14933,17
27936,21
20939,20
15212,23
16200,21
1860,19
21349,23
9685,15
17705,34
1106,12
25788,18
28309,14
3476,13
20756,27
18852,11
17614,25
6237,13
12108,19
23363,18
22551,16
22250,14
7507,34
4198,20
16643,12
4992,13
11489,21
16851,18
5932,15
1444,23
558,17
17753,13
26360,16
3248,16
21228,21
12200,13
23804,27
4610,20
10098,25
19647,36
3912,18
10288,17
19006,26
24659,16
27356,16
7175,41
13769,19
21093,27
4899,14
17121,40
14106,18
10241,27
8799,32
11021,25
5925,18
7569,32
18202,9
12563,32
19710,13
5852,25
19036,19
8299,23
28237,22
25121,15
10960,38
4030,26
9693,36
27273,17
12910,13
15480,26
22846,18
26443,18
24722,15
9781,20
1061,21
26747,14
4735,21
13776,36
21767,18
15334,18
17772,15
24752,18
12174,14
6383,36
16628,16
24799,31
15670,24
22845,15
3703,18
2146,24
2237,17
27514,21
21860,19
14390,15
24569,21
5123,18
8623,22
9719,13
17460,29
12612,22
1478,24
24636,22
28239,23
4249,21
14254,19
4220,29
646,13
19077,26
24879,22
13804,36
28106,15
7063,19
6597,24
9832,23
16794,16
8671,19
23293,20
12988,31
26806,12
24186,25
21693,16
8791,31
12312,18
4833,26
14859,15
5021,22
5202,11
2256,25
14714,30
17621,15
23347,27
21348,21
10139,33
20257,39
11225,14
6149,35
12254,24
15620,20
8978,20
26308,20
7755,15
26981,26
14148,16
24039,19
21024,17
1276,19
8143,18
14020,17
28486,14
11150,15
5908,26
27274,27
17863,18
8949,21
14532,26
16493,25
19865,31
25243,15
21914,21
4841,15
13117,16
9133,14
22076,23
8049,12
11089,11
17388,31
656,13
24567,41
12638,17
25600,15
14943,37
24256,30
23970,28
6101,33
6699,25
10006,22
22890,13
16395,17
19920,33
14563,40
14338,39
16377,25
14140,15
112,22
14958,27
1209,18
25155,16
3645,16
3788,20
21764,16
19544,32
28468,20
6900,15
11504,14
2600,15
10481,12
8710,29
19728,22
14580,33
2764,22
22935,26
1573,11
24048,12
12803,15
12618,29
1862,16
2851,23
8870,36
14861,25
25875,19
18716,24
13082,37
8737,24
24430,31
501,17
8169,11
14450,21
27881,24
22886,14
13750,21
18168,16
10824,16
20859,12
21526,19
1617,22
6074,25
9315,19
23812,28
1310,27
2561,11
10113,35
27006,13
8871,36
15362,23
7999,20
4342,18
6590,25
10170,41
20269,35
2716,16
14339,33
18794,18
13766,33
21930,15
13016,32
13520,23
9237,19
9177,15
18742,40
14009,28
21857,31
27817,26
28089,14
11307,21
13568,24
2003,21
2968,10
26857,12
26818,16
10553,24
3189,12
19789,29
16782,19
9149,17
20825,19
22121,30
2022,18
1793,14
14085,29
4357,16
6003,17
22876,22
21992,25
18968,12
24390,14
22737,17
21069,19
18927,21
21652,14
9425,16
16614,19
13209,13
21845,27
10208,20
27770,23
23264,34
28575,21
4118,10
26258,27
4722,24
6270,20
28485,27
16907,22
3384,30
20019,19
24958,15
10825,24
23420,16
4056,15
8668,9
1166,31
443,14
26069,16
16977,17
7801,29
881,19
16497,23
22730,17
21195,18
26382,22
14811,11
26999,11
9181,21
11226,10
13243,12
14120,32
19763,27
21781,28
70,19
2249,20
16864,16
8499,21
18959,12
20622,40
13200,10
15341,21
14975,36
1042,37
8409,25
26694,26
9248,13
20393,21
6736,26
26897,14
2364,31
14395,31
9076,14
19182,21
8325,13
10127,39
27321,32
22457,24
20848,20
1596,16
26340,21
20016,23
11229,23
26802,14
14080,25
25216,20
23620,20
4730,15
677,33
1969,23
17083,26
27070,14
4175,23
7743,28
14566,21
11129,15
21777,32
23423,17
5716,29
12296,15
13260,24
15136,36
15454,37
24613,20
3474,18
5398,13
17235,16
19476,20
10374,16
15716,16
23102,13
9842,30
27043,21
27069,21
5323,15
13614,25
12681,21
28452,15
13601,15
4373,15
5170,16
16985,15
19911,17
16988,16
17691,17
20449,26
15610,13
15511,24
17100,29
2729,14
8461,17
15766,24
24156,18
20500,15
13227,25
15433,17
15936,41
14302,23
28192,12
27480,13
5061,16
13321,17
21675,17
19054,20
28348,21
19359,11
3677,17
21298,29
12648,16
28360,18
7280,19
8091,14
8053,22
24291,41
11041,25
11032,23
18833,19
6687,15
24409,20
26763,20
5450,17
19375,29
9920,34
7746,25
23545,14
1976,13
21185,17
8508,20
508,9
17478,26
21084,30
20918,14
22803,29
9060,18
20195,29
534,23
23925,28
15076,28
10134,35
3274,19
4868,28
19231,17
20431,20
9434,19
5172,11
14665,22
7459,19
8113,20
2291,32
857,12
11725,16
12967,15
23933,31
19213,30
13634,17
2774,19
28705,23
2727,17
8693,16
6166,15
5017,16
6682,12
18515,35
7906,31
11778,29
17414,13
8324,20
8883,27
17740,25
21088,33
9209,22
20177,22
8378,11
8435,15
18021,10
13046,29
6541,33
18251,17
3131,13
15580,14
7525,18
3921,31
8198,28
933,21
16367,24
22067,13
16753,27
26442,22
15478,29
7447,17
11880,32
19528,31
18926,23
13848,33
6697,21
15476,22
26851,14
4693,23
23409,13
10838,30
27358,11
23456,18
16897,25
14733,19
16799,27
13125,34
18190,25
27413,18
24097,25
15024,18
19364,17
10299,32
11622,20
11592,17
8800,28
16841,25
7792,41
22529,11
27127,14
22867,19
16736,21
7518,18
20198,15
14830,22
9771,16
23145,12
20695,20
20824,13
20919,14
564,11
16530,20
23604,19
23001,20
14785,20
21567,14
8621,25
23887,9
12026,30
9768,18
1744,16
13964,32
20699,24
27669,14
3116,19
16432,16
16128,39
14391,38
8516,23
7327,30
16525,15
27931,14
22931,17
24084,16
28783,15
12134,33
1287,15
10585,24
6882,8
7651,18
20329,35
13677,18
10701,23
19663,17
9690,13
4221,19
25183,16
5892,26
8270,31
497,15
882,16
750,21
22590,21
11868,26
2204,29
16874,13
23307,19
13042,28
13872,23
14787,18
15102,25
10999,16
26740,31
8914,23
6865,20
5984,28
8639,22
12039,37
8969,13
9894,33
1638,19
11090,15
12719,18
20219,24
18905,21
22699,15
6381,17
9645,26
20138,28
15756,19
9631,15
22895,24
5019,20
28744,19
19633,26
193,17
24263,28
23175,15
18008,16
5922,13
6939,12
26376,12
17044,32
11471,11
9455,15
28183,14
8636,21
3369,22
16421,17
22199,29
6671,24
8656,36
5370,22
9064,15
15812,15
4998,19
22603,22
12285,24
15607,22
26079,17
8951,16
4973,22
26083,18
25489,12
289,28
17120,36
24332,16
6264,13
14447,28
18606,24
19537,22
5526,20
28414,22
4124,15
7964,12
10492,21
25088,23
25735,18
27901,18
18305,18
26383,16
10370,28
21291,26
27737,16
22581,11
369,32
10617,27
3786,41
20507,22
26148,13
7972,13
21512,38
3482,14
12249,15
13713,10
28605,14
13210,14
15104,17
12369,15
19273,17
5943,35
2101,14
16404,17
13512,32
12743,28
15022,36
2761,14
20922,19
15036,18
20417,25
5319,39
22269,19
4959,21
3997,21
14430,20
7413,14
23280,20
13868,21
20056,18
11599,25
21896,10
26699,22
6136,19
20027,14
26992,17
1724,13
25877,19
11306,21
17591,20
24877,35
15956,20
28181,34
13299,21
24869,19
27187,22
15795,18
1701,22
18275,30
19493,40
2050,33
22981,21
5737,19
6745,18
2763,14
14658,23
14507,37
192,17
8061,12
3939,32
25969,25
1190,38
18228,24
3114,21
7429,18
5405,27
22183,24
26661,21
8242,21
24086,18
25013,15
15206,24
2956,18
7550,26
28766,27
27245,24
23980,17
8822,16
14037,34
16637,28
11614,37
27173,21
23459,16
10073,36
1169,38
3599,14
11147,23
14636,29
10745,18
19992,27
16555,16
12455,17
1676,22
21094,28
6122,27
26203,16
11378,14
2497,15
22274,17
10550,25
383,14
11763,15
18272,32
5901,30
5437,19
24267,23
8437,21
16004,24
6396,23
19175,26
5502,25
11925,12
28080,16
244,38
8271,13
16055,21
2607,26
23911,40
26142,11
19191,24
23726,19
14850,18
20877,25
24464,21
10918,39
16295,30
270,20
10368,18
27341,33
1778,17
23906,29
7305,16
26170,16
5823,17
12936,15
7383,21
23027,36
3661,15
9689,22
23178,20
13915,41
10376,17
21951,11
15389,35
16667,29
11766,28
10353,41
7428,19
3094,14
26497,22
15329,21
23540,17
13088,25
6378,22
777,10
19475,18
11946,11
318,20
2056,29
1496,18
9254,17
16827,16
13931,28
7698,26
15215,20
27609,15
13998,18
20625,26
23646,17
27939,11
14924,17
24525,41
19433,19
8667,30
4126,13
27404,12
20741,38
28419,17
23768,33
4215,18
12822,29
6380,19
1732,21
12857,23
15998,34
26624,40
16694,13
12570,13
728,19
25803,29
8132,13
16418,18
19997,15
20277,18
21357,20
15996,23
3716,15
9825,30
1574,16
28225,38
25195,19
22025,15
25738,21
18224,16
26015,17
7835,19
330,23
11383,15
22721,24
14407,16
11630,31
7002,16
21250,13
22074,14
21637,17
4915,12
18782,15
21468,19
6114,15
14006,27
25273,15
1817,11
12137,22
15026,22
18883,34
6267,20
18831,21
13903,15
11140,29
792,18
16413,14
20333,23
23216,21
18502,29
24534,29
24928,16
23853,25
22716,21
1264,16
7977,15
28490,32
15162,34
3902,32
10169,26
7870,27
13846,27
1695,27
14965,36
445,14
25258,14
139,26
20709,23
21480,15
1205,31
22539,18
15535,22
12737,14
22607,14
6598,20
15187,13
11811,14
3158,11
18980,23
16077,15
3019,20
8607,16
4809,31
20891,18
8522,18
4478,21
20289,20
24518,35
12819,24
24170,19
7416,24
8308,27
17201,38
18072,22
15394,22
8239,16
4322,21
16498,24
21849,23
3733,21
9572,17
162,19
6946,10
5203,21
5038,24
8875,15
866,14
3730,21
931,19
21551,18
25990,22
177,17
13928,26
2858,10
25583,17
4431,32
17022,24
17632,25
4843,15
6654,34
27284,21
28484,19
13844,29
17077,14
19347,23
12439,11
541,35
25063,18
4096,14
13953,30
21216,18
20966,19
19496,35
796,20
24954,20
11546,22
28761,28
17360,23
2993,19
9388,28
5934,15
10702,22
9523,24
25873,25
1114,20
5334,11
7847,14
1650,15
19783,17
5899,19
26823,20
25568,21
26944,20
5276,12
19193,41
12438,15
7451,11
28053,23
11597,22
627,20
20331,22
7221,23
9684,26
19674,18
20594,21
3370,19
28609,18
15810,13
19785,15
3860,12
19163,41
6675,30
14262,15
18822,19
16522,18
17129,34
6913,13
9999,26
25354,10
25579,18
9324,14
27094,15
2374,12
22626,20
5689,26
11644,17
28654,21
23526,19
2685,21
16528,12
2399,14
14300,28
4021,15
15965,24
24079,16
19214,32
18389,29
26353,27
23504,24
13107,17
24015,40
259,13
3185,19
24748,15
370,13
2889,19
18492,26
11738,22
17428,15
15520,31
16410,14
23710,15
11,30
2853,17
20519,29
23923,27
9207,22
4005,17
10443,16
9490,32
1756,16
3687,19
6124,11
2377,12
10627,18
27421,20
7264,28
18760,12
9636,15
8334,13
26206,14
12461,24
19770,34
17819,16
8890,14
11956,17
24201,14
2293,29
11948,17
9200,24
21471,14
13312,20
7380,29
9620,10
9857,24
21104,33
2000,22
16591,23
9107,33
27013,18
8255,14
12053,38
19129,25
3899,23
7567,36
26641,20
15489,19
18966,18
22781,21
15034,26
12705,26
23622,22
6152,22
28325,21
2177,15
17594,23
20468,18
4459,28
18732,17
15759,23
11839,27
26468,17
817,16
5510,21
27540,16
3066,18
8561,30
17156,24
19122,22
11551,27
26664,15
12253,33
14031,19
20200,16
18647,28
8741,17
4566,26
20045,19
20866,16
12589,31
25036,21
17561,12
10289,18
3542,24
11568,24
7171,19
3374,11
18938,16
9707,20
14490,21
14759,13
2660,33
18958,16
10579,26
22118,39
18474,40
8578,25
936,20
18875,30
16514,21
2789,10
9403,19
18161,20
3529,17
14599,22
6020,12
13357,26
15241,23
7729,21
27876,16
6855,13
4397,13
20328,18
11277,18
23838,25
24287,37
14217,16
25015,17
23805,20
12549,25
13244,16
4027,11
17230,20
13447,21
26408,19
7632,23
23942,35
17489,16
13724,19
14076,18
23165,11
16485,15
10433,35
13640,29
22615,16
861,15
13132,30
20838,19
9589,16
13236,28
2942,15
12051,27
15871,16
24667,17
17915,23
15051,33
2277,19
5665,29
10830,20
24846,16
8300,16
3888,19
16884,16
1430,24
6178,13
17438,18
22015,20
1825,31
13231,18
15272,26
988,16
26672,12
10683,20
19263,16
15301,21
11228,18
230,15
19516,33
28804,21
7226,19
12898,19
22689,17
25561,26
12391,22
26567,26
1144,24
17252,18
15190,14
15548,30
8685,30
27735,15
25459,12
22103,13
21677,24
20141,33
14497,14
13250,18
5094,29
14412,15
25043,15
28796,33
18487,30
1488,15
24963,20
26573,29
5973,12
5515,32
16476,22
14678,19
4244,35
18162,9
7576,32
18758,11
3606,17
2465,18
15889,40
7214,23
15773,15
18989,15
14899,38
21837,18
19624,28
20127,14
11398,15
15815,16
7300,34
5258,21
8792,14
11264,32
12028,22
22549,9
1762,21
7702,32
18437,20
7988,21
1912,19
12412,14
10815,17
26459,28
3401,31
27779,14
12561,19
7764,11
21226,23
24916,14
6569,22
9354,12
4011,12
21420,40
526,13
23733,25
2821,22
11052,22
20107,20
8421,19
17929,17
4518,19
20422,22
25433,18
2526,26
2841,24
2442,11
18714,24
24367,14
12205,26
6208,23
6888,34
23286,14
10848,22
23964,24
24072,23
15549,18
25463,19
12607,14
27294,18
8905,14
3454,27
12533,38
21344,16
6928,12
19419,30
8258,19
25370,13
17401,19
5631,21
11532,12
8046,21
28151,14
17948,28
20137,19
9378,17
12643,17
24204,18
18199,17
25904,15
18458,21
2578,18
10410,17
27348,27
8727,34
2872,18
23032,11
6625,27
25951,14
17258,16
13810,18
26012,15
22746,25
18954,15
8254,16
4563,18
11540,14
18752,23
19593,28
7405,14
26397,21
4190,28
15452,21
1135,31
3282,27
1911,18
27724,21
2126,14
23150,24
26461,18
8643,15
4042,17
18230,28
12751,22
14999,33
7778,34
17605,18
10451,24
15602,27
384,19
19075,22
20586,11
24304,13
13073,33
2448,14
15286,18
3931,21
17914,13
15926,15
14454,16
14699,23
26046,10
16990,13
12013,28
998,21
13814,23
20216,22
7336,17
10742,22
18870,17
5042,21
22173,21
27738,40
7168,25
22613,15
17557,34
14835,14
11312,16
23671,21
12492,9
12754,24
2450,16
7250,33
25581,21
3288,20
21703,24
27153,29
10522,13
24686,28
6416,19
11685,23
15696,36
7217,25
3135,13
21478,14
23200,21
10854,26
2635,28
16062,14
12614,12
23085,22
17174,14
7436,10
6056,19
10211,19
2981,25
21581,17
10265,34
8572,24
21202,36
7308,10
11341,22
22929,25
26420,22
18262,18
23390,17
15174,13
16636,16
11474,15
7381,31
7003,11
15416,19
12382,17
9888,28
18090,12
2051,35
6330,18
7374,17
23706,14
12920,31
14154,16
27565,16
27158,15
26342,16
10321,27
18483,39
8460,27
2203,33
10102,16
3540,19
9580,19
26109,25
16166,12
22574,16
4135,15
24938,16
12119,39
5005,27
25571,33
4908,18
2152,34
948,13
26304,21
4506,11
4905,19
15371,27
1920,22
10826,18
26283,20
13248,17
5087,22
10706,24
14974,31
15109,16
2269,17
11113,24
6209,13
5180,20
15373,32
5199,11
19436,28
22962,22
19504,32
18432,20
7939,13
8187,22
2370,16
2583,22
5014,13
9156,17
2260,22
13742,13
10734,22
27942,21
879,19
13346,15
12046,25
12457,16
14881,19
19744,10
16962,26
20973,25
23699,13
20293,14
28675,17
24563,24
15990,20
2100,12
1393,22
25986,16
27207,34
8321,12
5747,36
853,22
20632,20
18816,22
20510,32
14995,17
14662,14
25481,12
458,15
19443,13
13824,14
11357,33
7649,16
20469,19
16047,26
8384,19
5384,31
5662,19
8304,25
7610,19
27301,13
22075,17
26332,22
26316,27
27412,20
7244,15
11321,24
15014,40
16691,13
17350,39
16179,14
23595,19
16357,14
6919,21
7216,14
22287,21
19447,17
25882,41
22450,20
7262,28
11386,13
28561,17
12301,14
4875,27
3421,20
26825,18
6735,20
12009,32
7603,16
20878,35
8793,34
6016,12
11595,23
28559,16
26445,18
28369,14
20314,29
12709,16
1489,20
13815,22
25564,40
2332,19
14804,23
25702,19
14096,20
21911,14
19446,29
7608,17
14315,16
3222,16
24082,28
20844,17
20462,34
14810,17
6579,15
14816,11
8968,25
5109,14
7523,20
16540,25
4008,18
14005,25
25287,31
23813,23
17696,27
18769,10
28584,18
8386,20
19028,19
5972,20
14866,36
11464,20
10653,25
21376,21
17354,34
6877,14
19164,34
25057,23
3690,17
16666,32
4236,15
20058,20
22209,11
28441,14
8707,23
7050,34
16714,18
12354,30
7096,24
7572,33
23603,39
7189,22
10163,35
6873,14
375,16
27335,29
4550,32
9344,22
1113,15
1757,17
20854,17
26182,26
8471,27
3646,20
27920,13
23610,18
22169,16
1903,16
19604,17
25059,20
18582,25
20746,12
7911,24
27709,18
4766,16
24408,15
20416,17
14809,23
21725,25
14716,18
3550,15
11077,16
4627,28
20836,16
26582,31
3333,16
4864,21
14730,28
15234,19
20845,20
15586,13
28217,15
18641,34
11273,35
26210,20
11941,16
24708,17
1925,26
16980,26
6503,17
19058,26
22614,21
26816,14
10403,26
2751,20
27947,25
13502,16
1672,16
25003,14
14590,33
8237,19
27991,24
4717,17
15867,13
27691,17
13525,35
11035,21
17964,26
13033,17
18034,27
25859,11
22372,25
27868,13
815,16
8002,22
28382,26
17669,22
9421,15
13706,22
7812,23
26638,15
12912,10
22753,19
9640,12
19753,33
14125,26
5181,19
4788,19
19933,30
21516,35
10477,13
14326,27
15559,27
26403,16
17329,26
25103,27
18540,31
9840,25
11827,13
10590,19
11020,15
17908,17
11654,16
17440,17
14184,17
13434,15
502,22
