month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,cond,sch_dep,sch_arr,arr_del,j_del
12,20,4,2,29,5,37,227,2586,1220,1225,1262,7,-1,58,51,78,SE,8,0,30.23,Mostly Cloudy,31,52,10,5
12,20,4,2,29,-8,25,215,2586,1309,1301,1326,84,63,59,50,72,SE,8,0,30.19,Mostly Cloudy,32,28,-18,-10
12,20,4,3,29,-1,28,239,2586,420,419,447,659,645,52,49,89,CALM,0,0,30.11,Cloudy,22,24,-35,-34
12,20,4,3,29,-4,35,244,2586,495,491,526,739,722,52,49,89,CALM,0,0,30.11,Cloudy,57,20,-20,-16
12,20,4,2,29,-3,33,232,2586,540,537,570,772,756,52,48,86,SE,6,0,30.10,Cloudy,57,20,8,11
12,20,4,3,29,7,28,243,2586,565,572,600,808,802,53,46,77,SSE,6,0,30.10,Mostly Cloudy,43,24,-29,-36
12,20,4,3,29,2,27,234,2586,680,682,709,914,903,52,50,93,WNW,3,0,30.06,Cloudy,32,24,-14,-16
12,20,4,2,29,97,21,228,2586,685,782,803,913,997,53,51,93,CALM,0,0,30.11,Fog,28,43,103,6
12,20,4,3,29,-3,22,244,2586,940,937,959,1184,1168,55,53,93,CALM,0,0,30.08,Fog,35,34,-25,-22
12,20,4,2,29,-6,30,235,2586,960,954,984,1195,1176,56,53,90,N,6,0,30.07,Fog,35,34,-7,-1
12,20,4,3,29,9,31,231,2586,1025,1034,1065,1256,1252,56,53,90,N,6,0,30.07,Fog,35,34,-27,-36
12,20,4,3,29,46,49,244,2586,1170,1216,1265,1414,1447,58,52,81,NNW,10,0,30.06,Cloudy,33,50,10,-36
12,21,5,2,29,76,49,225,2586,1230,1306,1355,15,78,52,49,89,CALM,0,0,30.11,Cloudy,37,35,85,9
12,21,5,2,29,-2,46,223,2586,1309,1307,1353,92,77,52,49,89,CALM,0,0,30.11,Cloudy,37,35,-7,-5
12,21,5,3,29,-3,30,239,2586,420,417,447,659,643,53,50,89,NE,5,0,30.07,Mostly Cloudy,23,25,-43,-40
12,21,5,3,29,0,56,244,2586,495,495,551,739,726,54,48,80,NE,9,0,30.07,Fair,56,20,33,33
12,21,5,2,29,48,38,232,2586,540,588,626,772,807,50,45,83,ESE,5,0,30.10,Mostly Cloudy,45,24,62,14
12,21,5,3,29,-2,53,243,2586,565,563,616,808,793,54,48,80,NNE,6,0,30.09,Mostly Cloudy,45,24,14,16
12,21,5,3,29,6,36,234,2586,680,686,722,914,907,53,45,74,NNE,7,0,30.16,Partly Cloudy,33,21,-11,-17
12,21,5,2,29,7,33,228,2586,685,692,725,913,907,55,45,69,NE,3,0,30.14,Mostly Cloudy,33,21,10,3
12,21,5,3,29,-1,40,244,2586,940,939,979,1184,1170,55,45,69,NE,3,0,30.14,Mostly Cloudy,35,34,-30,-29
12,21,5,2,29,114,34,235,2586,960,1074,1108,1195,1296,56,45,67,CALM,0,0,30.13,Cloudy,36,36,95,-19
12,21,5,3,29,71,47,231,2586,1050,1121,1168,1281,1339,56,45,67,CALM,0,0,30.13,Cloudy,38,40,75,4
12,21,5,3,29,18,70,244,2586,1170,1188,1258,1414,1419,55,43,64,NNW,7,0,30.16,Cloudy,48,28,15,-3
12,22,6,2,29,10,79,225,2586,1230,1240,1319,15,12,58,52,81,NNW,10,0,30.06,Cloudy,29,53,41,31
12,22,6,2,29,68,49,223,2586,1309,1377,1426,92,147,55,51,86,CALM,0,0,30.07,Mostly Cloudy,32,33,79,11
12,22,6,3,29,-5,15,236,2586,420,415,430,656,638,53,45,74,NE,6,0,30.14,Cloudy,19,23,-52,-47
12,22,6,3,29,14,20,245,2586,485,499,519,730,731,52,43,71,WNW,5,0,30.18,Mostly Cloudy,57,18,27,13
12,22,6,2,29,5,21,232,2586,540,545,566,772,764,53,50,89,CALM,0,0,30.21,Cloudy,42,24,-20,-25
12,22,6,2,29,8,25,228,2586,685,693,718,913,908,56,46,69,NE,5,0,30.26,Mostly Cloudy,31,18,-8,-16
12,22,6,3,29,-3,26,234,2586,685,682,708,919,903,56,46,69,NE,5,0,30.26,Mostly Cloudy,31,18,-29,-26
12,22,6,3,29,0,38,244,2586,940,940,978,1184,1171,55,47,74,ENE,6,0,30.24,Mostly Cloudy,37,37,-20,-20
12,22,6,2,29,-6,34,235,2586,960,954,988,1195,1176,56,46,69,NNE,3,0,30.21,Mostly Cloudy,37,37,-10,-4
12,22,6,3,29,-3,28,231,2586,1030,1027,1055,1261,1245,56,46,69,NNE,3,0,30.21,Mostly Cloudy,31,37,-20,-17
12,22,6,3,29,26,37,244,2586,1165,1191,1228,1409,1422,52,49,89,S,3,0,30.23,Cloudy,48,31,19,-7
12,23,7,2,29,146,26,225,2586,1230,1376,1402,15,148,55,43,64,NNW,7,0,30.16,Cloudy,24,33,128,-18
12,23,7,3,29,69,27,236,2586,420,489,516,656,712,54,49,83,SSE,5,0,30.21,Partly Cloudy,55,18,59,-10
12,23,7,3,29,-4,23,245,2586,485,481,504,730,713,54,48,80,W,21,29,29.81,Mostly Cloudy / Windy,55,18,-34,-30
12,23,7,2,29,-13,32,232,2586,540,527,559,772,746,53,50,89,E,3,0,30.09,Cloudy,55,18,-2,11
12,23,7,2,29,1,23,228,2586,685,686,709,913,901,59,54,83,SSW,12,0,30.04,Cloudy,33,18,5,4
12,23,7,3,29,34,16,234,2586,685,719,735,919,940,57,54,89,S,13,0,29.99,Light Rain,33,18,1,-33
12,23,7,3,29,-2,27,244,2586,940,938,965,1184,1169,60,55,83,SSW,9,0,29.95,Light Rain,38,37,-31,-29
12,23,7,2,29,-11,25,235,2586,960,949,974,1195,1171,60,55,83,SSW,9,0,29.95,Light Rain,38,37,-34,-23
12,23,7,3,29,-6,25,231,2586,1055,1049,1074,1286,1267,55,50,83,W,18,26,29.90,Mostly Cloudy,36,35,-24,-18
12,23,7,3,29,0,46,244,2586,1165,1165,1211,1409,1396,55,50,83,W,18,26,29.90,Mostly Cloudy,48,30,2,2
12,24,1,2,29,-5,32,225,2586,1230,1225,1257,15,-3,52,49,89,S,3,0,30.23,Cloudy,31,52,-2,3
12,24,1,2,29,-8,23,223,2586,1309,1301,1324,92,71,55,50,83,CALM,0,0,30.21,Mostly Cloudy,37,33,-13,-5
12,24,1,3,29,-1,23,236,2586,485,484,507,721,707,56,44,64,WNW,13,0,30.01,Fair,48,18,-11,-10
12,24,1,2,29,-6,14,232,2586,540,534,548,772,753,56,45,67,N,8,0,29.97,Partly Cloudy,48,18,-17,-11
12,24,1,3,29,-2,26,236,2586,575,573,599,811,796,58,44,60,WNW,20,0,29.97,Partly Cloudy,37,24,-12,-10
12,24,1,2,29,-5,22,228,2586,685,680,702,913,895,55,45,69,W,14,0,29.99,Fair,31,20,14,19
12,24,1,3,29,-7,32,230,2586,685,678,710,915,895,59,45,60,WNW,18,22,29.97,Fair,31,20,2,9
12,24,1,3,29,-2,28,239,2586,940,938,966,1179,1164,55,45,69,W,14,0,29.99,Fair,31,33,-16,-14
12,24,1,2,29,13,22,235,2586,960,973,995,1195,1195,53,42,66,WNW,9,0,30.05,Fair,26,38,5,-8
12,24,1,3,29,-7,18,240,2586,1165,1158,1176,1405,1385,54,48,80,WNW,16,25,30.11,Mostly Cloudy,39,21,-36,-29
12,25,2,2,29,-4,19,225,2586,1230,1226,1245,15,-2,54,48,80,W,15,0,29.86,Light Rain,23,39,-20,-16
12,25,2,2,29,1,21,223,2586,1309,1310,1331,92,80,53,38,57,WNW,10,0,30.06,Partly Cloudy,25,25,-7,-8
12,25,2,3,29,-7,17,236,2586,485,478,495,721,701,50,44,80,NNE,8,0,30.17,Mostly Cloudy,30,21,-4,3
12,25,2,2,29,64,22,232,2586,540,604,626,772,823,54,43,66,NE,6,0,30.14,Fair,23,21,44,-20
12,25,2,3,29,-7,15,236,2586,575,568,583,811,791,54,44,69,NE,5,0,30.16,Mostly Cloudy,36,18,-37,-30
12,25,2,2,29,-4,14,228,2586,685,681,695,913,896,55,42,62,N,3,0,30.12,Partly Cloudy,26,19,-23,-19
12,25,2,3,29,-1,13,239,2586,940,939,952,1179,1165,59,43,55,W,14,0,30.12,Mostly Cloudy,32,30,-38,-37
12,25,2,2,29,-4,18,235,2586,960,956,974,1195,1178,59,43,55,W,14,0,30.12,Mostly Cloudy,32,30,-32,-28
12,25,2,3,29,-2,27,240,2586,1165,1163,1190,1405,1390,55,49,80,W,17,0,30.12,Mostly Cloudy,43,24,-37,-35
12,26,3,2,29,45,23,225,2586,1230,1275,1298,15,47,50,44,80,NNE,8,0,30.17,Mostly Cloudy,29,24,44,-1
12,26,3,3,29,-6,21,236,2586,420,414,435,656,637,52,49,89,W,18,0,30.10,Mostly Cloudy,23,24,-31,-25
12,26,3,2,29,-5,15,219,2586,439,434,449,658,640,53,33,47,N,18,0,30.17,Fair,38,30,21,26
12,26,3,3,29,-6,23,245,2586,485,479,502,730,711,55,34,45,NNW,15,24,30.17,Fair,38,30,-20,-14
12,26,3,2,29,-3,20,232,2586,540,537,557,772,756,56,36,47,NNW,14,0,30.16,Fair,54,19,-23,-20
12,26,3,3,29,11,34,243,2586,575,586,620,818,816,56,37,49,N,24,0,30.13,Fair / Windy,44,24,-27,-38
12,26,3,2,29,4,23,228,2586,685,689,712,913,904,58,34,41,N,21,0,30.11,Fair / Windy,30,19,21,17
12,26,3,3,29,-8,33,234,2586,685,677,710,919,898,57,34,42,NNW,20,29,30.11,Fair,30,19,-13,-5
12,26,3,3,29,-6,38,244,2586,940,934,972,1184,1165,58,35,42,N,18,26,30.12,Fair,38,32,-7,-1
12,26,3,2,29,-3,32,235,2586,960,957,989,1195,1179,56,32,40,NNW,16,0,30.14,Fair,38,32,-7,-4
12,26,3,3,29,-2,18,231,2586,1030,1028,1046,1261,1246,56,32,40,NNW,16,0,30.14,Fair,34,35,-24,-22
12,26,3,3,29,4,31,244,2586,1165,1169,1200,1409,1400,56,33,42,NNW,20,0,30.16,Fair,47,29,-22,-26
12,27,4,2,29,-11,19,225,2586,1230,1219,1238,15,-9,55,49,80,W,17,0,30.12,Mostly Cloudy,29,52,-24,-13
12,27,4,2,29,-1,31,223,2586,1309,1308,1339,92,78,55,49,80,W,21,0,30.12,Cloudy / Windy,36,32,-17,-16
12,27,4,3,29,-3,28,236,2586,420,417,445,656,640,53,31,43,N,20,0,30.25,Partly Cloudy,24,23,-19,-16
12,27,4,3,29,-2,32,245,2586,485,483,515,730,715,53,31,43,VAR,6,0,30.22,Fair,54,18,-8,-6
12,27,4,2,29,-5,48,232,2586,540,535,583,772,754,53,31,43,VAR,6,0,30.22,Fair,54,18,27,32
12,27,4,3,29,-5,39,243,2586,575,570,609,818,800,56,29,36,CALM,0,0,30.20,Fair,43,25,-7,-2
12,27,4,2,29,-5,25,228,2586,685,680,705,913,895,57,31,37,NE,3,0,30.21,Fair,31,22,-39,-34
12,27,4,3,29,-4,31,234,2586,685,681,712,919,902,57,31,37,NE,3,0,30.21,Fair,31,22,-30,-26
12,27,4,3,29,19,20,244,2586,940,959,979,1184,1190,53,33,47,E,5,0,30.23,Fair,38,34,-33,-52
12,27,4,2,29,-6,19,235,2586,960,954,973,1195,1176,53,33,47,E,5,0,30.23,Fair,38,34,-53,-47
12,27,4,3,29,-1,19,231,2586,1030,1029,1048,1261,1247,49,32,52,CALM,0,0,30.25,Fair,34,35,-36,-35
12,27,4,3,29,2,27,244,2586,1165,1167,1194,1409,1398,50,46,86,CALM,0,0,30.28,Fair,48,30,-35,-37
12,28,5,2,29,-8,31,225,2586,1230,1222,1253,15,-6,54,28,37,NNW,14,24,30.18,Partly Cloudy,30,50,-18,-10
12,28,5,2,29,-8,34,223,2586,1309,1301,1335,92,71,53,34,48,N,18,0,30.17,Fair,38,33,-26,-18
12,28,5,3,29,-1,34,236,2586,420,419,453,656,642,55,36,49,NE,3,0,30.30,Fair,23,24,-31,-30
12,28,5,3,29,8,36,245,2586,485,493,529,730,725,58,34,41,CALM,0,0,30.29,Partly Cloudy,54,18,-20,-28
12,28,5,2,29,-5,49,232,2586,540,535,584,772,754,56,41,57,ENE,3,0,30.29,Mostly Cloudy,54,18,-12,-7
12,28,5,3,29,38,52,243,2586,575,613,665,818,843,54,44,69,W,9,0,30.28,Mostly Cloudy,24,23,18,-20
12,28,5,2,29,-4,38,228,2586,685,681,719,913,896,51,44,77,W,9,0,30.29,Mostly Cloudy,32,19,2,6
12,28,5,3,29,15,68,234,2586,685,700,768,919,921,51,44,77,W,9,0,30.29,Mostly Cloudy,32,19,25,10
12,28,5,3,29,19,51,244,2586,940,959,1010,1184,1190,50,40,68,WNW,20,0,30.02,Fair,38,32,6,-13
12,28,5,2,29,-7,50,235,2586,960,953,1003,1195,1175,50,46,86,WSW,3,0,30.29,Mostly Cloudy,38,32,-13,-6
12,28,5,3,29,15,40,231,2586,1055,1070,1110,1286,1288,50,40,68,WNW,12,0,30.01,Fair,35,35,-7,-22
12,28,5,3,29,71,15,244,2586,1165,1236,1251,1409,1467,51,44,77,N,5,0,30.23,Mostly Cloudy,29,52,2,-69
12,29,6,2,29,-3,22,225,2586,1230,1227,1249,15,-1,51,37,59,ENE,7,0,30.36,Fair,29,52,0,3
12,29,6,2,29,49,19,223,2586,1309,1358,1377,92,128,53,40,61,NE,3,0,30.32,Fair,30,32,7,-42
12,29,6,3,29,63,31,236,2586,420,483,514,656,706,52,44,74,E,6,0,30.15,Partly Cloudy,57,17,65,2
12,29,6,3,29,6,29,245,2586,485,491,520,730,723,56,50,80,W,22,0,30.09,Mostly Cloudy / Windy,57,17,-21,-27
12,29,6,2,29,49,23,232,2586,540,589,612,772,808,56,50,80,W,22,0,30.09,Mostly Cloudy / Windy,42,23,28,-21
12,29,6,2,29,0,25,228,2586,685,685,710,913,900,54,45,72,W,23,35,30.04,Partly Cloudy / Windy,31,18,-20,-20
12,29,6,3,29,-10,14,234,2586,685,675,689,919,896,52,48,86,W,23,29,30.05,Mostly Cloudy / Windy,31,18,-49,-39
12,29,6,3,29,12,26,244,2586,940,952,978,1184,1183,54,45,72,W,23,35,30.04,Partly Cloudy / Windy,37,35,-16,-28
12,29,6,2,29,55,39,235,2586,960,1015,1054,1195,1237,54,45,72,W,23,0,30.03,Partly Cloudy / Windy,35,34,53,-2
12,29,6,3,29,-4,41,231,2586,1030,1026,1067,1261,1244,51,41,68,W,22,32,30.01,Partly Cloudy / Windy,30,37,6,10
12,29,6,3,29,-1,46,244,2586,1165,1164,1210,1409,1395,51,27,39,NNE,18,0,30.08,Fair,48,30,4,5
12,30,7,2,29,9,35,225,2586,1230,1239,1274,15,11,52,44,74,E,6,0,30.15,Partly Cloudy,29,49,10,1
12,30,7,3,29,-5,39,240,2586,420,415,454,660,642,54,32,43,N,29,35,29.98,Fair / Windy,26,24,7,12
12,30,7,3,29,18,16,245,2586,485,503,519,730,735,54,30,40,N,22,0,30.00,Partly Cloudy / Windy,55,18,-17,-35
12,30,7,2,29,-6,14,232,2586,540,534,548,772,753,54,30,40,N,22,0,30.00,Partly Cloudy / Windy,55,18,2,8
12,30,7,3,29,94,33,243,2586,575,669,702,818,899,54,32,43,N,22,0,30.02,Fair / Windy,34,19,79,-15
12,30,7,2,29,205,23,228,2586,685,890,913,913,1105,51,29,43,NNE,32,37,30.05,Fair / Windy,27,45,197,-8
12,30,7,3,29,0,42,234,2586,685,685,727,919,906,54,32,43,N,22,0,30.02,Fair / Windy,34,19,28,28
12,31,1,3,29,-1,33,244,2586,940,939,1256,1184,1,53,31,43,N,30,39,30.02,Fair / Windy,30,50,-7,-6
12,31,1,2,29,-8,26,235,2586,960,952,1332,1195,71,54,32,43,N,28,0,29.98,Fair / Windy,37,34,-13,-5
