MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_DELAY,TAXI_OUT,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,WHEELS_OFF_M,CRS_ARR_M,Pred_Wheels_On,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr
12,15,7,F9,DEN,-3,30,182,967,480,477,507,602,591,55,40,57,W,15,0,30.22,Fair,36,50
11,7,4,F9,LAS,29,21,110,414,758,787,808,868,889,59,48,67,WNW,20,0,30.08,Haze,29,30
12,3,2,UA,LAX,-1,25,87,337,1185,1184,1209,1272,1263,56,52,87,CALM,0,0,29.9,Cloudy,18,38
12,17,2,UA,LAS,-1,13,98,414,460,459,472,558,549,50,40,68,CALM,0,0,30.24,Cloudy,32,47
12,25,3,OO,RDD,-15,21,69,199,361,346,367,430,407,49,43,80,SE,12,0,29.84,Mostly Cloudy,19,11
11,23,6,UA,SAN,-7,12,102,447,483,476,488,585,570,58,49,72,NNE,6,0,30.26,Fair,36,46
1,15,3,UA,PDX,-12,12,111,550,844,832,844,955,935,53,39,59,WSW,13,0,29.97,Cloudy,23,27
11,6,3,OO,OKC,-7,16,245,1384,470,463,479,595,580,55,48,77,VAR,5,0,30.05,Haze,38,49
1,26,7,OO,FAT,-9,17,74,158,625,616,633,699,682,59,51,75,W,13,0,30.26,Mostly Cloudy,30,40
12,19,4,AS,SEA,-3,36,137,679,970,967,1003,1107,1096,56,50,80,N,3,0,30.22,Cloudy,27,39
12,3,2,AA,ORD,-2,14,291,1846,415,413,427,586,576,56,51,84,SE,8,0,30.11,Mostly Cloudy,32,52
11,7,4,UA,IAD,4,12,360,2419,1015,1019,1031,1195,1191,53,48,83,WNW,14,0,30.13,Mostly Cloudy,27,34
1,3,5,AA,DFW,6,15,239,1464,774,780,795,893,891,57,45,64,CALM,0,0,30.19,Mostly Cloudy,27,32
11,9,6,AS,LAX,-12,22,91,337,1110,1098,1120,1201,1181,52,48,86,WNW,24,0,30.07,Fair / Windy,23,34
1,21,2,DL,LAX,-8,13,92,337,1182,1174,1187,1274,1258,55,51,86,SE,8,0,30.13,Cloudy,29,41
12,8,7,F9,LAS,69,78,110,414,780,849,927,890,951,58,51,78,WNW,10,0,30.02,Fair,22,35
11,25,1,WN,STL,-2,7,275,1735,615,613,620,770,760,62,37,39,WNW,22,0,30.06,Fair / Windy,37,39
1,15,3,AA,JFK,-4,21,406,2586,1273,1269,1290,59,47,50,39,66,ESE,10,0,29.89,Mostly Cloudy,5,8
12,19,4,UA,BUR,4,17,88,326,420,424,441,508,504,53,49,86,SSE,6,0,30.21,Mostly Cloudy,51,37
1,17,5,OO,SLC,-2,13,139,599,882,880,893,961,951,53,40,61,N,5,0,30.28,Mostly Cloudy,26,27
12,20,5,UA,EUG,-2,12,104,451,360,358,370,464,454,50,49,96,CALM,0,0,30.23,Fog,30,25
1,13,1,OO,FAT,-8,16,74,158,516,508,524,590,574,52,43,71,WNW,6,0,30.23,Fair,39,49
12,6,5,DL,JFK,-9,29,417,2586,961,952,981,1198,1181,59,52,78,SE,21,0,29.91,Cloudy / Windy,28,35
12,19,4,WN,PHX,27,10,130,651,795,822,832,865,884,57,52,83,ENE,5,0,30.2,Mostly Cloudy,27,33
11,5,2,UA,PDX,-11,14,107,550,1098,1087,1101,1205,1186,54,49,83,W,13,0,30.0,Fair,24,33
12,7,6,UA,DFW,-11,13,245,1464,455,444,457,580,561,65,54,68,S,23,30,29.94,Mostly Cloudy / Windy,36,45
12,1,7,DL,DTW,-5,18,321,2079,505,500,518,646,633,56,50,80,E,17,0,29.88,Cloudy,41,25
12,13,5,UA,PIT,62,14,333,2254,1161,1223,1237,1314,1368,57,54,89,WNW,13,0,30.08,Cloudy,30,27
1,11,6,OO,RDD,-3,10,71,199,1088,1085,1095,1159,1148,49,41,74,W,9,0,30.21,Fair,19,31
11,4,1,OO,PHX,-5,13,133,651,365,360,373,438,425,54,48,80,W,3,0,30.0,Fair,25,26
12,31,2,AS,LAS,11,15,100,414,910,921,936,1010,1013,55,44,67,NW,3,0,30.11,Mostly Cloudy,33,26
11,29,5,UA,DEN,-2,32,165,967,570,568,600,675,665,52,39,61,CALM,0,0,29.82,Mostly Cloudy,32,37
1,7,2,UA,LAX,-9,37,96,337,1185,1176,1213,1281,1264,53,48,83,W,8,0,30.14,Light Rain,18,38
11,9,6,UA,KOA,-17,10,303,2367,979,962,972,1402,1377,52,48,86,WNW,12,0,30.09,Partly Cloudy,22,21
12,30,1,UA,CVG,81,11,322,2036,441,522,533,583,656,53,45,74,E,3,0,30.13,Fair,41,24
12,22,7,OO,TUS,34,15,153,751,1127,1161,1176,1220,1246,50,44,80,WNW,7,0,29.87,Fair,30,44
11,18,1,WN,SAN,-2,8,95,447,890,888,896,985,975,66,56,70,VAR,5,0,29.83,Fair,40,29
12,2,1,OO,RDM,-3,27,111,462,364,361,388,475,464,56,50,80,SE,9,20,29.99,Cloudy,27,27
11,14,4,UA,SNA,-5,19,90,372,923,918,937,1013,1000,59,52,78,WSW,9,0,30.08,Mostly Cloudy,40,29
1,20,1,OO,SMF,-9,18,65,86,1236,1227,1245,1301,1284,53,43,69,SSW,7,0,30.04,Partly Cloudy,18,41
12,7,6,AS,SEA,56,47,140,679,710,766,813,850,898,62,55,78,SSW,26,47,29.87,Cloudy / Windy,28,30
11,13,3,UA,OGG,-8,9,294,2338,1326,1318,1327,300,284,50,47,89,W,7,0,29.98,Fair,0,1
12,6,5,AS,SEA,-5,15,137,679,970,965,980,1107,1094,60,51,72,SSE,16,0,29.91,Light Rain,23,38
11,30,6,WN,SAN,0,19,100,447,550,550,569,650,642,51,41,68,ESE,10,0,29.97,Light Rain,37,24
12,24,2,DL,JFK,-4,18,419,2586,490,486,504,729,717,53,39,59,W,12,0,29.9,Cloudy,33,36
1,8,3,AS,SEA,-1,12,138,679,835,834,846,973,964,54,43,66,W,14,0,30.1,Mostly Cloudy,35,29
11,7,4,AS,LAX,-8,18,91,337,990,982,1000,1081,1065,53,48,83,WNW,16,0,30.1,Haze,23,23
1,22,3,UA,KOA,2,14,304,2367,1410,1412,1426,394,388,53,50,89,N,3,0,30.22,Fog,20,8
11,28,4,B6,LGB,20,9,86,354,824,844,853,910,922,50,37,61,N,8,0,29.58,Mostly Cloudy,15,27
1,24,5,AS,SAN,-8,26,100,447,1110,1102,1128,1210,1194,58,53,84,W,13,0,30.13,Mostly Cloudy,21,31
1,2,4,AA,CLT,-3,15,354,2296,1259,1256,1271,1433,1422,50,44,80,CALM,0,0,30.16,Fair,33,22
1,21,2,WN,SAN,13,13,100,447,685,698,711,785,790,58,48,70,S,15,0,30.08,Cloudy,29,27
1,16,4,UA,IAH,33,20,266,1635,1006,1039,1059,1152,1177,48,41,77,S,7,0,29.95,Mostly Cloudy,21,31
1,6,1,DL,LAX,-2,13,86,337,918,916,929,1004,994,57,37,47,NNW,5,0,30.38,Fair,38,30
11,11,1,DL,BOS,8,18,427,2704,430,438,456,677,677,62,54,75,NE,3,0,30.04,Mostly Cloudy,35,40
1,22,3,B6,JFK,-9,15,402,2586,1309,1300,1315,91,74,52,50,93,N,6,0,30.17,Mostly Cloudy,1,3
11,19,2,AS,SEA,-4,36,140,679,710,706,742,850,838,60,50,69,W,28,37,29.69,Partly Cloudy / Windy,37,26
1,29,3,UA,SEA,-8,19,134,679,809,801,820,943,927,58,48,70,WNW,17,0,30.19,Mostly Cloudy,23,27
11,25,1,AA,DFW,-5,30,244,1464,655,650,680,779,766,62,37,39,WNW,22,0,30.06,Fair / Windy,37,39
12,27,5,DL,LAX,20,15,87,337,1053,1073,1088,1140,1152,54,46,75,W,16,0,30.06,Partly Cloudy,23,37
1,13,1,OO,RDD,-8,17,78,199,360,352,369,438,422,47,43,86,SW,3,0,30.19,Fair,27,26
12,5,4,B6,JFK,-4,20,390,2586,1309,1305,1325,79,67,56,52,87,CALM,0,0,29.97,Cloudy,0,3
1,20,1,UA,SNA,-3,28,108,372,405,402,430,513,502,50,42,74,ESE,6,0,30.04,Cloudy,51,30
1,6,1,DL,SLC,19,20,132,599,901,920,940,973,984,58,43,58,N,5,0,30.39,Fair,38,30
12,24,2,UA,RDU,-7,13,373,2400,1110,1103,1116,1303,1288,49,43,80,S,7,0,29.88,Cloudy,17,45
1,30,4,AS,LAX,10,22,94,337,810,820,842,904,906,61,53,75,N,3,0,30.21,Mostly Cloudy,26,29
12,27,5,OO,SLC,-5,19,149,599,405,400,419,494,481,49,41,74,CALM,0,0,30.09,Fair,50,37
12,25,3,OO,BOI,38,51,131,522,519,557,608,590,620,50,43,77,ESE,9,0,29.83,Cloudy,43,20
11,20,3,DL,SEA,1,12,131,679,1249,1250,1262,1380,1373,56,40,55,W,12,0,29.61,Fair,29,26
11,28,4,AS,SEA,-6,23,140,679,810,804,827,950,936,50,37,61,N,8,0,29.58,Mostly Cloudy,15,27
12,23,1,OO,DFW,44,23,260,1464,698,742,765,838,874,55,42,62,W,10,0,29.84,Partly Cloudy,28,34
11,15,5,OO,PAE,-7,15,135,710,350,343,358,485,470,58,50,75,CALM,0,0,30.19,Mostly Cloudy,25,26
12,10,2,UA,KOA,9,11,303,2367,805,814,825,1228,1229,54,50,86,VAR,3,0,30.2,Rain,23,36
1,25,6,AA,JFK,-4,16,406,2586,1273,1269,1285,59,47,55,53,93,ESE,6,0,30.11,Cloudy,6,7
12,5,4,UA,IAH,20,21,253,1635,1110,1130,1151,1243,1255,57,52,83,NNE,5,0,30.02,Cloudy,26,36
12,6,5,UA,ORD,-6,33,290,1846,560,554,587,730,716,65,48,54,SE,20,0,29.93,Mostly Cloudy,38,42
1,22,3,UA,LAS,-2,44,106,414,713,711,755,819,809,55,50,83,NNE,7,0,30.21,Partly Cloudy,34,30
11,8,5,AA,ORD,-5,12,288,1846,390,385,397,558,545,54,50,86,CALM,0,0,30.2,Fog,38,52
11,17,7,OO,OKC,-5,10,245,1384,470,465,475,595,582,61,53,75,NNE,5,0,30.12,Partly Cloudy,42,52
1,9,4,UA,DEN,-3,34,173,967,1035,1032,1066,1148,1137,50,41,71,CALM,0,0,30.16,Fair,28,34
12,24,2,AS,LAS,-10,14,100,414,430,420,434,530,512,50,41,71,W,6,0,29.93,Mostly Cloudy,47,35
1,3,5,AA,ORD,28,14,295,1846,1021,1049,1063,1196,1216,55,44,67,S,10,0,30.22,Partly Cloudy,28,42
12,2,1,UA,HNL,-6,15,309,2398,945,939,954,1374,1360,56,51,84,SSE,3,0,30.12,Light Rain,32,28
1,20,1,DL,DTW,4,12,330,2079,760,764,776,910,906,54,45,72,CALM,0,0,30.0,Cloudy,25,28
1,30,4,AA,MIA,-7,12,393,2585,1099,1092,1104,1312,1297,55,50,83,WNW,8,0,30.26,Fair,18,42
1,31,5,OO,TUS,-9,10,159,751,492,483,493,591,574,52,51,97,N,5,0,30.33,Fog,39,52
12,21,6,OO,MRY,-6,16,56,77,900,894,910,956,942,61,39,44,CALM,0,0,29.89,Cloudy,22,26
11,3,7,UA,IAH,-5,15,257,1635,1299,1294,1309,1436,1423,56,49,77,W,13,0,29.96,Fair,26,22
12,15,7,UA,IAH,-5,17,257,1635,1299,1294,1311,1436,1423,47,41,80,S,3,0,30.27,Partly Cloudy,21,19
12,29,7,UA,PDX,18,25,111,550,934,952,977,1045,1055,53,50,89,SE,10,0,29.97,Cloudy,21,31
11,18,1,UA,PDX,-2,9,114,550,450,448,457,564,554,61,52,72,N,8,0,29.97,Fair,39,52
12,25,3,OO,MRY,33,20,56,77,900,933,953,956,981,52,44,74,E,9,0,29.71,Cloudy,33,26
12,17,2,UA,SNA,-2,26,101,372,415,413,439,516,506,48,40,74,CALM,0,0,30.23,Mostly Cloudy,47,28
11,27,3,AS,MSY,53,17,306,1911,1170,1223,1240,1356,1401,44,38,79,SW,3,0,29.56,Mostly Cloudy,25,20
11,26,2,DL,ATL,-3,14,331,2139,587,584,598,738,727,52,39,61,WSW,9,0,29.89,Cloudy,35,41
1,20,1,UA,MCO,-7,16,366,2446,390,383,399,576,561,50,43,77,SE,3,0,30.05,Cloudy,39,49
1,29,3,AS,SAN,-11,18,100,447,1110,1099,1117,1210,1191,54,47,77,W,18,0,30.2,Partly Cloudy,19,30
12,22,7,OO,SNA,66,13,97,372,1213,1279,1292,1310,1368,50,43,77,WNW,7,0,29.88,Fair,36,29
12,25,3,AS,EWR,2,11,402,2565,420,422,433,642,636,50,43,77,ESE,9,0,29.83,Cloudy,43,20
12,9,1,UA,SAN,55,27,102,447,610,665,692,712,759,55,50,83,E,8,0,30.16,Cloudy,34,41
12,3,2,WN,STL,11,6,275,1735,615,626,632,770,773,61,50,67,ESE,6,0,30.01,Mostly Cloudy,33,39
1,10,5,AS,SAN,4,25,103,447,455,459,484,558,554,50,42,74,ENE,5,0,30.34,Fair,38,52
12,15,7,UA,BWI,0,24,371,2457,510,510,534,701,693,55,41,59,W,10,0,30.22,Fair,31,39
1,11,6,F9,ATL,-4,20,343,2139,537,533,553,700,688,55,43,64,WNW,18,0,30.27,Fair,33,41
12,27,5,DL,DTW,1,19,338,2079,500,501,520,658,651,53,42,66,CALM,0,0,30.09,Mostly Cloudy,41,24
1,20,1,OO,EUG,-12,11,105,451,651,639,650,756,736,51,44,77,E,6,0,30.01,Cloudy,39,37
11,24,7,UA,LAS,10,15,98,414,659,669,684,757,759,61,49,64,NNE,5,0,30.12,Mostly Cloudy,35,36
1,27,1,UA,DEN,13,25,174,967,820,833,858,934,939,59,49,69,W,13,0,30.36,Mostly Cloudy,25,28
11,8,5,OO,PAE,-7,38,129,710,733,726,764,862,847,58,49,72,WNW,20,0,30.14,Fair,29,30
11,19,2,OO,SNA,19,20,93,372,955,974,994,1048,1059,55,49,80,W,28,38,29.66,Mostly Cloudy / Windy,22,24
1,14,2,WN,BUR,-1,9,90,326,1015,1014,1023,1105,1096,50,40,68,W,8,0,30.2,Mostly Cloudy,23,32
1,19,7,AS,EWR,-2,39,405,2565,435,433,472,660,650,50,37,61,SE,7,0,30.16,Cloudy,39,15
1,2,4,AA,LAX,-3,16,92,337,1200,1197,1213,1292,1281,53,46,77,W,5,0,30.15,Partly Cloudy,22,45
11,28,4,UA,SAN,-14,23,96,447,855,841,864,951,929,50,37,61,N,8,0,29.58,Mostly Cloudy,15,27
11,27,3,DL,ATL,0,27,327,2139,894,894,921,1041,1033,47,37,68,SSW,8,0,29.51,Mostly Cloudy,24,23
12,19,4,UA,BWI,-3,9,378,2457,450,447,456,648,637,55,51,86,ENE,5,0,30.22,Mostly Cloudy,43,28
1,26,7,AS,BOS,17,24,424,2704,1030,1047,1071,1274,1283,53,45,74,W,18,0,30.3,Fair,17,40
1,23,4,AA,JFK,0,18,406,2586,1273,1273,1291,59,51,51,48,89,CALM,0,0,30.13,Fair,6,11
11,22,5,OO,EUG,8,15,103,451,647,655,670,750,750,60,50,69,N,7,0,30.15,Fair,38,42
11,6,3,OO,FAT,-8,16,65,158,385,377,393,450,434,53,48,83,S,5,0,30.04,Mostly Cloudy,24,24
1,30,4,UA,IAD,-8,9,374,2419,390,382,391,584,568,55,53,93,WNW,9,0,30.26,Mostly Cloudy,37,51
11,11,1,UA,EWR,13,19,370,2565,900,913,932,1090,1095,66,45,47,W,14,0,30.01,Mostly Cloudy,22,39
11,25,1,WN,MDW,37,9,290,1855,540,577,586,710,739,62,37,39,WNW,22,0,30.06,Fair / Windy,37,39
1,10,5,UA,SEA,-10,13,142,679,574,564,577,716,698,53,44,71,NE,5,0,30.31,Fair,35,44
1,30,4,OO,DAL,-9,27,265,1476,510,501,528,655,638,58,53,84,W,7,0,30.26,Cloudy,44,19
12,31,2,OO,ONT,-2,11,99,363,671,669,680,770,760,56,48,75,NE,5,0,30.14,Mostly Cloudy,34,37
12,20,5,AA,DFW,-1,66,248,1464,545,544,610,673,664,50,48,93,NE,6,0,30.2,Mostly Cloudy,36,39
11,26,2,AA,ORD,47,40,291,1846,1215,1262,1302,1386,1425,51,43,74,W,23,33,29.55,Light Rain / Windy,23,22
1,6,1,DL,ATL,33,18,333,2139,1077,1110,1128,1230,1255,51,40,66,SSW,3,0,30.36,Fair,31,35
1,23,4,WN,PHX,-6,13,145,651,665,659,672,750,736,55,49,80,NE,3,0,30.17,Mostly Cloudy,41,36
11,13,3,DL,MSP,-3,11,269,1589,545,542,553,694,683,59,49,69,WNW,13,0,29.99,Mostly Cloudy,36,42
11,15,5,OO,SBA,-11,25,76,262,613,602,627,689,670,64,52,65,ENE,5,0,30.19,Mostly Cloudy,33,41
1,9,4,AS,DCA,-9,20,380,2442,1030,1021,1041,1230,1213,48,41,77,SE,3,0,30.16,Fair,32,39
12,24,2,UA,PDX,53,22,111,550,866,919,941,977,1022,53,39,59,WSW,5,0,29.9,Cloudy,13,22
1,24,5,UA,SAN,-11,13,100,447,1022,1011,1024,1122,1103,58,52,81,WNW,14,0,30.12,Mostly Cloudy,28,32
11,4,1,UA,HNL,-4,17,309,2398,945,941,958,1374,1362,53,46,77,W,6,0,30.0,Fair,29,28
12,18,3,DL,JFK,-9,49,422,2586,490,481,530,732,715,58,48,70,SSE,17,24,29.99,Light Rain,36,43
1,28,2,B6,JFK,-7,13,414,2586,540,533,546,774,759,61,53,75,WSW,10,0,30.32,Mostly Cloudy,39,37
11,2,6,AS,SEA,-9,24,129,679,1295,1286,1310,1424,1407,56,36,47,CALM,0,0,30.03,Fair,23,15
12,10,2,DL,ATL,4,18,331,2139,650,654,672,801,797,58,48,70,NNE,5,0,30.19,Mostly Cloudy,41,24
11,16,6,OO,BOI,53,10,125,522,525,578,588,590,635,55,53,93,CALM,0,0,30.16,Fog,40,22
11,23,6,UA,OGG,1,13,300,2338,770,771,784,1190,1183,59,44,58,W,10,0,30.15,Fair,23,32
11,1,5,AA,MIA,-2,23,362,2585,525,523,546,707,697,62,40,44,NNE,5,0,30.14,Fair,31,41
12,6,5,AA,MIA,19,19,384,2585,520,539,558,724,735,65,48,54,SE,20,0,29.93,Mostly Cloudy,36,42
1,11,6,DL,ATL,164,20,329,2139,1199,1363,1383,1348,64,47,39,74,W,7,0,30.2,Fair,1,2
12,29,7,WN,LAX,10,11,85,337,890,900,911,975,977,53,48,83,ESE,13,0,29.99,Cloudy,38,31
1,2,4,UA,BOS,-2,17,417,2704,1213,1211,1228,10,0,52,46,80,CALM,0,0,30.16,Partly Cloudy,12,10
1,16,4,AS,SEA,96,21,135,679,1095,1191,1212,1230,1318,48,40,74,CALM,0,0,30.05,Partly Cloudy,17,41
12,31,2,UA,LAX,-5,23,101,337,600,595,618,701,688,56,47,72,ENE,5,0,30.14,Mostly Cloudy,32,35
11,14,4,UA,LAX,-1,33,87,337,1365,1364,1397,12,3,59,49,69,S,5,0,30.15,Cloudy,9,8
12,17,2,AS,SEA,6,18,137,679,1285,1291,1309,1422,1420,51,41,68,VAR,3,0,29.99,Light Rain,22,16
11,26,2,UA,SEA,133,34,133,679,1107,1240,1274,1240,1365,54,43,66,W,21,0,29.55,Mostly Cloudy / Windy,33,28
11,9,6,UA,IAD,8,12,348,2419,495,503,515,663,663,54,50,86,CALM,0,0,30.14,Fog,35,42
12,27,5,OO,RNO,2,10,87,192,584,586,596,671,665,54,41,62,NE,3,0,30.07,Mostly Cloudy,35,38
12,13,5,AS,LAS,-9,16,100,414,370,361,377,470,453,56,53,90,SSE,3,0,30.2,Mostly Cloudy,27,23
11,8,5,UA,KOA,4,13,298,2367,1352,1356,1369,330,326,55,49,80,SW,3,0,30.17,Fog,6,4
12,1,7,UA,HNL,2,21,295,2398,835,837,858,1250,1244,56,50,80,E,16,0,29.89,Cloudy,29,44
12,31,2,DL,LAX,-5,14,95,337,779,774,788,874,861,56,49,77,E,5,0,30.1,Partly Cloudy,27,32
11,20,3,AA,JFK,-7,19,403,2586,1065,1058,1077,1288,1273,56,35,45,W,9,0,29.6,Fair,22,46
12,15,7,OO,SMF,-7,13,59,86,950,943,956,1009,994,52,43,71,WNW,13,0,30.22,Mostly Cloudy,43,27
1,12,7,DL,SEA,41,26,132,679,918,959,985,1050,1083,50,42,74,W,6,0,30.16,Mostly Cloudy,25,37
11,24,7,OO,FAT,2,11,64,158,1075,1077,1088,1139,1133,55,45,69,WNW,18,0,30.07,Partly Cloudy,25,37
12,25,3,UA,PHX,-3,11,130,651,835,832,843,905,894,54,44,69,E,10,0,29.73,Cloudy,26,30
11,11,1,UA,BUR,-4,82,89,326,439,435,517,528,516,55,53,93,ENE,3,0,30.06,Fog,49,30
12,19,4,AS,SEA,-6,20,137,679,880,874,894,1017,1003,55,50,83,N,3,0,30.21,Mostly Cloudy,40,30
11,30,6,UA,DFW,-2,21,245,1464,455,453,474,580,570,48,40,74,SE,12,0,29.97,Cloudy,39,50
12,18,3,UA,IAH,115,28,263,1635,580,695,723,723,830,56,51,84,SSE,14,0,29.95,Light Rain,43,27
12,5,4,AA,MIA,8,18,384,2585,1235,1243,1261,1439,1439,57,51,81,CALM,0,0,30.02,Mostly Cloudy,21,19
1,29,3,UA,LAX,-3,17,95,337,1270,1267,1284,1365,1354,53,47,80,W,20,0,30.21,Mostly Cloudy,23,18
12,29,7,WN,SAN,32,14,95,447,950,982,996,1045,1069,53,50,89,SE,10,0,29.97,Cloudy,21,31
11,18,1,WN,LAS,28,27,95,414,1115,1143,1170,1210,1230,55,52,89,W,22,0,29.84,Fair / Windy,25,39
1,27,1,DL,MSP,8,27,269,1589,945,953,980,1094,1094,55,49,80,W,14,0,30.37,Partly Cloudy,25,32
1,31,5,WN,ONT,0,10,90,363,920,920,930,1010,1002,61,51,70,N,8,0,30.26,Mostly Cloudy,37,30
12,26,4,UA,CVG,12,13,322,2036,441,453,466,583,587,51,35,54,S,3,0,29.96,Partly Cloudy,33,51
1,14,2,OO,MFR,-17,29,91,329,1210,1193,1222,1301,1276,50,40,68,W,6,0,30.19,Fair,17,38
1,17,5,AS,BOS,-9,19,425,2704,480,471,490,725,708,50,42,74,ENE,5,0,30.31,Mostly Cloudy,34,43
1,22,3,OO,SNA,32,29,97,372,660,692,721,757,781,55,50,83,NNE,7,0,30.21,Partly Cloudy,34,30
11,13,3,OO,SNA,-11,14,96,372,1214,1203,1217,1310,1291,56,49,77,NW,5,0,29.98,Cloudy,22,46
12,1,7,OO,BOI,13,7,118,522,845,858,865,903,908,56,51,84,ESE,21,26,29.85,Heavy Rain / Windy,22,34
1,8,3,UA,SNA,-10,21,90,372,485,475,496,575,557,55,47,74,W,10,0,30.15,Partly Cloudy,39,48
11,8,5,WN,PHX,3,20,130,651,795,798,818,865,860,58,49,72,WNW,20,0,30.14,Fair,29,30
12,31,2,UA,LAX,12,32,96,337,1001,1013,1045,1097,1101,54,49,83,WNW,8,0,30.11,Partly Cloudy,26,35
1,5,7,WN,DEN,-1,10,170,967,420,419,429,530,521,48,40,74,CALM,0,0,30.56,Fair,50,30
1,27,1,UA,ORD,6,17,290,1846,510,516,533,680,678,60,52,75,W,9,0,30.4,Cloudy,34,44
11,24,7,OO,MRY,-3,10,52,77,420,417,427,472,461,50,46,86,CALM,0,0,30.18,Fair,27,25
1,18,6,UA,KOA,-13,18,300,2367,964,951,969,1384,1363,50,38,63,E,12,0,30.28,Cloudy,16,12
12,29,7,AA,PHL,56,11,391,2521,680,736,747,891,939,53,48,83,ESE,13,0,29.99,Cloudy,23,26
1,18,6,B6,LGB,-6,12,91,354,811,805,817,902,888,54,41,62,CALM,0,0,30.28,Partly Cloudy,26,28
11,28,4,OO,RDD,-8,10,73,199,365,357,367,438,422,44,39,82,CALM,0,0,29.6,Mostly Cloudy,24,24
12,29,7,AS,SAN,2,46,100,447,440,442,488,540,534,55,49,80,W,6,0,30.15,Cloudy,52,32
12,3,2,OO,PSP,-3,12,90,421,380,377,389,470,459,54,49,83,SSE,5,0,30.11,Mostly Cloudy,26,23
12,31,2,WN,SAN,-6,11,100,447,495,489,500,595,581,52,44,74,N,5,0,30.17,Mostly Cloudy,34,50
12,3,2,UA,HNL,4,21,296,2398,1320,1324,1345,296,292,54,50,86,ESE,7,0,30.12,Mostly Cloudy,0,1
11,14,4,UA,PHL,-7,14,390,2521,360,353,367,570,555,60,49,67,ESE,5,0,30.07,Cloudy,38,53
12,16,1,WN,SAN,-5,9,100,447,795,790,799,895,882,55,37,51,CALM,0,0,30.27,Partly Cloudy,31,33
1,1,3,UA,LAS,64,26,106,414,1187,1251,1277,1293,1349,53,50,89,W,23,0,30.09,Cloudy / Windy,31,24
1,26,7,DL,DTW,-5,22,330,2079,760,755,777,910,897,58,49,72,WNW,13,0,30.26,Mostly Cloudy,31,30
1,1,3,UA,BWI,51,10,370,2457,450,501,511,640,683,55,52,89,WNW,15,0,30.15,Mostly Cloudy,35,36
1,28,2,UA,IAH,-3,18,265,1635,445,442,460,590,579,57,50,77,ESE,8,0,30.35,Mostly Cloudy,37,49
11,4,1,UA,OGG,-4,9,294,2338,941,937,946,1355,1343,53,46,77,W,6,0,30.0,Fair,29,28
12,24,2,AA,DFW,-2,27,239,1464,1010,1008,1035,1129,1119,53,40,61,SSW,3,0,29.89,Cloudy,25,33
12,26,4,WN,SAN,88,18,95,447,1070,1158,1176,1165,1245,50,42,74,WNW,5,0,29.97,Fair,31,41
11,19,2,AA,PHL,-4,17,369,2521,725,721,738,914,902,59,50,72,W,31,38,29.69,Mostly Cloudy / Windy,22,33
11,1,5,UA,SNA,-6,24,101,372,410,404,428,511,497,57,40,53,CALM,0,0,30.17,Fair,50,29
11,20,3,UA,IAH,-8,21,260,1635,730,722,743,870,854,64,40,41,W,20,0,29.5,Fair,31,31
11,6,3,OO,MSP,-3,31,271,1589,1090,1087,1118,1241,1230,52,48,86,WNW,10,0,30.0,Partly Cloudy,24,39
1,19,7,OO,RDD,-18,28,78,199,360,342,370,438,412,47,37,68,SE,9,0,30.15,Partly Cloudy,19,7
1,23,4,DL,BOS,0,21,427,2704,460,460,481,707,699,55,48,77,ENE,3,0,30.21,Mostly Cloudy,33,42
11,6,3,AA,MIA,26,12,380,2585,1235,1261,1273,1435,13,52,47,83,S,3,0,30.15,Mostly Cloudy,9,6
12,19,4,OO,SLC,121,29,146,599,1169,1290,1319,1255,1368,56,49,77,S,5,0,30.23,Fair,34,26
12,2,1,AA,DFW,376,12,237,1464,1009,1385,1397,1126,54,56,51,84,ESE,6,0,29.9,Cloudy,12,9
11,3,7,AS,SEA,3,12,130,679,1160,1163,1175,1290,1285,59,50,72,W,13,0,29.95,Fair,25,47
12,14,6,DL,SLC,2,37,137,599,500,502,539,577,571,56,45,67,W,20,0,30.09,Partly Cloudy,36,45
12,20,5,UA,MCO,-6,11,365,2446,494,488,499,679,665,50,48,93,NE,6,0,30.2,Mostly Cloudy,36,39
1,12,7,AS,JFK,5,19,419,2586,1000,1005,1024,1239,1236,50,43,77,WSW,7,0,30.15,Partly Cloudy,31,44
11,15,5,AA,LAX,7,21,89,337,1020,1027,1048,1109,1108,59,53,81,W,17,0,30.14,Mostly Cloudy,22,37
12,8,7,OO,PSC,-3,10,126,620,404,401,411,530,519,56,51,84,W,6,0,30.0,Cloudy,52,24
1,19,7,AS,LAX,-11,21,94,337,810,799,820,904,885,53,40,61,E,5,0,30.07,Cloudy,30,29
11,14,4,UA,CLE,-1,16,329,2161,1157,1156,1172,1306,1297,58,49,72,SSW,5,0,30.13,Mostly Cloudy,23,45
11,5,2,WN,STL,-2,10,275,1735,615,613,623,770,760,63,53,70,N,5,0,30.01,Fair,34,39
12,20,5,AA,LAX,23,21,94,337,750,773,794,844,859,56,48,75,NE,5,0,30.14,Mostly Cloudy,27,30
1,14,2,WN,DEN,4,12,175,967,485,489,501,600,596,54,39,57,NW,13,0,30.27,Mostly Cloudy,37,49
