MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_DELAY,TAXI_OUT,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,WHEELS_OFF_M,CRS_ARR_M,Pred_Wheels_On,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr
1,25,6,AS,SEA,-1,17,138,679,1320,1319,1336,18,9,55,53,93,ESE,6,0,30.11,Cloudy,6,7
12,20,5,UA,IAD,11,16,372,2419,510,521,537,702,705,50,48,93,NE,6,0,30.2,Mostly Cloudy,36,39
1,24,5,OO,RNO,-7,23,86,192,586,579,602,672,657,57,51,81,NNE,6,0,30.17,Mostly Cloudy,42,17
12,26,4,DL,SEA,71,24,130,679,910,981,1005,1040,1103,54,43,66,W,12,0,29.94,Fair,28,38
11,18,1,AA,CLT,30,23,351,2296,1095,1125,1148,1266,1288,56,53,90,WNW,13,0,29.84,Fair,22,46
1,12,7,OO,BUR,200,12,97,326,1068,1268,1280,1165,1357,52,44,74,SSW,7,0,30.16,Mostly Cloudy,30,24
1,4,6,UA,PDX,-9,29,120,550,577,568,597,697,680,56,50,80,N,7,0,30.41,Mostly Cloudy,35,38
11,13,3,UA,EUG,-8,12,101,451,360,352,364,461,445,51,47,86,W,10,0,30.0,Mostly Cloudy,23,24
11,28,4,AA,DFW,-4,32,239,1464,1351,1347,1379,30,18,44,37,76,W,7,0,29.65,Fair,8,2
12,4,3,OO,SEA,1,33,137,679,711,712,745,848,841,56,50,80,N,3,0,29.8,Cloudy,29,31
11,13,3,UA,IAH,-1,14,261,1635,620,619,633,761,752,58,49,72,WNW,12,0,29.96,Cloudy,36,40
11,16,6,AS,LAX,-7,12,91,337,1260,1253,1265,1351,1336,52,49,89,W,8,0,30.1,Partly Cloudy,21,20
1,2,4,UA,LAS,-9,13,105,414,1107,1098,1111,1212,1195,53,48,83,WNW,10,0,30.12,Partly Cloudy,27,36
1,1,3,OO,BOI,6,17,118,522,679,685,702,737,735,55,52,89,W,21,0,30.14,Mostly Cloudy / Windy,35,35
1,1,3,AS,SAN,34,18,100,447,710,744,762,810,836,56,52,87,W,17,0,30.1,Cloudy,40,30
11,19,2,UA,ORD,-1,21,280,1846,948,947,968,1108,1099,56,49,77,W,23,0,29.63,Partly Cloudy / Windy,23,35
1,3,5,AA,PHL,-2,18,388,2521,1255,1253,1271,23,13,54,46,75,SE,9,0,30.25,Partly Cloudy,12,9
11,17,7,WN,DEN,1,12,160,967,1190,1191,1203,1290,1283,62,46,56,SSW,3,0,29.99,Fair,26,46
1,23,4,UA,BOS,0,21,417,2704,1073,1073,1094,1310,1302,53,49,86,CALM,0,0,30.13,Cloudy,18,41
11,4,1,UA,LAS,8,15,98,414,685,693,708,783,783,68,48,49,WNW,10,0,29.94,Fair,40,30
12,13,5,OO,SLC,5,15,141,599,700,705,720,781,778,59,53,81,SE,10,0,30.11,Cloudy,36,42
1,6,1,UA,HNL,-3,19,303,2398,1437,1434,13,420,409,44,40,85,CALM,0,0,30.5,Fair,30,9
11,4,1,AA,CLT,-3,16,348,2296,686,683,699,854,843,65,48,54,WNW,14,0,29.94,Fair,33,30
11,14,4,WN,LAS,2,40,90,414,1220,1222,1262,1310,1304,58,49,72,SSW,5,0,30.13,Mostly Cloudy,23,45
12,8,7,AS,SAN,-6,14,100,447,440,434,448,540,526,56,51,84,W,6,0,30.0,Cloudy,52,24
1,22,3,UA,DCA,10,9,384,2442,1042,1052,1061,1246,1248,53,45,74,W,5,0,30.24,Partly Cloudy,30,39
11,26,2,B6,JFK,3,17,390,2586,1309,1312,1329,79,74,50,39,66,W,9,0,30.08,Fair,1,4
12,28,6,DL,SLC,0,30,137,599,500,500,530,577,569,50,43,77,CALM,0,0,30.2,Fair,34,48
1,9,4,OO,STL,-2,17,300,1735,1053,1051,1068,1233,1223,48,41,77,SE,3,0,30.16,Fair,32,39
11,25,1,OO,PSP,-2,13,99,421,659,657,670,758,748,62,37,39,WNW,22,0,30.06,Fair / Windy,37,39
1,18,6,OO,STS,-8,8,51,66,379,371,379,430,414,47,39,74,ENE,12,0,30.3,Mostly Cloudy,18,9
11,30,6,UA,EWR,232,30,381,2565,840,1072,1102,1041,1265,54,45,72,SE,18,0,29.83,Cloudy,27,44
1,3,5,OO,DAL,-7,20,254,1476,895,888,908,1029,1014,55,47,74,N,3,0,30.19,Mostly Cloudy,36,27
1,17,5,UA,HNL,73,19,296,2398,1320,1393,1412,296,361,41,37,86,SW,3,0,30.23,Fair,22,7
12,13,5,AA,PHL,-8,18,382,2521,489,481,499,691,675,55,52,89,WNW,10,0,30.21,Cloudy,35,42
11,27,3,UA,LAS,-9,20,98,414,1082,1073,1093,1180,1163,44,37,76,S,5,0,29.52,Partly Cloudy,26,35
11,3,7,AA,CLT,-4,11,349,2296,460,456,467,629,617,63,44,50,NE,5,0,30.01,Fair,47,17
11,24,7,DL,SLC,-4,15,129,599,680,676,691,749,737,61,49,64,NNE,5,0,30.12,Mostly Cloudy,35,36
11,30,6,DL,CVG,148,21,322,2036,435,583,604,577,717,50,44,80,ESE,22,31,29.92,Light Rain / Windy,35,42
1,22,3,AA,DFW,0,15,241,1464,661,661,676,782,774,56,50,80,N,5,0,30.23,Partly Cloudy,39,35
12,25,3,UA,ORD,-4,23,285,1846,785,781,804,950,938,52,44,74,E,9,0,29.71,Cloudy,23,26
1,30,4,UA,KOA,-10,13,304,2367,1410,1400,1413,394,376,54,52,93,W,6,0,30.2,Mostly Cloudy,23,8
1,20,1,UA,DEN,-3,13,174,967,886,883,896,1000,989,56,44,64,E,3,0,30.01,Mostly Cloudy,36,30
12,22,7,UA,SEA,-13,13,136,679,1118,1105,1118,1254,1233,50,44,80,WNW,7,0,29.87,Fair,30,44
1,22,3,AA,JFK,-7,19,415,2586,1080,1073,1092,1315,1300,55,46,72,NNW,3,0,30.24,Fair,18,39
12,15,7,UA,LAX,-9,16,87,337,840,831,847,927,910,56,43,62,WNW,17,0,30.22,Mostly Cloudy,22,35
11,5,2,AA,CLT,-7,18,348,2296,686,679,697,854,839,64,48,56,WNW,15,0,29.98,Fair,39,27
1,5,7,DL,LAX,-4,10,95,337,779,775,785,874,862,58,44,60,WNW,14,0,30.52,Fair,25,30
11,29,5,B6,JFK,46,16,409,2586,1180,1226,1242,1409,7,56,46,69,ESE,22,0,29.82,Cloudy / Windy,6,3
1,10,5,AS,PDX,-15,15,110,550,815,800,815,925,902,56,46,69,W,15,0,30.26,Mostly Cloudy,24,27
11,1,5,AS,SAN,53,27,95,447,1275,1328,1355,1370,1415,56,30,37,CALM,0,0,30.12,Fair,26,22
1,1,3,B6,BOS,14,16,422,2704,612,626,642,854,860,56,52,87,W,17,0,30.1,Cloudy,26,32
11,14,4,AA,LAX,-4,20,93,337,420,416,436,513,501,57,48,72,SE,7,0,30.06,Cloudy,49,32
11,22,5,OO,SMF,-6,8,59,86,1236,1230,1238,1295,1281,55,45,69,W,8,0,30.18,Fair,22,47
12,11,3,OO,PAE,-7,11,135,710,360,353,364,495,480,56,50,80,SE,3,0,30.2,Cloudy,50,28
12,20,5,OO,PSP,60,23,90,421,580,640,663,670,722,52,49,89,NNE,5,0,30.17,Mostly Cloudy,40,40
12,22,7,DL,LAX,7,31,87,337,1053,1060,1091,1140,1139,51,44,77,W,7,0,29.86,Fair,29,35
1,30,4,B6,FLL,-2,19,390,2584,420,418,437,630,620,58,53,84,W,7,0,30.26,Cloudy,44,19
11,25,1,DL,ATL,-5,12,327,2139,894,889,901,1041,1028,55,42,62,W,20,28,30.04,Fair,21,25
11,30,6,AS,SEA,64,18,140,679,820,884,902,960,1016,50,43,77,SE,18,0,29.86,Cloudy,39,23
12,4,3,OO,DFW,-1,19,255,1464,1175,1174,1193,1310,1301,56,51,84,E,3,0,29.92,Cloudy,16,43
12,30,1,UA,DFW,-8,15,251,1464,455,447,462,586,570,53,44,71,N,5,0,30.16,Fair,34,49
1,10,5,AS,SEA,53,28,136,679,900,953,981,1036,1081,51,44,77,W,15,0,30.28,Mostly Cloudy,28,35
11,2,6,B6,JFK,-4,13,404,2586,930,926,939,1154,1142,62,33,34,W,7,0,30.02,Fair,19,35
1,16,4,UA,PHX,-8,13,127,651,368,360,373,435,419,52,45,77,SSE,16,24,29.71,Light Rain,22,8
1,17,5,OO,SNA,0,8,93,372,1210,1210,1218,1303,1295,50,41,71,ENE,12,0,30.3,Mostly Cloudy,18,41
1,3,5,UA,LAS,-3,12,105,414,645,642,654,750,739,55,46,72,NE,6,0,30.19,Mostly Cloudy,38,39
12,10,2,UA,PHL,9,13,386,2521,1097,1106,1119,1303,1304,54,50,86,CALM,0,0,30.21,Light Rain,18,42
11,25,1,AA,ORD,-2,14,291,1846,1215,1213,1227,1386,1376,52,38,59,WNW,8,0,30.08,Fair,33,27
11,19,2,UA,PDX,62,9,107,550,970,1032,1041,1077,1131,56,49,77,W,23,0,29.63,Partly Cloudy / Windy,23,35
11,14,4,DL,ATL,-6,11,322,2139,490,484,495,632,618,60,51,72,ENE,6,0,30.07,Cloudy,44,24
11,2,6,UA,PSP,-8,14,95,421,834,826,840,929,913,73,39,29,CALM,0,0,30.03,Fair,18,33
11,22,5,OO,DFW,-8,23,258,1464,755,747,770,893,877,61,51,70,N,7,0,30.14,Fair,30,33
12,28,6,UA,HNL,93,26,311,2398,796,889,915,1227,1312,53,47,80,W,13,0,30.13,Mostly Cloudy,24,41
1,5,7,AA,PHL,8,16,388,2521,1255,1263,1279,23,23,50,44,80,WNW,5,0,30.52,Fair,11,10
1,1,3,UA,MCO,-6,12,365,2446,405,399,411,590,576,55,51,86,WNW,15,24,30.18,Mostly Cloudy,36,45
11,24,7,UA,LAS,-7,18,98,414,813,806,824,911,896,67,41,39,W,9,0,30.07,Fair,30,33
1,1,3,WN,LAS,12,14,100,414,1005,1017,1031,1105,1109,55,52,89,W,22,28,30.08,Cloudy / Windy,26,36
1,22,3,OO,SBP,58,22,79,190,715,773,795,794,844,55,51,86,N,8,0,30.21,Fair,29,31
12,14,6,UA,IAH,-2,20,261,1635,583,581,601,724,714,58,45,62,W,22,0,30.08,Mostly Cloudy / Windy,31,40
12,1,7,OO,RDD,11,9,73,199,612,623,632,685,688,56,50,80,ESE,16,0,29.87,Cloudy,35,40
12,8,7,DL,DTW,12,18,333,2079,1239,1251,1269,1392,1396,53,50,89,CALM,0,0,30.11,Fair,21,18
12,19,4,AA,CLT,5,18,354,2296,1095,1100,1118,1269,1266,56,50,80,SE,3,0,30.24,Mostly Cloudy,22,45
12,14,6,UA,IAD,38,20,360,2419,750,788,808,930,960,55,43,64,W,15,0,30.04,Mostly Cloudy,36,25
11,21,4,B6,FLL,-8,14,385,2584,513,505,519,718,702,60,45,57,NE,6,0,29.87,Fair,36,41
1,29,3,UA,ORD,-6,22,288,1846,785,779,801,953,939,58,48,70,WNW,17,0,30.19,Mostly Cloudy,23,27
12,31,2,OO,RDM,-5,8,117,462,363,358,366,480,467,48,42,80,CALM,0,0,30.15,Fair,27,22
1,18,6,OO,RNO,-11,10,86,192,586,575,585,672,653,49,40,71,E,7,0,30.37,Mostly Cloudy,40,14
12,10,2,OO,BZN,16,7,154,807,970,986,993,1064,1072,56,47,72,CALM,0,0,30.16,Cloudy,22,24
1,15,3,AA,LAX,-5,12,93,337,420,415,427,513,500,45,40,82,CALM,0,0,30.1,Mostly Cloudy,52,26
12,8,7,UA,HNL,-11,14,309,2398,945,934,948,1374,1355,53,51,93,W,5,0,30.1,Mostly Cloudy,31,26
12,22,7,DL,SEA,168,14,132,679,1265,1433,7,1397,117,45,41,86,W,5,0,29.89,Fair,0,6
11,11,1,AS,SEA,2,25,137,679,1055,1057,1082,1192,1186,66,44,45,W,10,0,30.01,Partly Cloudy,29,33
12,21,6,UA,OGG,-1,13,297,2338,1383,1382,1395,360,351,50,47,89,SE,5,0,30.0,Mostly Cloudy,11,2
11,15,5,WN,ONT,71,14,85,363,1230,1301,1315,1315,1378,55,52,88,W,8,0,30.14,Partly Cloudy,32,26
12,3,2,UA,BNA,29,15,317,1969,395,424,439,592,613,58,51,78,ESE,7,0,30.09,Mostly Cloudy,41,22
12,3,2,AA,ORD,67,14,291,1846,1215,1282,1296,1386,5,56,52,87,CALM,0,0,29.97,Cloudy,10,7
11,15,5,OO,PSP,-12,13,90,421,380,368,381,470,450,58,50,75,CALM,0,0,30.19,Mostly Cloudy,25,26
1,27,1,OO,SLC,11,26,139,599,661,672,698,740,743,58,50,75,W,10,0,30.39,Cloudy,39,35
1,25,6,AS,LAS,-11,15,100,414,375,364,379,475,456,54,51,90,E,5,0,30.15,Cloudy,25,22
12,28,6,UA,FLL,2,15,388,2584,408,410,425,616,610,50,43,77,E,3,0,30.17,Fair,41,25
12,13,5,OO,RDD,80,14,73,199,1088,1168,1182,1161,1233,56,51,84,SW,8,0,30.1,Light Rain,24,38
11,3,7,AS,LAS,58,22,100,414,405,463,485,505,555,61,48,62,ENE,3,0,30.02,Fair,39,56
1,14,2,AA,JFK,-6,23,406,2586,1273,1267,1290,59,45,52,49,89,SSW,8,0,30.11,Cloudy,5,8
11,15,5,UA,EWR,-5,39,381,2565,720,715,754,921,908,59,53,81,W,17,0,30.15,Mostly Cloudy,26,34
1,1,3,WN,PHX,0,7,130,651,1320,1320,1327,1390,1382,54,50,86,W,16,0,30.12,Mostly Cloudy,34,20
12,15,7,AS,LAX,-10,19,93,337,810,800,819,903,885,55,43,64,W,17,0,30.21,Mostly Cloudy,29,28
1,8,3,OO,PSP,-8,20,98,421,360,352,372,458,442,50,46,86,WNW,5,0,30.14,Partly Cloudy,27,24
1,30,4,AA,PHX,-8,14,131,651,1100,1092,1106,1171,1155,56,51,84,WNW,7,0,30.23,Partly Cloudy,22,31
1,6,1,DL,DTW,24,20,339,2079,510,534,554,669,685,55,42,62,ENE,3,0,30.46,Fair,36,45
1,4,6,UA,SEA,-6,19,141,679,733,727,746,874,860,58,47,67,WNW,12,0,30.38,Mostly Cloudy,25,30
12,22,7,UA,MCO,-2,10,365,2446,494,492,502,679,669,52,49,89,W,13,0,29.76,Light Rain,33,37
11,22,5,AA,ORD,-2,9,291,1846,415,413,422,586,576,55,48,77,E,5,0,30.18,Fair,37,49
11,21,4,DL,JFK,-9,15,397,2586,420,411,426,637,620,59,43,55,NE,5,0,29.87,Fair,43,27
11,5,2,UA,EWR,0,33,389,2565,1200,1200,1233,1409,1401,51,48,89,W,9,0,30.02,Partly Cloudy,22,17
11,24,7,DL,LAX,-2,12,85,337,1070,1068,1080,1155,1145,56,45,67,WNW,12,0,30.07,Partly Cloudy,27,35
11,12,2,OO,OKC,-1,33,245,1384,470,469,502,595,586,61,52,72,CALM,0,0,30.08,Mostly Cloudy,35,52
12,18,3,OO,SLC,70,39,141,599,700,770,809,781,843,56,51,84,SSE,14,0,29.95,Light Rain,31,34
1,29,3,OO,BFL,-14,9,78,238,360,346,355,438,416,50,45,83,CALM,0,0,30.28,Mostly Cloudy,20,8
1,27,1,UA,LAX,22,23,96,337,1020,1042,1065,1116,1130,55,49,80,W,14,0,30.37,Partly Cloudy,25,32
1,2,4,WN,BUR,-6,14,80,326,1005,999,1013,1085,1071,56,48,75,W,9,0,30.11,Mostly Cloudy,21,29
1,28,2,UA,EWR,-6,25,395,2565,660,654,679,875,861,62,51,67,W,10,0,30.27,Mostly Cloudy,29,31
12,13,5,AS,PDX,-6,14,114,550,1370,1364,1378,44,30,56,52,87,W,9,0,30.09,Cloudy,7,7
11,10,7,F9,DEN,50,9,178,967,1325,1375,1384,3,45,53,49,86,WNW,6,0,30.01,Fair,8,10
12,2,1,UA,ORD,207,25,285,1846,608,815,840,773,972,58,52,81,NE,6,0,30.03,Cloudy,41,30
1,20,1,OO,RDM,-8,10,119,462,620,612,622,739,723,51,44,77,E,6,0,30.01,Cloudy,39,37
11,25,1,WN,LAS,-4,9,100,414,740,736,745,840,828,61,40,46,W,22,0,30.04,Fair / Windy,39,24
1,2,4,UA,ORD,-2,20,293,1846,693,691,711,866,856,59,45,60,CALM,0,0,30.09,Mostly Cloudy,27,34
1,24,5,UA,DEN,-2,11,174,967,886,884,895,1000,990,58,52,81,W,14,0,30.12,Mostly Cloudy,36,31
11,7,4,AS,ORD,-1,13,303,1846,1055,1054,1067,1238,1229,55,48,77,WNW,8,0,30.13,Mostly Cloudy,26,39
11,23,6,AA,ORD,0,12,287,1846,914,914,926,1081,1073,61,41,48,W,12,0,30.14,Partly Cloudy,19,25
1,12,7,DL,MSP,82,35,270,1589,1079,1161,1196,1229,1303,50,43,77,VAR,7,0,30.15,Mostly Cloudy,17,40
12,16,1,DL,SEA,19,12,129,679,794,813,825,923,934,55,39,55,CALM,0,0,30.27,Mostly Cloudy,24,34
12,23,1,AA,JFK,7,16,416,2586,1029,1036,1052,1265,1264,50,43,77,W,9,0,29.87,Fair,20,44
1,15,3,AS,SAN,-9,19,103,447,455,446,465,558,541,48,40,74,E,3,0,30.09,Mostly Cloudy,37,48
12,25,3,UA,SAN,52,16,103,447,1147,1199,1215,1250,1294,50,43,77,NNE,29,0,29.71,Cloudy / Windy,20,44
12,28,6,OO,BFL,-13,37,79,238,360,347,384,439,418,41,39,93,SSE,3,0,30.16,Fair,20,12
12,14,6,UA,LAS,-7,15,98,414,813,806,821,911,896,55,43,64,W,15,0,30.04,Mostly Cloudy,29,29
11,14,4,OO,RDM,-8,20,109,462,620,612,632,729,713,61,52,72,E,3,0,30.07,Cloudy,35,39
12,15,7,OO,SLC,-4,23,137,599,1171,1167,1190,1248,1236,50,43,77,W,9,0,30.25,Partly Cloudy,24,39
1,30,4,F9,LAS,57,20,110,414,765,822,842,875,924,61,53,75,N,3,0,30.21,Mostly Cloudy,26,29
11,8,5,WN,LAX,45,27,85,337,890,935,962,975,1012,53,48,83,WNW,20,0,30.14,Fair,40,29
12,29,7,B6,LGB,-7,10,90,354,833,826,836,923,908,53,48,83,ESE,9,0,30.0,Cloudy,23,26
12,26,4,UA,DEN,11,12,170,967,808,819,831,918,921,56,38,51,W,10,0,29.91,Fair,26,29
12,10,2,AS,SEA,-7,15,137,679,1175,1168,1183,1312,1297,54,50,86,CALM,0,0,30.21,Light Rain,18,42
12,13,5,UA,BWI,18,33,371,2457,510,528,561,701,711,55,52,89,WNW,10,0,30.21,Cloudy,35,42
12,18,3,OO,PAE,127,12,129,710,1154,1281,1293,1283,1402,53,50,89,SW,10,0,30.1,Mostly Cloudy,23,18
11,5,2,OO,PAE,-10,15,129,710,1154,1144,1159,1283,1265,52,48,86,WNW,21,0,30.02,Fair / Windy,20,41
11,20,3,UA,DEN,29,14,165,967,572,601,615,677,698,67,39,36,NW,16,0,29.52,Fair,35,42
1,22,3,OO,MRY,-8,12,50,77,418,410,422,468,452,53,50,89,N,3,0,30.24,Fog,27,24
11,19,2,AA,ORD,-4,23,286,1846,639,635,658,805,793,61,50,67,W,26,39,29.71,Partly Cloudy / Windy,37,26
1,9,4,UA,PSP,-6,11,105,421,1140,1134,1145,1245,1231,48,41,77,SE,3,0,30.16,Fair,32,39
12,18,3,OO,SMF,24,44,73,86,669,693,737,742,758,56,50,80,SSE,15,0,29.95,Light Rain,36,39
1,4,6,UA,DEN,-5,16,170,967,1354,1349,1365,24,11,50,44,80,W,12,0,30.45,Partly Cloudy,12,8
12,5,4,WN,DEN,-4,18,165,967,1325,1321,1339,1430,1418,57,51,81,CALM,0,0,30.02,Mostly Cloudy,21,19
1,12,7,AS,OGG,-3,7,300,2338,1320,1317,1324,300,289,44,39,82,W,3,0,30.21,Partly Cloudy,0,1
11,23,6,B6,JFK,-6,13,399,2586,929,923,936,1148,1134,58,45,62,W,14,0,30.15,Fair,19,30
1,28,2,UA,PDX,-8,14,108,550,972,964,978,1080,1064,56,48,75,W,10,0,30.27,Cloudy,23,23
11,4,1,UA,PHL,-3,25,385,2521,1088,1085,1110,1293,1282,53,46,77,WNW,7,0,29.99,Fair,22,47
12,19,4,OO,SNA,-7,23,95,372,680,673,696,775,760,57,52,83,N,5,0,30.19,Mostly Cloudy,39,39
1,15,3,AS,SEA,-5,14,135,679,1045,1040,1054,1180,1167,51,41,68,S,14,0,29.94,Mostly Cloudy,19,31
1,17,5,UA,PSP,-17,13,105,421,1140,1123,1136,1245,1220,50,42,74,ENE,14,0,30.29,Cloudy,31,42
12,10,2,AA,LAX,-2,15,91,337,1080,1078,1093,1171,1161,55,49,80,W,9,0,30.22,Light Rain,26,34
12,16,1,AA,DFW,0,16,238,1464,770,770,786,888,880,55,37,51,CALM,0,0,30.27,Partly Cloudy,31,33
11,7,4,AS,PDX,-4,13,114,550,1185,1181,1194,1299,1287,54,48,80,WNW,8,0,30.15,Haze,23,46
1,10,5,UA,IAD,-8,17,376,2419,495,487,504,691,675,53,44,71,NE,5,0,30.31,Fair,35,44
12,14,6,OO,TUS,-5,10,150,751,495,490,500,585,572,56,45,67,W,20,0,30.09,Partly Cloudy,36,45
11,20,3,AS,LAS,-15,21,100,414,595,580,601,695,672,67,39,36,NW,16,0,29.52,Fair,35,42
12,6,5,UA,PDX,46,26,107,550,1098,1144,1170,1205,1243,59,52,78,SE,14,25,29.91,Light Rain,25,38
1,19,7,OO,BUR,0,8,97,326,980,980,988,1077,1069,52,43,71,NE,5,0,30.04,Cloudy,20,23
12,7,6,DL,CVG,51,17,314,2036,435,486,503,569,612,66,54,65,S,29,39,29.93,Mostly Cloudy / Windy,41,20
12,12,4,HA,OGG,9,12,300,2338,850,859,871,1270,1271,58,56,93,NW,6,0,30.25,Cloudy,19,44
1,13,1,OO,PSP,-7,61,98,421,720,713,774,818,803,55,42,62,W,10,0,30.19,Mostly Cloudy,33,30
1,14,2,UA,SEA,-7,19,137,679,1160,1153,1172,1297,1282,50,40,68,W,6,0,30.19,Fair,17,38
11,2,6,UA,LAX,-6,13,98,337,480,474,487,578,564,61,47,60,ENE,5,0,30.14,Fair,32,49
12,25,3,OO,SAT,-2,12,260,1482,435,433,445,575,565,48,43,83,SSE,6,0,29.84,Cloudy,34,48
11,7,4,UA,DEN,8,11,167,967,868,876,887,975,975,56,48,75,WNW,18,0,30.09,Partly Cloudy,39,29
12,23,1,UA,IAH,-4,17,262,1635,1290,1286,1303,1432,1420,50,43,77,W,10,0,29.87,Fair,34,21
12,10,2,UA,BUR,-2,26,89,326,431,429,455,520,510,53,47,80,ENE,7,0,30.24,Mostly Cloudy,48,27
12,23,1,AA,JFK,17,17,409,2586,630,647,664,859,868,55,42,62,W,10,0,29.84,Partly Cloudy,28,34
1,31,5,AS,SEA,-4,25,135,679,480,476,501,615,603,53,50,89,NNE,5,0,30.33,Fog,44,17
1,14,2,OO,DFW,-4,16,262,1464,443,439,455,585,573,54,41,62,WNW,6,0,30.27,Fair,37,49
11,17,7,UA,LAX,-2,16,85,337,360,358,374,445,435,57,53,87,S,3,0,30.11,Partly Cloudy,27,25
12,5,4,OO,DAL,-5,12,254,1476,480,475,487,614,601,56,51,84,ENE,3,0,30.08,Cloudy,42,26
1,30,4,AA,PHL,-13,25,386,2521,955,942,967,1161,1140,56,51,84,WNW,7,0,30.23,Partly Cloudy,22,31
11,28,4,AS,SEA,22,13,140,679,760,782,795,900,914,50,37,61,N,8,0,29.58,Mostly Cloudy,15,27
1,6,1,UA,RDU,-11,17,375,2400,390,379,396,585,566,51,42,71,N,14,0,30.51,Fair,36,48
11,8,5,UA,EWR,-4,24,388,2565,360,356,380,568,556,54,50,86,CALM,0,0,30.2,Fog,38,52
1,11,6,AS,LAS,-6,17,100,414,470,464,481,570,556,54,45,72,WNW,14,0,30.31,Partly Cloudy,38,50
12,15,7,OO,RNO,-11,13,80,192,730,719,732,810,791,57,42,57,WNW,15,0,30.21,Partly Cloudy,42,26
1,7,2,DL,MSP,-2,12,269,1589,945,943,955,1094,1084,54,45,72,W,8,0,30.12,Partly Cloudy,24,31
1,22,3,UA,ORD,-3,33,286,1846,1079,1076,1109,1245,1234,53,45,74,W,5,0,30.24,Partly Cloudy,30,39
1,3,5,UA,KOA,-15,18,304,2367,1410,1395,1413,394,371,47,43,86,CALM,0,0,30.16,Partly Cloudy,23,11
1,10,5,UA,IND,-10,10,308,1943,360,350,360,488,470,45,40,82,CALM,0,0,30.3,Fair,28,26
1,8,3,DL,LAX,-7,12,89,337,1276,1269,1281,1365,1350,54,43,66,W,8,0,30.09,Mostly Cloudy,26,18
1,17,5,OO,SLC,-7,39,128,599,430,423,462,498,483,44,40,85,CALM,0,0,30.3,Mostly Cloudy,52,30
12,21,6,UA,TPA,19,18,361,2393,1106,1125,1143,1287,1298,55,42,62,ESE,7,0,29.81,Partly Cloudy,24,41
1,18,6,UA,IAH,-7,28,274,1635,585,578,606,739,724,52,40,63,SSE,5,0,30.3,Mostly Cloudy,35,36
11,28,4,WN,LAX,156,14,85,337,1020,1176,1190,1105,1253,44,37,76,W,7,0,29.62,Partly Cloudy,10,15
12,7,6,UA,MSY,193,18,287,1911,927,1120,1138,1094,1279,60,54,80,SSW,12,21,29.93,Light Rain,16,32
11,4,1,OO,BOI,-12,8,120,522,1020,1008,1016,1080,1060,56,47,72,WNW,17,0,29.94,Fair,23,25
1,20,1,AA,CLT,-6,12,352,2296,445,439,451,617,603,52,44,74,ENE,5,0,30.04,Cloudy,42,15
11,15,5,WN,PHX,22,12,135,651,670,692,704,745,759,64,52,65,E,5,0,30.15,Partly Cloudy,38,41
12,23,1,DL,SLC,1,15,127,599,1020,1021,1036,1087,1080,50,42,74,WSW,9,0,29.85,Fair,28,38
11,16,6,F9,LAS,103,16,110,414,780,883,899,890,985,59,51,75,WNW,18,0,30.06,Mostly Cloudy,36,23
11,9,6,OO,TUS,-6,8,154,751,765,759,767,859,845,58,52,81,E,3,0,30.06,Haze,25,33
12,31,2,OO,PSP,-14,15,109,421,1063,1049,1064,1172,1150,53,48,83,W,9,0,30.11,Partly Cloudy,18,34
11,5,2,WN,LAX,3,18,90,337,630,633,651,720,715,62,52,70,NE,3,0,30.03,Fair,34,39
1,29,3,B6,FLL,-7,13,392,2584,1155,1148,1161,1367,1352,53,47,80,W,20,0,30.21,Mostly Cloudy,23,18
12,5,4,OO,SLC,0,34,137,599,865,865,899,942,934,60,52,75,CALM,0,0,30.01,Cloudy,24,35
1,1,3,UA,ORD,0,22,289,1846,935,935,957,1104,1096,55,52,89,W,22,28,30.08,Cloudy / Windy,26,36
12,21,6,UA,PDX,-8,10,111,550,1108,1100,1110,1219,1203,55,45,69,E,7,0,29.82,Cloudy,31,41
1,28,2,UA,KOA,3,9,301,2367,808,811,820,1229,1224,53,48,83,W,14,0,30.28,Fair,29,40
1,16,4,UA,DEN,180,12,173,967,1035,1215,1227,1148,1320,48,40,74,CALM,0,0,30.05,Partly Cloudy,29,20
11,8,5,UA,KOA,-1,12,303,2367,795,794,806,1218,1209,53,48,83,WNW,10,0,30.16,Haze,24,41
11,21,4,DL,JFK,-5,11,408,2586,955,950,961,1183,1170,57,46,67,SSW,9,0,29.95,Fair,27,36
11,10,7,AS,JFK,-5,27,407,2586,690,685,712,917,904,56,49,77,WNW,17,0,29.99,Fair,25,31
1,18,6,WN,PHX,4,10,130,651,570,574,584,640,636,49,40,71,E,7,0,30.37,Mostly Cloudy,40,14
1,11,6,AA,ORD,92,49,292,1846,885,977,1026,1057,1141,49,41,74,W,9,0,30.21,Fair,19,31
1,1,3,UA,DEN,27,12,170,967,1035,1062,1074,1145,1164,55,52,89,W,17,25,30.08,Cloudy,27,38
1,7,2,OO,SBA,-7,11,81,262,360,353,364,441,426,48,43,83,NE,7,0,30.23,Mostly Cloudy,28,24
11,6,3,OO,ABQ,-3,9,173,896,360,357,366,473,462,53,48,83,S,5,0,30.04,Mostly Cloudy,24,24
