TAXI_OUT
13
19
18
23
12
27
16
12
22
14
24
16
17
16
21
14
13
19
17
22
35
19
22
21
18
17
25
33
22
33
30
20
14
18
23
35
22
22
15
26
13
15
12
20
40
20
13
19
16
40
16
17
26
17
19
24
22
16
17
23
21
22
16
33
16
13
26
13
10
32
34
12
11
15
28
37
15
21
18
18
27
13
16
10
20
19
22
25
28
18
16
15
17
34
19
17
25
16
16
10
18
18
25
19
26
20
22
16
12
41
27
12
31
15
19
11
24
22
37
14
25
14
34
28
18
15
36
16
18
18
41
14
30
32
11
16
27
21
21
29
13
23
17
19
13
28
11
18
32
19
14
18
23
7
16
28
28
16
41
33
16
18
12
31
15
15
20
18
18
20
20
33
18
18
17
26
20
25
22
18
15
30
27
15
28
20
16
16
13
20
23
23
26
16
15
27
14
37
19
17
21
17
21
24
18
22
12
14
25
23
18
16
21
18
19
32
23
19
20
17
18
14
16
22
23
22
20
35
20
23
35
21
19
29
17
24
21
19
18
15
13
16
20
17
33
26
26
18
18
18
16
14
11
18
17
13
17
14
17
14
14
16
14
21
27
26
25
14
23
17
19
24
19
20
21
12
18
14
35
23
15
18
14
25
28
18
23
19
14
16
20
25
18
38
28
35
31
20
19
18
19
15
29
17
24
15
29
15
15
17
13
22
14
17
16
13
15
32
14
15
23
16
8
13
18
12
25
25
22
21
16
17
34
14
26
21
41
14
13
18
15
13
14
24
11
34
14
32
15
20
22
15
30
14
39
27
22
34
17
22
13
12
16
35
31
23
11
37
9
23
24
19
31
24
16
14
24
22
17
17
21
13
20
25
11
22
22
20
29
35
12
23
17
11
17
21
17
19
26
24
17
29
17
11
24
27
20
23
31
18
19
17
16
12
17
17
19
14
11
19
16
18
22
32
28
30
18
20
14
33
21
21
19
25
16
32
22
10
29
14
15
19
40
29
16
15
26
20
21
29
16
18
18
18
13
19
20
14
23
17
16
16
19
24
26
15
24
19
16
14
18
15
30
23
21
36
21
13
23
24
17
13
13
31
24
13
23
16
27
23
26
26
29
16
21
17
12
17
18
23
22
14
15
11
24
21
10
16
24
13
12
29
23
19
18
17
22
21
16
20
14
16
15
22
13
22
18
22
13
24
31
17
16
30
24
27
17
16
24
19
25
24
13
25
21
14
18
21
21
27
8
13
22
16
19
18
18
14
28
29
26
21
16
25
16
30
17
19
12
13
23
36
25
29
29
36
18
16
16
29
24
15
17
18
23
13
11
21
14
21
17
21
28
21
16
35
17
31
24
12
18
20
16
22
39
18
24
31
19
16
39
19
25
19
20
16
16
12
41
19
17
39
15
25
22
10
24
20
16
21
17
24
16
31
17
12
15
13
21
17
19
37
28
18
32
16
19
13
22
20
17
11
37
16
17
27
33
13
21
16
16
28
19
17
25
25
20
26
17
23
21
29
22
21
39
16
16
32
17
39
17
18
14
13
13
18
21
22
18
12
30
32
13
22
41
35
15
33
28
13
21
25
21
22
13
15
21
19
15
11
17
22
22
23
27
14
23
26
24
25
13
16
17
18
23
19
15
11
28
19
28
24
25
19
39
12
39
27
10
15
20
19
18
14
17
20
11
15
12
16
21
9
20
29
16
41
21
40
22
14
15
12
15
12
24
11
34
39
21
14
23
16
21
17
16
20
24
15
18
27
33
12
15
37
37
24
16
15
21
16
17
26
15
20
35
16
15
21
29
30
15
27
11
13
18
25
13
22
22
18
16
30
14
20
34
29
34
17
17
13
22
28
15
25
23
20
20
22
17
17
17
22
16
17
20
24
20
16
26
18
23
13
27
24
10
12
24
30
12
18
21
12
13
17
10
11
12
13
13
27
24
17
35
31
21
15
13
23
15
24
12
11
23
19
37
22
25
23
23
20
21
22
29
15
37
15
17
17
30
14
20
12
13
26
32
18
15
21
14
19
18
17
18
32
19
15
19
14
12
22
21
19
29
28
23
10
14
24
25
24
12
32
17
17
14
15
19
17
13
15
18
27
17
26
18
20
21
19
22
16
23
10
27
40
17
18
19
12
21
19
29
21
13
14
22
30
29
20
15
14
18
28
16
22
17
16
18
28
29
10
18
15
14
33
27
20
23
20
17
23
23
15
36
13
18
15
20
26
14
17
15
31
23
15
11
22
28
21
35
16
24
16
26
29
18
35
17
21
34
21
16
17
9
22
15
17
26
25
19
11
14
17
20
16
25
20
18
39
16
14
20
22
15
17
16
14
31
21
12
36
27
13
9
15
18
20
16
15
19
34
20
25
27
36
12
39
20
24
16
25
26
21
13
28
22
29
29
15
29
26
20
29
21
41
19
19
17
19
16
22
29
20
19
25
28
9
26
25
18
16
12
18
15
20
24
22
17
16
12
16
17
38
19
16
21
15
18
19
14
17
17
28
18
18
41
11
28
27
34
35
24
19
19
36
15
33
13
17
20
14
19
20
14
18
13
16
27
16
17
38
29
20
27
21
40
23
24
19
34
20
20
25
23
16
19
17
29
25
23
13
27
34
18
18
22
14
22
16
15
22
17
29
14
15
20
20
22
29
16
25
12
27
30
23
36
28
26
11
13
28
25
16
15
14
15
28
10
11
11
17
17
24
19
17
27
20
18
20
18
18
20
23
27
15
17
20
20
17
40
13
19
12
39
16
28
24
19
22
14
15
21
11
11
15
23
14
13
20
24
30
34
11
30
19
27
27
13
13
19
22
22
15
15
17
12
16
18
15
15
18
23
35
24
15
17
13
29
14
16
40
13
10
29
19
24
23
19
20
20
27
26
15
15
35
15
23
20
13
29
19
15
18
22
26
17
22
20
31
23
22
24
24
17
13
24
21
20
22
18
18
23
13
15
20
18
20
13
25
13
13
27
33
33
17
14
33
23
22
25
17
13
15
17
27
14
17
33
21
13
25
18
12
16
16
23
20
17
18
20
18
33
20
11
26
28
17
15
16
18
22
34
20
31
23
32
16
16
16
23
24
18
25
12
22
17
16
28
19
14
15
24
29
41
17
22
16
24
14
22
16
14
32
18
27
33
25
24
20
28
18
16
26
17
16
12
33
27
20
41
20
23
25
25
21
22
14
32
25
21
26
19
28
20
18
17
21
37
21
13
36
20
20
15
26
15
32
25
34
30
18
18
40
29
22
13
33
34
20
21
21
14
26
20
22
22
14
34
20
27
15
14
11
26
19
27
29
37
18
17
30
26
19
17
23
24
28
22
16
18
23
24
20
21
10
16
29
22
16
34
33
24
13
17
20
15
14
14
17
24
22
22
18
16
26
17
37
12
17
28
16
22
41
19
39
25
12
24
18
15
14
21
21
22
13
14
20
27
20
15
18
31
35
14
36
36
25
41
20
13
11
13
15
19
14
20
28
31
18
21
13
19
40
18
12
27
29
22
33
38
36
24
29
22
20
20
12
17
21
25
18
26
18
31
20
17
25
17
20
35
17
28
18
24
31
16
31
30
17
15
19
19
39
24
22
21
19
16
13
24
14
25
16
20
15
12
17
35
17
34
26
33
18
18
19
12
36
22
21
21
31
13
31
23
15
21
19
19
13
29
20
33
19
29
14
37
14
36
24
21
29
13
20
24
28
20
14
11
22
28
19
25
30
17
22
19
18
20
18
29
41
30
14
15
19
24
12
25
18
18
16
26
13
24
15
13
13
26
23
16
27
26
23
37
18
18
32
16
20
19
13
26
21
18
27
23
18
16
21
15
28
15
9
17
21
28
19
29
29
18
15
26
25
27
12
25
14
24
20
17
20
24
35
37
12
15
20
16
16
23
37
21
24
35
31
22
32
18
26
12
25
14
20
25
17
21
14
17
17
26
11
17
14
18
12
40
14
16
36
34
25
30
22
18
18
23
20
29
26
22
21
23
18
18
14
29
26
28
28
24
24
24
35
24
14
26
11
39
19
20
18
20
17
17
18
15
22
15
27
24
20
29
19
24
19
17
21
38
17
23
24
18
26
25
24
17
18
28
18
19
11
16
26
24
23
25
10
24
17
17
23
13
28
27
31
20
27
41
24
21
25
12
19
32
18
17
17
28
28
30
14
18
30
20
15
21
17
40
16
38
31
22
30
41
15
17
19
25
14
30
39
17
14
20
18
14
26
26
24
30
17
13
15
33
30
16
17
30
21
20
22
13
25
20
23
14
22
13
29
20
29
20
28
15
29
16
19
20
18
20
21
22
19
16
25
30
16
18
32
23
24
30
23
14
15
23
12
20
25
30
16
11
16
21
23
31
15
18
16
20
16
16
27
17
17
14
26
13
17
36
27
22
23
16
11
24
15
41
25
14
22
17
20
37
20
17
23
16
17
31
15
21
14
29
39
27
22
13
13
32
16
17
15
23
14
13
20
32
15
36
15
21
19
23
21
19
34
13
22
17
9
21
18
37
18
11
18
24
17
26
13
22
16
14
29
30
38
20
22
36
22
32
18
19
18
16
24
17
30
16
10
33
22
16
39
20
19
15
26
15
20
18
18
17
15
25
27
23
41
27
31
21
19
16
32
21
14
17
14
11
20
22
13
15
21
27
13
14
17
25
35
15
27
29
20
21
27
23
16
29
19
39
13
24
21
17
28
23
25
41
27
17
24
23
18
40
34
20
27
21
7
22
15
14
27
20
13
29
18
12
21
15
12
13
14
26
13
18
20
29
11
19
18
15
15
15
28
31
25
13
38
16
24
27
17
15
19
19
14
17
12
14
16
35
19
30
23
29
33
13
24
24
25
12
20
17
18
19
32
27
12
27
15
22
24
16
14
23
17
27
15
15
12
33
28
31
21
25
14
11
19
34
20
12
24
27
14
13
15
15
13
19
35
20
23
24
16
27
31
20
18
20
28
13
28
14
33
11
17
34
21
20
24
34
14
38
38
11
17
19
19
21
15
25
23
16
21
11
27
32
20
20
35
28
20
14
18
26
26
24
26
17
31
19
12
17
18
13
37
20
11
19
29
26
24
20
16
16
23
22
28
16
17
15
37
30
17
27
36
21
13
20
18
12
13
17
36
12
15
23
13
10
16
18
17
31
28
28
18
27
19
26
35
24
22
24
20
11
13
16
14
11
16
18
10
15
20
37
17
30
24
24
18
22
39
13
11
22
14
19
23
20
19
17
23
19
13
19
34
14
21
17
18
23
41
22
22
20
18
13
25
21
15
31
15
14
17
18
13
41
14
23
15
28
23
26
35
25
26
12
22
17
15
29
17
18
29
28
14
15
17
15
14
26
30
15
15
24
36
24
19
14
21
23
13
23
17
19
16
18
20
16
23
13
19
21
21
18
27
26
18
18
26
18
14
23
30
28
14
34
21
17
33
15
18
34
16
41
9
17
19
14
12
34
17
19
21
16
24
15
19
23
16
41
28
14
21
17
14
19
14
32
21
16
26
26
33
30
20
19
25
18
22
27
16
31
16
28
18
16
14
34
10
21
21
17
24
19
13
17
20
22
19
13
24
30
18
16
21
16
12
36
12
17
17
20
14
14
15
16
21
16
23
29
34
16
20
11
31
14
18
20
16
17
24
27
12
26
21
15
26
33
18
31
15
19
19
24
24
15
17
19
14
15
24
16
30
21
29
28
15
41
23
13
23
27
31
11
21
25
19
13
14
14
18
20
19
22
13
17
17
32
18
20
15
27
27
23
18
16
15
31
25
14
20
39
22
14
19
28
20
31
21
11
25
20
24
28
11
15
10
13
22
20
16
22
18
16
17
17
24
20
21
26
15
41
31
23
25
13
16
40
17
27
27
22
11
30
13
29
20
17
26
25
13
13
31
24
39
11
20
9
12
25
26
19
23
21
18
18
36
19
12
25
16
28
29
23
12
23
11
38
23
19
9
19
13
23
18
27
22
23
31
11
16
17
21
34
16
23
29
20
32
36
20
16
15
17
22
10
19
15
13
16
27
31
13
17
13
18
17
40
17
17
22
25
24
16
26
23
19
25
22
25
20
21
26
13
14
22
14
17
31
29
20
15
22
19
15
20
14
16
14
34
23
20
31
25
17
20
21
12
18
12
12
39
21
40
32
16
14
13
21
12
20
15
16
18
26
19
31
28
13
19
11
23
18
15
29
16
12
14
22
28
14
17
21
19
25
17
28
24
31
25
34
22
32
20
17
24
19
28
15
18
28
14
29
40
32
25
17
13
21
26
19
17
13
20
21
20
21
15
18
18
26
39
24
29
19
14
35
16
23
41
18
33
17
16
12
19
23
17
33
36
21
16
29
12
17
23
19
20
17
19
41
19
23
17
21
18
33
20
17
24
16
19
20
11
13
22
16
25
23
20
15
15
30
31
14
24
29
16
15
11
13
14
25
22
23
29
26
15
17
37
23
16
14
31
14
29
11
22
22
25
17
24
20
26
15
17
14
18
19
12
19
8
30
11
20
36
16
11
19
18
15
24
19
14
24
23
19
23
16
19
24
23
13
18
26
14
18
33
17
34
16
29
37
20
14
14
11
24
21
13
36
21
18
21
25
14
16
17
13
20
18
21
22
33
10
14
20
28
31
26
18
18
18
14
21
24
26
15
32
18
17
18
32
16
27
30
14
12
15
36
11
40
10
19
24
16
33
33
39
29
17
28
28
17
15
14
18
31
13
38
31
10
14
18
17
37
38
40
19
25
27
32
18
14
14
20
33
27
32
16
13
19
30
28
15
20
25
14
15
38
23
16
21
12
16
13
20
33
19
20
20
15
36
20
17
39
31
18
19
20
15
15
19
25
14
12
13
12
22
10
40
15
16
34
20
32
22
15
21
17
16
20
15
18
14
10
21
21
22
36
14
25
15
15
32
17
16
15
10
26
19
15
18
16
38
22
26
34
19
31
35
21
23
16
15
16
13
28
35
14
12
20
29
29
15
23
18
32
18
12
20
40
29
20
13
25
30
20
20
17
22
31
16
14
13
18
17
13
15
22
15
16
30
33
15
20
23
11
16
21
19
19
32
20
21
19
18
26
17
13
21
13
17
31
11
14
35
14
19
32
14
14
11
23
17
16
19
14
25
18
16
29
22
20
22
15
16
21
31
22
24
20
34
20
17
36
39
18
24
16
21
15
18
40
21
29
20
18
23
15
20
27
20
16
31
19
23
21
17
15
11
35
20
22
15
28
22
19
25
16
21
30
13
19
34
17
24
16
13
19
23
11
15
32
33
22
13
15
19
22
21
14
10
27
18
13
16
22
19
15
23
12
17
20
22
27
17
29
25
14
21
19
16
20
20
14
21
15
24
14
16
21
13
20
27
13
19
16
36
20
20
16
20
23
15
15
20
18
19
22
20
17
18
16
18
29
15
41
12
15
12
23
22
28
23
20
24
27
22
16
19
23
32
25
18
12
15
14
15
28
32
26
34
22
27
37
12
32
15
16
18
23
29
15
21
15
24
14
12
17
17
23
22
14
21
22
18
9
17
27
26
25
16
32
13
13
37
19
15
11
24
15
16
22
12
13
16
20
33
21
27
16
21
38
14
27
20
39
20
29
16
17
18
37
16
24
23
24
29
17
20
25
13
12
22
16
20
32
22
13
14
14
14
15
17
19
17
11
18
10
18
22
13
15
22
19
19
23
19
17
28
28
19
14
17
10
26
14
15
18
22
16
21
13
15
14
18
20
17
13
27
14
21
13
15
15
20
39
29
13
17
25
14
32
21
16
16
22
37
22
13
15
26
18
40
41
23
20
20
20
26
19
21
25
24
30
29
15
12
26
18
15
32
11
25
22
23
27
20
17
31
26
27
41
14
21
24
17
17
27
15
30
17
16
35
27
13
22
16
15
22
25
13
15
18
24
17
35
21
17
15
12
17
14
22
19
25
16
27
19
25
29
17
23
41
19
20
36
19
14
16
23
19
18
15
39
14
14
22
20
14
22
15
35
20
21
11
19
17
24
22
13
17
18
40
27
28
13
19
22
20
27
12
24
12
20
15
10
21
33
14
30
17
17
39
23
13
21
34
20
30
13
21
14
20
20
15
17
17
17
12
32
19
26
20
25
9
14
14
27
17
12
19
11
16
21
17
32
19
26
15
15
26
37
28
17
24
30
10
15
26
15
22
23
21
21
30
23
15
22
29
12
23
34
33
26
12
30
30
18
12
18
20
17
16
30
15
13
23
19
31
19
19
15
20
26
24
16
20
12
17
21
15
26
15
9
20
16
29
39
18
28
17
16
16
22
15
41
21
27
36
14
20
13
39
40
14
14
16
22
25
19
27
21
24
12
22
24
16
12
20
37
23
21
36
15
15
22
33
18
16
22
18
23
10
13
15
11
17
21
31
20
35
21
20
14
19
21
22
19
26
16
23
11
22
14
17
23
21
7
24
13
22
13
20
24
24
18
17
31
29
19
17
16
22
26
13
20
20
21
16
13
28
12
20
15
41
25
12
23
31
15
17
12
12
20
26
15
19
26
26
21
16
19
16
28
25
20
16
23
11
24
17
39
18
14
10
17
24
22
15
17
12
23
20
13
17
18
19
15
11
26
14
19
24
28
25
17
16
21
23
15
21
14
20
22
19
20
37
27
18
15
16
17
17
17
16
18
40
14
21
10
18
36
16
22
20
18
23
37
39
16
19
13
14
17
19
23
23
13
16
24
18
35
15
18
10
34
17
17
16
21
15
13
13
14
36
26
11
30
15
35
33
13
13
13
32
19
14
26
36
28
14
31
14
14
16
18
23
21
17
33
20
22
17
15
36
25
20
14
24
13
22
13
30
20
16
13
19
16
30
16
30
14
15
10
20
14
35
26
16
16
32
40
41
18
12
19
16
13
24
6
28
14
16
19
23
21
34
18
15
21
18
29
36
23
15
28
12
20
18
24
25
18
25
32
22
14
13
22
18
25
26
17
17
16
15
29
22
18
17
14
13
19
17
19
24
17
21
15
17
16
14
25
24
20
16
15
18
22
28
29
16
11
18
26
32
38
19
32
19
18
32
26
37
17
27
33
13
24
24
11
20
23
31
24
12
20
22
20
18
14
24
22
14
16
13
24
15
13
32
13
26
25
41
25
20
13
15
31
21
10
19
12
33
22
16
21
12
18
10
14
13
30
18
17
19
33
13
18
26
31
23
32
31
16
16
18
21
21
27
35
25
15
30
32
19
30
20
19
15
12
17
28
22
17
19
17
13
15
16
11
17
37
28
22
14
26
15
15
22
15
13
25
11
13
13
19
17
12
22
33
28
16
21
25
23
25
15
28
16
23
13
19
18
17
31
19
15
24
24
19
19
10
37
17
16
27
14
15
11
17
14
11
22
25
27
15
13
21
20
24
32
23
22
29
14
32
20
13
18
31
21
18
29
35
15
23
27
16
18
15
31
16
35
16
27
32
14
17
25
15
21
23
13
11
27
10
19
33
16
12
24
20
18
41
11
12
38
14
19
22
20
11
17
15
35
25
19
27
12
24
22
20
14
40
23
15
27
15
21
22
12
19
27
30
21
15
33
19
14
16
23
38
17
18
25
30
19
17
26
26
24
18
18
22
16
14
13
19
14
14
26
27
21
27
18
15
17
18
16
18
14
39
20
21
21
21
19
28
19
22
22
25
34
14
28
16
14
18
19
17
15
13
36
21
17
29
32
35
21
15
21
24
14
18
18
41
13
33
23
11
25
18
29
33
20
13
22
24
27
13
24
21
28
15
14
17
25
28
10
13
20
12
17
32
21
20
19
26
33
18
17
29
33
16
31
17
19
35
29
25
13
21
17
13
14
18
20
24
32
11
26
24
21
11
30
33
17
26
19
23
25
16
24
19
17
23
36
24
37
16
16
26
18
12
15
22
34
11
22
36
18
29
24
14
29
25
14
15
23
27
10
29
16
19
26
19
24
23
26
24
24
13
20
20
15
18
17
20
20
27
18
13
20
28
15
16
24
15
22
21
19
19
20
38
23
27
34
13
23
13
15
23
13
13
21
20
18
14
22
29
21
35
21
15
24
22
20
40
27
21
18
17
13
40
26
41
20
39
37
17
22
23
14
31
15
21
18
19
18
15
20
18
14
13
18
23
23
16
31
19
28
18
19
34
12
10
20
13
17
17
14
24
13
20
17
15
24
20
27
36
17
29
21
17
31
15
15
14
10
25
26
19
24
17
22
28
10
20
16
19
18
37
10
16
17
20
31
35
25
32
16
16
20
24
24
19
27
24
20
21
19
18
23
17
19
18
18
32
13
30
11
28
31
18
39
27
31
34
21
19
21
17
23
11
11
14
37
22
14
26
26
22
19
22
9
15
9
17
24
14
11
23
30
26
16
30
13
17
17
13
16
15
34
12
28
15
17
23
32
18
41
23
32
34
31
21
24
14
21
13
19
25
27
13
36
14
13
12
23
19
12
12
20
19
27
13
20
19
10
23
16
18
18
19
21
19
18
19
26
19
16
17
16
18
17
39
28
15
19
24
29
17
16
26
15
18
11
27
32
28
19
17
21
23
35
21
24
21
23
15
38
20
26
24
16
17
18
11
18
17
29
22
34
21
12
31
17
19
29
13
24
13
24
22
16
26
20
22
12
35
29
25
25
16
16
38
18
19
16
36
9
18
35
21
16
22
18
17
20
24
14
18
21
27
20
12
21
31
18
17
12
26
28
19
13
16
16
15
20
22
28
21
12
35
14
26
19
16
17
36
25
12
33
21
35
12
27
21
19
27
23
26
20
14
21
25
26
15
24
18
14
19
22
13
27
27
26
26
19
13
17
18
13
15
14
13
24
25
25
22
20
20
16
16
24
11
10
21
17
13
13
27
23
22
10
30
40
24
15
17
26
13
22
19
37
20
32
20
19
14
33
25
23
20
17
24
30
19
18
23
21
32
13
23
19
17
16
12
22
20
22
19
22
22
16
11
17
18
14
20
16
18
15
32
33
12
36
21
39
25
14
11
17
26
24
28
22
24
39
16
17
25
15
18
19
14
28
18
38
24
16
24
21
28
19
14
29
22
11
30
24
18
27
19
21
18
32
26
28
27
13
31
18
16
18
26
16
16
11
19
23
17
37
19
22
23
23
16
29
24
12
17
16
33
15
11
25
30
15
17
21
15
14
23
32
13
23
11
18
17
15
24
19
16
14
16
29
18
26
36
22
14
20
26
28
31
20
23
14
30
21
30
10
19
32
27
11
41
17
18
20
38
16
20
34
16
28
26
16
32
20
36
19
11
17
23
16
11
18
22
15
13
34
23
34
15
19
21
22
15
33
16
25
19
20
38
23
13
17
18
19
19
14
18
15
23
16
19
16
19
29
11
34
11
15
19
13
29
26
19
21
11
23
19
28
18
26
12
35
18
37
29
15
27
16
11
19
25
22
17
30
32
22
29
15
23
37
21
38
17
16
13
26
24
18
22
18
16
25
17
14
30
14
11
18
20
20
17
19
32
13
30
22
19
21
21
14
25
18
20
17
25
15
32
16
24
18
21
10
23
36
13
8
14
22
30
28
19
15
40
20
13
15
23
11
23
36
39
20
17
20
30
13
22
19
14
37
26
27
32
22
31
29
20
25
14
16
12
19
21
23
22
31
17
40
18
19
18
20
12
24
15
17
18
20
17
18
15
16
36
19
19
11
27
20
23
40
19
22
28
17
24
16
20
15
32
13
27
41
18
16
16
24
17
31
18
15
34
20
32
19
13
14
16
23
21
12
21
27
17
28
27
21
26
25
27
13
19
28
11
16
14
23
22
13
13
14
14
31
35
27
21
19
15
25
11
21
19
21
17
23
21
16
23
16
24
17
39
18
18
17
16
29
33
19
25
23
19
13
19
22
27
25
15
9
33
18
27
30
31
34
16
17
16
12
25
32
40
14
30
23
36
15
24
16
29
20
34
22
16
16
21
13
25
31
24
11
11
16
28
23
28
15
19
28
14
19
23
19
25
11
18
16
17
20
19
16
20
14
40
37
14
17
16
20
37
23
21
33
13
17
30
16
22
18
15
23
15
18
16
23
18
18
16
20
16
10
32
18
21
31
16
11
14
15
12
12
19
11
26
23
19
19
15
13
18
17
15
16
16
13
15
15
29
25
16
18
15
27
25
17
15
18
18
16
24
30
23
24
26
21
20
13
35
22
16
27
19
16
7
27
19
25
21
26
25
20
10
16
20
23
25
15
23
20
22
27
19
24
16
26
14
15
13
16
19
24
28
40
21
37
36
9
14
24
18
16
17
16
15
17
14
23
19
14
28
20
16
22
29
21
32
13
17
31
26
22
18
17
12
20
16
18
22
13
22
30
21
10
10
21
15
13
26
32
12
12
16
28
29
17
13
19
33
15
24
21
23
34
13
24
19
15
20
31
16
26
14
22
29
23
28
13
22
23
13
21
14
23
27
24
